gida1	part8	youngold	genea10k	up5k	upk10	upk15	upk20	down5k	down10k	down15k	down20k	DE	DE2	haploid 
MvSl-1064-A2-R4_MC15g12300	Auto	Auto	0	2	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC02g04393	Auto	Auto	3	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC12g11081	Auto	Auto	0	0	0	0	0	0	1	0	1	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g02493	Auto	Auto	0	0	0	0	0	0	1	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g03320	Auto	Auto	0	0	2	2	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC02g04067	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC03g04993	Auto	Auto	0	0	0	0	2	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC05g06925	Auto	Auto	0	0	0	0	0	3	3	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC07g08337	Auto	Auto	0	0	0	0	0	0	2	1	1	NON	EqualTE	A2
MvSl-1064-A2-R4_MC09g09263	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC09g09547	Auto	Auto	0	0	0	0	2	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC10g09868	Auto	Auto	0	0	0	1	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC12g11233	Auto	Auto	0	2	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC04-1g05894	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC07g08233	Auto	Auto	0	0	1	0	0	0	3	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC07g08335	Auto	Auto	0	0	0	0	0	0	2	1	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC10g10020	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC11g10503	Auto	Auto	0	0	0	0	1	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g02941	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC03g05213	Auto	Auto	2	0	0	0	0	1	2	2	1	NON	EqualTE	A2
MvSl-1064-A2-R4_MC03g05306	Auto	Auto	0	0	0	10	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC05g07015	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC06-2g07681	Auto	Auto	0	0	0	0	4	1	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC09g09821	Auto	Auto	0	1	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC10g10249	Auto	Auto	0	0	0	0	0	0	0	5	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC12g11476	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g02183	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC02g04174	Auto	Auto	0	0	1	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC04-1g06071	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC11g10628	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g03137	Auto	Auto	0	0	0	0	3	0	1	1	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC02g04235	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC04-1g05967	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC04-1g06022	Auto	Auto	0	0	8	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC05g06977	Auto	Auto	2	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC06-2g07612	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC07g07948	Auto	Auto	0	0	0	0	2	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC08-1g08539	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC09g09626	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC09g09796	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g02397	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC03g05040	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC07g08313	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC10g09970	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC04-1g05813	Auto	Auto	0	0	0	0	0	0	1	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC02g03635	Auto	Auto	1	0	0	3	0	2	1	1	1	NON	EqualTE	A2
MvSl-1064-A2-R4_MC03g05026	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_A2g00737	Purple	OldStrata	0	0	1	0	1	0	0	2	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g02133	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC13g11595	Auto	Auto	2	1	0	1	1	0	1	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC13g11965	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC02g03898	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC03g05403	Auto	Auto	0	0	0	5	0	1	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC04-1g05560	Auto	Auto	0	0	0	1	0	0	0	1	2	NON	EqualTE	A2
MvSl-1064-A2-R4_MC04-1g05866	Auto	Auto	0	4	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC06-1g07251	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC10g10264	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC11g10953	Auto	Auto	0	0	2	0	0	0	1	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_A2g01227	Purple	OldStrata	0	3	0	2	0	1	1	1	0	NON	EqualTE	A2
MvSl-1064-A2-R4_A2g00969	Black	OldStrata	0	0	0	1	0	2	0	0	1	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g02278	Auto	Auto	0	0	3	0	0	0	0	0	1	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g02395	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g02479	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g02712	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC02g04295	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC03g04925	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC04-1g05947	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC05g06659	Auto	Auto	0	0	0	0	0	0	1	1	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC05g06908	Auto	Auto	0	1	3	0	1	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC05g06945	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC06-2g07305	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC10g10014	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC10g10271	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC13g11942	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC02g04375	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC05g06893	Auto	Auto	0	0	0	0	0	0	0	1	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g02950	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC02g03499	Auto	Auto	0	0	0	1	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC02g03879	Auto	Auto	0	0	0	0	0	0	0	1	3	NON	EqualTE	A2
MvSl-1064-A2-R4_MC05g06953	Auto	Auto	0	0	0	0	0	0	6	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC11g10736	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC08-1g08902	Auto	Auto	0	0	0	0	0	2	0	0	6	NON	EqualTE	A2
MvSl-1064-A2-R4_A2g00062	bPAR	bPAR	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC03g04977	Auto	Auto	0	0	0	0	0	0	0	0	2	NON	EqualTE	A2
MvSl-1064-A2-R4_MC11g10812	Auto	Auto	0	0	0	0	0	0	1	2	1	NON	EqualTE	A2
MvSl-1064-A2-R4_MC03g04966	Auto	Auto	0	0	2	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g02431	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC07g07938	Auto	Auto	2	0	1	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC08-2g09100	Auto	Auto	0	0	0	2	2	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC14g12069	Auto	Auto	1	0	0	0	0	3	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC13g11848	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC03g05000	Auto	Auto	0	0	0	0	0	0	0	0	4	NON	EqualTE	A2
MvSl-1064-A2-R4_MC04-1g06032	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC06-2g07621	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC07g08410	Auto	Auto	0	0	0	0	0	0	1	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC08-1g08994	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC05g07065	Auto	Auto	0	0	0	1	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC10g10016	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC05g06444	Auto	Auto	0	0	0	0	0	3	3	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC02g03549	Auto	Auto	0	0	2	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC14g12094	Auto	Auto	0	2	0	0	0	0	0	0	2	NON	EqualTE	A2
MvSl-1064-A2-R4_A2g01664	Black	OldStrata	0	0	0	0	0	0	1	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g02692	Auto	Auto	0	0	0	0	0	0	1	9	2	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g03312	Auto	Auto	0	0	0	0	0	2	2	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC04-1g06012	Auto	Auto	0	1	0	0	0	0	0	0	8	NON	EqualTE	A2
MvSl-1064-A2-R4_MC09g09480	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC09g09635	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC10g10001	Auto	Auto	4	0	2	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC15g12346	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC02g04021	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g02345	Auto	Auto	2	0	1	0	0	2	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g02048	Auto	Auto	0	5	0	1	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC12g11213	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC08-1g08595	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC02g03963	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC04-1g06068	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC05g06855	Auto	Auto	0	0	0	0	0	0	1	3	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC12g11297	Auto	Auto	0	0	0	0	0	0	0	2	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC07g08213	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g02742	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC02g03864	Auto	Auto	0	0	0	0	2	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC02g04338	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC03g04641	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC04-1g06242	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC08-1g08699	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC08-1g08720	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC08-1g08808	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC09g09671	Auto	Auto	0	0	0	0	0	0	2	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC11g10906	Auto	Auto	3	0	0	0	0	2	1	1	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC02g03840	Auto	Auto	0	0	0	0	0	0	2	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC07g08312	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g02574	Auto	Auto	0	0	0	2	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC04-1g05937	Auto	Auto	0	0	0	0	0	1	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC05g06674	Auto	Auto	0	1	0	1	0	0	1	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g03405	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC07g07933	Auto	Auto	0	0	0	0	0	1	2	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC08-1g08858	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC07g08428	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC10g09870	Auto	Auto	0	0	0	0	1	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC12g11173	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_A2g00374	Red	ColorStrata	0	0	0	0	0	0	0	0	1	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g02437	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g02858	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g03309	Auto	Auto	0	0	0	0	0	0	2	2	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC02g04020	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC02g04115	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC02g04175	Auto	Auto	0	0	0	1	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC02g04265	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC03g04646	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC03g05388	Auto	Auto	0	8	0	0	0	0	0	0	4	NON	EqualTE	A2
MvSl-1064-A2-R4_MC04-1g05910	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC05g07105	Auto	Auto	0	0	0	1	3	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC06-2g07468	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC06-2g07738	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC07g08152	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC11g10956	Auto	Auto	0	0	0	2	0	1	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC12g11390	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC13g11755	Auto	Auto	0	1	2	1	4	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g02596	Auto	Auto	0	0	0	1	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC04-1g05634	Auto	Auto	0	0	0	0	0	6	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC05g07001	Auto	Auto	0	0	3	1	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g02342	Auto	Auto	0	1	0	0	0	1	3	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC06-2g07575	Auto	Auto	0	0	0	0	0	0	0	0	3	NON	EqualTE	A2
MvSl-1064-A2-R4_MC07g08331	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC18g12508	Auto	Auto	1	0	0	0	0	2	1	1	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC12g11157	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC06-2g07579	Auto	Auto	0	0	0	0	0	0	3	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC08-1g08671	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC08-1g08846	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC02g04240	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g02168	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g02210	Auto	Auto	4	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC02g04412	Auto	Auto	0	0	0	1	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC03g05300	Auto	Auto	0	6	4	0	4	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC03g05336	Auto	Auto	0	0	1	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC04-1g05601	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC04-1g05936	Auto	Auto	0	0	0	0	0	0	1	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC04-1g06165	Auto	Auto	0	0	0	0	0	2	0	2	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC05g06637	Auto	Auto	0	0	0	0	0	4	4	0	1	NON	EqualTE	A2
MvSl-1064-A2-R4_MC05g06796	Auto	Auto	1	0	0	0	0	1	2	1	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC06-1g07199	Auto	Auto	0	0	0	0	0	1	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC06-2g07362	Auto	Auto	6	3	3	4	1	5	2	0	4	NON	EqualTE	A2
MvSl-1064-A2-R4_MC07g07932	Auto	Auto	0	0	0	0	0	1	2	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC09g09639	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC11g10808	Auto	Auto	0	0	0	0	0	0	0	0	1	NON	EqualTE	A2
MvSl-1064-A2-R4_MC13g11637	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC13g11739	Auto	Auto	0	0	0	0	0	0	4	0	3	NON	EqualTE	A2
MvSl-1064-A2-R4_MC06-2g07383	Auto	Auto	0	2	4	5	7	0	0	0	4	NON	EqualTE	A2
MvSl-1064-A2-R4_MC10g10225	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC10g10294	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC13g11940	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC13g11734	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC16g12435	Auto	Auto	0	0	0	4	0	1	1	5	4	NON	EqualTE	A2
MvSl-1064-A2-R4_MC03g05151	Auto	Auto	0	0	2	0	0	2	1	0	3	NON	EqualTE	A2
MvSl-1064-A2-R4_MC04-2g06285	Auto	Auto	0	0	0	0	0	0	0	2	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC04-2g06351	Auto	Auto	0	0	0	2	0	1	0	1	1	NON	EqualTE	A2
MvSl-1064-A2-R4_MC07g07835	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC08-1g08880	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC11g10501	Auto	Auto	0	0	0	1	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g02430	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g02927	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g02952	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g03325	Auto	Auto	0	0	0	0	2	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC02g03765	Auto	Auto	0	0	0	2	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC02g03779	Auto	Auto	0	0	0	0	0	0	0	0	1	NON	EqualTE	A2
MvSl-1064-A2-R4_MC02g04010	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC02g04191	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC02g04214	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC02g04381	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC03g04862	Auto	Auto	0	0	0	0	0	0	0	1	1	NON	EqualTE	A2
MvSl-1064-A2-R4_MC05g06748	Auto	Auto	0	0	0	0	0	0	0	0	2	NON	EqualTE	A2
MvSl-1064-A2-R4_MC06-2g07532	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC07g07916	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC08-1g08692	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC08-1g08818	Auto	Auto	0	0	0	0	0	0	0	0	1	NON	EqualTE	A2
MvSl-1064-A2-R4_MC08-1g08859	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC10g10361	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC10g10371	Auto	Auto	0	0	0	0	0	0	2	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC11g10976	Auto	Auto	0	0	0	0	0	0	0	0	1	NON	EqualTE	A2
MvSl-1064-A2-R4_MC12g11097	Auto	Auto	0	0	0	2	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC12g11266	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC12g11329	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC07g08452	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g02544	Auto	Auto	5	2	0	0	0	0	0	1	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC06-2g07508	Auto	Auto	0	0	0	0	0	2	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g02916	Auto	Auto	2	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC08-2g09080	Auto	Auto	0	0	0	0	0	0	0	0	3	NON	EqualTE	A2
MvSl-1064-A2-R4_MC06-2g07578	Auto	Auto	0	0	0	0	0	0	0	3	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC02g04509	Auto	Auto	0	0	2	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC12g11371	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g02525	Auto	Auto	0	0	0	0	0	0	1	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g02859	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g02866	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC02g03661	Auto	Auto	0	0	5	3	1	0	0	0	0	NON	EqualTE	A2
