gene genename chr start end gene_size
MvSl-1064-A2-R4_MC14g12087 MvSl-1064-A1-R4_A2 MAT 198110 198334 225
MvSl-1064-A2-R4_MC14g12088 MvSl-1064-A1-R4_A2 MAT 198692 198868 177
MvSl-1064-A2-R4_MC14g12089 MvSl-1064-A1-R4_A2 MAT 199466 199636 171
MvSl-1064-A2-R4_MC14g12090 MvSl-1064-A1-R4_A2 MAT 199794 201463 1670
MvSl-1064-A2-R4_MC14g12091 MvSl-1064-A1-R4_A2 MAT 202228 205186 2959
MvSl-1064-A2-R4_MC14g12092 MvSl-1064-A1-R4_A2 MAT 205922 206179 258
MvSl-1064-A2-R4_MC14g12093 MvSl-1064-A1-R4_A2 MAT 207073 207791 719
MvSl-1064-A2-R4_MC14g12094 MvSl-1064-A1-R4_A2 MAT 209388 214602 5215
MvSl-1064-A2-R4_MC14g12095 MvSl-1064-A1-R4_A2 MAT 214905 216142 1238
MvSl-1064-A2-R4_MC14g12096 MvSl-1064-A1-R4_A2 MAT 216357 218520 2164
MvSl-1064-A2-R4_MC14g12097 MvSl-1064-A1-R4_A2 MAT 220445 222068 1624
MvSl-1064-A2-R4_MC14g12098 MvSl-1064-A1-R4_A2 MAT 222370 222589 220
MvSl-1064-A2-R4_MC14g12099 MvSl-1064-A1-R4_A2 MAT 224344 225298 955
MvSl-1064-A2-R4_MC14g12100 MvSl-1064-A1-R4_A2 MAT 225554 229102 3549
MvSl-1064-A2-R4_MC14g12101 MvSl-1064-A1-R4_A2 MAT 229783 231756 1974
MvSl-1064-A2-R4_MC14g12102 MvSl-1064-A1-R4_A2 MAT 232350 233490 1141
MvSl-1064-A2-R4_MC14g12103 MvSl-1064-A1-R4_A2 MAT 233706 235056 1351
MvSl-1064-A2-R4_MC14g12104 MvSl-1064-A1-R4_A2 MAT 235111 235748 638
MvSl-1064-A2-R4_MC14g12105 MvSl-1064-A1-R4_A2 MAT 235799 237507 1709
MvSl-1064-A2-R4_MC14g12106 MvSl-1064-A1-R4_A2 MAT 237889 240159 2271
MvSl-1064-A2-R4_MC14g12107 MvSl-1064-A1-R4_A2 MAT 240659 242684 2026
MvSl-1064-A2-R4_MC14g12108 MvSl-1064-A1-R4_A2 MAT 242954 245224 2271
MvSl-1064-A2-R4_MC14g12109 MvSl-1064-A1-R4_A2 MAT 246497 248096 1600
MvSl-1064-A2-R4_MC14g12110 MvSl-1064-A1-R4_A2 MAT 248412 253274 4863
MvSl-1064-A2-R4_MC14g12111 MvSl-1064-A1-R4_A2 MAT 253645 262497 8853
MvSl-1064-A2-R4_MC14g12112 MvSl-1064-A1-R4_A2 MAT 263707 268393 4687
MvSl-1064-A2-R4_MC14g12113 MvSl-1064-A1-R4_A2 MAT 269430 269838 409
MvSl-1064-A2-R4_MC14g12114 MvSl-1064-A1-R4_A2 MAT 270679 272440 1762
MvSl-1064-A2-R4_MC14g12115 MvSl-1064-A1-R4_A2 MAT 273031 274149 1119
MvSl-1064-A2-R4_MC14g12116 MvSl-1064-A1-R4_A2 MAT 274195 275202 1008
MvSl-1064-A2-R4_MC14g12117 MvSl-1064-A1-R4_A2 MAT 275992 277578 1587
MvSl-1064-A2-R4_MC14g12118 MvSl-1064-A1-R4_A2 MAT 277843 279649 1807
MvSl-1064-A2-R4_MC14g12119 MvSl-1064-A1-R4_A2 MAT 280171 280559 389
MvSl-1064-A2-R4_MC14g12120 MvSl-1064-A1-R4_A2 MAT 280795 282232 1438
MvSl-1064-A2-R4_MC14g12121 MvSl-1064-A1-R4_A2 MAT 282620 284279 1660
MvSl-1064-A2-R4_MC14g12122 MvSl-1064-A1-R4_A2 MAT 285884 286584 701
MvSl-1064-A2-R4_MC14g12123 MvSl-1064-A1-R4_A2 MAT 286737 287580 844
MvSl-1064-A2-R4_MC14g12124 MvSl-1064-A1-R4_A2 MAT 288128 290321 2194
MvSl-1064-A2-R4_MC14g12125 MvSl-1064-A1-R4_A2 MAT 291133 292102 970
MvSl-1064-A2-R4_MC14g12126 MvSl-1064-A1-R4_A2 MAT 292441 294501 2061
MvSl-1064-A2-R4_MC14g12127 MvSl-1064-A1-R4_A2 MAT 294756 296005 1250
MvSl-1064-A2-R4_MC14g12128 MvSl-1064-A1-R4_A2 MAT 296291 297507 1217
MvSl-1064-A2-R4_MC14g12129 MvSl-1064-A1-R4_A2 MAT 299436 301744 2309
MvSl-1064-A2-R4_MC14g12130 MvSl-1064-A1-R4_A2 MAT 302456 304432 1977
MvSl-1064-A2-R4_MC14g12131 MvSl-1064-A1-R4_A2 MAT 307580 309963 2384
MvSl-1064-A2-R4_MC14g12132 MvSl-1064-A1-R4_A2 MAT 310108 310299 192
MvSl-1064-A2-R4_MC14g12133 MvSl-1064-A1-R4_A2 MAT 313390 315700 2311
MvSl-1064-A2-R4_MC14g12134 MvSl-1064-A1-R4_A2 MAT 317031 318869 1839
MvSl-1064-A2-R4_MC14g12135 MvSl-1064-A1-R4_A2 MAT 320002 321559 1558
MvSl-1064-A2-R4_MC14g12136 MvSl-1064-A1-R4_A2 MAT 322367 326076 3710
MvSl-1064-A2-R4_MC14g12137 MvSl-1064-A1-R4_A2 MAT 326321 329719 3399
MvSl-1064-A2-R4_MC14g12138 MvSl-1064-A1-R4_A2 MAT 333489 336972 3484
MvSl-1064-A2-R4_MC14g12139 MvSl-1064-A1-R4_A2 MAT 340258 340506 249
MvSl-1064-A2-R4_MC14g12140 MvSl-1064-A1-R4_A2 MAT 341022 341789 768
MvSl-1064-A2-R4_MC14g12141 MvSl-1064-A1-R4_A2 MAT 342475 347435 4961
MvSl-1064-A2-R4_MC14g12142 MvSl-1064-A1-R4_A2 MAT 349378 349881 504
MvSl-1064-A2-R4_MC14g12143 MvSl-1064-A1-R4_A2 MAT 350175 351509 1335
MvSl-1064-A2-R4_MC14g12144 MvSl-1064-A1-R4_A2 MAT 351942 353979 2038
MvSl-1064-A2-R4_MC14g12145 MvSl-1064-A1-R4_A2 MAT 354631 355597 967
MvSl-1064-A2-R4_MC14g12146 MvSl-1064-A1-R4_A2 MAT 357183 361845 4663
MvSl-1064-A2-R4_MC14g12147 MvSl-1064-A1-R4_A2 MAT 362509 365570 3062
MvSl-1064-A2-R4_MC14g12148 MvSl-1064-A1-R4_A2 MAT 366440 366829 390
MvSl-1064-A2-R4_MC14g12149 MvSl-1064-A1-R4_A2 MAT 367191 370099 2909
MvSl-1064-A2-R4_MC14g12150 MvSl-1064-A1-R4_A2 MAT 370751 374187 3437
MvSl-1064-A2-R4_MC14g12151 MvSl-1064-A1-R4_A2 MAT 375743 377837 2095
MvSl-1064-A2-R4_MC14g12152 MvSl-1064-A1-R4_A2 MAT 377963 378402 440
MvSl-1064-A2-R4_MC14g12153 MvSl-1064-A1-R4_A2 MAT 378936 380348 1413
MvSl-1064-A2-R4_MC14g12154 MvSl-1064-A1-R4_A2 MAT 380418 383220 2803
MvSl-1064-A2-R4_MC14g12155 MvSl-1064-A1-R4_A2 MAT 384178 384444 267
MvSl-1064-A2-R4_MC14g12156 MvSl-1064-A1-R4_A2 MAT 385353 387433 2081
MvSl-1064-A2-R4_MC14g12157 MvSl-1064-A1-R4_A2 MAT 387614 389232 1619
MvSl-1064-A2-R4_MC14g12158 MvSl-1064-A1-R4_A2 MAT 389496 393033 3538
MvSl-1064-A2-R4_MC14g12159 MvSl-1064-A1-R4_A2 MAT 393818 394465 648
MvSl-1064-A2-R4_MC14g12160 MvSl-1064-A1-R4_A2 MAT 395043 396961 1919
MvSl-1064-A2-R4_MC14g12161 MvSl-1064-A1-R4_A2 MAT 397035 397283 249
MvSl-1064-A2-R4_MC14g12162 MvSl-1064-A1-R4_A2 MAT 397630 399839 2210
MvSl-1064-A2-R4_MC14g12163 MvSl-1064-A1-R4_A2 MAT 400233 402086 1854
MvSl-1064-A2-R4_MC14g12164 MvSl-1064-A1-R4_A2 MAT 402960 405935 2976
MvSl-1064-A2-R4_MC14g12165 MvSl-1064-A1-R4_A2 MAT 406695 408056 1362
MvSl-1064-A2-R4_MC14g12166 MvSl-1064-A1-R4_A2 MAT 408690 410038 1349
MvSl-1064-A2-R4_MC14g12167 MvSl-1064-A1-R4_A2 MAT 410640 410816 177
MvSl-1064-A2-R4_MC14g12168 MvSl-1064-A1-R4_A2 MAT 411488 413530 2043
MvSl-1064-A2-R4_MC14g12169 MvSl-1064-A1-R4_A2 MAT 414584 414846 263
MvSl-1064-A2-R4_MC14g12170 MvSl-1064-A1-R4_A2 MAT 415050 415419 370
MvSl-1064-A2-R4_MC14g12171 MvSl-1064-A1-R4_A2 MAT 415909 416103 195
MvSl-1064-A2-R4_MC14g12172 MvSl-1064-A1-R4_A2 MAT 416999 417676 678
MvSl-1064-A2-R4_MC14g12173 MvSl-1064-A1-R4_A2 MAT 418323 419357 1035
MvSl-1064-A2-R4_MC14g12174 MvSl-1064-A1-R4_A2 MAT 419540 420635 1096
MvSl-1064-A2-R4_MC14g12175 MvSl-1064-A1-R4_A2 MAT 420954 421368 415
MvSl-1064-A2-R4_MC14g12176 MvSl-1064-A1-R4_A2 MAT 421878 424036 2159
MvSl-1064-A2-R4_MC14g12177 MvSl-1064-A1-R4_A2 MAT 425565 428107 2543
MvSl-1064-A2-R4_MC14g12178 MvSl-1064-A1-R4_A2 MAT 431394 431898 505
MvSl-1064-A2-R4_MC14g12179 MvSl-1064-A1-R4_A2 MAT 432165 433532 1368
MvSl-1064-A2-R4_MC14g12180 MvSl-1064-A1-R4_A2 MAT 434226 434796 571
MvSl-1064-A2-R4_MC14g12181 MvSl-1064-A1-R4_A2 MAT 435029 436155 1127
MvSl-1064-A2-R4_MC14g12182 MvSl-1064-A1-R4_A2 MAT 436231 436555 325
MvSl-1064-A2-R4_MC14g12183 MvSl-1064-A1-R4_A2 MAT 437116 438700 1585
MvSl-1064-A2-R4_MC14g12184 MvSl-1064-A1-R4_A2 MAT 438814 440368 1555
MvSl-1064-A2-R4_MC14g12185 MvSl-1064-A1-R4_A2 MAT 441466 441870 405
MvSl-1064-A2-R4_MC14g12186 MvSl-1064-A1-R4_A2 MAT 442355 443122 768
MvSl-1064-A2-R4_MC14g12187 MvSl-1064-A1-R4_A2 MAT 443450 443935 486
MvSl-1064-A2-R4_MC14g12188 MvSl-1064-A1-R4_A2 MAT 444280 444456 177
MvSl-1064-A2-R4_MC14g12189 MvSl-1064-A1-R4_A2 MAT 445149 445596 448
MvSl-1064-A2-R4_MC14g12190 MvSl-1064-A1-R4_A2 MAT 445675 446931 1257
MvSl-1064-A2-R4_MC14g12191 MvSl-1064-A1-R4_A2 MAT 447744 448274 531
MvSl-1064-A2-R4_MC14g12192 MvSl-1064-A1-R4_A2 MAT 450360 452107 1748
MvSl-1064-A2-R4_MC14g12193 MvSl-1064-A1-R4_A2 MAT 452294 456272 3979
MvSl-1064-A2-R4_MC14g12194 MvSl-1064-A1-R4_A2 MAT 456318 456570 253
MvSl-1064-A2-R4_MC14g12195 MvSl-1064-A1-R4_A2 MAT 456983 459421 2439
MvSl-1064-A2-R4_MC14g12196 MvSl-1064-A1-R4_A2 MAT 459673 460744 1072
MvSl-1064-A2-R4_MC14g12197 MvSl-1064-A1-R4_A2 MAT 461081 463745 2665
MvSl-1064-A2-R4_MC14g12198 MvSl-1064-A1-R4_A2 MAT 463883 467610 3728
MvSl-1064-A2-R4_MC14g12199 MvSl-1064-A1-R4_A2 MAT 468424 469767 1344
MvSl-1064-A2-R4_MC14g12200 MvSl-1064-A1-R4_A2 MAT 470165 470724 560
MvSl-1064-A2-R4_MC14g12201 MvSl-1064-A1-R4_A2 MAT 471535 472095 561
MvSl-1064-A2-R4_MC14g12202 MvSl-1064-A1-R4_A2 MAT 472942 475284 2343
MvSl-1064-A2-R4_MC14g12203 MvSl-1064-A1-R4_A2 MAT 476765 478096 1332
MvSl-1064-A2-R4_MC14g12204 MvSl-1064-A1-R4_A2 MAT 480096 485458 5363
MvSl-1064-A2-R4_MC14g12205 MvSl-1064-A1-R4_A2 MAT 486231 489025 2795
MvSl-1064-A2-R4_MC14g12206 MvSl-1064-A1-R4_A2 MAT 489349 490792 1444
MvSl-1064-A2-R4_MC14g12207 MvSl-1064-A1-R4_A2 MAT 491122 491499 378
MvSl-1064-A2-R4_MC14g12208 MvSl-1064-A1-R4_A2 MAT 491843 492158 316
MvSl-1064-A2-R4_MC14g12209 MvSl-1064-A1-R4_A2 MAT 492725 496713 3989
MvSl-1064-A2-R4_MC14g12210 MvSl-1064-A1-R4_A2 MAT 497127 498155 1029
MvSl-1064-A2-R4_MC14g12211 MvSl-1064-A1-R4_A2 MAT 499735 500990 1256
MvSl-1064-A2-R4_MC14g12212 MvSl-1064-A1-R4_A2 MAT 503250 504980 1731
MvSl-1064-A2-R4_MC14g12213 MvSl-1064-A1-R4_A2 MAT 505736 506110 375
MvSl-1064-A2-R4_MC14g12214 MvSl-1064-A1-R4_A2 MAT 506846 507051 206
MvSl-1064-A2-R4_MC14g12215 MvSl-1064-A1-R4_A2 MAT 507715 512878 5164
MvSl-1064-A2-R4_MC14g12216 MvSl-1064-A1-R4_A2 MAT 513947 514551 605
MvSl-1064-A2-R4_MC14g12217 MvSl-1064-A1-R4_A2 MAT 515158 518053 2896
MvSl-1064-A2-R4_MC14g12218 MvSl-1064-A1-R4_A2 MAT 518926 519837 912
MvSl-1064-A2-R4_MC14g12219 MvSl-1064-A1-R4_A2 MAT 520459 522492 2034
MvSl-1064-A2-R4_MC14g12220 MvSl-1064-A1-R4_A2 MAT 522806 526193 3388
MvSl-1064-A2-R4_MC14g12221 MvSl-1064-A1-R4_A2 MAT 526321 527428 1108
MvSl-1064-A2-R4_MC14g12222 MvSl-1064-A1-R4_A2 MAT 529158 530296 1139
MvSl-1064-A2-R4_MC14g12223 MvSl-1064-A1-R4_A2 MAT 530575 531675 1101
MvSl-1064-A2-R4_MC14g12224 MvSl-1064-A1-R4_A2 MAT 532120 535505 3386
MvSl-1064-A2-R4_MC14g12225 MvSl-1064-A1-R4_A2 MAT 536245 537669 1425
MvSl-1064-A2-R4_MC14g12226 MvSl-1064-A1-R4_A2 MAT 538113 541892 3780
MvSl-1064-A2-R4_MC14g12227 MvSl-1064-A1-R4_A2 MAT 541980 542966 987
MvSl-1064-A2-R4_MC14g12228 MvSl-1064-A1-R4_A2 MAT 543087 543416 330
MvSl-1064-A2-R4_MC14g12229 MvSl-1064-A1-R4_A2 MAT 546264 546530 267
MvSl-1064-A2-R4_MC14g12230 MvSl-1064-A1-R4_A2 MAT 546753 550626 3874
MvSl-1064-A2-R4_MC14g12231 MvSl-1064-A1-R4_A2 MAT 550909 551182 274
MvSl-1064-A2-R4_MC14g12232 MvSl-1064-A1-R4_A2 MAT 552294 553747 1454
MvSl-1064-A2-R4_MC14g12233 MvSl-1064-A1-R4_A2 MAT 553922 554579 658
MvSl-1064-A2-R4_MC14g12234 MvSl-1064-A1-R4_A2 MAT 554893 557308 2416
MvSl-1064-A2-R4_MC14g12235 MvSl-1064-A1-R4_A2 MAT 558455 558882 428
MvSl-1064-A2-R4_MC14g12236 MvSl-1064-A1-R4_A2 MAT 560677 560929 253
MvSl-1064-A2-R4_MC14g12237 MvSl-1064-A1-R4_A2 MAT 561575 562578 1004
MvSl-1064-A2-R4_MC14g12238 MvSl-1064-A1-R4_A2 MAT 563385 566116 2732
MvSl-1064-A2-R4_MC14g12239 MvSl-1064-A1-R4_A2 MAT 566610 567322 713
MvSl-1064-A2-R4_MC14g12240 MvSl-1064-A1-R4_A2 MAT 567386 571094 3709
MvSl-1064-A2-R4_MC14g12241 MvSl-1064-A1-R4_A2 MAT 571183 572663 1481
MvSl-1064-A2-R4_MC14g12242 MvSl-1064-A1-R4_A2 MAT 572731 572916 186
MvSl-1064-A2-R4_MC14g12243 MvSl-1064-A1-R4_A2 MAT 572968 573525 558
MvSl-1064-A2-R4_MC14g12244 MvSl-1064-A1-R4_A2 MAT 573701 574204 504
MvSl-1064-A2-R4_MC14g12245 MvSl-1064-A1-R4_A2 MAT 574794 577408 2615
MvSl-1064-A2-R4_MC14g12246 MvSl-1064-A1-R4_A2 MAT 578220 578435 216
MvSl-1064-A2-R4_MC14g12247 MvSl-1064-A1-R4_A2 MAT 578499 581265 2767
MvSl-1064-A2-R4_MC14g12248 MvSl-1064-A1-R4_A2 MAT 583324 585418 2095
MvSl-1064-A2-R4_MC14g12249 MvSl-1064-A1-R4_A2 MAT 585546 585938 393
MvSl-1064-A2-R4_MC14g12250 MvSl-1064-A1-R4_A2 MAT 586191 590767 4577
MvSl-1064-A2-R4_MC14g12251 MvSl-1064-A1-R4_A2 MAT 591557 594192 2636
MvSl-1064-A2-R4_MC14g12252 MvSl-1064-A1-R4_A2 MAT 594904 595362 459
MvSl-1064-A2-R4_MC14g12253 MvSl-1064-A1-R4_A2 MAT 595825 600792 4968
MvSl-1064-A2-R4_MC14g12254 MvSl-1064-A1-R4_A2 MAT 601141 601668 528
MvSl-1064-A2-R4_MC14g12255 MvSl-1064-A1-R4_A2 MAT 601927 603975 2049
MvSl-1064-A2-R4_MC14g12256 MvSl-1064-A1-R4_A2 MAT 604235 607067 2833
MvSl-1064-A2-R4_MC14g12257 MvSl-1064-A1-R4_A2 MAT 607553 609214 1662
MvSl-1064-A2-R4_MC14g12258 MvSl-1064-A1-R4_A2 MAT 609944 612379 2436
MvSl-1064-A2-R4_MC14g12259 MvSl-1064-A1-R4_A2 MAT 612961 617109 4149
MvSl-1064-A2-R4_MC15g12260 MvSl-1064-A1-R4_A2 MAT 1 573 573
MvSl-1064-A2-R4_MC15g12261 MvSl-1064-A1-R4_A2 MAT 1694 2578 885
MvSl-1064-A2-R4_MC15g12262 MvSl-1064-A1-R4_A2 MAT 2866 5234 2369
MvSl-1064-A2-R4_MC15g12263 MvSl-1064-A1-R4_A2 MAT 5776 9679 3904
MvSl-1064-A2-R4_MC15g12264 MvSl-1064-A1-R4_A2 MAT 9868 13807 3940
MvSl-1064-A2-R4_MC15g12265 MvSl-1064-A1-R4_A2 MAT 14121 15072 952
MvSl-1064-A2-R4_MC15g12266 MvSl-1064-A1-R4_A2 MAT 15222 17615 2394
MvSl-1064-A2-R4_MC15g12267 MvSl-1064-A1-R4_A2 MAT 18340 22972 4633
MvSl-1064-A2-R4_MC15g12268 MvSl-1064-A1-R4_A2 MAT 24040 26233 2194
MvSl-1064-A2-R4_MC15g12269 MvSl-1064-A1-R4_A2 MAT 26464 28439 1976
MvSl-1064-A2-R4_MC15g12270 MvSl-1064-A1-R4_A2 MAT 28939 30025 1087
MvSl-1064-A2-R4_MC15g12271 MvSl-1064-A1-R4_A2 MAT 31287 31490 204
MvSl-1064-A2-R4_MC15g12272 MvSl-1064-A1-R4_A2 MAT 31568 33554 1987
MvSl-1064-A2-R4_MC15g12273 MvSl-1064-A1-R4_A2 MAT 34476 36729 2254
MvSl-1064-A2-R4_MC15g12274 MvSl-1064-A1-R4_A2 MAT 37253 40213 2961
MvSl-1064-A2-R4_MC15g12275 MvSl-1064-A1-R4_A2 MAT 40879 42968 2090
MvSl-1064-A2-R4_MC15g12276 MvSl-1064-A1-R4_A2 MAT 45133 45670 538
MvSl-1064-A2-R4_MC15g12277 MvSl-1064-A1-R4_A2 MAT 45816 46120 305
MvSl-1064-A2-R4_MC15g12278 MvSl-1064-A1-R4_A2 MAT 47206 48402 1197
MvSl-1064-A2-R4_MC15g12279 MvSl-1064-A1-R4_A2 MAT 48796 49478 683
MvSl-1064-A2-R4_MC15g12280 MvSl-1064-A1-R4_A2 MAT 51751 53109 1359
MvSl-1064-A2-R4_MC15g12281 MvSl-1064-A1-R4_A2 MAT 55216 55428 213
MvSl-1064-A2-R4_MC15g12282 MvSl-1064-A1-R4_A2 MAT 56844 56993 150
MvSl-1064-A2-R4_MC15g12283 MvSl-1064-A1-R4_A2 MAT 58939 61264 2326
MvSl-1064-A2-R4_MC15g12284 MvSl-1064-A1-R4_A2 MAT 61397 62203 807
MvSl-1064-A2-R4_MC15g12285 MvSl-1064-A1-R4_A2 MAT 62636 64220 1585
MvSl-1064-A2-R4_MC15g12286 MvSl-1064-A1-R4_A2 MAT 64302 64557 256
MvSl-1064-A2-R4_MC15g12287 MvSl-1064-A1-R4_A2 MAT 64901 67047 2147
MvSl-1064-A2-R4_MC15g12288 MvSl-1064-A1-R4_A2 MAT 69627 69872 246
MvSl-1064-A2-R4_MC15g12289 MvSl-1064-A1-R4_A2 MAT 69952 71129 1178
MvSl-1064-A2-R4_MC15g12290 MvSl-1064-A1-R4_A2 MAT 72057 72371 315
MvSl-1064-A2-R4_MC15g12291 MvSl-1064-A1-R4_A2 MAT 72414 76778 4365
MvSl-1064-A2-R4_MC15g12292 MvSl-1064-A1-R4_A2 MAT 76978 77207 230
MvSl-1064-A2-R4_MC15g12293 MvSl-1064-A1-R4_A2 MAT 77414 77923 510
MvSl-1064-A2-R4_MC15g12294 MvSl-1064-A1-R4_A2 MAT 80889 81562 674
MvSl-1064-A2-R4_MC15g12295 MvSl-1064-A1-R4_A2 MAT 82892 87190 4299
MvSl-1064-A2-R4_MC15g12296 MvSl-1064-A1-R4_A2 MAT 87460 91504 4045
MvSl-1064-A2-R4_MC15g12297 MvSl-1064-A1-R4_A2 MAT 92685 96712 4028
MvSl-1064-A2-R4_MC15g12298 MvSl-1064-A1-R4_A2 MAT 99572 99968 397
MvSl-1064-A2-R4_MC15g12299 MvSl-1064-A1-R4_A2 MAT 100802 102370 1569
MvSl-1064-A2-R4_MC15g12300 MvSl-1064-A1-R4_A2 MAT 105689 107306 1618
MvSl-1064-A2-R4_MC15g12301 MvSl-1064-A1-R4_A2 MAT 109031 109427 397
MvSl-1064-A2-R4_MC15g12302 MvSl-1064-A1-R4_A2 MAT 110480 111530 1051
MvSl-1064-A2-R4_MC15g12303 MvSl-1064-A1-R4_A2 MAT 111713 114369 2657
MvSl-1064-A2-R4_MC15g12304 MvSl-1064-A1-R4_A2 MAT 115139 116361 1223
MvSl-1064-A2-R4_MC15g12305 MvSl-1064-A1-R4_A2 MAT 116609 118263 1655
MvSl-1064-A2-R4_MC15g12306 MvSl-1064-A1-R4_A2 MAT 119247 120572 1326
MvSl-1064-A2-R4_MC15g12307 MvSl-1064-A1-R4_A2 MAT 120722 123826 3105
MvSl-1064-A2-R4_MC15g12308 MvSl-1064-A1-R4_A2 MAT 124316 124992 677
MvSl-1064-A2-R4_MC15g12309 MvSl-1064-A1-R4_A2 MAT 125678 126611 934
MvSl-1064-A2-R4_MC15g12310 MvSl-1064-A1-R4_A2 MAT 126783 127040 258
MvSl-1064-A2-R4_MC15g12311 MvSl-1064-A1-R4_A2 MAT 128053 128223 171
MvSl-1064-A2-R4_MC15g12312 MvSl-1064-A1-R4_A2 MAT 128453 129848 1396
MvSl-1064-A2-R4_MC15g12313 MvSl-1064-A1-R4_A2 MAT 132371 133688 1318
MvSl-1064-A2-R4_MC15g12314 MvSl-1064-A1-R4_A2 MAT 134209 135467 1259
MvSl-1064-A2-R4_MC15g12315 MvSl-1064-A1-R4_A2 MAT 136219 138702 2484
MvSl-1064-A2-R4_MC15g12316 MvSl-1064-A1-R4_A2 MAT 139781 141065 1285
MvSl-1064-A2-R4_MC15g12317 MvSl-1064-A1-R4_A2 MAT 141767 144921 3155
MvSl-1064-A2-R4_MC15g12318 MvSl-1064-A1-R4_A2 MAT 145610 150836 5227
MvSl-1064-A2-R4_MC15g12319 MvSl-1064-A1-R4_A2 MAT 152041 154556 2516
MvSl-1064-A2-R4_MC15g12320 MvSl-1064-A1-R4_A2 MAT 155517 156048 532
MvSl-1064-A2-R4_MC15g12321 MvSl-1064-A1-R4_A2 MAT 157370 158048 679
MvSl-1064-A2-R4_MC15g12322 MvSl-1064-A1-R4_A2 MAT 158594 159628 1035
MvSl-1064-A2-R4_MC15g12323 MvSl-1064-A1-R4_A2 MAT 159734 162703 2970
MvSl-1064-A2-R4_MC15g12324 MvSl-1064-A1-R4_A2 MAT 162853 163697 845
MvSl-1064-A2-R4_MC15g12325 MvSl-1064-A1-R4_A2 MAT 163982 164146 165
MvSl-1064-A2-R4_MC15g12326 MvSl-1064-A1-R4_A2 MAT 164480 165539 1060
MvSl-1064-A2-R4_MC15g12327 MvSl-1064-A1-R4_A2 MAT 168872 171220 2349
MvSl-1064-A2-R4_MC15g12328 MvSl-1064-A1-R4_A2 MAT 172512 173630 1119
MvSl-1064-A2-R4_MC15g12329 MvSl-1064-A1-R4_A2 MAT 173973 175790 1818
MvSl-1064-A2-R4_MC15g12330 MvSl-1064-A1-R4_A2 MAT 176434 178648 2215
MvSl-1064-A2-R4_MC15g12331 MvSl-1064-A1-R4_A2 MAT 179772 181726 1955
MvSl-1064-A2-R4_MC15g12332 MvSl-1064-A1-R4_A2 MAT 182070 186090 4021
MvSl-1064-A2-R4_MC15g12333 MvSl-1064-A1-R4_A2 MAT 186824 188549 1726
MvSl-1064-A2-R4_MC15g12334 MvSl-1064-A1-R4_A2 MAT 188846 197683 8838
MvSl-1064-A2-R4_MC15g12335 MvSl-1064-A1-R4_A2 MAT 200040 203060 3021
MvSl-1064-A2-R4_MC15g12336 MvSl-1064-A1-R4_A2 MAT 203755 205247 1493
MvSl-1064-A2-R4_MC15g12337 MvSl-1064-A1-R4_A2 MAT 205701 207414 1714
MvSl-1064-A2-R4_MC15g12338 MvSl-1064-A1-R4_A2 MAT 208303 211991 3689
MvSl-1064-A2-R4_MC15g12339 MvSl-1064-A1-R4_A2 MAT 212481 214354 1874
MvSl-1064-A2-R4_MC15g12340 MvSl-1064-A1-R4_A2 MAT 214541 215897 1357
MvSl-1064-A2-R4_MC15g12341 MvSl-1064-A1-R4_A2 MAT 216954 219308 2355
MvSl-1064-A2-R4_MC15g12342 MvSl-1064-A1-R4_A2 MAT 219443 219694 252
MvSl-1064-A2-R4_MC15g12343 MvSl-1064-A1-R4_A2 MAT 220203 221780 1578
MvSl-1064-A2-R4_MC15g12344 MvSl-1064-A1-R4_A2 MAT 222809 225866 3058
MvSl-1064-A2-R4_MC15g12345 MvSl-1064-A1-R4_A2 MAT 225970 227115 1146
MvSl-1064-A2-R4_MC15g12346 MvSl-1064-A1-R4_A2 MAT 227250 227608 359
MvSl-1064-A2-R4_MC15g12347 MvSl-1064-A1-R4_A2 MAT 227725 228955 1231
MvSl-1064-A2-R4_MC15g12348 MvSl-1064-A1-R4_A2 MAT 229231 232470 3240
MvSl-1064-A2-R4_MC15g12349 MvSl-1064-A1-R4_A2 MAT 232803 234225 1423
MvSl-1064-A2-R4_MC15g12350 MvSl-1064-A1-R4_A2 MAT 235369 239022 3654
MvSl-1064-A2-R4_MC15g12351 MvSl-1064-A1-R4_A2 MAT 239656 240112 457
MvSl-1064-A2-R4_MC15g12352 MvSl-1064-A1-R4_A2 MAT 241228 241863 636
MvSl-1064-A2-R4_MC15g12353 MvSl-1064-A1-R4_A2 MAT 242287 244046 1760
MvSl-1064-A2-R4_MC15g12354 MvSl-1064-A1-R4_A2 MAT 244531 246709 2179
MvSl-1064-A2-R4_MC15g12355 MvSl-1064-A1-R4_A2 MAT 246961 250363 3403
MvSl-1064-A2-R4_MC15g12356 MvSl-1064-A1-R4_A2 MAT 250666 251475 810
MvSl-1064-A2-R4_MC15g12357 MvSl-1064-A1-R4_A2 MAT 251865 252227 363
MvSl-1064-A2-R4_MC15g12358 MvSl-1064-A1-R4_A2 MAT 252570 253178 609
MvSl-1064-A2-R4_MC15g12359 MvSl-1064-A1-R4_A2 MAT 256126 257365 1240
MvSl-1064-A2-R4_MC15g12360 MvSl-1064-A1-R4_A2 MAT 257552 259731 2180
MvSl-1064-A2-R4_MC15g12361 MvSl-1064-A1-R4_A2 MAT 261609 263864 2256
MvSl-1064-A2-R4_MC15g12362 MvSl-1064-A1-R4_A2 MAT 264428 267747 3320
