gene	MintM1	MintM2	MintM3	MvSlM1	MvSlM2
MinSal-1389-A1-17072018_C011g06854	715	594	568	11239	10599
MinSal-1389-A1-17072018_C011g06855	0	0	0	41	33
MinSal-1389-A1-17072018_C011g06860	947	986	632	3725	3441
MinSal-1389-A1-17072018_C011g06861	831	964	503	3682	3200
MinSal-1389-A1-17072018_C011g06863	1326	1843	785	15772	21097
MinSal-1389-A1-17072018_C011g06864	0	0	0	1065	1063
MinSal-1389-A1-17072018_C011g06866	255	275	143	864	822
MinSal-1389-A1-17072018_C011g06867	2273	2214	1897	305	536
MinSal-1389-A1-17072018_C011g06868	0	0	0	50	145
MinSal-1389-A1-17072018_C011g06869	1506	1685	1231	5853	6070
MinSal-1389-A1-17072018_C011g06871	1879.76	1960.27	1156.31	2447	2202
MinSal-1389-A1-17072018_C011g06872	0	0	0	706.163	653.593
MinSal-1389-A1-17072018_C011g06873	1120	1431	775	4150	2834
MinSal-1389-A1-17072018_C011g06874	16	30	10	7545	11198
MinSal-1389-A1-17072018_C011g06876	607	756	293	3688	2837
MinSal-1389-A1-17072018_C011g06877	46	70	23	2778	3063
MinSal-1389-A1-17072018_C011g06879	98	101	31	863	753
MinSal-1389-A1-17072018_C011g06880	96	131	51	4224	4547
MinSal-1389-A1-17072018_C011g06881	33	34	19	304	236
MinSal-1389-A1-17072018_C011g06882	1	1	1	4744	4864
MinSal-1389-A1-17072018_C011g06883	928	1227	626	6386	5845
MinSal-1389-A1-17072018_C011g06884	0	2	0	30	36
MinSal-1389-A1-17072018_C011g06885	0	0	1	5897	5807
MinSal-1389-A1-17072018_C011g06886	3073	2653	2205	3086	3105
MinSal-1389-A1-17072018_C011g06887	1680	1587	1280	1864	1320
MinSal-1389-A1-17072018_C011g06888	1632	1770	1422	2981	3636
MinSal-1389-A1-17072018_C011g06889	0	0	0	946	904
MinSal-1389-A1-17072018_C011g06890	830	850	543	5214.71	6861.28
MinSal-1389-A1-17072018_C011g06894	75	74	67	3100	3155
MinSal-1389-A1-17072018_C011g06904	0	0	0	1036	863
MinSal-1389-A1-17072018_C011g06905	275	441	185	1229	946
MinSal-1389-A1-17072018_C011g06906	81	93	33	2406	3689
MinSal-1389-A1-17072018_C011g06907	0	0	0	1112	916
MinSal-1389-A1-17072018_C011g06908	425	439	269	2726	2242
MinSal-1389-A1-17072018_C011g06909	1090	1329	897	4202	3554
MinSal-1389-A1-17072018_C011g06910	763	934	519	3869	5292
MinSal-1389-A1-17072018_C011g06911	4754	6288	2749	2591	2706
MinSal-1389-A1-17072018_C011g06912	3816	4612	2044	11078.7	7609.66
MinSal-1389-A1-17072018_C011g06913	375	485	205	641	381
MinSal-1389-A1-17072018_C011g06914	1739	1938	1102	4271	3376
MinSal-1389-A1-17072018_C011g06915	0	0	0	2182	1712
MinSal-1389-A1-17072018_C011g06916	589	638	576	1686	1954
MinSal-1389-A1-17072018_C011g06917	0	0	0	908	1167
MinSal-1389-A1-17072018_C011g06918	50	56	52	2057	1782
MinSal-1389-A1-17072018_C011g06919	825	869	680	1080	1017
MinSal-1389-A1-17072018_C011g06920	1089	1263	784	1301	2601
MinSal-1389-A1-17072018_C012g07259	210	266	123	2380	2692
MinSal-1389-A1-17072018_C012g07260	0	0	0	2417	2387
MinSal-1389-A1-17072018_C012g07261	0	1	0	2112	1836
MinSal-1389-A1-17072018_C012g07262	1	0	0	613	464
MinSal-1389-A1-17072018_C012g07263	3364	3683	1621	4050	3588
MinSal-1389-A1-17072018_C012g07264	0	0	0	561	602
MinSal-1389-A1-17072018_C012g07265	1607	1331	777	3845	4792
MinSal-1389-A1-17072018_C012g07267	508	622	275	2445	1706
MinSal-1389-A1-17072018_C012g07268	311	360	151	1234	1071
MinSal-1389-A1-17072018_C012g07269	0	1	4	885	746
MinSal-1389-A1-17072018_C012g07272	26	63	17	10099	11027
MinSal-1389-A1-17072018_C012g07273	3	11	4	2360	2984
MinSal-1389-A1-17072018_C012g07274	0	0	0	1236	1205
MinSal-1389-A1-17072018_C012g07275	0	0	0	2139	2391
MinSal-1389-A1-17072018_C012g07276	0	0	0	807	877
MinSal-1389-A1-17072018_C012g07277	0	0	0	11	9
MinSal-1389-A1-17072018_C012g07278	417	514	260	1218	1144
MinSal-1389-A1-17072018_C012g07279	1721	1403	1671	111	560
MinSal-1389-A1-17072018_C012g07280	635	732	520	820	771
MinSal-1389-A1-17072018_C012g07281	0	0	0	1830.44	1623
MinSal-1389-A1-17072018_C012g07288	101	89	110	1604	1322
MinSal-1389-A1-17072018_C012g07290	0	0	0	793	1235
MinSal-1389-A1-17072018_C012g07291	0	0	0	2036	2110
MinSal-1389-A1-17072018_C012g07292	121	125	55	1248	1784
MinSal-1389-A1-17072018_C012g07293	179	198	77	5192	5143
MinSal-1389-A1-17072018_C012g07294	395	477	170	317	303
MinSal-1389-A1-17072018_C012g07295	898	1336	809	6833	6727
MinSal-1389-A1-17072018_C012g07296	0	0	0	4	3
MinSal-1389-A1-17072018_C012g07297	0	0	0	2	2
MinSal-1389-A1-17072018_C012g07305	0	0	0	1.12972	0
MinSal-1389-A1-17072018_C012g07308	746	1168	622	7225	5616
MinSal-1389-A1-17072018_C012g07309	178	238	69	3458	3071
MinSal-1389-A1-17072018_C012g07310	228	309	134	819	722
MinSal-1389-A1-17072018_C012g07311	0	0	2	1024	886
MinSal-1389-A1-17072018_C012g07312	172	86	73	625	458
MinSal-1389-A1-17072018_C012g07313	194	199	121	1362	914
MinSal-1389-A1-17072018_C012g07314	53	66	37	1795	1654
MinSal-1389-A1-17072018_C012g07315	1303	1819	572	2650	2151
MinSal-1389-A1-17072018_C012g07316	1627	1276	962	1293	1870
MinSal-1389-A1-17072018_C012g07317	0	0	0	596	434
MinSal-1389-A1-17072018_C012g07318	0	0	0	2756	1950
MinSal-1389-A1-17072018_C012g07320	526	727	290	522	430
MinSal-1389-A1-17072018_C012g07321	0	0	0	3	8
MinSal-1389-A1-17072018_C012g07322	549	633	275	3102	1976
MinSal-1389-A1-17072018_C012g07323	1480	1709	971	2489	1964
MinSal-1389-A1-17072018_C012g07325	0	0	0	484	375
MinSal-1389-A1-17072018_C012g07326	41	62	22	29	35
MinSal-1389-A1-17072018_C012g07327	2796	3381	1236	1816	1244
MinSal-1389-A1-17072018_C012g07328	150	128	70	654	503
MinSal-1389-A1-17072018_C012g07329	237	273	145	1647	1313
MinSal-1389-A1-17072018_C012g07330	0	0	0	658	506
MinSal-1389-A1-17072018_C012g07331	85	23	33	8	6
MinSal-1389-A1-17072018_C012g07332	0	0	0	23	16
MinSal-1389-A1-17072018_C012g07333	130	179	85	476	347
MinSal-1389-A1-17072018_C012g07334	0	0	0	68.3166	50
MinSal-1389-A1-17072018_C012g07335	11931	10169	11173	645	830
MinSal-1389-A1-17072018_C012g07336	2280	1861	1245	5709	4924
MinSal-1389-A1-17072018_C012g07337	232	409	176	2534	2108
MinSal-1389-A1-17072018_C012g07338	118	153	86	1552	1702
MinSal-1389-A1-17072018_C012g07339	239	265	105	809	763
MinSal-1389-A1-17072018_C012g07340	0	0	0	283	539
MinSal-1389-A1-17072018_C012g07341	73	116	85	1505	1722
MinSal-1389-A1-17072018_C012g07342	0	1	0	162	203
MinSal-1389-A1-17072018_C012g07343	0	0	0	6	5
MinSal-1389-A1-17072018_C012g07345	112	171	58	1027	841
MinSal-1389-A1-17072018_C012g07346	1329	1234	883	3275	3303
MinSal-1389-A1-17072018_C012g07347	105	132	59	631	418
MinSal-1389-A1-17072018_C012g07348	8	3	12	516	529
MinSal-1389-A1-17072018_C012g07349	0	0	0	155	196
MinSal-1389-A1-17072018_C012g07350	713	987	248	9155	12298
MinSal-1389-A1-17072018_C012g07351	0	0	0	20	26
MinSal-1389-A1-17072018_C012g07353	115	136	47	8670	7178
MinSal-1389-A1-17072018_C012g07354	0	0	0	992	984
MinSal-1389-A1-17072018_C012g07355	71	116	47	1742	1076
MinSal-1389-A1-17072018_C012g07356	41.2498	35.3011	15.0866	50.019	91.6034
MinSal-1389-A1-17072018_C012g07358	0	0	0	1452	1411
MinSal-1389-A1-17072018_C012g07359	491	683	320	1937	1598
MinSal-1389-A1-17072018_C012g07360	1516	1724	1031	2931	2662
MinSal-1389-A1-17072018_C012g07361	1	0	0	1093	1204
MinSal-1389-A1-17072018_C012g07362	134	207	107	1216	907
MinSal-1389-A1-17072018_C012g07363	500	529	253	1100	897
MinSal-1389-A1-17072018_C012g07364	0	0	0	1418	1384
MinSal-1389-A1-17072018_C012g07365	0	0	0	1918	1705
MinSal-1389-A1-17072018_C012g07366	413	584	252	6316	5621
MinSal-1389-A1-17072018_C012g07367	537	432	249	467	376
MinSal-1389-A1-17072018_C012g07368	3092	3776	1765	3669	3688
MinSal-1389-A1-17072018_C012g07369	80	91	49	4633	5322
MinSal-1389-A1-17072018_C012g07370	132	164	107	6984	5983
MinSal-1389-A1-17072018_C012g07371	676	583	406	5740	12220
MinSal-1389-A1-17072018_C012g07372	1	0	2	729	541
MinSal-1389-A1-17072018_C012g07373	268	457	126	7224	11653
MinSal-1389-A1-17072018_C012g07374	0	0	0	1676	1857
MinSal-1389-A1-17072018_C012g07376	144.434	218.837	118.847	4552	3302
MinSal-1389-A1-17072018_C012g07377	0	0	0	363	509
MinSal-1389-A1-17072018_C012g07379	537	568	230	588	450
MinSal-1389-A1-17072018_C012g07381	0	2	0	4222	4611
MinSal-1389-A1-17072018_C012g07382	0	0	0	972	801
MinSal-1389-A1-17072018_C012g07383	589	720	344	1118	1194
MinSal-1389-A1-17072018_C012g07384	1103	1157	710	2669	2365
MinSal-1389-A1-17072018_C012g07385	331	437	225	3769	4478
MinSal-1389-A1-17072018_C012g07386	0	0	1	751	625
MinSal-1389-A1-17072018_C012g07388	0	0	0	8891	7645
MinSal-1389-A1-17072018_C012g07389	360	481	249	646	594
MinSal-1389-A1-17072018_C012g07390	576	508	589	2822	2781
MinSal-1389-A1-17072018_C012g07392	335	496	235	2218	2199
MinSal-1389-A1-17072018_C012g07393	7811	7917	5750	10337	10632
MinSal-1389-A1-17072018_C012g07394	364	355	192	1215	1017
MinSal-1389-A1-17072018_C012g07398	603	586	346	3.25315	1.13093
MinSal-1389-A1-17072018_C012g07399	574	792	352	5356	5908
MinSal-1389-A1-17072018_C012g07400	80	155	59	3541	3583
MinSal-1389-A1-17072018_C012g07401	0	0	0	1810.04	1969.3
MinSal-1389-A1-17072018_C012g07402	0	0	0	25	15
MinSal-1389-A1-17072018_C012g07403	682	731	670	5461	4875
MinSal-1389-A1-17072018_C012g07404	475	568	265	1387	1276
MinSal-1389-A1-17072018_C012g07405	0	0	1	16	16
MinSal-1389-A1-17072018_C012g07406	5238	5514	4218	6962	8840
MinSal-1389-A1-17072018_C012g07407	0	0	1	799	861
MinSal-1389-A1-17072018_C012g07408	1128	1521	708	7537	7265
MinSal-1389-A1-17072018_C012g07409	3279	3461	1946	3904	4162
MinSal-1389-A1-17072018_C012g07410	0	0	0	895	609
MinSal-1389-A1-17072018_C012g07411	0	0	0	494	387
MinSal-1389-A1-17072018_C012g07412	620	866	325	2727	2583
MinSal-1389-A1-17072018_C012g07414	182	335	173	2997.72	2918.27
MinSal-1389-A1-17072018_C012g07415	1048	1379	508	5806	5548
MinSal-1389-A1-17072018_C012g07416	589	588	403	3836	4861
MinSal-1389-A1-17072018_C012g07417	536	655	320	1076	951
MinSal-1389-A1-17072018_C012g07418	783	1227	480	4118	2931
MinSal-1389-A1-17072018_C012g07419	2991	3060	2425	4431	4659
MinSal-1389-A1-17072018_C012g07422	260	327	154	514	438
MinSal-1389-A1-17072018_C012g07426	0	0	0	4.12387	6.06974
MinSal-1389-A1-17072018_C012g07427	0	0	0	399	328
MinSal-1389-A1-17072018_C012g07428	46	25	31	770	542
MinSal-1389-A1-17072018_C012g07430	1861	2460	1098	1527	1320
MinSal-1389-A1-17072018_C012g07431	122	161	58	1141	739
MinSal-1389-A1-17072018_C012g07432	232	201	119	953	689
MinSal-1389-A1-17072018_C012g07433	0	1	0	2286	1893
MinSal-1389-A1-17072018_C012g07438	4176	5033	2400	3002	1942
MinSal-1389-A1-17072018_C012g07439	161	278	158	2409	2517
MinSal-1389-A1-17072018_C012g07440	0	0	1	3961.79	2703.1
MinSal-1389-A1-17072018_C012g07441	772	791	526	8982	12889
MinSal-1389-A1-17072018_C012g07442	0	0	0	1812	1551
MinSal-1389-A1-17072018_C012g07443	951	828	496	1162	1007
MinSal-1389-A1-17072018_C012g07444	182.373	241.448	127.513	1787	1407
MinSal-1389-A1-17072018_C012g07445	713	790	151	5311	3664
MinSal-1389-A1-17072018_C012g07446	0	0	0	695.347	844.27
MinSal-1389-A1-17072018_C012g07447	3	0	0	6926	5231
MinSal-1389-A1-17072018_C012g07448	9.44925	4	7.76742	195.663	237.959
MinSal-1389-A1-17072018_C012g07449	549	384	577	2231	4180
MinSal-1389-A1-17072018_C012g07450	569	475	597	1451	1455
MinSal-1389-A1-17072018_C012g07451	347	326	149	3617	4182
MinSal-1389-A1-17072018_C012g07452	1023	850	884	2523	1883
MinSal-1389-A1-17072018_C012g07453	0	0	0	1407	1084
MinSal-1389-A1-17072018_C012g07454	1111	1146	862	2566	2194
MinSal-1389-A1-17072018_C012g07456	0	0	0	205	99
MinSal-1389-A1-17072018_C012g07457	764	963	422	1858	2014
MinSal-1389-A1-17072018_C012g07458	0	1	0	911	1082
MinSal-1389-A1-17072018_C012g07459	2089	1847	2649	40552	23281
MinSal-1389-A1-17072018_C012g07460	104	103	80	2864	3322
MinSal-1389-A1-17072018_C012g07461	1525	1837	1336	5133	7104
MinSal-1389-A1-17072018_C012g07462	69	105	65	1822	1597
MinSal-1389-A1-17072018_C012g07463	1	2	0	6216	6450
MinSal-1389-A1-17072018_C012g07464	0	0	0	649	666
MinSal-1389-A1-17072018_C012g07465	0	0	0	3171	3196
MinSal-1389-A1-17072018_C012g07466	313	352	156	3887	3478
MinSal-1389-A1-17072018_C012g07467	0	1	0	4055	4374
MinSal-1389-A1-17072018_C012g07468	246	318	184	2431	1898
MinSal-1389-A1-17072018_C012g07469	116	119	38	1872	2034
MinSal-1389-A1-17072018_C012g07470	1541	1439	876	1237	1221
MinSal-1389-A1-17072018_C012g07474	0	0	0	0	3
MinSal-1389-A1-17072018_C012g07475	1	0	0	8010	7765
MinSal-1389-A1-17072018_C012g07476	0	0	0	1422	1575
MinSal-1389-A1-17072018_C012g07477	970	1060	579	1404	1430
MinSal-1389-A1-17072018_C012g07479	1270	1266	1264	6	10
MinSal-1389-A1-17072018_C012g07480	17244	17746	11837	5137	4733
MinSal-1389-A1-17072018_C012g07481	0	0	0	8078	11049
MinSal-1389-A1-17072018_C012g07482	227	159	111	615	516
MinSal-1389-A1-17072018_C012g07483	119	152	66	65	52
MinSal-1389-A1-17072018_C012g07484	352	455	186	738	760
MinSal-1389-A1-17072018_C012g07486	135	163	66	2408	2411
MinSal-1389-A1-17072018_C012g07487	33	52	31	651	617
MinSal-1389-A1-17072018_C012g07488	553	626	434	830	605
MinSal-1389-A1-17072018_C012g07489	48	60	47	2635	2664
MinSal-1389-A1-17072018_C012g07491	208	243	112	6128	6436
MinSal-1389-A1-17072018_C012g07494	0	0	0	913	885
MinSal-1389-A1-17072018_C012g07495	1452	1485	779	670	564
MinSal-1389-A1-17072018_C012g07496	2102	2865	1152	5529	5284
MinSal-1389-A1-17072018_C012g07497	1376	1605	1076	1195	1278
MinSal-1389-A1-17072018_C012g07498	1278	1290	1035	1617	1853
MinSal-1389-A1-17072018_C012g07499	0	0	0	4247.54	4873.55
MinSal-1389-A1-17072018_C012g07500	0	0	0	1118	1263
MinSal-1389-A1-17072018_C012g07501	163	242	102	5127	6005
MinSal-1389-A1-17072018_C012g07502	1339	1456	768	1302	1129
MinSal-1389-A1-17072018_C012g07503	3771	4112	2749	4378	4067
MinSal-1389-A1-17072018_C012g07504	663	772	351	1599	1375
MinSal-1389-A1-17072018_C012g07505	440	599	248	2229	2226
MinSal-1389-A1-17072018_C012g07507	1	1	0	1626	1274
MinSal-1389-A1-17072018_C012g07508	585	787	345	979	841
MinSal-1389-A1-17072018_C012g07509	577	644	343	1836	1570
MinSal-1389-A1-17072018_C012g07510	1725	2103	966	1528	1370
MinSal-1389-A1-17072018_C012g07511	644	778	445	4161	3023
MinSal-1389-A1-17072018_C012g07528	5.01464	7.00561	2.00558	10321.5	12360.9
MinSal-1389-A1-17072018_C012g07542	0	0	0	3.67333	5.53907
MinSal-1389-A1-17072018_C012g07545	0	0	0	1841	1796
MinSal-1389-A1-17072018_C012g07546	2	0	1	2733	2667
MinSal-1389-A1-17072018_C012g07547	4249	4313	1552	2595	2636
MinSal-1389-A1-17072018_C012g07548	10244	11705	8194	11130	13484
MinSal-1389-A1-17072018_C012g07549	329	363	190	909	704
MinSal-1389-A1-17072018_C012g07550	10226	8010	9168	16202	20479
MinSal-1389-A1-17072018_C012g07551	3137	2960	1758	3513	2869
MinSal-1389-A1-17072018_C012g07552	5	1	5	271	385
MinSal-1389-A1-17072018_C012g07553	1665	1780	1091	2838	2512
MinSal-1389-A1-17072018_C012g07556	758	687	514	1580	1242
MinSal-1389-A1-17072018_C012g07557	901	685	848	2587	4065
MinSal-1389-A1-17072018_C012g07558	3152	2623	1122	1816	1289
MinSal-1389-A1-17072018_C012g07559	729	859	383	2332	1928
MinSal-1389-A1-17072018_C012g07561	369	430	213	2123	2346
MinSal-1389-A1-17072018_C012g07562	3	0	0	65	70
MinSal-1389-A1-17072018_C012g07564	0	0	0	1070	1367
MinSal-1389-A1-17072018_C012g07566	573	696	303	2696	2914
MinSal-1389-A1-17072018_C012g07568	0	0	0	1234	2552
MinSal-1389-A1-17072018_C012g07569	15094	13807	10502	19375	17466
MinSal-1389-A1-17072018_C012g07571	0	0	1	2487	2590
MinSal-1389-A1-17072018_C012g07572	760	942	460	2105	1716
MinSal-1389-A1-17072018_C012g07573	0	0	0	2250	2687
MinSal-1389-A1-17072018_C012g07574	0	0	0	152	200
MinSal-1389-A1-17072018_C012g07575	0	0	0	1167	924
MinSal-1389-A1-17072018_C012g07576	109	92	52	3366	3799
MinSal-1389-A1-17072018_C012g07577	3559	3548	1819	4899.12	5266.76
MinSal-1389-A1-17072018_C012g07578	0	2	0	3260	3494
MinSal-1389-A1-17072018_C012g07579	2	10	1	788	902
MinSal-1389-A1-17072018_C012g07580	1	0	0	3606	3761
MinSal-1389-A1-17072018_C012g07581	3304	3789	2448	10445	7214
MinSal-1389-A1-17072018_C012g07582	3091	2591	1853	3583	3256
MinSal-1389-A1-17072018_C012g07583	15539	10238	10956	6085	7264
MinSal-1389-A1-17072018_C012g07584	578.758	607.373	406.987	4358	2873
MinSal-1389-A1-17072018_C012g07585	505	509	236	5466	4488
MinSal-1389-A1-17072018_C012g07586	0	0	0	1313	1578
MinSal-1389-A1-17072018_C012g07587	610	401	685	265	1394
MinSal-1389-A1-17072018_C012g07589	188	306	56	240	250
MinSal-1389-A1-17072018_C012g07590	51	84	23	1158	1355
MinSal-1389-A1-17072018_C012g07591	567	654	362	1929	2171
MinSal-1389-A1-17072018_C012g07595	3272	4657	2478	1831	1693
MinSal-1389-A1-17072018_C012g07596	308	377	154	969	752
MinSal-1389-A1-17072018_C012g07597	2664	3230	1962	11067	8517
MinSal-1389-A1-17072018_C012g07598	0	1	0	1800	1442
MinSal-1389-A1-17072018_C012g07599	3	2	1	4314	6804
MinSal-1389-A1-17072018_C012g07600	1009	1179	664	1232	1199
MinSal-1389-A1-17072018_C012g07604	0	0	0	738	682
MinSal-1389-A1-17072018_C012g07605	64	81	32	2508	2497
MinSal-1389-A1-17072018_C012g07606	73	64	48	182	324
MinSal-1389-A1-17072018_C012g07607	619	483	483	925	1570
MinSal-1389-A1-17072018_C012g07608	0	0	0	842	838
MinSal-1389-A1-17072018_C012g07609	0	0	0	6999	8485
MinSal-1389-A1-17072018_C012g07610	0	0	0	1836.88	1895.1
MinSal-1389-A1-17072018_C012g07612	2173	2687	1426	3727	2816
MinSal-1389-A1-17072018_C012g07613	605	751	731	892	1025
MinSal-1389-A1-17072018_C012g07614	0	1	0	4858	3620
MinSal-1389-A1-17072018_C012g07619	409	379	238	4642	5905
MinSal-1389-A1-17072018_C012g07623	0	0	0	189	202
MinSal-1389-A1-17072018_C012g07624	1935	1725	941	4008	3940
MinSal-1389-A1-17072018_C012g07627	292	350	144	3129	3166
MinSal-1389-A1-17072018_C012g07630	0	0	0	99	138
MinSal-1389-A1-17072018_C012g07631	12908	12837	8245	9739	10702
MinSal-1389-A1-17072018_C012g07633	13	4	2	2740	2831
MinSal-1389-A1-17072018_C012g07634	14571	12840	9969	5174	5024
MinSal-1389-A1-17072018_C012g07635	0	1	0	11109	14680
MinSal-1389-A1-17072018_C012g07636	19	12	1	723	1131
MinSal-1389-A1-17072018_C012g07637	0	0	0	326	267
MinSal-1389-A1-17072018_C012g07638	109	229	123	994	854
MinSal-1389-A1-17072018_C012g07639	342	263	229	1064	1163
MinSal-1389-A1-17072018_C012g07641	0	0	0	1017.35	1309
MinSal-1389-A1-17072018_C012g07643	96	114	30	2307	3380
MinSal-1389-A1-17072018_C012g07645	0	0	0	7126	7596
MinSal-1389-A1-17072018_C012g07646	0.000237915	0	0	4364	3846
MinSal-1389-A1-17072018_C012g07647	0	0	1	7754	9189
MinSal-1389-A1-17072018_C013g08324	0	0	0	128	140
MinSal-1389-A1-17072018_C013g08335	345.027	412.036	207.01	2074	1808
MinSal-1389-A1-17072018_C013g08336	0	0	0	1802	1670
MinSal-1389-A1-17072018_C013g08337	2582	3146	1551	3827	4169
MinSal-1389-A1-17072018_C013g08338	843	843	527	6444	6670
MinSal-1389-A1-17072018_C013g08339	977	1041	547	3818	4390
MinSal-1389-A1-17072018_C013g08340	0	0	0	1822	3695
MinSal-1389-A1-17072018_C013g08342	7039	5534	4292	15385	14996
MinSal-1389-A1-17072018_C013g08343	171	194	110	829	814
MinSal-1389-A1-17072018_C013g08344	0	0	0	750	976
MinSal-1389-A1-17072018_C013g08345	341	380	162	995	1016
MinSal-1389-A1-17072018_C013g08346	0	0	0	955	707
MinSal-1389-A1-17072018_C013g08347	0	0	0	0	0
MinSal-1389-A1-17072018_C013g08349	418	455	284	4752	5783
MinSal-1389-A1-17072018_C013g08350	0	0	0	18	16
MinSal-1389-A1-17072018_C013g08353	815	1233	307	336	289
MinSal-1389-A1-17072018_C013g08354	139	212	67	691	723
MinSal-1389-A1-17072018_C013g08355	0	0	0	639	623
MinSal-1389-A1-17072018_C013g08356	212	260	146	981	896
MinSal-1389-A1-17072018_C013g08357	751	790	497	904	549
MinSal-1389-A1-17072018_C013g08358	0	0	0	1969	2334
MinSal-1389-A1-17072018_C013g08360	1187	968	641	3505	2939
MinSal-1389-A1-17072018_C013g08361	0	0	0	200	158
MinSal-1389-A1-17072018_C013g08362	0	0	0	890	1244
MinSal-1389-A1-17072018_C013g08363	4931	2596	5368	2622	10651
MinSal-1389-A1-17072018_C013g08364	0	0	0	555	777
MinSal-1389-A1-17072018_C013g08366	1370	1411	866	3166	3468
MinSal-1389-A1-17072018_C013g08367	164	256	109	1588.25	1601.51
MinSal-1389-A1-17072018_C013g08368	0	0	0	1210	1128
MinSal-1389-A1-17072018_C013g08370	763	945	525	3458	3840
MinSal-1389-A1-17072018_C013g08371	10261.7	9885.22	6837.37	7587.89	6198.95
MinSal-1389-A1-17072018_C013g08372	0	0	0	1501	1487
MinSal-1389-A1-17072018_C013g08373	1606	1671	269	645	747
MinSal-1389-A1-17072018_C013g08374	218	274	176	2719	1688
MinSal-1389-A1-17072018_C013g08375	376	423	306	2548	3381
MinSal-1389-A1-17072018_C013g08376	0	0	0	679	616
MinSal-1389-A1-17072018_C013g08377	1030	1329	490	4135	3056
MinSal-1389-A1-17072018_C013g08379	0	0	0	1492	488
MinSal-1389-A1-17072018_C013g08380	5574	4636	4940	7162	10486
MinSal-1389-A1-17072018_C013g08383	0	0	0	240	216
MinSal-1389-A1-17072018_C013g08385	0	0	0	1.00145	1.00146
MinSal-1389-A1-17072018_C013g08386	0	0	0	4	27
MinSal-1389-A1-17072018_C013g08387	345	456	241	2972	2684
MinSal-1389-A1-17072018_C013g08388	67	87	28	2105	1875
MinSal-1389-A1-17072018_C013g08389	3576	4615	2192	3488	2966
MinSal-1389-A1-17072018_C013g08390	480	399	373	1000	1230
MinSal-1389-A1-17072018_C013g08392	0	0	0	612.781	1097.28
MinSal-1389-A1-17072018_C013g08394	0	0	0	0	1
MinSal-1389-A1-17072018_C013g08396	0	0	0	165.566	136.975
MinSal-1389-A1-17072018_C013g08404	3	6	8	2351	3098
MinSal-1389-A1-17072018_C013g08405	1036	1221	859	5858	5304
MinSal-1389-A1-17072018_C013g08406	0	0	0	1	1
MinSal-1389-A1-17072018_C013g08407	841.518	949.636	723.884	378.955	409.547
MinSal-1389-A1-17072018_C013g08408	2646	2411	1769	7948	6254
MinSal-1389-A1-17072018_C013g08410	414	523	212	944	712
MinSal-1389-A1-17072018_C013g08411	0	0	0	5.48965	16.4614
MinSal-1389-A1-17072018_C013g08413	4274.51	3738.3	2183.72	1843	1819
MinSal-1389-A1-17072018_C013g08414	143	180	100	3740	2834
MinSal-1389-A1-17072018_C013g08415	391	559	246	3299	2961
MinSal-1389-A1-17072018_C013g08416	232	238	117	4444.11	3723.48
MinSal-1389-A1-17072018_C013g08417	1598	1994	956	4375	3541
MinSal-1389-A1-17072018_C013g08418	0	0	0	1158	1131
MinSal-1389-A1-17072018_C013g08419	513	628	233	5263	5445
MinSal-1389-A1-17072018_C013g08420	1	0	1	1357.54	1210.44
MinSal-1389-A1-17072018_C013g08421	0	0	0	2	2
MinSal-1389-A1-17072018_C013g08428	0	1	0	3219.39	2957.86
MinSal-1389-A1-17072018_C013g08429	0	1	1	15035	9265
MinSal-1389-A1-17072018_C013g08430	3512	4010	2115	4326	3554
MinSal-1389-A1-17072018_C013g08432	0	0	0	1926	1898
MinSal-1389-A1-17072018_C013g08433	1412	1486	1013	7416	6737
MinSal-1389-A1-17072018_C013g08434	3039	4096	2055	4978	5024
MinSal-1389-A1-17072018_C013g08435	3859	4178	2335	10771	11881
MinSal-1389-A1-17072018_C013g08436	2911	3283	1571	6921	7343
MinSal-1389-A1-17072018_C013g08437	5400	5605	2724	5653	4059
MinSal-1389-A1-17072018_C013g08438	311	481	44	1409	1895
MinSal-1389-A1-17072018_C013g08439	8121	9654	3987	4342	2930
