gene	S1_A2	S2_A2
MvSl-1064-A2-R4_MC10g10295	374	445
MvSl-1064-A2-R4_MC10g10296	424	508
MvSl-1064-A2-R4_MC10g10297	1506	1584
MvSl-1064-A2-R4_MC10g10298	307	275
MvSl-1064-A2-R4_MC10g10299	2426	2598
MvSl-1064-A2-R4_MC10g10300	9655	8844
MvSl-1064-A2-R4_MC10g10301	2743	3111
MvSl-1064-A2-R4_MC10g10302	15857	12200
MvSl-1064-A2-R4_MC10g10303	3571	3319
MvSl-1064-A2-R4_MC10g10304	907	1840
MvSl-1064-A2-R4_MC10g10305	3084	3281
MvSl-1064-A2-R4_MC10g10306	453	372
MvSl-1064-A2-R4_MC10g10307	273	294
MvSl-1064-A2-R4_MC10g10308	803	1125
MvSl-1064-A2-R4_MC10g10309	8301	5436
MvSl-1064-A2-R4_MC10g10310	199.7	238.861
MvSl-1064-A2-R4_MC10g10311	33.8741	61.9753
MvSl-1064-A2-R4_MC10g10312	1409	1372
MvSl-1064-A2-R4_MC10g10313	2620	4365
MvSl-1064-A2-R4_MC10g10314	2795	1957
MvSl-1064-A2-R4_MC10g10315	14	10
MvSl-1064-A2-R4_MC10g10316	4445	4244
MvSl-1064-A2-R4_MC10g10317	5745	6195
MvSl-1064-A2-R4_MC10g10318	2695.56	3160.3
MvSl-1064-A2-R4_MC10g10319	34.7001	19.8579
MvSl-1064-A2-R4_MC10g10320	5.44532	8.33081
MvSl-1064-A2-R4_MC10g10321	3126.32	2090.97
MvSl-1064-A2-R4_MC10g10322	0	1
MvSl-1064-A2-R4_MC10g10323	838	485
MvSl-1064-A2-R4_MC10g10324	2017	1919
MvSl-1064-A2-R4_MC10g10325	15264	12361
MvSl-1064-A2-R4_MC10g10326	32	26
MvSl-1064-A2-R4_MC10g10327	537	512
MvSl-1064-A2-R4_MC10g10328	2467	1977
MvSl-1064-A2-R4_MC10g10329	1470	992
MvSl-1064-A2-R4_MC10g10330	44	29
MvSl-1064-A2-R4_MC10g10331	27090.7	24337.3
MvSl-1064-A2-R4_MC10g10332	32820.3	20949.7
MvSl-1064-A2-R4_MC10g10333	11796	14312
MvSl-1064-A2-R4_MC10g10334	2837	2756
MvSl-1064-A2-R4_MC10g10335	1308	1187
MvSl-1064-A2-R4_MC10g10336	679	628
MvSl-1064-A2-R4_MC10g10337	994	806
MvSl-1064-A2-R4_MC10g10338	2878	3364
MvSl-1064-A2-R4_MC10g10339	13	10
MvSl-1064-A2-R4_MC10g10340	12965	11677
MvSl-1064-A2-R4_MC10g10341	2027.99	2119.34
MvSl-1064-A2-R4_MC10g10342	542.057	549.509
MvSl-1064-A2-R4_MC10g10343	510.117	408.906
MvSl-1064-A2-R4_MC10g10344	2998	1786
MvSl-1064-A2-R4_MC10g10345	2222.44	2839.7
MvSl-1064-A2-R4_MC10g10346	15320	14595
MvSl-1064-A2-R4_MC10g10347	1175	1090
MvSl-1064-A2-R4_MC10g10348	6375	8914
MvSl-1064-A2-R4_MC10g10349	5567	4640
MvSl-1064-A2-R4_MC10g10350	297	295
MvSl-1064-A2-R4_MC10g10351	2250	2558
MvSl-1064-A2-R4_MC10g10352	300	252
MvSl-1064-A2-R4_MC10g10353	381	192
MvSl-1064-A2-R4_MC10g10354	30	22
MvSl-1064-A2-R4_MC10g10355	1878	1622
MvSl-1064-A2-R4_MC10g10356	28	38
MvSl-1064-A2-R4_MC10g10357	4055	3668
MvSl-1064-A2-R4_MC10g10358	371.793	325.403
MvSl-1064-A2-R4_MC10g10359	2026	2213
MvSl-1064-A2-R4_MC10g10360	2681	3370
MvSl-1064-A2-R4_MC10g10361	3091	4333
MvSl-1064-A2-R4_MC10g10362	435	543
MvSl-1064-A2-R4_MC10g10363	2116	1545
MvSl-1064-A2-R4_MC10g10364	1892.13	2790.28
MvSl-1064-A2-R4_MC10g10365	60748	44629
MvSl-1064-A2-R4_MC10g10366	7365	5267
MvSl-1064-A2-R4_MC10g10367	3282	3069
MvSl-1064-A2-R4_MC10g10368	7056	8286
MvSl-1064-A2-R4_MC10g10369	2316	2188
MvSl-1064-A2-R4_MC10g10370	3554	2909
MvSl-1064-A2-R4_MC10g10371	3643	3018
MvSl-1064-A2-R4_MC10g10372	286	229
MvSl-1064-A2-R4_MC10g10373	1380.95	1153.07
MvSl-1064-A2-R4_MC10g10374	15762	16821
MvSl-1064-A2-R4_MC10g10375	3970	4097
MvSl-1064-A2-R4_MC10g10376	900	1457
MvSl-1064-A2-R4_MC10g10377	2406	3147
MvSl-1064-A2-R4_MC10g10378	3749	5410
MvSl-1064-A2-R4_MC10g10379	1580	1349
MvSl-1064-A2-R4_MC10g10380	1927	1538
MvSl-1064-A2-R4_MC10g10381	5581	4553
MvSl-1064-A2-R4_MC10g10382	711	1007
MvSl-1064-A2-R4_MC10g10383	306.836	162.666
MvSl-1064-A2-R4_MC10g10384	7.46991	8.36657
MvSl-1064-A2-R4_MC10g10385	9.05806	8.04212
MvSl-1064-A2-R4_MC10g10386	173.642	190.071
MvSl-1064-A2-R4_MC10g10387	109.554	88.3392
MvSl-1064-A2-R4_MC10g10388	1	1
MvSl-1064-A2-R4_MC10g10389	64.1636	87.3344
MvSl-1064-A2-R4_MC10g10390	1821	1706
MvSl-1064-A2-R4_MC10g10391	2528	2165
MvSl-1064-A2-R4_MC10g10392	562	653
MvSl-1064-A2-R4_MC10g10393	0	0
MvSl-1064-A2-R4_MC10g10394	0	0
MvSl-1064-A2-R4_MC10g10395	4001.51	3684.34
MvSl-1064-A2-R4_MC10g10396	2830.41	1978
MvSl-1064-A2-R4_MC10g10397	34.8484	11.3252
MvSl-1064-A2-R4_MC10g10398	6.09856	0
MvSl-1064-A2-R4_MC10g10399	0	14.6227
MvSl-1064-A2-R4_MC10g10400	66.0501	109.104
MvSl-1064-A2-R4_MC10g10401	0	0
MvSl-1064-A2-R4_MC10g10402	1.13232	0
MvSl-1064-A2-R4_MC10g10403	16.1941	0
MvSl-1064-A2-R4_MC10g10404	0	0
MvSl-1064-A2-R4_MC10g10405	0	0
MvSl-1064-A2-R4_MC10g10406	0	0
MvSl-1064-A2-R4_MC10g10407	0.5	0.5
MvSl-1064-A2-R4_MC10g10408	401.947	264.934
MvSl-1064-A2-R4_MC10g10409	1510.64	958.594
MvSl-1064-A2-R4_MC10g10410	72.8937	66.0008
MvSl-1064-A2-R4_MC10g10411	0	0
MvSl-1064-A2-R4_MC10g10412	0	0
MvSl-1064-A2-R4_MC11g10413	61.8766	101.004
MvSl-1064-A2-R4_MC11g10414	129.557	10.666
MvSl-1064-A2-R4_MC11g10415	5.09521	6.07803
MvSl-1064-A2-R4_MC11g10416	2986	2902
MvSl-1064-A2-R4_MC11g10417	1319	1239
MvSl-1064-A2-R4_MC11g10418	1521	1376
MvSl-1064-A2-R4_MC11g10419	1066	1077
MvSl-1064-A2-R4_MC11g10420	2.51933	2.29264
MvSl-1064-A2-R4_MC11g10421	318	510
MvSl-1064-A2-R4_MC11g10422	1683	1772
MvSl-1064-A2-R4_MC11g10423	4524	3427
MvSl-1064-A2-R4_MC11g10424	1	1
MvSl-1064-A2-R4_MC11g10425	320.463	209.455
MvSl-1064-A2-R4_MC11g10426	0	0
MvSl-1064-A2-R4_MC11g10427	0	0
MvSl-1064-A2-R4_MC11g10428	1859	1853
MvSl-1064-A2-R4_MC11g10429	1648	1201
MvSl-1064-A2-R4_MC11g10430	1850	2296
MvSl-1064-A2-R4_MC11g10431	1	2
MvSl-1064-A2-R4_MC11g10432	5	7
MvSl-1064-A2-R4_MC11g10433	686	840
MvSl-1064-A2-R4_MC11g10434	550.75	506.82
MvSl-1064-A2-R4_MC11g10435	420	278
MvSl-1064-A2-R4_MC11g10436	489.368	487.595
MvSl-1064-A2-R4_MC11g10437	1.35707	3.16908
MvSl-1064-A2-R4_MC11g10438	41.1698	82.2874
MvSl-1064-A2-R4_MC11g10439	54.7273	97.6753
MvSl-1064-A2-R4_MC11g10440	147.961	79.5719
MvSl-1064-A2-R4_MC11g10441	0	0
MvSl-1064-A2-R4_MC11g10442	3.17901	1.06752
MvSl-1064-A2-R4_MC11g10443	5	8
MvSl-1064-A2-R4_MC11g10444	3.45014	0
MvSl-1064-A2-R4_MC11g10445	12.9144	16.3757
MvSl-1064-A2-R4_MC11g10446	43.4857	53.9207
MvSl-1064-A2-R4_MC11g10447	147.546	182.103
MvSl-1064-A2-R4_MC11g10448	70.2858	81.0165
MvSl-1064-A2-R4_MC11g10449	0	4.25013
MvSl-1064-A2-R4_MC11g10450	5.46066	4.55842
MvSl-1064-A2-R4_MC11g10451	2988.59	2625.2
MvSl-1064-A2-R4_MC11g10452	13.1198	11.3869
MvSl-1064-A2-R4_MC11g10453	204	226
MvSl-1064-A2-R4_MC11g10454	4	1
MvSl-1064-A2-R4_MC11g10455	25	11
MvSl-1064-A2-R4_MC11g10456	382.737	539.643
MvSl-1064-A2-R4_MC11g10457	550.833	777.619
MvSl-1064-A2-R4_MC11g10458	7	7
MvSl-1064-A2-R4_MC11g10459	1.1783	4.911
MvSl-1064-A2-R4_MC11g10460	24.1229	14.591
MvSl-1064-A2-R4_MC11g10461	29.1644	14.7623
MvSl-1064-A2-R4_MC11g10462	0	0
MvSl-1064-A2-R4_MC11g10463	6.0081	6
MvSl-1064-A2-R4_MC11g10464	1	0
MvSl-1064-A2-R4_MC11g10465	0	0
MvSl-1064-A2-R4_MC11g10466	1053	1557
MvSl-1064-A2-R4_MC11g10467	4705	3784
MvSl-1064-A2-R4_MC11g10468	2018	1573
MvSl-1064-A2-R4_MC11g10469	10545	9418
MvSl-1064-A2-R4_MC11g10470	83	94
MvSl-1064-A2-R4_MC11g10471	269	358
MvSl-1064-A2-R4_MC11g10472	164	193
MvSl-1064-A2-R4_MC11g10473	995.913	974.119
MvSl-1064-A2-R4_MC11g10474	1794	1562
MvSl-1064-A2-R4_MC11g10475	4107.7	3359.84
MvSl-1064-A2-R4_MC11g10476	335.088	486.974
MvSl-1064-A2-R4_MC11g10477	0	0
MvSl-1064-A2-R4_MC11g10478	0	0
MvSl-1064-A2-R4_MC11g10479	0	1.93511
MvSl-1064-A2-R4_MC11g10480	0	0
MvSl-1064-A2-R4_MC11g10481	17.7813	35.1984
MvSl-1064-A2-R4_MC11g10482	2046.61	2295.73
MvSl-1064-A2-R4_MC11g10483	312	259
MvSl-1064-A2-R4_MC11g10484	61	60
MvSl-1064-A2-R4_MC11g10485	19.5674	18.0206
MvSl-1064-A2-R4_MC11g10486	9	10.0047
MvSl-1064-A2-R4_MC11g10487	3798	3661
MvSl-1064-A2-R4_MC11g10488	4355	3785
MvSl-1064-A2-R4_MC11g10489	2512	2771
MvSl-1064-A2-R4_MC11g10490	9139	11462
MvSl-1064-A2-R4_MC11g10491	4359	9554
MvSl-1064-A2-R4_MC11g10492	140.052	159.885
MvSl-1064-A2-R4_MC11g10493	1208.44	1916.56
MvSl-1064-A2-R4_MC11g10494	10657	8439
MvSl-1064-A2-R4_MC11g10495	9853.13	11775.1
MvSl-1064-A2-R4_MC11g10496	7.22986	17.7631
MvSl-1064-A2-R4_MC11g10497	402.033	428.681
MvSl-1064-A2-R4_MC11g10498	966	888
MvSl-1064-A2-R4_MC11g10499	66986	92828
MvSl-1064-A2-R4_MC11g10500	373.005	366.004
MvSl-1064-A2-R4_MC11g10501	495	388
MvSl-1064-A2-R4_MC11g10502	29	47
MvSl-1064-A2-R4_MC11g10503	1588	1496
MvSl-1064-A2-R4_MC11g10504	666	740
MvSl-1064-A2-R4_MC11g10505	3552	3455
MvSl-1064-A2-R4_MC11g10506	4033	4087
MvSl-1064-A2-R4_MC11g10507	11841	12359
MvSl-1064-A2-R4_MC11g10508	1937	3119
MvSl-1064-A2-R4_MC11g10509	321.621	328.475
MvSl-1064-A2-R4_MC11g10510	1	0
MvSl-1064-A2-R4_MC11g10511	531	457
MvSl-1064-A2-R4_MC11g10512	2208	2295
MvSl-1064-A2-R4_MC11g10513	219	188
MvSl-1064-A2-R4_MC11g10514	3	5
MvSl-1064-A2-R4_MC11g10515	277.01	281.91
MvSl-1064-A2-R4_MC11g10516	1864	1039
MvSl-1064-A2-R4_MC11g10517	13	11
MvSl-1064-A2-R4_MC11g10518	57721	63062
MvSl-1064-A2-R4_MC11g10519	1380	1912
MvSl-1064-A2-R4_MC11g10520	777	1185
MvSl-1064-A2-R4_MC11g10521	660	635
MvSl-1064-A2-R4_MC11g10522	88	88
MvSl-1064-A2-R4_MC11g10523	331.178	484.473
MvSl-1064-A2-R4_MC11g10524	41	53
MvSl-1064-A2-R4_MC11g10525	1312	1128
MvSl-1064-A2-R4_MC11g10526	806	616
MvSl-1064-A2-R4_MC11g10527	277	251
MvSl-1064-A2-R4_MC11g10528	1141	975
MvSl-1064-A2-R4_MC11g10529	688	676
MvSl-1064-A2-R4_MC11g10530	3916	3638
MvSl-1064-A2-R4_MC11g10531	904	967
MvSl-1064-A2-R4_MC11g10532	12	7
MvSl-1064-A2-R4_MC11g10533	451.199	375.913
MvSl-1064-A2-R4_MC11g10534	7	6
MvSl-1064-A2-R4_MC11g10535	245	173
MvSl-1064-A2-R4_MC11g10536	11.6667	4.64327
MvSl-1064-A2-R4_MC11g10537	30	59
MvSl-1064-A2-R4_MC11g10538	325	260
MvSl-1064-A2-R4_MC11g10539	907	841
MvSl-1064-A2-R4_MC11g10540	280	203
MvSl-1064-A2-R4_MC11g10541	4714	4426
MvSl-1064-A2-R4_MC11g10542	3156	3026
MvSl-1064-A2-R4_MC11g10543	7069.68	6596.05
MvSl-1064-A2-R4_MC11g10544	234	261
MvSl-1064-A2-R4_MC11g10545	8.10231	20.3841
MvSl-1064-A2-R4_MC11g10546	56.8545	80.8342
MvSl-1064-A2-R4_MC11g10547	33.8493	44.677
MvSl-1064-A2-R4_MC11g10548	6822.32	6042.95
MvSl-1064-A2-R4_MC11g10549	3350	3520
MvSl-1064-A2-R4_MC11g10550	2145.57	2633.17
MvSl-1064-A2-R4_MC11g10551	408	450
MvSl-1064-A2-R4_MC11g10552	9578	9073
MvSl-1064-A2-R4_MC11g10553	1884	1492
MvSl-1064-A2-R4_MC11g10554	1302.51	1255.56
MvSl-1064-A2-R4_MC11g10555	2823	3245
MvSl-1064-A2-R4_MC11g10556	3014	3579
MvSl-1064-A2-R4_MC11g10557	597.468	496.323
MvSl-1064-A2-R4_MC11g10558	8113	12182
MvSl-1064-A2-R4_MC11g10559	34	33
MvSl-1064-A2-R4_MC11g10560	633	729
MvSl-1064-A2-R4_MC11g10561	1512	1167
MvSl-1064-A2-R4_MC11g10562	1437.51	1392.45
MvSl-1064-A2-R4_MC11g10563	330.892	357.435
MvSl-1064-A2-R4_MC11g10564	87.6382	79.6256
MvSl-1064-A2-R4_MC11g10565	1521	1666
MvSl-1064-A2-R4_MC11g10566	7097	4455
MvSl-1064-A2-R4_MC11g10567	8260	5542
MvSl-1064-A2-R4_MC11g10568	618	448
MvSl-1064-A2-R4_MC11g10569	2179	1888
MvSl-1064-A2-R4_MC11g10570	3216	3066
MvSl-1064-A2-R4_MC11g10571	7275	5016
MvSl-1064-A2-R4_MC11g10572	5667	3888
MvSl-1064-A2-R4_MC11g10573	11	19
MvSl-1064-A2-R4_MC11g10574	3478	2563
MvSl-1064-A2-R4_MC11g10575	1446	1068
MvSl-1064-A2-R4_MC11g10576	93	58
MvSl-1064-A2-R4_MC11g10577	2.9355	1.43413
MvSl-1064-A2-R4_MC11g10578	2	2
MvSl-1064-A2-R4_MC11g10579	12.6733	15.0764
MvSl-1064-A2-R4_MC11g10580	2956	2882
MvSl-1064-A2-R4_MC11g10581	1209	1430
MvSl-1064-A2-R4_MC11g10582	1	0
MvSl-1064-A2-R4_MC11g10583	1	2
MvSl-1064-A2-R4_MC11g10584	998	877
MvSl-1064-A2-R4_MC11g10585	838	643
MvSl-1064-A2-R4_MC11g10586	4557	4570
MvSl-1064-A2-R4_MC11g10587	40	27
MvSl-1064-A2-R4_MC11g10588	4122	4013
MvSl-1064-A2-R4_MC11g10589	4153	3736
MvSl-1064-A2-R4_MC11g10590	496	426
MvSl-1064-A2-R4_MC11g10591	526	423
MvSl-1064-A2-R4_MC11g10592	4	7
MvSl-1064-A2-R4_MC11g10593	2635	2102
MvSl-1064-A2-R4_MC11g10594	1082	721
MvSl-1064-A2-R4_MC11g10595	2971	2037
MvSl-1064-A2-R4_MC11g10596	1722	1490
MvSl-1064-A2-R4_MC11g10597	1072	964
MvSl-1064-A2-R4_MC11g10598	1215	1251
MvSl-1064-A2-R4_MC11g10599	257	117
MvSl-1064-A2-R4_MC11g10600	21	12
MvSl-1064-A2-R4_MC11g10601	11	14
MvSl-1064-A2-R4_MC11g10602	60	60
MvSl-1064-A2-R4_MC11g10603	1631	1786
MvSl-1064-A2-R4_MC11g10604	400	453
MvSl-1064-A2-R4_MC11g10605	5699	6189
MvSl-1064-A2-R4_MC11g10606	26.7368	26.9283
MvSl-1064-A2-R4_MC11g10607	71.0386	64.366
MvSl-1064-A2-R4_MC11g10608	881	745
MvSl-1064-A2-R4_MC11g10609	474	356
MvSl-1064-A2-R4_MC11g10610	1747	1417
MvSl-1064-A2-R4_MC11g10611	1765	2660
MvSl-1064-A2-R4_MC11g10612	983	448
MvSl-1064-A2-R4_MC11g10613	5848	6133
MvSl-1064-A2-R4_MC11g10614	1509	2152
MvSl-1064-A2-R4_MC11g10615	4972	6851
MvSl-1064-A2-R4_MC11g10616	2850	2981
MvSl-1064-A2-R4_MC11g10617	3042	2767
MvSl-1064-A2-R4_MC11g10618	3650	3172
MvSl-1064-A2-R4_MC11g10619	7368	7615
MvSl-1064-A2-R4_MC11g10620	1607	1530
MvSl-1064-A2-R4_MC11g10621	357	386
MvSl-1064-A2-R4_MC11g10622	602	926
MvSl-1064-A2-R4_MC11g10623	103	112
MvSl-1064-A2-R4_MC11g10624	1	0
MvSl-1064-A2-R4_MC11g10625	2776	2002
MvSl-1064-A2-R4_MC11g10626	4016	3443
MvSl-1064-A2-R4_MC11g10627	3164	2455
MvSl-1064-A2-R4_MC11g10628	656	658
MvSl-1064-A2-R4_MC11g10629	676	606
MvSl-1064-A2-R4_MC11g10630	4617	4173
MvSl-1064-A2-R4_MC11g10631	1404	895
MvSl-1064-A2-R4_MC11g10632	5102	4976
MvSl-1064-A2-R4_MC11g10633	3862	3091
MvSl-1064-A2-R4_MC11g10634	51	17
MvSl-1064-A2-R4_MC11g10635	2235	2217
MvSl-1064-A2-R4_MC11g10636	2164	1906
MvSl-1064-A2-R4_MC11g10637	3753	3866
MvSl-1064-A2-R4_MC11g10638	4	17
MvSl-1064-A2-R4_MC11g10639	3405	3804
MvSl-1064-A2-R4_MC11g10640	493	371
MvSl-1064-A2-R4_MC11g10641	1765	1883
MvSl-1064-A2-R4_MC11g10642	4531	3609
MvSl-1064-A2-R4_MC11g10643	1076	983
MvSl-1064-A2-R4_MC11g10644	917.182	649.177
MvSl-1064-A2-R4_MC11g10645	684	501
MvSl-1064-A2-R4_MC11g10646	868.198	1030.11
MvSl-1064-A2-R4_MC11g10647	213.621	240.901
MvSl-1064-A2-R4_MC11g10648	1070	601
MvSl-1064-A2-R4_MC11g10649	1755	1088
MvSl-1064-A2-R4_MC11g10650	565	336
MvSl-1064-A2-R4_MC11g10651	1112	873
MvSl-1064-A2-R4_MC11g10652	145.414	118.05
MvSl-1064-A2-R4_MC11g10653	15491	11060
MvSl-1064-A2-R4_MC11g10654	1436	1029
MvSl-1064-A2-R4_MC11g10655	826	651
MvSl-1064-A2-R4_MC11g10656	34.5906	40.9878
MvSl-1064-A2-R4_MC11g10657	9849	8166
MvSl-1064-A2-R4_MC11g10658	11645	13252
MvSl-1064-A2-R4_MC11g10659	2653	2882
MvSl-1064-A2-R4_MC11g10660	637	495
MvSl-1064-A2-R4_MC11g10661	209	264
MvSl-1064-A2-R4_MC11g10662	1207	1248
MvSl-1064-A2-R4_MC11g10663	2385	2499
MvSl-1064-A2-R4_MC11g10664	1137	1008
MvSl-1064-A2-R4_MC11g10665	2643	2114
MvSl-1064-A2-R4_MC11g10666	575	490
MvSl-1064-A2-R4_MC11g10667	1627	1379
MvSl-1064-A2-R4_MC11g10668	3219	3204
MvSl-1064-A2-R4_MC11g10669	1107	923
MvSl-1064-A2-R4_MC11g10670	639	509
MvSl-1064-A2-R4_MC11g10671	244	178
MvSl-1064-A2-R4_MC11g10672	463	335
MvSl-1064-A2-R4_MC11g10673	941	878
MvSl-1064-A2-R4_MC11g10674	3567	3971
MvSl-1064-A2-R4_MC11g10675	561	637
MvSl-1064-A2-R4_MC11g10676	1641	1174
MvSl-1064-A2-R4_MC11g10677	2161	2380
MvSl-1064-A2-R4_MC11g10678	730	633
MvSl-1064-A2-R4_MC11g10679	800	627
MvSl-1064-A2-R4_MC11g10680	1442	1071
MvSl-1064-A2-R4_MC11g10681	2969	1774
MvSl-1064-A2-R4_MC11g10682	6999	9912
MvSl-1064-A2-R4_MC11g10683	3280	2812
MvSl-1064-A2-R4_MC11g10684	0	0
MvSl-1064-A2-R4_MC11g10685	0	0
MvSl-1064-A2-R4_MC11g10686	2871	2543
MvSl-1064-A2-R4_MC11g10687	805	709
MvSl-1064-A2-R4_MC11g10688	3389	3153
MvSl-1064-A2-R4_MC11g10689	17	15
MvSl-1064-A2-R4_MC11g10690	2279	1509
MvSl-1064-A2-R4_MC11g10691	1005	569
MvSl-1064-A2-R4_MC11g10692	934	558
MvSl-1064-A2-R4_MC11g10693	2606	1800
MvSl-1064-A2-R4_MC11g10694	4893.63	5688
MvSl-1064-A2-R4_MC11g10695	4778.74	4247.74
MvSl-1064-A2-R4_MC11g10696	5	8
MvSl-1064-A2-R4_MC11g10697	193	292
MvSl-1064-A2-R4_MC11g10698	3791	5143
MvSl-1064-A2-R4_MC11g10699	25931.9	25498.7
MvSl-1064-A2-R4_MC11g10700	4487.9	4933.68
MvSl-1064-A2-R4_MC11g10701	55	88
MvSl-1064-A2-R4_MC11g10702	117	233
MvSl-1064-A2-R4_MC11g10703	97.3655	230.235
MvSl-1064-A2-R4_MC11g10704	2683	2596
MvSl-1064-A2-R4_MC11g10705	880	773
MvSl-1064-A2-R4_MC11g10706	47	20
MvSl-1064-A2-R4_MC11g10707	60825	62403
MvSl-1064-A2-R4_MC11g10708	1395	1334
MvSl-1064-A2-R4_MC11g10709	16	22
MvSl-1064-A2-R4_MC11g10710	5496	4869
MvSl-1064-A2-R4_MC11g10711	28	28
MvSl-1064-A2-R4_MC11g10712	0	0
MvSl-1064-A2-R4_MC11g10713	4768	5609
MvSl-1064-A2-R4_MC11g10714	678	400
MvSl-1064-A2-R4_MC11g10715	3865	2755
MvSl-1064-A2-R4_MC11g10716	3393	2799
MvSl-1064-A2-R4_MC11g10717	476	347
MvSl-1064-A2-R4_MC11g10718	4	9
MvSl-1064-A2-R4_MC11g10719	58	61
MvSl-1064-A2-R4_MC11g10720	641	784
MvSl-1064-A2-R4_MC11g10721	3444	3453
MvSl-1064-A2-R4_MC11g10722	7020	7997
MvSl-1064-A2-R4_MC11g10723	5346	5452
MvSl-1064-A2-R4_MC11g10724	1308	1330
MvSl-1064-A2-R4_MC11g10725	1763	1748
MvSl-1064-A2-R4_MC11g10726	5550	4859
MvSl-1064-A2-R4_MC11g10727	9796	6757
MvSl-1064-A2-R4_MC11g10728	494	443
MvSl-1064-A2-R4_MC11g10729	3220	2585
MvSl-1064-A2-R4_MC11g10730	2185	2056
MvSl-1064-A2-R4_MC11g10731	127	106
MvSl-1064-A2-R4_MC11g10732	1227	1208
MvSl-1064-A2-R4_MC11g10733	2289	1978
MvSl-1064-A2-R4_MC11g10734	445	412
MvSl-1064-A2-R4_MC11g10735	1236	1661
MvSl-1064-A2-R4_MC11g10736	4536	5170
MvSl-1064-A2-R4_MC11g10737	1258	1365
MvSl-1064-A2-R4_MC11g10738	523	941
MvSl-1064-A2-R4_MC11g10739	113	91
MvSl-1064-A2-R4_MC11g10740	3892	3323
MvSl-1064-A2-R4_MC11g10741	147	241
MvSl-1064-A2-R4_MC11g10742	61.7345	78.6779
MvSl-1064-A2-R4_MC11g10743	33.7899	39.6383
MvSl-1064-A2-R4_MC11g10744	497	575
MvSl-1064-A2-R4_MC11g10745	1521	2133
MvSl-1064-A2-R4_MC11g10746	914	951
MvSl-1064-A2-R4_MC11g10747	716	658
MvSl-1064-A2-R4_MC11g10748	1020	1291
MvSl-1064-A2-R4_MC11g10749	1411	1359
MvSl-1064-A2-R4_MC11g10750	3260	2670
MvSl-1064-A2-R4_MC11g10751	670	589
MvSl-1064-A2-R4_MC11g10752	1225	1646
MvSl-1064-A2-R4_MC11g10753	1399	1049
MvSl-1064-A2-R4_MC11g10754	27	27
MvSl-1064-A2-R4_MC11g10755	889	1007
MvSl-1064-A2-R4_MC11g10756	1386	1072
MvSl-1064-A2-R4_MC11g10757	1640	2016
MvSl-1064-A2-R4_MC11g10758	33.2044	62.6074
MvSl-1064-A2-R4_MC11g10759	57860	145067
MvSl-1064-A2-R4_MC11g10760	2092	1824
MvSl-1064-A2-R4_MC11g10761	8	8
MvSl-1064-A2-R4_MC11g10762	87	59
MvSl-1064-A2-R4_MC11g10763	462	328
MvSl-1064-A2-R4_MC11g10764	1186	887
MvSl-1064-A2-R4_MC11g10765	0	2
MvSl-1064-A2-R4_MC11g10766	618	381
MvSl-1064-A2-R4_MC11g10767	2802	6465
MvSl-1064-A2-R4_MC11g10768	509	583
MvSl-1064-A2-R4_MC11g10769	605	476
MvSl-1064-A2-R4_MC11g10770	100	107
MvSl-1064-A2-R4_MC11g10771	2104	1652
MvSl-1064-A2-R4_MC11g10772	33	21
MvSl-1064-A2-R4_MC11g10773	3556	2773
MvSl-1064-A2-R4_MC11g10774	3776	3176
MvSl-1064-A2-R4_MC11g10775	3300	2865
MvSl-1064-A2-R4_MC11g10776	77.833	93.9552
MvSl-1064-A2-R4_MC11g10777	1921.56	2165.82
MvSl-1064-A2-R4_MC11g10778	769	565
MvSl-1064-A2-R4_MC11g10779	3576	2588
MvSl-1064-A2-R4_MC11g10780	414	330
MvSl-1064-A2-R4_MC11g10781	142	153
MvSl-1064-A2-R4_MC11g10782	623	635
MvSl-1064-A2-R4_MC11g10783	13339	15254
MvSl-1064-A2-R4_MC11g10784	3523	2929
MvSl-1064-A2-R4_MC11g10785	2704	2294
MvSl-1064-A2-R4_MC11g10786	1.03797	0
MvSl-1064-A2-R4_MC11g10787	1348	1406
MvSl-1064-A2-R4_MC11g10788	6133	3485
MvSl-1064-A2-R4_MC11g10789	508	764
MvSl-1064-A2-R4_MC11g10790	1200	2050
MvSl-1064-A2-R4_MC11g10791	1307	870
MvSl-1064-A2-R4_MC11g10792	735	565
MvSl-1064-A2-R4_MC11g10793	51	60
MvSl-1064-A2-R4_MC11g10794	11787	9916
MvSl-1064-A2-R4_MC11g10795	1354	1228
MvSl-1064-A2-R4_MC11g10796	15	10
MvSl-1064-A2-R4_MC11g10797	2684	2083
MvSl-1064-A2-R4_MC11g10798	2774	2854
MvSl-1064-A2-R4_MC11g10799	4206	4028
MvSl-1064-A2-R4_MC11g10800	3705	2798
MvSl-1064-A2-R4_MC11g10801	37	26
MvSl-1064-A2-R4_MC11g10802	2239	1663
MvSl-1064-A2-R4_MC11g10803	2203	1885
MvSl-1064-A2-R4_MC11g10804	4530	4903
MvSl-1064-A2-R4_MC11g10805	2764	1773
MvSl-1064-A2-R4_MC11g10806	8	9
MvSl-1064-A2-R4_MC11g10807	3797	3257
MvSl-1064-A2-R4_MC11g10808	1145	1002
MvSl-1064-A2-R4_MC11g10809	5077	4736
MvSl-1064-A2-R4_MC11g10810	990	858
MvSl-1064-A2-R4_MC11g10811	213	194
MvSl-1064-A2-R4_MC11g10812	6440	4112
MvSl-1064-A2-R4_MC11g10813	3668	2737
