gene	MintM1	MintM2	MintM3	gene2	MvSlM1	MvSlM2
MinSal-1389-A1-17072018_C011g06775	577	762	451	MvSl-1064-A1-R4_MC05-2g06324	2482	2078
MinSal-1389-A1-17072018_C011g06776	0	0	0	MvSl-1064-A1-R4_MC05-2g06323	1700	1766
MinSal-1389-A1-17072018_C011g06778	0	0	0	MvSl-1064-A1-R4_MC05-2g06322	1682	1543
MinSal-1389-A1-17072018_C011g06779	1	0	0	MvSl-1064-A1-R4_MC05-2g06321	2313	2345
MinSal-1389-A1-17072018_C011g06781	0	0	0	MvSl-1064-A1-R4_MC01-1g02813	542.358	471.3
MinSal-1389-A1-17072018_C011g06782	763	806	349	MvSl-1064-A1-R4_MC05-2g06320	2389	2462
MinSal-1389-A1-17072018_C011g06783	1	0	0	MvSl-1064-A1-R4_MC05-2g06319	4841	4937
MinSal-1389-A1-17072018_C011g06784	930	1018	448	MvSl-1064-A1-R4_MC05-1g06253	4000	3673
MinSal-1389-A1-17072018_C011g06786	0	0	0	MvSl-1064-A1-R4_MC05-1g06255	6017	5984.29
MinSal-1389-A1-17072018_C011g06800	27498	22577	15650	MvSl-1064-A1-R4_MC01-2g03040	3619	3871
MinSal-1389-A1-17072018_C011g06801	2096	2188	1425	MvSl-1064-A1-R4_MC01-2g03041	1570	1344
MinSal-1389-A1-17072018_C011g06802	1	0	2	MvSl-1064-A1-R4_MC01-2g03042	1542	1662
MinSal-1389-A1-17072018_C011g06803	3452	2271	2703	MvSl-1064-A1-R4_MC01-2g03043	5774	8070
MinSal-1389-A1-17072018_C011g06804	194	133	200	MvSl-1064-A1-R4_MC01-2g03046	1380	1539
MinSal-1389-A1-17072018_C011g06805	0	0	0	MvSl-1064-A1-R4_MC12g10900	0	7.16294
MinSal-1389-A1-17072018_C011g06806	0	0	0	MvSl-1064-A1-R4_MC01-2g03047	1483	1661
MinSal-1389-A1-17072018_C011g06807	1618	2046	1017	MvSl-1064-A1-R4_MC01-2g03048	2664	2176
MinSal-1389-A1-17072018_C011g06808	1634	2094	902	MvSl-1064-A1-R4_MC01-2g03049	5671	4370
MinSal-1389-A1-17072018_C011g06809	7731	8590	5439	MvSl-1064-A1-R4_MC01-2g03050	19737.6	16369.8
MinSal-1389-A1-17072018_C011g06810	3791	3818	2246	MvSl-1064-A1-R4_MC01-2g03051	2698	2500
MinSal-1389-A1-17072018_C011g06811	815	1017	502	MvSl-1064-A1-R4_MC01-2g03052	1062	937
MinSal-1389-A1-17072018_C011g06813	0	0	0	MvSl-1064-A1-R4_MC01-2g03054	716	663
MinSal-1389-A1-17072018_C011g06814	1053	1125	703	MvSl-1064-A1-R4_MC01-2g03055	4451	4985
MinSal-1389-A1-17072018_C011g06815	168	219	102	MvSl-1064-A1-R4_MC01-2g03056	804	757
MinSal-1389-A1-17072018_C011g06816	266	223	106	MvSl-1064-A1-R4_MC01-2g03057	254	296
MinSal-1389-A1-17072018_C011g06817	806	1116	537	MvSl-1064-A1-R4_MC01-2g03058	5409	4846
MinSal-1389-A1-17072018_C011g06818	180	222	73	MvSl-1064-A1-R4_MC01-2g03059	667	605
MinSal-1389-A1-17072018_C011g06819	0	0	0	MvSl-1064-A1-R4_MC01-1g02859	0	0
MinSal-1389-A1-17072018_C011g06822	569	527	449	MvSl-1064-A1-R4_MC01-2g03061	3596	4091
MinSal-1389-A1-17072018_C011g06823	737.824	790.672	555.815	MvSl-1064-A1-R4_MC01-2g03062	6060	4771
MinSal-1389-A1-17072018_C011g06824	310	260	306	MvSl-1064-A1-R4_MC01-2g03063	1676	3209
MinSal-1389-A1-17072018_C011g06827	805.009	528.072	357.051	MvSl-1064-A1-R4_MC01-2g03065	45	68
MinSal-1389-A1-17072018_C011g06829	992	1057	708	MvSl-1064-A1-R4_MC01-2g03071	1122	975
MinSal-1389-A1-17072018_C011g06830	619.085	359.928	147.853	MvSl-1064-A1-R4_MC01-2g03072	56	46
MinSal-1389-A1-17072018_C011g06831	380	497	211	MvSl-1064-A1-R4_MC01-2g03075	985	834
MinSal-1389-A1-17072018_C011g06832	773.422	784.091	367.55	MvSl-1064-A1-R4_MC01-2g03076	514	340
MinSal-1389-A1-17072018_C011g06833	378	444	292	MvSl-1064-A1-R4_MC01-2g03077	1944	1346
MinSal-1389-A1-17072018_C011g06835	774	1050	505	MvSl-1064-A1-R4_MC01-2g03079	811	595
MinSal-1389-A1-17072018_C011g06836	0	0	0	MvSl-1064-A1-R4_MC01-2g03080	105	68
MinSal-1389-A1-17072018_C011g06837	0	0	0	MvSl-1064-A1-R4_MC01-2g03081	10	3
MinSal-1389-A1-17072018_C011g06838	1934	1879	1602	MvSl-1064-A1-R4_MC01-2g03082	5241	6748
MinSal-1389-A1-17072018_C011g06839	0	0	0	MvSl-1064-A1-R4_MC01-2g03083	60	49
MinSal-1389-A1-17072018_C011g06840	238	156	108	MvSl-1064-A1-R4_MC01-2g03084	139	115
MinSal-1389-A1-17072018_C011g06848	48	36	37	MvSl-1064-A1-R4_MC01-2g03085	27	36
MinSal-1389-A1-17072018_C011g06849	1122	1252	707	MvSl-1064-A1-R4_MC01-2g03086	1281	1707
MinSal-1389-A1-17072018_C011g06850	186	269	135	MvSl-1064-A1-R4_MC01-2g03087	1583	1685
MinSal-1389-A1-17072018_C011g06853	0	0	0	MvSl-1064-A1-R4_MC01-2g03097	1510	2453
MinSal-1389-A1-17072018_C011g06854	715	594	568	MvSl-1064-A1-R4_MC01-2g03098	11239	10599
MinSal-1389-A1-17072018_C011g06855	0	0	0	MvSl-1064-A1-R4_MC01-2g03100	41	33
MinSal-1389-A1-17072018_C011g06860	947	986	632	MvSl-1064-A1-R4_MC01-2g03104	3725	3441
MinSal-1389-A1-17072018_C011g06861	831	964	503	MvSl-1064-A1-R4_MC01-2g03105	3682	3200
MinSal-1389-A1-17072018_C011g06863	1326	1843	785	MvSl-1064-A1-R4_MC01-2g03108	15772	21097
MinSal-1389-A1-17072018_C011g06864	0	0	0	MvSl-1064-A1-R4_MC01-2g03109	1065	1063
MinSal-1389-A1-17072018_C011g06866	255	275	143	MvSl-1064-A1-R4_MC01-2g03111	864	822
MinSal-1389-A1-17072018_C011g06867	2273	2214	1897	MvSl-1064-A1-R4_MC01-2g03112	305	536
MinSal-1389-A1-17072018_C011g06868	0	0	0	MvSl-1064-A1-R4_MC01-2g03113	50	145
MinSal-1389-A1-17072018_C011g06869	1506	1685	1231	MvSl-1064-A1-R4_MC01-2g03120	5853	6070
MinSal-1389-A1-17072018_C011g06871	1879.76	1960.27	1156.31	MvSl-1064-A1-R4_MC01-2g03121	2447	2202
MinSal-1389-A1-17072018_C011g06872	0	0	0	MvSl-1064-A1-R4_MC01-2g03122	706.163	653.593
MinSal-1389-A1-17072018_C011g06873	1120	1431	775	MvSl-1064-A1-R4_MC01-2g03124	4150	2834
MinSal-1389-A1-17072018_C011g06874	16	30	10	MvSl-1064-A1-R4_MC01-2g03125	7545	11198
MinSal-1389-A1-17072018_C011g06876	607	756	293	MvSl-1064-A1-R4_MC01-2g03127	3688	2837
MinSal-1389-A1-17072018_C011g06877	46	70	23	MvSl-1064-A1-R4_MC01-2g03128	2778	3063
MinSal-1389-A1-17072018_C011g06879	98	101	31	MvSl-1064-A1-R4_MC01-2g03129	863	753
MinSal-1389-A1-17072018_C011g06880	96	131	51	MvSl-1064-A1-R4_MC01-2g03130	4224	4547
MinSal-1389-A1-17072018_C011g06881	33	34	19	MvSl-1064-A1-R4_MC01-2g03131	304	236
MinSal-1389-A1-17072018_C011g06882	1	1	1	MvSl-1064-A1-R4_MC01-2g03132	4744	4864
MinSal-1389-A1-17072018_C011g06883	928	1227	626	MvSl-1064-A1-R4_MC01-2g03133	6386	5845
MinSal-1389-A1-17072018_C011g06884	0	2	0	MvSl-1064-A1-R4_MC01-2g03134	30	36
MinSal-1389-A1-17072018_C011g06885	0	0	1	MvSl-1064-A1-R4_MC01-2g03135	5897	5807
MinSal-1389-A1-17072018_C011g06886	3073	2653	2205	MvSl-1064-A1-R4_MC01-2g03136	3086	3105
MinSal-1389-A1-17072018_C011g06887	1680	1587	1280	MvSl-1064-A1-R4_MC01-2g03137	1864	1320
MinSal-1389-A1-17072018_C011g06888	1632	1770	1422	MvSl-1064-A1-R4_MC01-2g03138	2981	3636
MinSal-1389-A1-17072018_C011g06889	0	0	0	MvSl-1064-A1-R4_MC01-2g03139	946	904
MinSal-1389-A1-17072018_C011g06890	830	850	543	MvSl-1064-A1-R4_MC01-2g03140	5214.71	6861.28
MinSal-1389-A1-17072018_C011g06894	75	74	67	MvSl-1064-A1-R4_MC01-2g03141	3100	3155
MinSal-1389-A1-17072018_C011g06904	0	0	0	MvSl-1064-A1-R4_MC01-2g03147	1036	863
MinSal-1389-A1-17072018_C011g06905	275	441	185	MvSl-1064-A1-R4_MC01-2g03148	1229	946
MinSal-1389-A1-17072018_C011g06906	81	93	33	MvSl-1064-A1-R4_MC01-2g03149	2406	3689
MinSal-1389-A1-17072018_C011g06907	0	0	0	MvSl-1064-A1-R4_MC01-2g03150	1112	916
MinSal-1389-A1-17072018_C011g06908	425	439	269	MvSl-1064-A1-R4_MC01-2g03151	2726	2242
MinSal-1389-A1-17072018_C011g06909	1090	1329	897	MvSl-1064-A1-R4_MC01-2g03152	4202	3554
MinSal-1389-A1-17072018_C011g06910	763	934	519	MvSl-1064-A1-R4_MC01-2g03154	3869	5292
MinSal-1389-A1-17072018_C011g06911	4754	6288	2749	MvSl-1064-A1-R4_MC01-2g03155	2591	2706
MinSal-1389-A1-17072018_C011g06912	3816	4612	2044	MvSl-1064-A1-R4_MC01-2g03156	11078.7	7609.66
MinSal-1389-A1-17072018_C011g06913	375	485	205	MvSl-1064-A1-R4_MC01-2g03157	641	381
MinSal-1389-A1-17072018_C011g06914	1739	1938	1102	MvSl-1064-A1-R4_MC01-2g03158	4271	3376
MinSal-1389-A1-17072018_C011g06915	0	0	0	MvSl-1064-A1-R4_MC01-2g03159	2182	1712
MinSal-1389-A1-17072018_C011g06916	589	638	576	MvSl-1064-A1-R4_MC01-2g03160	1686	1954
MinSal-1389-A1-17072018_C011g06917	0	0	0	MvSl-1064-A1-R4_MC01-2g03161	908	1167
MinSal-1389-A1-17072018_C011g06918	50	56	52	MvSl-1064-A1-R4_MC01-2g03162	2057	1782
MinSal-1389-A1-17072018_C011g06919	825	869	680	MvSl-1064-A1-R4_MC01-2g03164	1080	1017
MinSal-1389-A1-17072018_C011g06920	1089	1263	784	MvSl-1064-A1-R4_MC01-2g03165	1301	2601
MinSal-1389-A1-17072018_C012g07259	210	266	123	MvSl-1064-A1-R4_MC03g05256	2380	2692
MinSal-1389-A1-17072018_C012g07260	0	0	0	MvSl-1064-A1-R4_MC03g05255	2417	2387
MinSal-1389-A1-17072018_C012g07261	0	1	0	MvSl-1064-A1-R4_MC03g05254	2112	1836
MinSal-1389-A1-17072018_C012g07262	1	0	0	MvSl-1064-A1-R4_MC03g05253	613	464
MinSal-1389-A1-17072018_C012g07263	3364	3683	1621	MvSl-1064-A1-R4_MC03g05252	4050	3588
MinSal-1389-A1-17072018_C012g07264	0	0	0	MvSl-1064-A1-R4_MC03g05251	561	602
MinSal-1389-A1-17072018_C012g07265	1607	1331	777	MvSl-1064-A1-R4_MC03g05250	3845	4792
MinSal-1389-A1-17072018_C012g07267	508	622	275	MvSl-1064-A1-R4_MC03g05247	2445	1706
MinSal-1389-A1-17072018_C012g07268	311	360	151	MvSl-1064-A1-R4_MC03g05246	1234	1071
MinSal-1389-A1-17072018_C012g07269	0	1	4	MvSl-1064-A1-R4_MC03g05245	885	746
MinSal-1389-A1-17072018_C012g07272	26	63	17	MvSl-1064-A1-R4_MC03g05242	10099	11027
MinSal-1389-A1-17072018_C012g07273	3	11	4	MvSl-1064-A1-R4_MC03g05241	2360	2984
MinSal-1389-A1-17072018_C012g07274	0	0	0	MvSl-1064-A1-R4_MC03g05240	1236	1205
MinSal-1389-A1-17072018_C012g07275	0	0	0	MvSl-1064-A1-R4_MC03g05239	2139	2391
MinSal-1389-A1-17072018_C012g07276	0	0	0	MvSl-1064-A1-R4_MC03g05238	807	877
MinSal-1389-A1-17072018_C012g07277	0	0	0	MvSl-1064-A1-R4_MC03g05237	11	9
MinSal-1389-A1-17072018_C012g07278	417	514	260	MvSl-1064-A1-R4_MC03g05236	1218	1144
MinSal-1389-A1-17072018_C012g07279	1721	1403	1671	MvSl-1064-A1-R4_MC03g05235	111	560
MinSal-1389-A1-17072018_C012g07280	635	732	520	MvSl-1064-A1-R4_MC03g05234	820	771
MinSal-1389-A1-17072018_C012g07281	0	0	0	MvSl-1064-A1-R4_MC03g05232	1830.44	1623
MinSal-1389-A1-17072018_C012g07288	101	89	110	MvSl-1064-A1-R4_MC03g05229	1604	1322
MinSal-1389-A1-17072018_C012g07290	0	0	0	MvSl-1064-A1-R4_MC03g05227	793	1235
MinSal-1389-A1-17072018_C012g07291	0	0	0	MvSl-1064-A1-R4_MC03g05226	2036	2110
MinSal-1389-A1-17072018_C012g07292	121	125	55	MvSl-1064-A1-R4_MC03g05225	1248	1784
MinSal-1389-A1-17072018_C012g07293	179	198	77	MvSl-1064-A1-R4_MC03g05223	5192	5143
MinSal-1389-A1-17072018_C012g07294	395	477	170	MvSl-1064-A1-R4_MC03g05218	317	303
MinSal-1389-A1-17072018_C012g07295	898	1336	809	MvSl-1064-A1-R4_MC03g05217	6833	6727
MinSal-1389-A1-17072018_C012g07296	0	0	0	MvSl-1064-A1-R4_MC03g05216	4	3
MinSal-1389-A1-17072018_C012g07297	0	0	0	MvSl-1064-A1-R4_MC03g05215	2	2
MinSal-1389-A1-17072018_C012g07305	0	0	0	MvSl-1064-A1-R4_MC04-1g05983	1.12972	0
MinSal-1389-A1-17072018_C012g07308	746	1168	622	MvSl-1064-A1-R4_MC03g05195	7225	5616
MinSal-1389-A1-17072018_C012g07309	178	238	69	MvSl-1064-A1-R4_MC03g05194	3458	3071
MinSal-1389-A1-17072018_C012g07310	228	309	134	MvSl-1064-A1-R4_MC03g05193	819	722
MinSal-1389-A1-17072018_C012g07311	0	0	2	MvSl-1064-A1-R4_MC03g05192	1024	886
MinSal-1389-A1-17072018_C012g07312	172	86	73	MvSl-1064-A1-R4_MC03g05184	625	458
MinSal-1389-A1-17072018_C012g07313	194	199	121	MvSl-1064-A1-R4_MC03g05183	1362	914
MinSal-1389-A1-17072018_C012g07314	53	66	37	MvSl-1064-A1-R4_MC03g05178	1795	1654
MinSal-1389-A1-17072018_C012g07315	1303	1819	572	MvSl-1064-A1-R4_MC03g05177	2650	2151
MinSal-1389-A1-17072018_C012g07316	1627	1276	962	MvSl-1064-A1-R4_MC03g05176	1293	1870
MinSal-1389-A1-17072018_C012g07317	0	0	0	MvSl-1064-A1-R4_MC03g05173	596	434
MinSal-1389-A1-17072018_C012g07318	0	0	0	MvSl-1064-A1-R4_MC03g05171	2756	1950
MinSal-1389-A1-17072018_C012g07320	526	727	290	MvSl-1064-A1-R4_MC03g05169	522	430
MinSal-1389-A1-17072018_C012g07321	0	0	0	MvSl-1064-A1-R4_MC03g05168	3	8
MinSal-1389-A1-17072018_C012g07322	549	633	275	MvSl-1064-A1-R4_MC03g05167	3102	1976
MinSal-1389-A1-17072018_C012g07323	1480	1709	971	MvSl-1064-A1-R4_MC03g05166	2489	1964
MinSal-1389-A1-17072018_C012g07325	0	0	0	MvSl-1064-A1-R4_MC03g05163	484	375
MinSal-1389-A1-17072018_C012g07326	41	62	22	MvSl-1064-A1-R4_MC03g05162	29	35
MinSal-1389-A1-17072018_C012g07327	2796	3381	1236	MvSl-1064-A1-R4_MC03g05161	1816	1244
MinSal-1389-A1-17072018_C012g07328	150	128	70	MvSl-1064-A1-R4_MC03g05160	654	503
MinSal-1389-A1-17072018_C012g07329	237	273	145	MvSl-1064-A1-R4_MC03g05159	1647	1313
MinSal-1389-A1-17072018_C012g07330	0	0	0	MvSl-1064-A1-R4_MC03g05158	658	506
MinSal-1389-A1-17072018_C012g07331	85	23	33	MvSl-1064-A1-R4_MC03g05157	8	6
MinSal-1389-A1-17072018_C012g07332	0	0	0	MvSl-1064-A1-R4_MC03g05156	23	16
MinSal-1389-A1-17072018_C012g07333	130	179	85	MvSl-1064-A1-R4_MC03g05155	476	347
MinSal-1389-A1-17072018_C012g07334	0	0	0	MvSl-1064-A1-R4_MC04-1g05546	68.3166	50
MinSal-1389-A1-17072018_C012g07335	11931	10169	11173	MvSl-1064-A1-R4_MC03g05154	645	830
MinSal-1389-A1-17072018_C012g07336	2280	1861	1245	MvSl-1064-A1-R4_MC03g05153	5709	4924
MinSal-1389-A1-17072018_C012g07337	232	409	176	MvSl-1064-A1-R4_MC03g05148	2534	2108
MinSal-1389-A1-17072018_C012g07338	118	153	86	MvSl-1064-A1-R4_MC03g05147	1552	1702
MinSal-1389-A1-17072018_C012g07339	239	265	105	MvSl-1064-A1-R4_MC03g05146	809	763
MinSal-1389-A1-17072018_C012g07340	0	0	0	MvSl-1064-A1-R4_MC03g05145	283	539
MinSal-1389-A1-17072018_C012g07341	73	116	85	MvSl-1064-A1-R4_MC03g05144	1505	1722
MinSal-1389-A1-17072018_C012g07342	0	1	0	MvSl-1064-A1-R4_MC03g05143	162	203
MinSal-1389-A1-17072018_C012g07343	0	0	0	MvSl-1064-A1-R4_MC03g05180	6	5
MinSal-1389-A1-17072018_C012g07345	112	171	58	MvSl-1064-A1-R4_MC03g05139	1027	841
MinSal-1389-A1-17072018_C012g07346	1329	1234	883	MvSl-1064-A1-R4_MC03g05138	3275	3303
MinSal-1389-A1-17072018_C012g07347	105	132	59	MvSl-1064-A1-R4_MC03g05137	631	418
MinSal-1389-A1-17072018_C012g07348	8	3	12	MvSl-1064-A1-R4_MC03g05136	516	529
MinSal-1389-A1-17072018_C012g07349	0	0	0	MvSl-1064-A1-R4_MC03g05135	155	196
MinSal-1389-A1-17072018_C012g07350	713	987	248	MvSl-1064-A1-R4_MC03g05126	9155	12298
MinSal-1389-A1-17072018_C012g07351	0	0	0	MvSl-1064-A1-R4_MC03g05124	20	26
MinSal-1389-A1-17072018_C012g07353	115	136	47	MvSl-1064-A1-R4_MC03g05122	8670	7178
MinSal-1389-A1-17072018_C012g07354	0	0	0	MvSl-1064-A1-R4_MC03g05111	992	984
MinSal-1389-A1-17072018_C012g07355	71	116	47	MvSl-1064-A1-R4_MC03g05112	1742	1076
MinSal-1389-A1-17072018_C012g07356	41.2498	35.3011	15.0866	MvSl-1064-A1-R4_MC02g04128	50.019	91.6034
MinSal-1389-A1-17072018_C012g07358	0	0	0	MvSl-1064-A1-R4_MC03g05113	1452	1411
MinSal-1389-A1-17072018_C012g07359	491	683	320	MvSl-1064-A1-R4_MC03g05114	1937	1598
MinSal-1389-A1-17072018_C012g07360	1516	1724	1031	MvSl-1064-A1-R4_MC14g11750	2931	2662
MinSal-1389-A1-17072018_C012g07361	1	0	0	MvSl-1064-A1-R4_MC14g11751	1093	1204
MinSal-1389-A1-17072018_C012g07362	134	207	107	MvSl-1064-A1-R4_MC14g11752	1216	907
MinSal-1389-A1-17072018_C012g07363	500	529	253	MvSl-1064-A1-R4_MC14g11753	1100	897
MinSal-1389-A1-17072018_C012g07364	0	0	0	MvSl-1064-A1-R4_MC14g11754	1418	1384
MinSal-1389-A1-17072018_C012g07365	0	0	0	MvSl-1064-A1-R4_MC14g11755	1918	1705
MinSal-1389-A1-17072018_C012g07366	413	584	252	MvSl-1064-A1-R4_MC14g11756	6316	5621
MinSal-1389-A1-17072018_C012g07367	537	432	249	MvSl-1064-A1-R4_MC14g11757	467	376
MinSal-1389-A1-17072018_C012g07368	3092	3776	1765	MvSl-1064-A1-R4_MC14g11758	3669	3688
MinSal-1389-A1-17072018_C012g07369	80	91	49	MvSl-1064-A1-R4_MC14g11759	4633	5322
MinSal-1389-A1-17072018_C012g07370	132	164	107	MvSl-1064-A1-R4_MC14g11760	6984	5983
MinSal-1389-A1-17072018_C012g07371	676	583	406	MvSl-1064-A1-R4_MC14g11761	5740	12220
MinSal-1389-A1-17072018_C012g07372	1	0	2	MvSl-1064-A1-R4_MC14g11765	729	541
MinSal-1389-A1-17072018_C012g07373	268	457	126	MvSl-1064-A1-R4_MC14g11767	7224	11653
MinSal-1389-A1-17072018_C012g07374	0	0	0	MvSl-1064-A1-R4_MC14g11768	1676	1857
MinSal-1389-A1-17072018_C012g07376	144.434	218.837	118.847	MvSl-1064-A1-R4_MC14g11769	4552	3302
MinSal-1389-A1-17072018_C012g07377	0	0	0	MvSl-1064-A1-R4_MC14g11771	363	509
MinSal-1389-A1-17072018_C012g07379	537	568	230	MvSl-1064-A1-R4_MC14g11770	588	450
MinSal-1389-A1-17072018_C012g07381	0	2	0	MvSl-1064-A1-R4_MC14g11773	4222	4611
MinSal-1389-A1-17072018_C012g07382	0	0	0	MvSl-1064-A1-R4_MC14g11775	972	801
MinSal-1389-A1-17072018_C012g07383	589	720	344	MvSl-1064-A1-R4_MC14g11783	1118	1194
MinSal-1389-A1-17072018_C012g07384	1103	1157	710	MvSl-1064-A1-R4_MC14g11776	2669	2365
MinSal-1389-A1-17072018_C012g07385	331	437	225	MvSl-1064-A1-R4_MC14g11777	3769	4478
MinSal-1389-A1-17072018_C012g07386	0	0	1	MvSl-1064-A1-R4_MC14g11778	751	625
MinSal-1389-A1-17072018_C012g07388	0	0	0	MvSl-1064-A1-R4_MC14g11779	8891	7645
MinSal-1389-A1-17072018_C012g07389	360	481	249	MvSl-1064-A1-R4_MC14g11794	646	594
MinSal-1389-A1-17072018_C012g07390	576	508	589	MvSl-1064-A1-R4_MC14g11795	2822	2781
MinSal-1389-A1-17072018_C012g07392	335	496	235	MvSl-1064-A1-R4_MC14g11796	2218	2199
MinSal-1389-A1-17072018_C012g07393	7811	7917	5750	MvSl-1064-A1-R4_MC14g11797	10337	10632
MinSal-1389-A1-17072018_C012g07394	364	355	192	MvSl-1064-A1-R4_MC14g11798	1215	1017
MinSal-1389-A1-17072018_C012g07398	603	586	346	MvSl-1064-A1-R4_MC14g11931	3.25315	1.13093
MinSal-1389-A1-17072018_C012g07399	574	792	352	MvSl-1064-A1-R4_MC14g11821	5356	5908
MinSal-1389-A1-17072018_C012g07400	80	155	59	MvSl-1064-A1-R4_MC14g11822	3541	3583
MinSal-1389-A1-17072018_C012g07401	0	0	0	MvSl-1064-A1-R4_MC14g11823	1810.04	1969.3
MinSal-1389-A1-17072018_C012g07402	0	0	0	MvSl-1064-A1-R4_MC14g11832	25	15
MinSal-1389-A1-17072018_C012g07403	682	731	670	MvSl-1064-A1-R4_MC14g11833	5461	4875
MinSal-1389-A1-17072018_C012g07404	475	568	265	MvSl-1064-A1-R4_MC14g11834	1387	1276
MinSal-1389-A1-17072018_C012g07405	0	0	1	MvSl-1064-A1-R4_MC14g11835	16	16
MinSal-1389-A1-17072018_C012g07406	5238	5514	4218	MvSl-1064-A1-R4_MC14g11836	6962	8840
MinSal-1389-A1-17072018_C012g07407	0	0	1	MvSl-1064-A1-R4_MC14g11838	799	861
MinSal-1389-A1-17072018_C012g07408	1128	1521	708	MvSl-1064-A1-R4_MC14g11839	7537	7265
MinSal-1389-A1-17072018_C012g07409	3279	3461	1946	MvSl-1064-A1-R4_MC14g11841	3904	4162
MinSal-1389-A1-17072018_C012g07410	0	0	0	MvSl-1064-A1-R4_MC14g11842	895	609
MinSal-1389-A1-17072018_C012g07411	0	0	0	MvSl-1064-A1-R4_MC14g11843	494	387
MinSal-1389-A1-17072018_C012g07412	620	866	325	MvSl-1064-A1-R4_MC14g11844	2727	2583
MinSal-1389-A1-17072018_C012g07414	182	335	173	MvSl-1064-A1-R4_MC14g11845	2997.72	2918.27
MinSal-1389-A1-17072018_C012g07415	1048	1379	508	MvSl-1064-A1-R4_MC14g11846	5806	5548
MinSal-1389-A1-17072018_C012g07416	589	588	403	MvSl-1064-A1-R4_MC14g11847	3836	4861
MinSal-1389-A1-17072018_C012g07417	536	655	320	MvSl-1064-A1-R4_MC14g11848	1076	951
MinSal-1389-A1-17072018_C012g07418	783	1227	480	MvSl-1064-A1-R4_MC14g11849	4118	2931
MinSal-1389-A1-17072018_C012g07419	2991	3060	2425	MvSl-1064-A1-R4_MC14g11850	4431	4659
MinSal-1389-A1-17072018_C012g07422	260	327	154	MvSl-1064-A1-R4_MC14g11852	514	438
MinSal-1389-A1-17072018_C012g07426	0	0	0	MvSl-1064-A1-R4_MC05-2g06433	4.12387	6.06974
MinSal-1389-A1-17072018_C012g07427	0	0	0	MvSl-1064-A1-R4_MC14g11923	399	328
MinSal-1389-A1-17072018_C012g07428	46	25	31	MvSl-1064-A1-R4_MC14g11922	770	542
MinSal-1389-A1-17072018_C012g07430	1861	2460	1098	MvSl-1064-A1-R4_MC14g11856	1527	1320
MinSal-1389-A1-17072018_C012g07431	122	161	58	MvSl-1064-A1-R4_MC14g11857	1141	739
MinSal-1389-A1-17072018_C012g07432	232	201	119	MvSl-1064-A1-R4_MC14g11859	953	689
MinSal-1389-A1-17072018_C012g07433	0	1	0	MvSl-1064-A1-R4_MC14g11860	2286	1893
MinSal-1389-A1-17072018_C012g07438	4176	5033	2400	MvSl-1064-A1-R4_MC14g11862	3002	1942
MinSal-1389-A1-17072018_C012g07439	161	278	158	MvSl-1064-A1-R4_MC14g11863	2409	2517
MinSal-1389-A1-17072018_C012g07440	0	0	1	MvSl-1064-A1-R4_MC14g11864	3961.79	2703.1
MinSal-1389-A1-17072018_C012g07441	772	791	526	MvSl-1064-A1-R4_MC14g11865	8982	12889
MinSal-1389-A1-17072018_C012g07442	0	0	0	MvSl-1064-A1-R4_MC14g11866	1812	1551
MinSal-1389-A1-17072018_C012g07443	951	828	496	MvSl-1064-A1-R4_MC14g11867	1162	1007
MinSal-1389-A1-17072018_C012g07444	182.373	241.448	127.513	MvSl-1064-A1-R4_MC14g11868	1787	1407
MinSal-1389-A1-17072018_C012g07445	713	790	151	MvSl-1064-A1-R4_MC14g11869	5311	3664
MinSal-1389-A1-17072018_C012g07446	0	0	0	MvSl-1064-A1-R4_MC14g11926	695.347	844.27
MinSal-1389-A1-17072018_C012g07447	3	0	0	MvSl-1064-A1-R4_MC07g08021	6926	5231
MinSal-1389-A1-17072018_C012g07448	9.44925	4	7.76742	MvSl-1064-A1-R4_MC14g11929	195.663	237.959
MinSal-1389-A1-17072018_C012g07449	549	384	577	MvSl-1064-A1-R4_MC14g11872	2231	4180
MinSal-1389-A1-17072018_C012g07450	569	475	597	MvSl-1064-A1-R4_MC14g11873	1451	1455
MinSal-1389-A1-17072018_C012g07451	347	326	149	MvSl-1064-A1-R4_MC14g11874	3617	4182
MinSal-1389-A1-17072018_C012g07452	1023	850	884	MvSl-1064-A1-R4_MC14g11875	2523	1883
MinSal-1389-A1-17072018_C012g07453	0	0	0	MvSl-1064-A1-R4_MC14g11876	1407	1084
MinSal-1389-A1-17072018_C012g07454	1111	1146	862	MvSl-1064-A1-R4_MC14g11877	2566	2194
MinSal-1389-A1-17072018_C012g07456	0	0	0	MvSl-1064-A1-R4_MC14g11882	205	99
MinSal-1389-A1-17072018_C012g07457	764	963	422	MvSl-1064-A1-R4_MC14g11883	1858	2014
MinSal-1389-A1-17072018_C012g07458	0	1	0	MvSl-1064-A1-R4_MC14g11884	911	1082
MinSal-1389-A1-17072018_C012g07459	2089	1847	2649	MvSl-1064-A1-R4_MC14g11885	40552	23281
MinSal-1389-A1-17072018_C012g07460	104	103	80	MvSl-1064-A1-R4_MC14g11886	2864	3322
MinSal-1389-A1-17072018_C012g07461	1525	1837	1336	MvSl-1064-A1-R4_MC14g11888	5133	7104
MinSal-1389-A1-17072018_C012g07462	69	105	65	MvSl-1064-A1-R4_MC14g11889	1822	1597
