gida2	cdsa2	prota2	reversecdsa2	cdsa2expest	gida1	cdsa1	prota1	reversecdsa1	cdsa1expest	cdsratioa1a2	protratioa1a2	bPARt8	youngold	start	end	logCPM	logFC.A1.A2	PV.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2	DE
MvSl-1064-A2-R4_MC06-1g07242	4370	1170	3510	1.245014245	MvSl-1064-A1-R4_MC06g06979	4370	1170	3510	1.245014245	1.000	1.000	Auto	Auto	351468	352019	7.449066053	-0.06388044	0.755240455	0.999948201	7.523235656	7.301864325	7.431906294	7.52772623	NON
MvSl-1064-A2-R4_MC06-1g07243	2439	656	1968	1.239329268	MvSl-1064-A1-R4_MC06g06980	2439	656	1968	1.239329268	1.000	1.000	Auto	Auto	353500	361626	6.960741764	0.031058372	0.866193638	0.999948201	6.909343768	7.040035419	6.989484368	6.899431394	NON
MvSl-1064-A2-R4_MC06-1g07245	1754	409	1227	1.429502852	MvSl-1064-A1-R4_MC06g06982	1754	409	1227	1.429502852	1.000	1.000	Auto	Auto	363357	364321	5.278791443	0.148127583	0.513123787	0.999948201	5.24593689	5.448772183	5.288431121	5.112662334	NON
MvSl-1064-A2-R4_MC06-1g07247	2053	523	1569	1.308476737	MvSl-1064-A1-R4_MC06g06984	2053	523	1569	1.308476737	1.000	1.000	Auto	Auto	369263	371265	6.117421569	-0.072215122	0.705406894	0.999948201	6.048259306	6.112692157	6.110434686	6.194305234	NON
MvSl-1064-A2-R4_MC06-1g07249	1227	228	684	1.793859649	MvSl-1064-A1-R4_MC06g06986	1227	228	684	1.793859649	1.000	1.000	Auto	Auto	376321	379806	6.103988932	-0.03412302	0.861841135	0.999948201	6.047106379	6.125432263	6.22327827	6.010709102	NON
MvSl-1064-A2-R4_MC06-1g07250	197	49	147	1.340136054	MvSl-1064-A1-R4_MC06g06987	197	49	147	1.340136054	1.000	1.000	Auto	Auto	380575	380996	3.711300648	-0.032596302	0.910785305	0.999948201	3.577542633	3.803055524	3.836493032	3.60905982	NON
MvSl-1064-A2-R4_MC06-1g07251	398	102	306	1.300653595	MvSl-1064-A1-R4_MC06g06988	398	102	306	1.300653595	1.000	1.000	Auto	Auto	381277	381438	5.024770551	0.198170401	0.41954252	0.999948201	5.010702674	5.222402128	5.095340605	4.727026831	NON
MvSl-1064-A2-R4_MC06-1g07252	3441	865	2595	1.326011561	MvSl-1064-A1-R4_MC06g06989	3441	865	2595	1.326011561	1.000	1.000	Auto	Auto	383310	383465	1.857815484	0.049860301	0.895839169	0.999948201	1.964617018	1.796069305	1.58404282	2.04682431	NON
MvSl-1064-A2-R4_MC06-1g07253	495	107	321	1.542056075	MvSl-1064-A1-R4_MC06g06990	495	107	321	1.542056075	1.000	1.000	Auto	Auto	383514	384415	2.186879756	-0.05043032	0.892853487	0.999948201	2.385346696	1.89858543	1.981870833	2.408913568	NON
MvSl-1064-A2-R4_MC06-1g07257	2068	574	1722	1.200929152	MvSl-1064-A1-R4_MC06g06994	2068	574	1722	1.200929152	1.000	1.000	Auto	Auto	395021	395404	1.785361617	0.296189747	0.50380784	0.999948201	2.215115973	1.566198706	1.064509097	2.04682431	NON
MvSl-1064-A2-R4_MC06-1g07258	2357	585	1755	1.343019943	MvSl-1064-A1-R4_MC06g06995	2357	585	1755	1.343019943	1.000	1.000	Auto	Auto	395791	399205	5.745723528	-0.143352008	0.49276306	0.999948201	5.56873598	5.768707295	5.776419806	5.853300868	NON
MvSl-1064-A2-R4_MC06-1g07262	8127	2449	7347	1.106165782	MvSl-1064-A1-R4_MC06g06999	8127	2449	7347	1.106165782	1.000	1.000	Auto	Auto	404941	407366	8.620352096	-0.151482035	0.578171201	0.999948201	8.717680676	8.343375939	8.423142636	8.922071476	NON
MvSl-1064-A2-R4_MC06-1g07263	1137	378	1134	1.002645503	MvSl-1064-A1-R4_MC06g07000	1137	378	1134	1.002645503	1.000	1.000	Auto	Auto	407534	408947	6.061984397	-0.015592835	0.935533292	0.999948201	6.030867902	6.077065419	6.033648364	6.10495066	NON
MvSl-1064-A2-R4_MC06-1g07264	965	154	462	2.088744589	MvSl-1064-A1-R4_MC06g07001	965	154	462	2.088744589	1.000	1.000	Auto	Auto	409045	409965	7.265480847	0.020632783	0.91716186	0.999948201	7.364761214	7.180955648	7.289513861	7.219919256	NON
MvSl-1064-A2-R4_MC06-1g07266	2003	626	1878	1.06656017	MvSl-1064-A1-R4_MC06g07003	2003	626	1878	1.06656017	1.000	1.000	Auto	Auto	411085	413309	6.012165258	-0.039569063	0.840213608	0.999948201	5.952984134	6.030411514	5.95676225	6.103048795	NON
MvSl-1064-A2-R4_MC06-1g07274	1021	180	540	1.890740741	MvSl-1064-A1-R4_MC06g07011	1021	180	540	1.890740741	1.000	1.000	Auto	Auto	426527	427425	6.416394232	-0.03386648	0.855741348	0.999948201	6.351668196	6.445478958	6.466017583	6.399607949	NON
MvSl-1064-A2-R4_MC06-1g07275	3224	798	2394	1.346700084	MvSl-1064-A1-R4_MC06g07012	3224	798	2394	1.346700084	1.000	1.000	Auto	Auto	427654	432533	6.57082976	-0.0810075	0.696595257	0.999948201	6.728418919	6.299474407	6.532521761	6.684792494	NON
MvSl-1064-A2-R4_MC06-1g07279	3022	955	2865	1.054799302	MvSl-1064-A1-R4_MC06g07016	3022	955	2865	1.054799302	1.000	1.000	Auto	Auto	458076	462229	6.589197458	0.013144466	0.944819713	0.999948201	6.639419322	6.55076673	6.511170642	6.650695844	NON
MvSl-1064-A2-R4_MC06-1g07280	2426	598	1794	1.352285396	MvSl-1064-A1-R4_MC06g07017	2426	598	1794	1.352285396	1.000	1.000	Auto	Auto	462387	464118	6.626433754	0.07192125	0.70058679	0.999948201	6.674187792	6.649625648	6.640691049	6.537665198	NON
MvSl-1064-A2-R4_MC06-1g07286	2524	813	2439	1.034850349	MvSl-1064-A1-R4_MC06g07023	2524	813	2439	1.034850349	1.000	1.000	Auto	Auto	477705	479690	2.014409591	0.050655247	0.894405961	0.999948201	2.310448842	1.708465553	2.108591968	1.861255192	NON
MvSl-1064-A2-R4_MC06-1g07287	296	71	213	1.389671362	MvSl-1064-A1-R4_MC06g07024	296	71	213	1.389671362	1.000	1.000	Auto	Auto	482217	484679	4.654715838	0.015618746	0.948255583	0.999948201	4.609659314	4.713375781	4.635050469	4.65875215	NON
MvSl-1064-A2-R4_MC06-1g07288	2294	431	1293	1.7741686	MvSl-1064-A1-R4_MC06g07025	2294	431	1293	1.7741686	1.000	1.000	Auto	Auto	485298	488161	7.815474874	0.120817747	0.569784575	0.999948201	7.961730271	7.78195072	7.706312618	7.799880524	NON
MvSl-1064-A2-R4_MC06-1g07289	2545	680	2040	1.24754902	MvSl-1064-A1-R4_MC06g07026	2544	655	1965	1.294656489	1.000	0.963	Auto	Auto	488793	489083	7.559044042	-0.008946258	0.964743026	0.999948201	7.637186624	7.466954214	7.603129516	7.522755255	NON
MvSl-1064-A2-R4_MC06-1g07290	1814	577	1731	1.047949162	MvSl-1064-A1-R4_MC06g07027	1814	577	1731	1.047949162	1.000	1.000	Auto	Auto	489349	489557	6.449665568	0.083889667	0.687219014	0.999948201	6.334759576	6.631877313	6.575670748	6.216465024	NON
MvSl-1064-A2-R4_MC06-1g07291	636	171	513	1.239766082	MvSl-1064-A1-R4_MC06g07028	636	171	513	1.239766082	1.000	1.000	Auto	Auto	489651	490346	5.871202427	0.075174998	0.707031589	0.999948201	5.891360492	5.92504944	5.882214967	5.782579812	NON
MvSl-1064-A2-R4_MC06-1g07292	899	224	672	1.337797619	MvSl-1064-A1-R4_MC06g07029	899	224	672	1.337797619	1.000	1.000	Auto	Auto	490568	490720	2.956390768	-0.067452472	0.851502297	0.999948201	3.199987288	2.579915051	2.646613484	3.265714861	NON
MvSl-1064-A2-R4_MC06-1g07293	4880	1222	3666	1.331151118	MvSl-1064-A1-R4_MC06g07030	4880	1222	3666	1.331151118	1.000	1.000	Auto	Auto	490991	492672	5.898517138	-0.095322849	0.767463753	0.999948201	6.210502233	5.368881201	5.401055992	6.339491462	NON
MvSl-1064-A2-R4_MC06-1g07294	4829	1500	4500	1.073111111	MvSl-1064-A1-R4_MC06g07031	4829	1500	4500	1.073111111	1.000	1.000	Auto	Auto	493727	494688	7.447729789	-0.105650628	0.59568135	0.999948201	7.407165196	7.380583074	7.479589032	7.519194043	NON
MvSl-1064-A2-R4_MC06-2g07304	1545	356	1068	1.446629213	MvSl-1064-A1-R4_MC06g07039	1545	356	1068	1.446629213	1.000	1.000	Auto	Auto	497494	499222	6.092025523	-0.070037941	0.731821962	0.999948201	5.93190138	6.171206426	6.255307987	5.985122139	NON
MvSl-1064-A2-R4_MC06-2g07305	509	96	288	1.767361111	MvSl-1064-A1-R4_MC06g07040	509	96	288	1.767361111	1.000	1.000	Auto	Auto	499447	500845	5.196994498	-0.175947127	0.426271027	0.999948201	5.130933984	5.08131534	5.324783917	5.237541379	NON
MvSl-1064-A2-R4_MC06-2g07306	1710	384	1152	1.484375	MvSl-1064-A1-R4_MC06g07041	1710	384	1152	1.484375	1.000	1.000	Auto	Auto	501404	503573	5.144301107	-0.022367371	0.924764513	0.999948201	5.001208609	5.253685793	5.305068758	4.98835745	NON
MvSl-1064-A2-R4_MC06-2g07308	1535	426	1278	1.201095462	MvSl-1064-A1-R4_MC06g07043	1535	426	1278	1.201095462	1.000	1.000	Auto	Auto	505638	505844	6.998415198	0.110916095	0.546957112	0.999948201	7.081393938	7.023681954	6.908509053	6.974687855	NON
MvSl-1064-A2-R4_MC06-2g07314	696	231	693	1.004329004	MvSl-1064-A1-R4_MC06g07049	696	231	693	1.004329004	1.000	1.000	Auto	Auto	521187	521387	5.650093062	-0.022073387	0.916916305	0.999948201	5.549323588	5.723335524	5.732813591	5.585537747	NON
MvSl-1064-A2-R4_MC06-2g07316	1682	365	1095	1.536073059	MvSl-1064-A1-R4_MC06g07051	1682	365	1095	1.536073059	1.000	1.000	Auto	Auto	521980	524494	5.382759471	-0.001014453	0.996292915	0.999948201	5.47410809	5.284305469	5.329670896	5.434916817	NON
MvSl-1064-A2-R4_MC06-2g07319	679	135	405	1.67654321	MvSl-1064-A1-R4_MC06g07054	679	135	405	1.67654321	1.000	1.000	Auto	Auto	525586	529509	5.169180088	0.06600941	0.778390829	0.999948201	5.068665627	5.323532167	5.273291412	4.984230372	NON
MvSl-1064-A2-R4_MC06-2g07321	1399	343	1029	1.3595724	MvSl-1064-A1-R4_MC06g07056	1399	343	1029	1.3595724	1.000	1.000	Auto	Auto	530740	530949	6.465953869	0.109497083	0.646258572	0.999948201	6.16976704	6.800901372	6.593388327	6.200544362	NON
MvSl-1064-A2-R4_MC06-2g07322	2170	576	1728	1.255787037	MvSl-1064-A1-R4_MC06g07057	2170	576	1728	1.255787037	1.000	1.000	Auto	Auto	531029	532795	8.726548386	-0.130395074	0.660598525	0.999948201	8.330857227	8.927588947	9.040127953	8.487809962	NON
MvSl-1064-A2-R4_MC06-2g07323	273	90	270	1.011111111	MvSl-1064-A1-R4_MC06g07058	273	90	270	1.011111111	1.000	1.000	Auto	Auto	532964	537850	3.243739335	-0.20752008	0.500056076	0.999948201	2.975979006	3.279908949	3.305748312	3.376929199	NON
MvSl-1064-A2-R4_MC06-2g07346	8287	2389	7167	1.156271801	MvSl-1064-A1-R4_MC06g07081	8287	2389	7167	1.156271801	1.000	1.000	Auto	Auto	641669	642600	3.773948595	0.093148175	0.744473999	0.999948201	3.723250696	3.910010791	3.661487231	3.790176421	NON
MvSl-1064-A2-R4_MC06-2g07381	769	172	516	1.490310078	MvSl-1064-A1-R4_MC06g07116	769	172	516	1.490310078	1.000	1.000	Auto	Auto	724599	725769	1.220493607	-0.285402561	0.533700075	0.999948201	1.368202338	0.706067961	0.899021359	1.689386051	NON
MvSl-1064-A2-R4_MC06-2g07385	2455	702	2106	1.165716999	MvSl-1064-A1-R4_MC06g07120	2455	702	2106	1.165716999	1.000	1.000	Auto	Auto	734068	735593	6.388077032	0.105428914	0.568050963	0.999948201	6.404841445	6.473983462	6.34492782	6.324062609	NON
MvSl-1064-A2-R4_MC06-2g07386	2195	672	2016	1.088789683	MvSl-1064-A1-R4_MC06g07121	2195	672	2016	1.088789683	1.000	1.000	Auto	Auto	736292	738484	4.666624821	0.166709469	0.494243404	0.999948201	4.62210091	4.862874978	4.608487449	4.554053564	NON
MvSl-1064-A2-R4_MC06-2g07388	157	37	111	1.414414414	MvSl-1064-A1-R4_MC06g07123	157	37	111	1.414414414	1.000	1.000	Auto	Auto	741370	743356	4.708478449	-0.150974092	0.540789962	0.999948201	4.465214315	4.779352381	4.796723423	4.766011962	NON
MvSl-1064-A2-R4_MC06-2g07394	378	125	375	1.008	MvSl-1064-A1-R4_MC06g07129	378	125	375	1.008	1.000	1.000	Auto	Auto	751375	753633	2.965646171	0.148855107	0.661467219	0.999948201	3.123290165	2.948249879	2.538200779	3.17447974	NON
MvSl-1064-A2-R4_MC06-2g07395	1966	637	1911	1.028780743	MvSl-1064-A1-R4_MC06g07130	1966	637	1911	1.028780743	1.000	1.000	Auto	Auto	754503	754967	6.490957068	0.028971232	0.877554142	0.999948201	6.476822949	6.533345476	6.563967408	6.383245711	NON
MvSl-1064-A2-R4_MC06-2g07396	1369	310	930	1.472043011	MvSl-1064-A1-R4_MC06g07131	1369	310	930	1.472043011	1.000	1.000	Auto	Auto	755046	757789	4.760318147	0.054363661	0.81975165	0.999948201	4.738094412	4.834706144	4.775389701	4.689496012	NON
MvSl-1064-A2-R4_MC06-2g07398	3789	1043	3129	1.21093001	MvSl-1064-A1-R4_MC06g07133	3789	1043	3129	1.21093001	1.000	1.000	Auto	Auto	759429	764457	4.180417861	-0.015816043	0.96053116	0.999948201	4.52274938	3.710261136	4.021025475	4.338206603	NON
MvSl-1064-A2-R4_MC06-2g07399	1545	289	867	1.78200692	MvSl-1064-A1-R4_MC06g07134	1545	289	867	1.78200692	1.000	1.000	Auto	Auto	764775	765962	6.838734707	0.043713901	0.811820053	0.999948201	6.938860189	6.777549739	6.801180768	6.832138119	NON
MvSl-1064-A2-R4_MC06-2g07409	1198	245	735	1.629931973	MvSl-1064-A1-R4_MC06g07144	1198	245	735	1.629931973	1.000	1.000	Auto	Auto	793572	795025	5.78845846	-0.056917675	0.780069286	0.999948201	5.779180816	5.739999914	5.796562275	5.836229195	NON
MvSl-1064-A2-R4_MC06-2g07410	2259	671	2013	1.122205663	MvSl-1064-A1-R4_MC06g07145	2259	671	2013	1.122205663	1.000	1.000	Auto	Auto	795430	798173	6.802812488	0.121046077	0.554823117	0.999948201	7.05123394	6.644471566	6.599470989	6.870096477	NON
MvSl-1064-A2-R4_MC06-2g07411	465	108	324	1.435185185	MvSl-1064-A1-R4_MC06g07146	465	108	324	1.435185185	1.000	1.000	Auto	Auto	799642	800135	1.819740167	0.048692333	0.91114608	0.999948201	2.113034995	1.515478206	1.240892591	2.197026945	NON
MvSl-1064-A2-R4_MC06-2g07412	2744	776	2328	1.178694158	MvSl-1064-A1-R4_MC06g07147	2744	776	2328	1.178694158	1.000	1.000	Auto	Auto	800364	806063	6.048943238	-0.082679441	0.669675849	0.999948201	6.012083042	6.001907703	6.018595452	6.15720979	NON
MvSl-1064-A2-R4_MC06-2g07420	3158	830	2490	1.268273092	MvSl-1064-A1-R4_MC06g07155	3158	830	2490	1.268273092	1.000	1.000	Auto	Auto	821704	822585	6.706580373	0.144696206	0.453937908	0.999948201	6.60300785	6.93238219	6.666672951	6.597652942	NON
MvSl-1064-A2-R4_MC06-2g07421	588	173	519	1.132947977	MvSl-1064-A1-R4_MC06g07156	588	173	519	1.132947977	1.000	1.000	Auto	Auto	822669	824034	7.958872387	0.024255102	0.92790233	0.999948201	7.627577161	8.248051816	8.173540026	7.677418649	NON
MvSl-1064-A2-R4_MC06-2g07422	1372	315	945	1.451851852	MvSl-1064-A1-R4_MC06g07157	1372	315	945	1.451851852	1.000	1.000	Auto	Auto	825168	830677	5.176864815	0.117461739	0.639627773	0.999948201	4.986849327	5.445389123	5.285080445	4.927327465	NON
MvSl-1064-A2-R4_MC06-2g07423	1569	522	1566	1.001915709	MvSl-1064-A1-R4_MC06g07158	1569	522	1566	1.001915709	1.000	1.000	Auto	Auto	831174	832615	6.858283425	-0.135513724	0.490427063	0.999948201	6.92700064	6.636334908	6.792357411	7.045222377	NON
MvSl-1064-A2-R4_MC06-2g07424	2358	619	1857	1.269789984	MvSl-1064-A1-R4_MC06g07159	2358	619	1857	1.269789984	1.000	1.000	Auto	Auto	834044	834199	2.34089751	0.043180205	0.899070307	0.999948201	2.399870721	2.324006284	2.27997039	2.35878739	NON
MvSl-1064-A2-R4_MC06-2g07425	5332	1349	4047	1.31751915	MvSl-1064-A1-R4_MC06g07160	5332	1349	4047	1.31751915	1.000	1.000	Auto	Auto	834765	836107	2.980337603	0.271542682	0.457632205	0.999948201	3.478386774	2.616473663	2.646613484	3.013705352	NON
MvSl-1064-A2-R4_MC06-2g07426	1454	336	1008	1.442460317	MvSl-1064-A1-R4_MC06g07161	1454	336	1008	1.442460317	1.000	1.000	Auto	Auto	837375	843863	1.159103493	-0.21345536	0.60842264	0.999948201	0.921629069	1.166807851	1.373010389	1.125928858	NON
MvSl-1064-A2-R4_MC06-2g07427	2744	774	2322	1.181739879	MvSl-1064-A1-R4_MC06g07162	2744	774	2322	1.181739879	1.000	1.000	Auto	Auto	845338	845556	5.631770828	-0.088588241	0.660090855	0.999948201	5.58789063	5.585677498	5.658368731	5.691855755	NON
MvSl-1064-A2-R4_MC06-2g07432	2524	521	1563	1.61484325	MvSl-1064-A1-R4_MC06g07167	2524	521	1563	1.61484325	1.000	1.000	Auto	Auto	851928	854820	8.008619867	0.025447188	0.90931487	0.999948201	8.13342745	7.899724257	7.923904311	8.06437511	NON
MvSl-1064-A2-R4_MC06-2g07433	1722	539	1617	1.064935065	MvSl-1064-A1-R4_MC06g07168	1722	539	1617	1.064935065	1.000	1.000	Auto	Auto	855792	859520	5.122954304	0.009501678	0.966310221	0.999948201	5.137448934	5.117901488	5.087668074	5.148141607	NON
MvSl-1064-A2-R4_MC06-2g07436	882	293	879	1.003412969	MvSl-1064-A1-R4_MC06g07171	882	293	879	1.003412969	1.000	1.000	Auto	Auto	865797	867421	5.961049131	0.003079679	0.988120158	0.999948201	6.041327882	5.879398295	5.822218389	6.084854913	NON
MvSl-1064-A2-R4_MC06-2g07437	1366	368	1104	1.237318841	MvSl-1064-A1-R4_MC06g07172	1366	368	1104	1.237318841	1.000	1.000	Auto	Auto	868193	870799	4.872163994	0.051133581	0.827750899	0.999948201	4.882121619	4.912723096	4.898901893	4.792215927	NON
MvSl-1064-A2-R4_MC06-2g07440	156	51	153	1.019607843	MvSl-1064-A1-R4_MC06g07175	156	51	153	1.019607843	1.000	1.000	Auto	Auto	875044	880272	3.550700819	-0.21225559	0.499819719	0.999948201	3.166402013	3.670246252	3.514721687	3.775922147	NON
MvSl-1064-A2-R4_MC06-2g07442	6489	1951	5853	1.108662225	MvSl-1064-A1-R4_MC06g07177	6489	1951	5853	1.108662225	1.000	1.000	Auto	Auto	883019	884217	7.388418347	-0.006973415	0.977989657	0.999948201	7.633350517	7.084754148	7.088912404	7.642163237	NON
MvSl-1064-A2-R4_MC06-2g07445	872	200	600	1.453333333	MvSl-1064-A1-R4_MC06g07180	872	200	600	1.453333333	1.000	1.000	Auto	Auto	889505	890482	0.110597912	0.231070212	0.651262412	0.999948201	0.139195447	0.28942985	0.244677662	-0.28229837	NON
MvSl-1064-A2-R4_MC06-2g07447	1800	444	1332	1.351351351	MvSl-1064-A1-R4_MC06g07182	1800	444	1332	1.351351351	1.000	1.000	Auto	Auto	893255	893470	7.548224182	0.010540141	0.959760486	0.999948201	7.405816602	7.687385309	7.61485435	7.467282971	NON
MvSl-1064-A2-R4_MC06-2g07448	2893	834	2502	1.15627498	MvSl-1064-A1-R4_MC06g07183	2893	834	2502	1.15627498	1.000	1.000	Auto	Auto	893819	894388	7.815769262	-0.034704412	0.868137802	0.999948201	7.788353071	7.808198005	7.80289887	7.862489665	NON
MvSl-1064-A2-R4_MC06-2g07449	3729	1186	3558	1.048060708	MvSl-1064-A1-R4_MC06g07184	3729	1186	3558	1.048060708	1.000	1.000	Auto	Auto	894652	895235	8.069056034	0.062704328	0.774352368	0.999948201	8.158467704	8.039223843	8.066365824	8.007812465	NON
MvSl-1064-A2-R4_MC06-2g07451	1242	235	705	1.761702128	MvSl-1064-A1-R4_MC06g07186	1242	235	705	1.761702128	1.000	1.000	Auto	Auto	899617	903397	5.294094327	-0.042460603	0.846552391	0.999948201	5.293383123	5.251750312	5.371345309	5.25648739	NON
MvSl-1064-A2-R4_MC06-2g07452	1625	481	1443	1.126126126	MvSl-1064-A1-R4_MC06g07187	1625	481	1443	1.126126126	1.000	1.000	Auto	Auto	903870	906237	4.70788336	0.127862979	0.592574768	0.999948201	4.783109099	4.757693704	4.691822581	4.592517698	NON
MvSl-1064-A2-R4_MC06-2g07457	1399	367	1101	1.270663034	MvSl-1064-A1-R4_MC06g07192	1399	367	1101	1.270663034	1.000	1.000	Auto	Auto	919749	920993	4.907869278	0.160456539	0.547451702	0.999948201	4.670821324	5.24398232	4.946339341	4.694556892	NON
MvSl-1064-A2-R4_MC06-2g07458	1199	344	1032	1.161821705	MvSl-1064-A1-R4_MC06g07193	1199	344	1032	1.161821705	1.000	1.000	Auto	Auto	921702	922151	5.562686741	-0.13922573	0.554214546	0.999948201	5.24593689	5.700812617	5.795385176	5.443960665	NON
MvSl-1064-A2-R4_MC06-2g07459	2276	604	1812	1.25607064	MvSl-1064-A1-R4_MC06g07194	2276	604	1812	1.25607064	1.000	1.000	Auto	Auto	922353	923050	7.330987439	0.118347389	0.548109889	0.999948201	7.356873387	7.420328123	7.329097168	7.209792371	NON
MvSl-1064-A2-R4_MC06-2g07460	893	266	798	1.119047619	MvSl-1064-A1-R4_MC06g07195	893	266	798	1.119047619	1.000	1.000	Auto	Auto	923527	923724	3.760685076	0.164990903	0.570634456	0.999948201	3.746166333	3.929513957	3.818063848	3.52063736	NON
MvSl-1064-A2-R4_MC06-2g07461	978	268	804	1.21641791	MvSl-1064-A1-R4_MC06g07196	978	268	804	1.21641791	1.000	1.000	Auto	Auto	923772	925728	5.325534669	0.05372558	0.810855432	0.999948201	5.439377509	5.259476703	5.178956827	5.408980348	NON
MvSl-1064-A2-R4_MC06-2g07465	584	166	498	1.172690763	MvSl-1064-A1-R4_MC06g07200	584	166	498	1.172690763	1.000	1.000	Auto	Auto	936944	937497	1.739526411	-0.227261306	0.571620096	0.999948201	1.27673162	1.89858543	1.648043249	2.014811714	NON
MvSl-1064-A2-R4_MC06-2g07466	3286	899	2697	1.218390805	MvSl-1064-A1-R4_MC06g07201	3286	899	2697	1.218390805	1.000	1.000	Auto	Auto	937581	938942	3.470217051	-0.122260252	0.684040847	0.999948201	3.532116521	3.2722915	3.479975383	3.576533159	NON
MvSl-1064-A2-R4_MC06-2g07468	2368	735	2205	1.073922902	MvSl-1064-A1-R4_MC06g07203	2368	735	2205	1.073922902	1.000	1.000	Auto	Auto	944443	950528	4.039585407	0.238642225	0.427180194	0.999948201	3.866082	4.393481283	4.08021933	3.732294306	NON
MvSl-1064-A2-R4_MC06-2g07469	4209	1278	3834	1.097809077	MvSl-1064-A1-R4_MC06g07204	4209	1278	3834	1.097809077	1.000	1.000	Auto	Auto	950778	952321	7.617328358	0.007717511	0.971189821	0.999948201	7.719460787	7.515754059	7.463004609	7.749706577	NON
MvSl-1064-A2-R4_MC06-2g07470	2680	746	2238	1.197497766	MvSl-1064-A1-R4_MC06g07205	2680	746	2238	1.197497766	1.000	1.000	Auto	Auto	952804	954838	4.490223153	-0.205345461	0.584213749	0.999948201	4.043060863	4.658916519	5.085743549	3.822898711	NON
MvSl-1064-A2-R4_MC06-2g07471	1773	363	1089	1.628099174	MvSl-1064-A1-R4_MC06g07206	1773	363	1089	1.628099174	1.000	1.000	Auto	Auto	955339	956820	8.977087079	-0.187962249	0.481979693	0.999948201	9.036132464	8.705017032	9.119521577	9.014513791	NON
MvSl-1064-A2-R4_MC06-2g07472	1047	199	597	1.753768844	MvSl-1064-A1-R4_MC06g07207	1047	199	597	1.753768844	1.000	1.000	Auto	Auto	956862	957308	6.896478946	-0.033715487	0.871194413	0.999948201	6.746999257	7.000816885	7.116980944	6.675863858	NON
MvSl-1064-A2-R4_MC06-2g07475	698	185	555	1.257657658	MvSl-1064-A1-R4_MC06g07210	698	185	555	1.257657658	1.000	1.000	Auto	Auto	961400	963748	4.241915338	0.053970717	0.841231	0.999948201	4.233487869	4.30291961	4.341230859	4.076553422	NON
MvSl-1064-A2-R4_MC06-2g07476	198	65	195	1.015384615	MvSl-1064-A1-R4_MC06g07211	198	65	195	1.015384615	1.000	1.000	Auto	Auto	964098	967124	3.583371258	0.080615748	0.782501664	0.999948201	3.676297667	3.568180251	3.526120279	3.559990628	NON
MvSl-1064-A2-R4_MC06-2g07477	1957	564	1692	1.156619385	MvSl-1064-A1-R4_MC06g07212	1957	564	1692	1.156619385	1.000	1.000	Auto	Auto	967670	970929	5.904079562	0.092651691	0.650493059	0.999948201	6.051712569	5.840005513	5.816427388	5.896764308	NON
MvSl-1064-A2-R4_MC06-2g07479	1881	448	1344	1.399553571	MvSl-1064-A1-R4_MC06g07214	1881	448	1344	1.399553571	1.000	1.000	Auto	Auto	972940	973985	4.513749158	-0.012936306	0.959150101	0.999948201	4.619000555	4.386441911	4.525731458	4.514535769	NON
MvSl-1064-A2-R4_MC06-2g07484	6086	1950	5850	1.04034188	MvSl-1064-A1-R4_MC06g07219	6086	1950	5850	1.04034188	1.000	1.000	Auto	Auto	984504	986942	8.06217086	-0.120882358	0.648014491	0.999948201	8.26122368	7.682005316	7.87264463	8.333337683	NON
MvSl-1064-A2-R4_MC06-2g07485	1544	347	1041	1.483189241	MvSl-1064-A1-R4_MC06g07220	1544	347	1041	1.483189241	1.000	1.000	Auto	Auto	987350	989624	6.886063397	0.0929783	0.606387814	0.999948201	6.92700064	6.936605196	6.851884956	6.825809583	NON
MvSl-1064-A2-R4_MC06-2g07487	1482	357	1071	1.383753501	MvSl-1064-A1-R4_MC06g07222	1482	357	1071	1.383753501	1.000	1.000	Auto	Auto	993505	997127	3.979428724	0.229250524	0.480150596	0.999948201	3.609135878	4.448592918	3.804085805	3.916835025	NON
