gida1	part8	youngold	dndsa2	dna2	dsa2	DE	DE2	haploid
MvSl-1064-A2-R4_MC06-2g07470	Auto	Auto	0.3593	0.054	0.1502	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07471	Auto	Auto	0.2552	0.0239	0.0937	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07472	Auto	Auto	0.2329	0.0171	0.0735	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07473	Auto	Auto	0.6395	0.0379	0.0593	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07475	Auto	Auto	0.4888	0.0438	0.0897	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07477	Auto	Auto	0.1061	0.0128	0.121	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07478	Auto	Auto	0.2038	0.0348	0.1707	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07479	Auto	Auto	0.7804	0.129	0.1653	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07483	Auto	Auto	0.2832	0.0359	0.1268	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07484	Auto	Auto	0.3887	0.0427	0.1099	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07485	Auto	Auto	0.031	0.0058	0.1859	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07486	Auto	Auto	0.1563	0.0255	0.1632	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07487	Auto	Auto	0.2212	0.0306	0.1385	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07490	Auto	Auto	0.0725	0.0109	0.1498	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07491	Auto	Auto	0.1937	0.022	0.1135	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07492	Auto	Auto	0.2611	0.0314	0.1204	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07493	Auto	Auto	0.2026	0.0306	0.1512	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07494	Auto	Auto	0.2505	0.046	0.1837	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07495	Auto	Auto	0.001	0.0001	0.1401	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07496	Auto	Auto	0.2908	0.0314	0.1079	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07497	Auto	Auto	0.1688	0.0279	0.1656	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07498	Auto	Auto	0.0798	0.0126	0.1579	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07499	Auto	Auto	0.0878	0.0176	0.2003	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07500	Auto	Auto	0.3132	0.0362	0.1156	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07501	Auto	Auto	0.0731	0.012	0.1648	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07502	Auto	Auto	0.049	0.0045	0.091	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07505	Auto	Auto	0.1176	0.0161	0.1372	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07506	Auto	Auto	0.1363	0.0239	0.1755	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07507	Auto	Auto	0.2529	0.025	0.099	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07508	Auto	Auto	0.1091	0.0178	0.1633	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07509	Auto	Auto	0.0729	0.0114	0.1571	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07510	Auto	Auto	0.4138	0.0422	0.1021	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07511	Auto	Auto	0.5005	0.0703	0.1405	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07512	Auto	Auto	1.0231	0.0607	0.0593	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07515	Auto	Auto	0.0839	0.0118	0.1403	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07516	Auto	Auto	0.3432	0.0363	0.1059	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07517	Auto	Auto	0.4652	0.1287	0.2767	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07518	Auto	Auto	0.2176	0.0307	0.1409	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07519	Auto	Auto	0.0344	0.0054	0.1582	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07520	Auto	Auto	0.2067	0.022	0.1065	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07521	Auto	Auto	0.3272	0.0327	0.1001	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07522	Auto	Auto	0.0913	0.0117	0.1282	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07523	Auto	Auto	0.3344	0.0286	0.0856	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07525	Auto	Auto	0.0939	0.0155	0.165	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07526	Auto	Auto	0.1124	0.0137	0.1222	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07527	Auto	Auto	0.0333	0.0039	0.118	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07529	Auto	Auto	0.3374	0.0372	0.1103	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07530	Auto	Auto	0.1803	0.0256	0.1418	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07531	Auto	Auto	0.001	0.0002	0.1734	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07532	Auto	Auto	0.5661	0.0691	0.122	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07534	Auto	Auto	0.3933	0.0395	0.1005	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07535	Auto	Auto	0.0668	0.0061	0.0917	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07536	Auto	Auto	0.4318	0.0445	0.1031	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07537	Auto	Auto	0.044	0.0079	0.1802	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07538	Auto	Auto	0.0468	0.0037	0.0791	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07539	Auto	Auto	0.2417	0.0436	0.1804	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07540	Auto	Auto	0.001	0.0001	0.1261	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07541	Auto	Auto	0.2841	0.0356	0.1252	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07543	Auto	Auto	0.7942	0.0811	0.1021	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07544	Auto	Auto	0.1876	0.0303	0.1613	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07545	Auto	Auto	0.1006	0.0122	0.121	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07546	Auto	Auto	0.1867	0.0198	0.106	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07547	Auto	Auto	0.0835	0.0129	0.1541	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07548	Auto	Auto	0.2484	0.0238	0.0957	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07549	Auto	Auto	0.0398	0.0049	0.1227	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07550	Auto	Auto	0.0893	0.0149	0.1663	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07551	Auto	Auto	0.2251	0.0236	0.105	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07552	Auto	Auto	0.604	0.0437	0.0723	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07553	Auto	Auto	0.2955	0.0261	0.0884	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07554	Auto	Auto	0.3576	0.0413	0.1156	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07555	Auto	Auto	0.1479	0.0166	0.1123	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07556	Auto	Auto	0.3053	0.0395	0.1294	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07557	Auto	Auto	0.2789	0.0232	0.0832	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07558	Auto	Auto	0.1502	0.0208	0.1388	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07559	Auto	Auto	0.2165	0.0527	0.2434	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07564	Auto	Auto	0.2461	0.032	0.1302	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07565	Auto	Auto	0.0589	0.0049	0.0839	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07566	Auto	Auto	0.412	0.0493	0.1196	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07568	Auto	Auto	0.1902	0.0189	0.0993	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07569	Auto	Auto	0.13	0.0219	0.1684	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07570	Auto	Auto	0.2171	0.0237	0.1094	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07571	Auto	Auto	0.4244	0.0731	0.1722	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07572	Auto	Auto	0.1664	0.0228	0.1367	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07573	Auto	Auto	0.0529	0.0086	0.1633	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07574	Auto	Auto	0.0475	0.0063	0.1326	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07575	Auto	Auto	0.0623	0.0107	0.1711	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07576	Auto	Auto	0.0802	0.0066	0.0819	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07577	Auto	Auto	0.0657	0.0087	0.1327	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07578	Auto	Auto	0.0732	0.0069	0.0943	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07579	Auto	Auto	0.1315	0.0167	0.127	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07580	Auto	Auto	0.0952	0.0108	0.1138	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07581	Auto	Auto	0.2051	0.025	0.1219	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07582	Auto	Auto	0.2817	0.0385	0.1367	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07591	Auto	Auto	0.2118	0.02	0.0946	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07592	Auto	Auto	0.085	0.0089	0.1048	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07593	Auto	Auto	0.1789	0.0093	0.0522	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07595	Auto	Auto	0.1682	0.0243	0.1446	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07596	Auto	Auto	0.0254	0.0038	0.1509	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07598	Auto	Auto	0.0559	0.0076	0.1356	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07599	Auto	Auto	0.5252	0.0371	0.0707	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07600	Auto	Auto	0.2101	0.0196	0.0935	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07603	Auto	Auto	0.0791	0.0072	0.0916	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07604	Auto	Auto	0.2342	0.0177	0.0754	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07605	Auto	Auto	0.0867	0.0123	0.1417	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07606	Auto	Auto	0.2176	0.0221	0.1015	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07607	Auto	Auto	0.5113	0.0423	0.0827	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07608	Auto	Auto	0.262	0.0285	0.1087	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07610	Auto	Auto	0.001	0.0001	0.0807	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07611	Auto	Auto	0.2584	0.027	0.1046	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07615	Auto	Auto	0.5259	0.0763	0.1451	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07616	Auto	Auto	0.068	0.0041	0.0601	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07617	Auto	Auto	0.07	0.0116	0.1664	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07618	Auto	Auto	0.1249	0.0083	0.0667	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07621	Auto	Auto	0.2144	0.0243	0.1134	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07622	Auto	Auto	0.0201	0.0024	0.1206	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07623	Auto	Auto	0.18	0.0205	0.1137	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07624	Auto	Auto	0.039	0.011	0.2809	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07625	Auto	Auto	0.2054	0.0155	0.0752	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07626	Auto	Auto	0.4221	0.0192	0.0454	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07627	Auto	Auto	0.3007	0.0287	0.0956	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07628	Auto	Auto	0.2043	0.0164	0.0803	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07632	Auto	Auto	0.1674	0.0235	0.1404	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07633	Auto	Auto	0.3198	0.0384	0.1201	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07634	Auto	Auto	0.1893	0.0151	0.0799	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07635	Auto	Auto	0.6713	0.0734	0.1094	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07636	Auto	Auto	0.2049	0.0194	0.0949	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07637	Auto	Auto	0.1731	0.0127	0.0736	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07639	Auto	Auto	0.6163	0.1469	0.2384	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07641	Auto	Auto	0.1445	0.0145	0.1002	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07642	Auto	Auto	0.371	0.0377	0.1017	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07645	Auto	Auto	0.0835	0.009	0.1079	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07646	Auto	Auto	0.416	0.028	0.0673	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07647	Auto	Auto	0.5373	0.0414	0.077	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07648	Auto	Auto	0.1583	0.0151	0.0951	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07649	Auto	Auto	0.2217	0.0166	0.0748	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07650	Auto	Auto	0.5449	0.0464	0.0851	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07651	Auto	Auto	0.6456	0.0482	0.0746	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07652	Auto	Auto	0.1672	0.0197	0.1181	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07653	Auto	Auto	0.4606	0.0502	0.1089	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07654	Auto	Auto	0.0711	0.009	0.127	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07655	Auto	Auto	0.2065	0.0208	0.1009	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07656	Auto	Auto	0.1716	0.0293	0.1705	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07658	Auto	Auto	0.001	0.0001	0.1104	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07659	Auto	Auto	0.1325	0.0198	0.1494	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07660	Auto	Auto	0.2818	0.0544	0.1928	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07661	Auto	Auto	0.2152	0.0265	0.1233	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07662	Auto	Auto	0.239	0.0289	0.1208	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07663	Auto	Auto	0.1413	0.0153	0.1081	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07664	Auto	Auto	0.2106	0.0313	0.1488	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07665	Auto	Auto	0.096	0.0138	0.1434	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07666	Auto	Auto	0.2564	0.0427	0.1664	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07667	Auto	Auto	0.1421	0.0262	0.1843	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07668	Auto	Auto	0.163	0.0253	0.1553	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07669	Auto	Auto	0.1933	0.0355	0.1835	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07670	Auto	Auto	0.3513	0.0558	0.1588	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07671	Auto	Auto	0.2217	0.0321	0.1448	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07679	Auto	Auto	0.0915	0.012	0.1314	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07680	Auto	Auto	0.1719	0.0242	0.1408	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07681	Auto	Auto	0.2651	0.0358	0.1351	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07683	Auto	Auto	0.3461	0.0555	0.1604	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07686	Auto	Auto	0.3685	0.0363	0.0984	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07687	Auto	Auto	0.001	0.0001	0.1268	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07688	Auto	Auto	0.1916	0.0361	0.1886	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07689	Auto	Auto	0.0684	0.013	0.1898	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07690	Auto	Auto	0.0152	0.0021	0.1367	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07691	Auto	Auto	0.3149	0.08	0.2542	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07692	Auto	Auto	0.0401	0.0041	0.101	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07693	Auto	Auto	0.2175	0.0288	0.1323	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07694	Auto	Auto	0.1047	0.019	0.1812	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07695	Auto	Auto	0.199	0.0366	0.1838	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07696	Auto	Auto	0.1314	0.026	0.1977	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07697	Auto	Auto	0.0315	0.0043	0.1368	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07702	Auto	Auto	0.8235	0.2078	0.2524	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07705	Auto	Auto	0.1888	0.0352	0.1863	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07706	Auto	Auto	0.2439	0.0472	0.1934	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07707	Auto	Auto	0.4049	0.0464	0.1146	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07708	Auto	Auto	0.9234	0.0539	0.0584	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07709	Auto	Auto	0.1446	0.0286	0.1977	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07712	Auto	Auto	0.234	0.0321	0.137	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07716	Auto	Auto	0.0804	0.0119	0.1483	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07717	Auto	Auto	0.3763	0.0557	0.148	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07719	Auto	Auto	0.1282	0.0364	0.2836	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07720	Auto	Auto	0.0649	0.0091	0.1404	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07721	Auto	Auto	0.0578	0.0093	0.1605	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07722	Auto	Auto	0.0802	0.0142	0.1767	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07725	Auto	Auto	0.0378	0.0089	0.2351	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07726	Auto	Auto	0.4854	0.1261	0.2598	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07727	Auto	Auto	0.3211	0.0461	0.1436	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07728	Auto	Auto	0.1401	0.0245	0.1747	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07729	Auto	Auto	0.1507	0.0256	0.1697	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07730	Auto	Auto	0.1792	0.032	0.1786	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07731	Auto	Auto	0.1635	0.0266	0.1627	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07732	Auto	Auto	0.0123	0.0027	0.2232	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07733	Auto	Auto	0.0765	0.0114	0.1495	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07737	Auto	Auto	0.1733	0.0479	0.2768	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07739	Auto	Auto	0.1133	0.0247	0.2177	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07740	Auto	Auto	0.0918	0.023	0.2502	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07741	Auto	Auto	0.5459	0.062	0.1135	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07742	Auto	Auto	0.3028	0.044	0.1453	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07744	Auto	Auto	0.2974	0.0257	0.0864	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07745	Auto	Auto	0.2392	0.0477	0.1993	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07746	Auto	Auto	0.2434	0.0405	0.1663	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07747	Auto	Auto	0.1103	0.0139	0.126	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07749	Auto	Auto	0.714	0.0554	0.0776	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07752	Auto	Auto	0.5437	0.0645	0.1187	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07753	Auto	Auto	0.2841	0.0377	0.1328	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07754	Auto	Auto	0.3531	0.0583	0.1652	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07755	Auto	Auto	0.1427	0.0189	0.1323	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07757	Auto	Auto	0.0993	0.024	0.2418	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07758	Auto	Auto	0.0625	0.012	0.1918	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07759	Auto	Auto	0.1499	0.019	0.1264	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07760	Auto	Auto	0.2698	0.0421	0.1559	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07761	Auto	Auto	0.1313	0.0172	0.1313	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07762	Auto	Auto	0.4016	0.0581	0.1446	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07763	Auto	Auto	0.1708	0.0265	0.155	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07764	Auto	Auto	0.0775	0.0104	0.1339	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07767	Auto	Auto	0.2563	0.0324	0.1266	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07768	Auto	Auto	0.2401	0.0471	0.1962	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07769	Auto	Auto	0.1702	0.0237	0.1395	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07770	Auto	Auto	0.3168	0.0436	0.1377	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07771	Auto	Auto	0.1403	0.0275	0.1959	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07773	Auto	Auto	0.1712	0.0273	0.1595	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07775	Auto	Auto	0.3044	0.0621	0.204	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07780	Auto	Auto	0.3837	0.0579	0.1508	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07781	Auto	Auto	0.071	0.0126	0.1778	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07785	Auto	Auto	0.1648	0.0302	0.1831	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07786	Auto	Auto	0.3505	0.0672	0.1918	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07787	Auto	Auto	0.2476	0.0554	0.2238	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07788	Auto	Auto	0.5656	0.1144	0.2022	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07789	Auto	Auto	0.1277	0.0424	0.3316	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07790	Auto	Auto	0.0761	0.0202	0.266	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07793	Auto	Auto	0.0658	0.0205	0.3117	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07794	Auto	Auto	0.1908	0.0358	0.1878	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07795	Auto	Auto	0.2777	0.0567	0.2043	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07796	Auto	Auto	0.0657	0.0153	0.233	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07797	Auto	Auto	0.1765	0.051	0.2888	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07798	Auto	Auto	0.2231	0.0716	0.321	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07799	Auto	Auto	0.2065	0.0613	0.2967	NON	Neutral	A2
MvSl-1064-A2-R4_MC07g07816	Auto	Auto	0.1137	0.0173	0.1523	NON	Neutral	A2
MvSl-1064-A2-R4_MC07g07817	Auto	Auto	0.329	0.049	0.149	NON	Neutral	A2
MvSl-1064-A2-R4_MC07g07818	Auto	Auto	0.4415	0.0492	0.1115	NON	Neutral	A2
MvSl-1064-A2-R4_MC07g07819	Auto	Auto	0.2966	0.0329	0.1109	NON	Neutral	A2
MvSl-1064-A2-R4_MC07g07822	Auto	Auto	0.4675	0.0207	0.0442	NON	Neutral	A2
MvSl-1064-A2-R4_MC07g07823	Auto	Auto	0.1404	0.0277	0.1973	NON	Neutral	A2
MvSl-1064-A2-R4_MC07g07827	Auto	Auto	0.1621	0.0274	0.1693	NON	Neutral	A2
MvSl-1064-A2-R4_MC07g07828	Auto	Auto	0.1676	0.0189	0.1126	NON	Neutral	A2
