gida1	dndsa1	dna1	dsa1	gida2	dndsa2	dna2	dsa2	dndiff	dsdiff	dndsdiff	start	end	logCPM	logFC.A1.A2	PV.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2	part8	youngold	DE
MvSl-1064-A1-R4_MC05-3g06529	0.5611	0.0031	0.0055	MvSl-1064-A2-R4_MC05g06792	0.5611	0.0031	0.0055	0	0	0	348053	350042	7.982083679	0.057675553	0.79105767	0.999949922	8.037228007	7.983486852	7.843715514	8.05452983	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06530	0.5195	0.0014	0.0026	MvSl-1064-A2-R4_MC05g06793	0.5196	0.0014	0.0026	0	0	-1E-04	349118	350314	5.542282579	-0.046991909	0.831880016	0.999949922	5.361933875	5.660095009	5.692408234	5.42635091	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06539	0.3229	0.0015	0.0045	MvSl-1064-A2-R4_MC05g06802	0.3229	0.0015	0.0045	0	0	0	355364	356718	7.779258716	-0.023701905	0.909644137	0.999949922	7.721653791	7.811685065	7.851704808	7.727737263	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06540	0.4286	0.0024	0.0057	MvSl-1064-A2-R4_MC05g06803	0.4285	0.0024	0.0057	0	0	1E-04	355722	357360	5.673874263	0.049147199	0.806391102	0.999949922	5.704233181	5.692004391	5.603730362	5.693117233	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06542	0.3143	0.0036	0.0113	MvSl-1064-A2-R4_MC05g06805	0.3143	0.0036	0.0113	0	0	0	357277	359168	6.734793246	0.0122741	0.946631502	0.999949922	6.683067382	6.796518983	6.769711564	6.686335226	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06545	0.7493	0.0077	0.0103	MvSl-1064-A2-R4_MC05g06808	0.7493	0.0077	0.0103	0	0	0	358902	360476	6.285140956	-0.03675265	0.854721739	0.999949922	6.236303624	6.296497892	6.478704261	6.103615709	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06548	0.6557	0.0028	0.0042	MvSl-1064-A2-R4_MC05g06811	0.6557	0.0028	0.0042	0	0	0	361788	363545	5.831898882	-0.026455968	0.897909474	0.999949922	5.705540406	5.923546488	5.878570479	5.810733343	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06550	0.4981	0.0029	0.0059	MvSl-1064-A2-R4_MC05g06813	0.4982	0.0029	0.0059	0	0	-1E-04	363928	365005	6.877561189	0.039868148	0.833402529	0.999949922	6.854309207	6.939065055	6.728364551	6.976074885	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06552	0.1481	0.0026	0.0176	MvSl-1064-A2-R4_MC05g06815	0.1481	0.0026	0.0176	0	0	0	365170	367655	7.175783554	-0.040753608	0.850147855	0.999949922	6.98976844	7.303770973	7.377243655	6.988610142	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06556	0.8697	0.0037	0.0042	MvSl-1064-A2-R4_MC05g06819	0.8697	0.0037	0.0042	0	0	0	366721	366906	5.732213408	-0.067486245	0.782216252	0.999949922	5.755619759	5.638423125	5.402702445	6.055573543	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06568	0.3385	0.0047	0.0138	MvSl-1064-A2-R4_MC05g06831	0.3385	0.0047	0.0138	0	0	0	373769	375213	4.557245624	-0.097811701	0.687898023	0.999949922	4.501122561	4.514726998	4.566829255	4.642984876	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06569	0.1044	0.0012	0.0119	MvSl-1064-A2-R4_MC05g06832	0.1044	0.0012	0.0119	0	0	0	375846	376370	5.753051975	0.015754716	0.938960041	0.999949922	5.677836817	5.839379515	5.70716142	5.782215983	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06570	0.348	0.0047	0.0135	MvSl-1064-A2-R4_MC05g06833	0.348	0.0047	0.0135	0	0	0	376565	379597	5.427607942	-0.095014839	0.653853885	0.999949922	5.406019879	5.352593011	5.473446009	5.475270695	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06572	1.0975	0.0056	0.0051	MvSl-1064-A2-R4_MC05g06835	1.0975	0.0056	0.0051	0	0	0	378486	379522	7.101842956	0.039253256	0.84036493	0.999949922	7.170553257	7.070302925	6.951697268	7.201715951	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06574	98.9996	0.0129	0.0001	MvSl-1064-A2-R4_MC05g06837	98.9996	0.0129	0.0001	0	0	0	380311	382461	9.265420512	-0.067971233	0.804307344	0.999949922	9.359239392	9.090343781	9.250825039	9.345636497	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06576	0.2553	0.0051	0.0199	MvSl-1064-A2-R4_MC05g06839	0.2553	0.0051	0.0199	0	0	0	382624	383866	3.435320583	0.107091555	0.734568114	0.999949922	3.197736654	3.727610951	3.416569388	3.343875908	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06583	0.137	0.0018	0.0132	MvSl-1064-A2-R4_MC05g06846	0.137	0.0018	0.0132	0	0	0	385034	387921	6.678242999	0.009781339	0.958862097	0.999949922	6.6262219	6.737858125	6.730532501	6.613744751	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06584	0.4918	0.008	0.0164	MvSl-1064-A2-R4_MC05g06847	0.4918	0.008	0.0164	0	0	0	385196	387342	3.446459506	0.142460298	0.6769215	0.999949922	3.816650343	3.132705909	3.114071113	3.594060018	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06588	0.7881	0.0087	0.011	MvSl-1064-A2-R4_MC05g06851	0.7881	0.0087	0.011	0	0	0	388421	388795	5.62191416	-0.031983294	0.921318242	0.999949922	5.956737977	5.141562989	5.078913186	6.040000442	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06593	0.001	0	0	MvSl-1064-A2-R4_MC05g06856	0.5139	0	0	0	0	-0.5129	393297	394826	0.657705987	-0.170130531	0.72083116	0.999949922	0.95902757	0.060947975	0.668129848	0.80629397	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06603	0.3193	0.0052	0.0163	MvSl-1064-A2-R4_MC05g06866	0.3193	0.0052	0.0163	0	0	0	401727	405711	6.595663139	-0.084554276	0.655038646	0.999949922	6.489486537	6.613550656	6.577557897	6.694775051	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06609	0.7993	0.0049	0.0062	MvSl-1064-A2-R4_MC05g06872	0.7993	0.0049	0.0062	0	0	0	407898	411193	6.690705945	-0.074199866	0.705916518	0.999949922	6.510579697	6.783002095	6.845015332	6.599104863	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06611	0.2986	0.0046	0.0153	MvSl-1064-A2-R4_MC05g06874	0.2986	0.0046	0.0153	0	0	0	408810	410930	6.38499582	-0.033079322	0.896821942	0.999949922	6.426670909	6.307697403	5.91079222	6.767136256	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06614	0.0964	0.0013	0.0138	MvSl-1064-A2-R4_MC05g06877	0.0964	0.0013	0.0138	0	0	0	411797	413563	6.268804533	0.069020111	0.726732236	0.999949922	6.180050425	6.415952053	6.346427212	6.111660492	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06616	98.9996	0.0032	0	MvSl-1064-A2-R4_MC05g06879	98.9996	0.0032	0	0	0	0	414175	417288	6.295522533	0.052288308	0.782791023	0.999949922	6.275559854	6.365727921	6.193470489	6.341102865	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06619	0.7034	0.0054	0.0076	MvSl-1064-A2-R4_MC05g06882	0.7034	0.0054	0.0076	0	0	0	416979	420899	5.051907448	0.041860368	0.854751601	0.999949922	4.974340202	5.164489524	4.997237622	5.063693531	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06624	0.5335	0.0037	0.007	MvSl-1064-A2-R4_MC05g06887	0.5335	0.0037	0.007	0	0	0	421319	424636	8.518364063	-0.003847062	0.987026307	0.999949922	8.460087541	8.570673598	8.493314345	8.546768105	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06627	0.6636	0.0054	0.0081	MvSl-1064-A2-R4_MC05g06890	0.6636	0.0054	0.0081	0	0	0	424940	425569	6.04396539	0.063903361	0.745468502	0.999949922	5.99144767	6.154849085	6.02471011	5.99845776	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06628	0.001	0	0	MvSl-1064-A2-R4_MC05g06891	0.444	0	0	0	0	-0.443	425748	427299	7.602473281	-0.075028483	0.720178081	0.999949922	7.48525658	7.639645757	7.769748236	7.496270889	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06637	0.001	0	0.0107	MvSl-1064-A2-R4_MC05g06900	0.001	0	0.0107	0	0	0	435465	435886	6.67955578	-0.088996354	0.690238666	0.999949922	6.474228918	6.778674572	6.957261807	6.443904129	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06638	0.001	0	0	MvSl-1064-A2-R4_MC05g06901	0.001	0	0	0	0	0	435750	436116	4.677978928	-0.036787695	0.886150408	0.999949922	4.548512598	4.76274608	4.882339634	4.482085104	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06655	0.4696	0.0028	0.006	MvSl-1064-A2-R4_MC05g06918	0.4696	0.0028	0.006	0	0	0	446983	449068	6.78087311	-0.078824137	0.661310118	0.999949922	6.747943848	6.734031579	6.859615647	6.778731016	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06660	0.0155	0.0004	0.0227	MvSl-1064-A2-R4_MC05g06923	0.0155	0.0004	0.0227	0	0	0	456777	459250	8.613221176	-0.012331493	0.959670603	0.999949922	8.664972289	8.546696149	8.516324001	8.715566347	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06661	0.2877	0.003	0.0105	MvSl-1064-A2-R4_MC05g06924	0.2877	0.003	0.0105	0	0	0	457113	457541	5.857868897	-0.043261362	0.836962647	0.999949922	5.811322889	5.860593604	6.023531818	5.71892549	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06663	3.0454	0.0178	0.0059	MvSl-1064-A2-R4_MC05g06926	2.2502	0.0122	0.0054	0.0056	0.0005	0.7952	459849	463932	2.437436247	0.0093139	0.978347973	0.999949922	2.552573137	2.322276386	2.349660208	2.511925948	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06664	0.2331	0.0011	0.0049	MvSl-1064-A2-R4_MC05g06927	0.2331	0.0011	0.0049	0	0	0	461089	462001	5.022136207	0.021486765	0.92495829	0.999949922	5.086956153	4.976477671	4.994834714	5.027704314	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06670	0.1528	0.0033	0.0215	MvSl-1064-A2-R4_MC05g06933	0.1528	0.0033	0.0215	0	0	0	469857	471855	2.579714003	-0.165582326	0.658998591	0.999949922	2.242600733	2.712850602	2.964914692	2.270498966	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06671	0.8389	0.0034	0.0041	MvSl-1064-A2-R4_MC05g06934	0.839	0.0034	0.0041	0	0	-1E-04	471871	479083	5.904817407	0.081789257	0.719451292	0.999949922	5.810108122	6.068348246	6.084691891	5.60141988	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06672	0.794	0.0046	0.0058	MvSl-1064-A2-R4_MC05g06935	0.794	0.0046	0.0058	0	0	0	472268	474746	6.100356435	0.075683104	0.724143731	0.999949922	6.290445481	5.966577713	5.887665345	6.217688522	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06673	0.3508	0.0031	0.0089	MvSl-1064-A2-R4_MC05g06936	0.3508	0.0031	0.0089	0	0	0	474948	478681	5.418032798	0.05984654	0.781406692	0.999949922	5.511425896	5.380602962	5.316813007	5.455540224	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06674	0.871	0.0046	0.0053	MvSl-1064-A2-R4_MC05g06937	0.871	0.0046	0.0053	0	0	0	479078	481981	6.783223331	0.084564685	0.644097499	0.999949922	6.848995694	6.800183533	6.645004315	6.829784258	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06676	0.439	0.0052	0.0119	MvSl-1064-A2-R4_MC05g06939	0.439	0.0052	0.0119	0	0	0	482581	484254	6.149880088	0.04920569	0.80000571	0.999949922	6.234493617	6.111263864	6.053858914	6.192986705	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06677	98.9996	0.0027	0	MvSl-1064-A2-R4_MC05g06940	98.9996	0.0027	0	0	0	0	484551	488018	5.758609816	-0.087582363	0.66752535	0.999949922	5.645510143	5.779997891	5.789876702	5.813554319	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06680	0.7382	0.0044	0.006	MvSl-1064-A2-R4_MC05g06943	0.7382	0.0044	0.006	0	0	0	491937	493300	7.381314661	-0.042321048	0.834643538	0.999949922	7.233528024	7.4763163	7.393297231	7.411297773	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06685	1.5728	0.009	0.0057	MvSl-1064-A2-R4_MC05g06948	1.5728	0.009	0.0057	0	0	0	508769	510682	5.462429244	-0.099915373	0.637438836	0.999949922	5.409232538	5.414469147	5.565379617	5.455540224	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06688	0.6312	0.0053	0.0083	MvSl-1064-A2-R4_MC05g06951	0.6312	0.0053	0.0083	0	0	0	511981	514729	6.999278319	-0.017635444	0.928249725	0.999949922	7.10420813	6.866933403	6.887085225	7.119755138	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06691	0.2018	0.002	0.01	MvSl-1064-A2-R4_MC05g06954	0.2018	0.002	0.01	0	0	0	522388	524515	6.346411321	-0.060807344	0.747004893	0.999949922	6.242620827	6.385377466	6.37903934	6.373962342	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06697	0.2667	0.0103	0.0388	MvSl-1064-A2-R4_MC05g06961	0.2667	0.0103	0.0388	0	0	0	532647	536288	2.129873182	0.142444901	0.70062617	0.999949922	2.312899599	2.070448421	1.786316489	2.286831375	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06698	0.6293	0.0047	0.0074	MvSl-1064-A2-R4_MC05g06962	0.6293	0.0047	0.0074	0	0	0	536697	538150	6.457605708	0.065539789	0.727529235	0.999949922	6.464224228	6.515161897	6.370723516	6.476308731	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06699	0.001	0	0.0077	MvSl-1064-A2-R4_MC05g06963	0.001	0	0.0077	0	0	0	538738	540256	5.96459956	-0.035598956	0.857812477	0.999949922	5.88239829	6.008362533	6.037608198	5.92470731	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06710	0.3763	0.0047	0.0126	MvSl-1064-A2-R4_MC05g06974	0.3763	0.0047	0.0126	0	0	0	579005	579661	6.903489174	-0.059274302	0.751166786	0.999949922	6.952817874	6.789776369	6.891613065	6.972923979	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06712	0.8394	0.0035	0.0041	MvSl-1064-A2-R4_MC05g06976	0.8394	0.0035	0.0041	0	0	0	583584	585022	4.908218363	-0.030242432	0.90289427	0.999949922	4.954685599	4.828819763	4.699649704	5.117190159	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06714	0.7894	0.0047	0.006	MvSl-1064-A2-R4_MC05g06978	0.7894	0.0047	0.006	0	0	0	587469	588197	5.993361888	-0.076586885	0.699582646	0.999949922	6.045096122	5.858251829	6.061916139	5.999696833	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06719	1.1978	0.0017	0.0014	MvSl-1064-A2-R4_MC05g06983	1.1979	0.0017	0.0014	0	0	-1E-04	595011	595436	4.556183957	-0.025340318	0.933367358	0.999949922	4.692588384	4.377561944	4.092227341	4.927098277	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06720	0.2954	0.0023	0.0077	MvSl-1064-A2-R4_MC05g06984	0.2954	0.0023	0.0077	0	0	0	596865	598127	4.720565988	-0.016171042	0.952779469	0.999949922	4.600029419	4.816810011	5.009192492	4.379210723	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06722	98.9996	0.0023	0	MvSl-1064-A2-R4_MC05g06986	98.9996	0.0023	0	0	0	0	600059	602617	4.323415611	-0.025167615	0.925087022	0.999949922	4.170990013	4.438398466	4.473265867	4.183752531	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06725	0.4228	0.0067	0.016	MvSl-1064-A2-R4_MC05g06989	0.4228	0.0067	0.016	0	0	0	610897	612741	3.619018296	0.132675279	0.666528124	0.999949922	3.695569789	3.670029144	3.249241355	3.801530625	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06729	0.6557	0.005	0.0076	MvSl-1064-A2-R4_MC05g06993	0.6557	0.005	0.0076	0	0	0	626538	627016	5.182555371	-0.062531807	0.804125157	0.999949922	4.932528437	5.34089955	5.413537666	4.980790029	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06730	0.2661	0.0023	0.0085	MvSl-1064-A2-R4_MC05g06994	0.2661	0.0023	0.0085	0	0	0	627536	629738	5.981463485	0.037222711	0.852745661	0.999949922	5.976364827	6.023071834	6.075624692	5.840082017	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06736	98.9996	0.0055	0.0001	MvSl-1064-A2-R4_MC05g07000	98.9996	0.0055	0.0001	0	0	0	641584	643129	7.626743932	0.090570722	0.726283529	0.999949922	7.363841185	7.924549943	7.842045494	7.261302135	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06738	0.4496	0.0051	0.0114	MvSl-1064-A2-R4_MC05g07002	0.4496	0.0051	0.0114	0	0	0	646574	647530	6.654032799	0.061401779	0.753543014	0.999949922	6.773722306	6.589045851	6.521902061	6.717544922	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06740	0.2533	0.0038	0.0152	MvSl-1064-A2-R4_MC05g07004	0.2533	0.0038	0.0152	0	0	0	651613	654637	7.054364777	-0.062430869	0.760310159	0.999949922	7.039337205	7.006175768	6.854323522	7.284362509	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06741	0.0807	0.0014	0.0173	MvSl-1064-A2-R4_MC05g07005	0.0807	0.0014	0.0173	0	0	0	655753	656997	7.60776161	-0.037779648	0.851142975	0.999949922	7.62962359	7.546721292	7.582808958	7.668981185	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06749	1.3776	0.0069	0.005	MvSl-1064-A2-R4_MC05g07013	1.3776	0.0069	0.005	0	0	0	665926	667018	0.91556789	0.131702735	0.765443982	0.999949922	1.24449911	0.642902881	0.891241592	0.80629397	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06757	0.0953	0.0008	0.008	MvSl-1064-A2-R4_MC05g07021	0.0953	0.0008	0.008	0	0	0	680020	681377	8.974982494	-0.0415674	0.890497095	0.999949922	9.191883355	8.669146401	8.672950119	9.259169368	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06761	0.7731	0.005	0.0065	MvSl-1064-A2-R4_MC05g07025	0.7731	0.005	0.0065	0	0	0	690646	696840	2.35971853	0.134563158	0.730858603	0.999949922	2.737743416	2.021057832	1.993076691	2.539450147	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06762	0.6415	0.0048	0.0075	MvSl-1064-A2-R4_MC05g07026	0.6415	0.0048	0.0075	0	0	0	697093	700034	3.558744844	0.081177986	0.781700125	0.999949922	3.498506124	3.691234847	3.465982638	3.567567658	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06773	1.0876	0.0054	0.0049	MvSl-1064-A2-R4_MC05g07037	1.0876	0.0054	0.0049	0	0	0	725839	728600	4.810729091	0.053129227	0.821916349	0.999949922	4.759566915	4.910200035	4.777202419	4.79059319	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06774	0.1135	0.0005	0.0048	MvSl-1064-A2-R4_MC05g07038	0.1135	0.0005	0.0048	0	0	0	729769	730473	8.987565445	-0.042701992	0.872254225	0.999949922	9.024566608	8.905093686	8.842397088	9.157922096	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06775	0.5438	0.0022	0.0041	MvSl-1064-A2-R4_MC05g07039	0.5438	0.0022	0.0041	0	0	0	731117	732553	5.492243327	0.024881535	0.918275562	0.999949922	5.380057763	5.619189439	5.724668376	5.184113972	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06776	0.5264	0.0046	0.0087	MvSl-1064-A2-R4_MC05g07040	0.5264	0.0046	0.0087	0	0	0	733263	737378	7.67472878	0.049092282	0.811052922	0.999949922	7.632375426	7.76275604	7.596740859	7.701326214	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06779	0.2438	0.0011	0.0043	MvSl-1064-A2-R4_MC05g07043	0.2437	0.0011	0.0043	0	0	1E-04	743181	744246	6.302248292	0.090695208	0.633378377	0.999949922	6.359335206	6.334058231	6.163830008	6.343056632	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06780	0.4728	0.007	0.0148	MvSl-1064-A2-R4_MC05g07044	0.4728	0.007	0.0148	0	0	0	746193	746538	4.501234542	-0.136146241	0.748976514	0.999949922	3.742173882	4.896571138	5.078913186	3.767019451	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06782	0.311	0.0011	0.0036	MvSl-1064-A2-R4_MC05g07046	0.311	0.0011	0.0036	0	0	0	748841	749627	7.024949456	0.038332198	0.838758617	0.999949922	7.093263992	6.992894312	6.924179549	7.082817678	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06795	98.9996	0	0	MvSl-1064-A2-R4_MC05g07059	0.4937	0	0	0	0	98.5059	773640	775738	5.092001729	0.050307651	0.869501082	0.999949922	4.51012758	5.542503152	5.078913186	5.054183848	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06796	0.4728	0	0	MvSl-1064-A2-R4_MC05g07060	0.5153	0	0	0	0	-0.0425	776854	777319	5.867684869	0.000405922	0.998438301	0.999949922	5.776916722	5.953473513	5.968262995	5.758989152	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06798	0.001	0	0	MvSl-1064-A2-R4_MC05g07062	0.001	0	0	0	0	0	780530	781835	4.664166718	-0.025363371	0.917554013	0.999949922	4.560120808	4.737485441	4.763151789	4.584729949	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06800	0.001	0	0	MvSl-1064-A2-R4_MC05g07064	0.4572	0	0	0	0	-0.4562	785067	785546	2.953375366	0.117654129	0.723470431	0.999949922	3.040879925	2.97737335	3.131676377	2.606047357	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06804	98.9996	0.0069	0.0001	MvSl-1064-A2-R4_MC05g07068	98.9996	0.0069	0.0001	0	0	0	792258	794243	2.988304664	0.14075036	0.68008307	0.999949922	3.234423814	2.851166139	2.622949391	3.161047934	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06806	0.0823	0.0017	0.0205	MvSl-1064-A2-R4_MC05g07070	0.0823	0.0017	0.0205	0	0	0	801056	801444	1.258569433	0.207845445	0.746332569	0.999949922	1.974173002	0.244290534	-0.072197335	1.810045809	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06820	0.8778	0.0027	0.0031	MvSl-1064-A2-R4_MC05g07084	0.8777	0.0027	0.0031	0	0	1E-04	838018	839392	6.863294573	-0.017415256	0.926407075	0.999949922	6.911501588	6.795295395	6.759131448	6.976704242	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06821	0.001	0	0.0045	MvSl-1064-A2-R4_MC05g07085	0.001	0	0.0045	0	0	0	840559	846091	4.921980323	0.118176813	0.666261796	0.999949922	4.76709886	5.164489524	5.132361055	4.527463835	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06822	0.3044	0.002	0.0067	MvSl-1064-A2-R4_MC05g07086	0.3044	0.002	0.0067	0	0	0	846444	848091	6.334736152	-0.027822736	0.906321806	0.999949922	6.18568181	6.444331709	6.6442379	5.975970518	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06824	0.1119	0.0007	0.0065	MvSl-1064-A2-R4_MC05g07088	0.1119	0.0007	0.0065	0	0	0	851339	852657	5.963625466	-0.085006957	0.666319284	0.999949922	5.893911067	5.946876507	5.985309193	6.025474524	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06828	0.001	0	0.0055	MvSl-1064-A2-R4_MC05g07092	0.001	0	0.0055	0	0	0	868428	869720	6.917907731	-0.062739718	0.736333438	0.999949922	6.920535641	6.851122172	6.871452426	7.022530854	Auto	Auto	NON
MvSl-1064-A1-R4_MC06g06861	0.4895	0.0152	0.0311	MvSl-1064-A2-R4_MC06-1g07124	0.4895	0.0152	0.0311	0	0	0	34042	34867	3.24154228	0.055006212	0.86607496	0.999949922	3.461845944	3.044825592	2.984424626	3.412467322	Auto	Auto	NON
MvSl-1064-A1-R4_MC06g06886	0.4895	0.0028	0.0057	MvSl-1064-A2-R4_MC06-1g07149	0.4895	0.0028	0.0057	0	0	0	87839	88580	7.975560731	0.087887458	0.685092279	0.999949922	8.063973293	7.972161257	7.839704214	8.016779243	Auto	Auto	NON
MvSl-1064-A1-R4_MC06g06895	0.001	0	0.0053	MvSl-1064-A2-R4_MC06-1g07158	0.001	0	0.0052	0	0.0001	0	103894	105970	5.031147369	0.050759689	0.841211345	0.999949922	4.856897194	5.231160952	5.194408617	4.787726912	Auto	Auto	NON
MvSl-1064-A1-R4_MC06g06898	0.001	0	0.015	MvSl-1064-A2-R4_MC06-1g07161	0.001	0	0.015	0	0	0	119889	120643	4.911779517	-0.101882409	0.703735579	0.999949922	4.625114008	5.062397925	5.188112255	4.692863254	Auto	Auto	NON
MvSl-1064-A1-R4_MC06g06901	0.8361	0.0063	0.0076	MvSl-1064-A2-R4_MC06-1g07164	0.8361	0.0063	0.0076	0	0	0	127083	128657	5.500957093	0.099552594	0.639985958	0.999949922	5.459685318	5.634323152	5.461313647	5.439193963	Auto	Auto	NON
MvSl-1064-A1-R4_MC06g06902	0.2098	0.0037	0.0178	MvSl-1064-A2-R4_MC06-1g07165	0.2098	0.0037	0.0178	0	0	0	130509	132657	7.277620317	0.055910329	0.774645704	0.999949922	7.276381755	7.333578565	7.205004607	7.292473727	Auto	Auto	NON
MvSl-1064-A1-R4_MC06g06919	0.2484	0.0031	0.0125	MvSl-1064-A2-R4_MC06-1g07182	0.2484	0.0031	0.0125	0	0	0	164622	167040	6.891915475	-0.033517995	0.858187884	0.999949922	6.783039539	6.961602141	6.853660639	6.961523392	Auto	Auto	NON
MvSl-1064-A1-R4_MC06g06920	0.001	0	0.0199	MvSl-1064-A2-R4_MC06-1g07183	0.001	0	0.0202	0	-0.0003	0	167362	167684	10.08922486	-0.128549403	0.725599977	0.999949922	9.665800912	10.30994433	10.47889585	9.728811488	Auto	Auto	NON
MvSl-1064-A1-R4_MC06g06926	0.3288	0.0013	0.0038	MvSl-1064-A2-R4_MC06-1g07189	0.3288	0.0013	0.0038	0	0	0	177978	180919	4.752367461	-0.097023609	0.691115345	0.999949922	4.619577226	4.782640893	4.923350211	4.66501915	Auto	Auto	NON
MvSl-1064-A1-R4_MC06g06927	0.4844	0.0134	0.0277	MvSl-1064-A2-R4_MC06-1g07190	0.4844	0.0134	0.0277	0	0	0	181364	183918	4.993722877	0.01725137	0.943933516	0.999949922	5.035909574	4.967814609	4.757492996	5.18193248	Auto	Auto	NON
MvSl-1064-A1-R4_MC06g06930	0.3705	0.0035	0.0095	MvSl-1064-A2-R4_MC06-1g07193	0.3705	0.0035	0.0095	0	0	0	189992	192141	6.079691585	-0.034804408	0.864794377	0.999949922	5.95783539	6.159611596	6.226616025	5.954405817	Auto	Auto	NON
