gida1	dnds	dn	ds	gida2	dnds	dn	ds
	MvSl-1064-A2-R4_MC12g11063	0.4199	0	98.9996	0.0107	0.0001	
	MvSl-1064-A2-R4_MC12g11065	98.9996	0.0107	0.3276	0.0014	0.0042	
	MvSl-1064-A2-R4_MC12g11068	0.3276	0.0014	0.3093	0.0031	0.0099	
	MvSl-1064-A2-R4_MC12g11069	0.3093	0.0031	0.2106	0.0033	0.0155	
	MvSl-1064-A2-R4_MC12g11074	0.2106	0.0033	0.506	0.0083	0.0164	
	MvSl-1064-A2-R4_MC12g11075	0.506	0.0083	0.6963	0.0049	0.0071	
	MvSl-1064-A2-R4_MC12g11076	0.6962	0.0049	0.4147	0.0051	0.0123	
	MvSl-1064-A2-R4_MC12g11077	0.4147	0.0051	1.7104	0.0127	0.0074	
	MvSl-1064-A2-R4_MC12g11078	1.7104	0.0127	0.5539	0.0036	0.0065	
	MvSl-1064-A2-R4_MC12g11079	0.5539	0.0036	0.8982	0.0046	0.0052	
	MvSl-1064-A2-R4_MC12g11080	0.8982	0.0046	0.3532	0.0043	0.0121	
	MvSl-1064-A2-R4_MC12g11081	0.3532	0.0043	0.001	0	0.0092	
	MvSl-1064-A2-R4_MC12g11082	0.001	0	0.377	0	0	
	MvSl-1064-A2-R4_MC12g11083	0.4264	0	0.5911	0.0049	0.0082	
	MvSl-1064-A2-R4_MC12g11084	0.5911	0.0049	0.001	0	0.0214	
	MvSl-1064-A2-R4_MC12g11085	0.001	0	0.1307	0.0012	0.0088	
	MvSl-1064-A2-R4_MC12g11086	0.1307	0.0012	0.2455	0.0079	0.0321	
	MvSl-1064-A2-R4_MC12g11087	0.2455	0.0079	0.5543	0.0062	0.0112	
	MvSl-1064-A2-R4_MC12g11088	0.5543	0.0062	0.001	0	0.0084	
	MvSl-1064-A2-R4_MC12g11089	0.001	0	0.2212	0.003	0.0134	
	MvSl-1064-A2-R4_MC12g11090	0.2212	0.003	0.5104	0.0114	0.0224	
	MvSl-1064-A2-R4_MC12g11091	0.5104	0.0114	0.355	0.0046	0.013	
	MvSl-1064-A2-R4_MC12g11093	0.355	0.0046	0.001	0	0.0176	
	MvSl-1064-A2-R4_MC12g11094	0.001	0	0.3913	0.0048	0.0124	
	MvSl-1064-A2-R4_MC12g11095	0.3913	0.0048	0.895	0.0034	0.0038	
	MvSl-1064-A2-R4_MC12g11096	0.895	0.0034	0.001	0	0.0088	
	MvSl-1064-A2-R4_MC12g11097	0.001	0	2.7971	0.0065	0.0023	
	MvSl-1064-A2-R4_MC12g11098	2.7971	0.0065	98.9996	0.0011	0	
	MvSl-1064-A2-R4_MC12g11099	98.9996	0.0011	0.4134	0.0033	0.0081	
	MvSl-1064-A2-R4_MC12g11100	0.4134	0.0033	0.8685	0.0052	0.006	
	MvSl-1064-A2-R4_MC12g11101	0.8685	0.0052	0.9044	0.0049	0.0054	
	MvSl-1064-A2-R4_MC12g11102	0.9044	0.0049	0.3186	0.0025	0.0079	
	MvSl-1064-A2-R4_MC12g11103	0.3186	0.0025	0.2297	0.0023	0.0098	
	MvSl-1064-A2-R4_MC12g11104	0.2297	0.0023	0.9982	0.0117	0.0117	
	MvSl-1064-A2-R4_MC12g11105	0.9982	0.0117	0.5069	0.0115	0.0226	
	MvSl-1064-A2-R4_MC12g11106	0.5069	0.0115	0.406	0.0036	0.009	
	MvSl-1064-A2-R4_MC12g11107	0.406	0.0036	0.4388	0.0055	0.0124	
	MvSl-1064-A2-R4_MC12g11108	0.4388	0.0055	0.1953	0.0022	0.0112	
	MvSl-1064-A2-R4_MC12g11109	0.1953	0.0022	0.9523	0.0036	0.0038	
	MvSl-1064-A2-R4_MC12g11110	0.9523	0.0036	0.5783	0.0052	0.0091	
	MvSl-1064-A2-R4_MC12g11111	0.5783	0.0052	98.9996	0.0052	0.0001	
	MvSl-1064-A2-R4_MC12g11112	98.9996	0.0052	0.2528	0.0017	0.0066	
	MvSl-1064-A2-R4_MC12g11113	0.2528	0.0017	0.3445	0.0015	0.0044	
	MvSl-1064-A2-R4_MC12g11114	0.3445	0.0015	0.1983	0.0032	0.0159	
	MvSl-1064-A2-R4_MC12g11115	0.1983	0.0032	0.001	0	0.0037	
	MvSl-1064-A2-R4_MC12g11116	0.001	0	0.1082	0.0015	0.0135	
	MvSl-1064-A2-R4_MC12g11117	0.1082	0.0015	0.3588	0.0045	0.0126	
	MvSl-1064-A2-R4_MC12g11118	0.3588	0.0045	0.2494	0.0024	0.0097	
	MvSl-1064-A2-R4_MC12g11119	0.2494	0.0024	0.1771	0.0066	0.0371	
	MvSl-1064-A2-R4_MC12g11120	0.1771	0.0066	0.3019	0.0028	0.0094	
	MvSl-1064-A2-R4_MC12g11121	0.3019	0.0028	0.5066	0.0025	0.005	
	MvSl-1064-A2-R4_MC12g11122	0.5066	0.0025	0.1987	0.002	0.0102	
	MvSl-1064-A2-R4_MC12g11123	0.1985	0.0021	98.9996	0.0056	0.0001	
	MvSl-1064-A2-R4_MC12g11125	98.9996	0.0056	0.6297	0.0082	0.013	
	MvSl-1064-A2-R4_MC12g11126	0.6297	0.0082	0.4963	0.0078	0.0156	
	MvSl-1064-A2-R4_MC12g11129	0.4963	0.0078	0.6592	0.0028	0.0042	
	MvSl-1064-A2-R4_MC12g11130	0.6592	0.0028	0.001	0	0.0034	
	MvSl-1064-A2-R4_MC12g11131	0.001	0	0.4831	0	0	
	MvSl-1064-A2-R4_MC12g11132	0.2756	0	0.001	0	0.0028	
	MvSl-1064-A2-R4_MC12g11133	0.001	0	1.357	0.0058	0.0043	
	MvSl-1064-A2-R4_MC12g11134	1.357	0.0058	98.9996	0.0053	0.0001	
	MvSl-1064-A2-R4_MC12g11135	98.9996	0.0053	0.2606	0.0005	0.0019	
	MvSl-1064-A2-R4_MC12g11141	0.2605	0.0005	98.9996	0.0019	0	
	MvSl-1064-A2-R4_MC12g11142	98.9996	0.0019	0.1861	0.0006	0.0033	
	MvSl-1064-A2-R4_MC12g11143	0.1861	0.0006	0.5362	0.0026	0.0048	
	MvSl-1064-A2-R4_MC12g11144	0.5362	0.0026	0.4302	0.005	0.0115	
	MvSl-1064-A2-R4_MC12g11145	0.4302	0.005	0.3897	0	0	
	MvSl-1064-A2-R4_MC12g11147	0.001	0	0.1764	0.002	0.0114	
	MvSl-1064-A2-R4_MC12g11148	0.1764	0.002	0.5035	0.0027	0.0053	
	MvSl-1064-A2-R4_MC12g11149	0.5035	0.0027	0.2398	0.0016	0.0069	
	MvSl-1064-A2-R4_MC12g11150	0.2398	0.0016	0.001	0	0.0047	
	MvSl-1064-A2-R4_MC12g11151	0.001	0	0.1963	0.002	0.0103	
	MvSl-1064-A2-R4_MC12g11152	0.1963	0.002	0.6434	0.0052	0.0081	
	MvSl-1064-A2-R4_MC12g11153	0.6434	0.0052	0.168	0.0057	0.0341	
	MvSl-1064-A2-R4_MC12g11156	0.168	0.0057	1.1859	0.0092	0.0078	
	MvSl-1064-A2-R4_MC12g11162	1.1859	0.0092	98.9996	0.0067	0.0001	
	MvSl-1064-A2-R4_MC12g11163	98.9996	0.0067	0.0241	0.0005	0.0205	
	MvSl-1064-A2-R4_MC12g11164	0.0241	0.0005	0.001	0	0.0028	
	MvSl-1064-A2-R4_MC12g11165	0.001	0	0.4994	0.0035	0.007	
	MvSl-1064-A2-R4_MC12g11166	0.4994	0.0035	98.9996	0.006	0.0001	
	MvSl-1064-A2-R4_MC12g11167	98.9996	0.006	98.9996	0.001	0	
	MvSl-1064-A2-R4_MC12g11168	98.9996	0.001	1.1584	0.0077	0.0067	
	MvSl-1064-A2-R4_MC12g11169	1.1584	0.0077	0.001	0	0.007	
	MvSl-1064-A2-R4_MC12g11170	0.001	0	0.4768	0.007	0.0147	
	MvSl-1064-A2-R4_MC12g11171	0.4768	0.007	0.4624	0.0022	0.0048	
	MvSl-1064-A2-R4_MC12g11172	0.4624	0.0022	0.1782	0.0026	0.0145	
	MvSl-1064-A2-R4_MC12g11173	0.1782	0.0026	0.1047	0.0013	0.0126	
	MvSl-1064-A2-R4_MC12g11174	0.1047	0.0013	98.9996	0.0169	0.0002	
	MvSl-1064-A2-R4_MC12g11175	98.9996	0.0169	0.001	0	0	
	MvSl-1064-A2-R4_MC12g11176	0.001	0	0.001	0	0.0083	
	MvSl-1064-A2-R4_MC12g11177	0.001	0	0.4321	0.0037	0.0085	
	MvSl-1064-A2-R4_MC12g11178	0.4321	0.0037	0.001	0	0.0182	
	MvSl-1064-A2-R4_MC12g11179	0.001	0	0.2616	0.0067	0.0255	
	MvSl-1064-A2-R4_MC12g11180	0.2616	0.0067	0.3717	0.0037	0.0101	
	MvSl-1064-A2-R4_MC12g11181	0.3717	0.0037	0.2101	0.0026	0.0124	
	MvSl-1064-A2-R4_MC12g11182	0.2101	0.0026	1.4539	0.0175	0.012	
	MvSl-1064-A2-R4_MC12g11183	1.4539	0.0175	3.4101	0.0088	0.0026	
	MvSl-1064-A2-R4_MC12g11184	3.41	0.0088	98.9996	0.0069	0.0001	
	MvSl-1064-A2-R4_MC12g11185	98.9996	0.0069	1.6874	0.0085	0.005	
	MvSl-1064-A2-R4_MC12g11186	1.6874	0.0085	0.233	0.0029	0.0123	
	MvSl-1064-A2-R4_MC12g11187	0.233	0.0029	0.8577	0.0078	0.009	
	MvSl-1064-A2-R4_MC12g11188	0.8577	0.0078	98.9996	0.005	0.0001	
	MvSl-1064-A2-R4_MC12g11189	98.9996	0.005	0.5256	0.0041	0.0078	
	MvSl-1064-A2-R4_MC12g11190	0.5256	0.0041	98.9996	0.0169	0.0002	
	MvSl-1064-A2-R4_MC12g11191	98.9996	0.0169	0.8655	0.0056	0.0064	
	MvSl-1064-A2-R4_MC12g11193	0.8654	0.0056	0.2653	0.0022	0.0084	
	MvSl-1064-A2-R4_MC12g11194	0.2653	0.0022	0.1085	0.0017	0.0156	
	MvSl-1064-A2-R4_MC12g11195	0.1085	0.0017	0.1746	0.0015	0.0087	
	MvSl-1064-A2-R4_MC12g11196	0.1746	0.0015	0.9694	0.0033	0.0034	
	MvSl-1064-A2-R4_MC12g11197	0.9694	0.0033	0.292	0.0046	0.0156	
	MvSl-1064-A2-R4_MC12g11198	0.292	0.0046	0.7657	0.0046	0.006	
	MvSl-1064-A2-R4_MC12g11199	0.7657	0.0046	0.6687	0.005	0.0075	
	MvSl-1064-A2-R4_MC12g11200	0.6681	0.005	1.0139	0.0066	0.0065	
	MvSl-1064-A2-R4_MC12g11201	1.0139	0.0066	0.5263	0.0036	0.0068	
	MvSl-1064-A2-R4_MC12g11202	0.5263	0.0036	0.1541	0.0019	0.0123	
	MvSl-1064-A2-R4_MC12g11203	0.1541	0.0019	0.1595	0.002	0.0123	
	MvSl-1064-A2-R4_MC12g11204	0.1595	0.002	0.1332	0.0027	0.02	
	MvSl-1064-A2-R4_MC12g11205	0.1332	0.0027	0.4665	0.0039	0.0084	
	MvSl-1064-A2-R4_MC12g11206	0.4665	0.0039	1.2783	0.0064	0.005	
	MvSl-1064-A2-R4_MC12g11207	1.2786	0.0064	0.1534	0.002	0.013	
	MvSl-1064-A2-R4_MC12g11208	0.1534	0.002	0.2094	0.0022	0.0103	
	MvSl-1064-A2-R4_MC12g11209	0.2094	0.0022	0.1686	0.004	0.0237	
	MvSl-1064-A2-R4_MC12g11210	0.1686	0.004	0.9175	0.0059	0.0064	
	MvSl-1064-A2-R4_MC12g11211	0.9175	0.0059	98.9996	0.0038	0	
	MvSl-1064-A2-R4_MC12g11212	98.9996	0.0038	0.001	0	0.0211	
	MvSl-1064-A2-R4_MC12g11213	0.001	0	0.2889	0.0029	0.01	
	MvSl-1064-A2-R4_MC12g11214	0.2889	0.0029	0.001	0	0.0038	
	MvSl-1064-A2-R4_MC12g11215	0.001	0	0.6373	0.0065	0.0102	
	MvSl-1064-A2-R4_MC12g11216	0.6373	0.0065	2.1611	0.009	0.0042	
	MvSl-1064-A2-R4_MC12g11218	2.1611	0.009	0.168	0.0011	0.0065	
	MvSl-1064-A2-R4_MC12g11219	0.168	0.0011	0.1028	0.0011	0.0109	
	MvSl-1064-A2-R4_MC12g11220	0.1028	0.0011	0.001	0	0.0114	
	MvSl-1064-A2-R4_MC12g11221	0.001	0	0.001	0	0.0167	
	MvSl-1064-A2-R4_MC12g11222	0.001	0	0.4388	0.0027	0.0061	
	MvSl-1064-A2-R4_MC12g11223	0.4388	0.0027	1.3778	0.0042	0.003	
	MvSl-1064-A2-R4_MC12g11225	1.3777	0.0042	98.9996	0.0135	0.0001	
	MvSl-1064-A2-R4_MC12g11226	98.9996	0.0135	1.0644	0.0083	0.0078	
	MvSl-1064-A2-R4_MC12g11227	1.0644	0.0083	0.7973	0.0032	0.0041	
	MvSl-1064-A2-R4_MC12g11228	0.7973	0.0032	0.6339	0.0052	0.0082	
	MvSl-1064-A2-R4_MC12g11231	0.6339	0.0052	0.5747	0.0036	0.0063	
	MvSl-1064-A2-R4_MC12g11232	0.5747	0.0036	0.0903	0.0029	0.0321	
	MvSl-1064-A2-R4_MC12g11233	0.0903	0.0029	0.001	0	0.014	
	MvSl-1064-A2-R4_MC12g11234	0.001	0	0.7868	0.0043	0.0055	
	MvSl-1064-A2-R4_MC12g11235	0.7868	0.0043	0.215	0.0024	0.0114	
	MvSl-1064-A2-R4_MC12g11236	0.215	0.0024	0.6936	0.0092	0.0132	
	MvSl-1064-A2-R4_MC12g11237	0.6936	0.0092	0.001	0	0.0129	
	MvSl-1064-A2-R4_MC12g11238	0.001	0	0.4793	0.0048	0.0101	
	MvSl-1064-A2-R4_MC12g11239	0.4793	0.0048	0.1252	0.0021	0.017	
	MvSl-1064-A2-R4_MC12g11240	0.1252	0.0021	0.1704	0.0033	0.0191	
	MvSl-1064-A2-R4_MC12g11241	0.1704	0.0033	0.261	0.0007	0.0027	
	MvSl-1064-A2-R4_MC12g11242	0.2609	0.0007	0.2749	0.0045	0.0163	
	MvSl-1064-A2-R4_MC12g11243	0.2749	0.0045	0.5859	0.0056	0.0096	
	MvSl-1064-A2-R4_MC12g11244	0.5859	0.0056	1.0036	0.002	0.0019	
	MvSl-1064-A2-R4_MC12g11245	1.0036	0.002	0.4603	0	0	
	MvSl-1064-A2-R4_MC12g11246	0.4613	0	0.0809	0.0011	0.0141	
	MvSl-1064-A2-R4_MC12g11247	0.0809	0.0011	0.3874	0.0093	0.0239	
	MvSl-1064-A2-R4_MC12g11249	0.3874	0.0093	0.3773	0.0055	0.0145	
	MvSl-1064-A2-R4_MC12g11254	0.3773	0.0055	0.001	0	0.0048	
	MvSl-1064-A2-R4_MC12g11255	0.001	0	1.8496	0.0066	0.0036	
	MvSl-1064-A2-R4_MC12g11256	1.8496	0.0066	0.4295	0.0012	0.0028	
	MvSl-1064-A2-R4_MC12g11257	0.4295	0.0012	0.134	0.0031	0.0229	
	MvSl-1064-A2-R4_MC12g11258	0.134	0.0031	0.3413	0.0058	0.017	
	MvSl-1064-A2-R4_MC12g11259	0.3413	0.0058	98.9996	0.007	0.0001	
	MvSl-1064-A2-R4_MC12g11260	98.9996	0.007	0.3746	0.0025	0.0066	
	MvSl-1064-A2-R4_MC12g11261	0.3746	0.0025	0.001	0	0.006	
	MvSl-1064-A2-R4_MC12g11262	0.001	0	0.1216	0.0079	0.0648	
	MvSl-1064-A2-R4_MC12g11263	0.1216	0.0079	0.7211	0.0048	0.0067	
	MvSl-1064-A2-R4_MC12g11264	0.7211	0.0048	0.3382	0.0046	0.0137	
	MvSl-1064-A2-R4_MC12g11265	0.3382	0.0046	0.0205	0.0005	0.0233	
	MvSl-1064-A2-R4_MC12g11266	0.0205	0.0005	0.4504	0.0033	0.0074	
	MvSl-1064-A2-R4_MC12g11267	0.4504	0.0033	0.3947	0	0	
	MvSl-1064-A2-R4_MC12g11268	0.3836	0	1.8133	0.0067	0.0037	
	MvSl-1064-A2-R4_MC12g11269	1.8133	0.0067	0.5925	0.0038	0.0063	
	MvSl-1064-A2-R4_MC12g11270	0.5925	0.0038	1.6925	0.0029	0.0017	
	MvSl-1064-A2-R4_MC12g11271	1.6926	0.0029	0.4282	0.0027	0.0062	
	MvSl-1064-A2-R4_MC12g11272	0.3358	0.0019	0.4836	0.0051	0.0106	
	MvSl-1064-A2-R4_MC12g11273	0.4836	0.0051	0.786	0.0063	0.008	
	MvSl-1064-A2-R4_MC12g11274	0.786	0.0063	0.001	0	0.0103	
	MvSl-1064-A2-R4_MC12g11276	0.001	0	0.7479	0.0028	0.0038	
	MvSl-1064-A2-R4_MC12g11277	0.7478	0.0028	98.9996	0.0022	0	
	MvSl-1064-A2-R4_MC12g11278	98.9996	0.0022	0.354	0.0026	0.0075	
	MvSl-1064-A2-R4_MC12g11279	0.354	0.0026	0.001	0	0.0479	
	MvSl-1064-A2-R4_MC12g11281	0.001	0	0.3421	0.0041	0.0118	
	MvSl-1064-A2-R4_MC12g11282	0.3421	0.0041	0.4636	0.0059	0.0128	
	MvSl-1064-A2-R4_MC12g11283	0.4636	0.0059	0.484	0.0045	0.0093	
	MvSl-1064-A2-R4_MC12g11284	0.484	0.0045	0.9968	0.0024	0.0024	
	MvSl-1064-A2-R4_MC12g11285	0.9967	0.0024	0.7786	0.0055	0.0071	
	MvSl-1064-A2-R4_MC12g11286	0.9776	0.0065	0.001	0	0.0044	
	MvSl-1064-A2-R4_MC12g11287	0.001	0	1.0408	0.0039	0.0038	
	MvSl-1064-A2-R4_MC12g11288	1.0408	0.0039	0.2349	0.0015	0.0065	
	MvSl-1064-A2-R4_MC12g11289	0.2349	0.0015	0.2256	0.0023	0.0104	
	MvSl-1064-A2-R4_MC12g11290	0.2256	0.0023	1.0626	0.0092	0.0086	
	MvSl-1064-A2-R4_MC12g11291	1.0626	0.0092	0.1457	0.002	0.0138	
	MvSl-1064-A2-R4_MC12g11292	0.1457	0.002	0.9871	0.0035	0.0035	
	MvSl-1064-A2-R4_MC12g11293	0.9871	0.0035	1.208	0.0051	0.0042	
	MvSl-1064-A2-R4_MC12g11294	1.208	0.0051	0.001	0	0.0197	
	MvSl-1064-A2-R4_MC12g11295	0.001	0	0.2901	0.002	0.007	
	MvSl-1064-A2-R4_MC12g11296	0.2901	0.002	0.4766	0.0032	0.0066	
	MvSl-1064-A2-R4_MC12g11297	0.4766	0.0032	3.1039	0.0186	0.006	
	MvSl-1064-A2-R4_MC12g11298	3.1039	0.0186	0.1342	0.001	0.0072	
	MvSl-1064-A2-R4_MC12g11299	0.1342	0.001	0.5736	0.0066	0.0115	
	MvSl-1064-A2-R4_MC12g11300	0.5736	0.0066	1.3092	0.0059	0.0045	
	MvSl-1064-A2-R4_MC12g11301	1.3092	0.0059	0.3961	0.0022	0.0056	
	MvSl-1064-A2-R4_MC12g11302	0.3961	0.0022	0.001	0	0	
	MvSl-1064-A2-R4_MC12g11305	0.4011	0	0.2399	0.0016	0.0067	
	MvSl-1064-A2-R4_MC12g11306	0.2399	0.0016	0.6183	0.0017	0.0027	
	MvSl-1064-A2-R4_MC12g11307	0.6183	0.0017	0.8035	0.0031	0.0039	
	MvSl-1064-A2-R4_MC12g11308	0.8035	0.0031	0.1462	0.0017	0.0113	
	MvSl-1064-A2-R4_MC12g11309	0.1462	0.0017	0.5327	0.0063	0.0118	
	MvSl-1064-A2-R4_MC12g11310	0.5327	0.0063	0.4483	0.0015	0.0033	
	MvSl-1064-A2-R4_MC12g11311	0.4482	0.0015	0.4332	0.0051	0.0117	
	MvSl-1064-A2-R4_MC12g11312	0.4332	0.0051	0.2858	0.0043	0.0151	
	MvSl-1064-A2-R4_MC12g11313	0.2858	0.0043	0.001	0	0.0137	
	MvSl-1064-A2-R4_MC12g11314	0.001	0	0.9381	0.0064	0.0068	
	MvSl-1064-A2-R4_MC12g11315	0.9381	0.0064	0.2331	0.0025	0.0109	
	MvSl-1064-A2-R4_MC12g11316	0.2331	0.0025	0.2633	0.0046	0.0173	
	MvSl-1064-A2-R4_MC12g11317	0.2633	0.0046	0.7076	0.022	0.031	
	MvSl-1064-A2-R4_MC12g11318	0.7076	0.022	0.001	0	0.0088	
	MvSl-1064-A2-R4_MC12g11319	0.001	0	1.0795	0.005	0.0047	
	MvSl-1064-A2-R4_MC12g11320	1.0795	0.005	0.433	0.0033	0.0077	
	MvSl-1064-A2-R4_MC12g11321	0.433	0.0033	0.2938	0.0037	0.0127	
	MvSl-1064-A2-R4_MC12g11322	0.2938	0.0037	0.2191	0.0021	0.0095	
	MvSl-1064-A2-R4_MC12g11324	0.2191	0.0021	0.3568	0.003	0.0085	
	MvSl-1064-A2-R4_MC12g11325	0.3568	0.003	0.2379	0.0028	0.0119	
	MvSl-1064-A2-R4_MC12g11326	0.2379	0.0028	8.9628	0	0	
	MvSl-1064-A2-R4_MC12g11327	0.3923	0	0.3806	0.0025	0.0066	
	MvSl-1064-A2-R4_MC12g11328	0.3806	0.0025	0.5089	0.0032	0.0063	
	MvSl-1064-A2-R4_MC12g11329	0.5089	0.0032	0.7312	0.0067	0.0091	
	MvSl-1064-A2-R4_MC12g11330	0.7312	0.0067	0.5534	0.0028	0.0051	
	MvSl-1064-A2-R4_MC12g11331	0.5534	0.0028	0.8393	0.0047	0.0056	
	MvSl-1064-A2-R4_MC12g11332	0.8393	0.0047	0.4002	0.0023	0.0058	
	MvSl-1064-A2-R4_MC12g11333	0.4002	0.0023	0.4297	0.0039	0.009	
	MvSl-1064-A2-R4_MC12g11334	0.4297	0.0039	0.001	0	0.0172	
	MvSl-1064-A2-R4_MC12g11335	0.001	0	0.5662	0.0086	0.0153	
	MvSl-1064-A2-R4_MC12g11336	0.5662	0.0086	0.9034	0.0066	0.0073	
	MvSl-1064-A2-R4_MC12g11337	0.9034	0.0066	0.2593	0.0019	0.0073	
	MvSl-1064-A2-R4_MC12g11338	0.2593	0.0019	0.2437	0.002	0.0083	
	MvSl-1064-A2-R4_MC12g11339	0.2437	0.002	1.5343	0.011	0.0072	
	MvSl-1064-A2-R4_MC12g11340	1.5343	0.011	0.8518	0.0062	0.0073	
	MvSl-1064-A2-R4_MC12g11341	0.8518	0.0062	0.6201	0.0062	0.01	
	MvSl-1064-A2-R4_MC12g11342	0.6201	0.0062	0.5226	0.0069	0.0132	
	MvSl-1064-A2-R4_MC12g11343	0.5226	0.0069	0.645	0.0062	0.0097	
	MvSl-1064-A2-R4_MC12g11344	0.645	0.0062	0.1153	0.002	0.0172	
	MvSl-1064-A2-R4_MC12g11345	0.1153	0.002	0.1909	0.002	0.0104	
	MvSl-1064-A2-R4_MC12g11346	0.1909	0.002	0.001	0	0.011	
	MvSl-1064-A2-R4_MC12g11347	0.001	0	0.2351	0.0022	0.0095	
	MvSl-1064-A2-R4_MC12g11348	0.2351	0.0022	0.5272	0.0076	0.0144	
	MvSl-1064-A2-R4_MC12g11349	0.5272	0.0076	0.1968	0.0021	0.0109	
	MvSl-1064-A2-R4_MC12g11351	0.1968	0.0021	0.581	0.0031	0.0054	
	MvSl-1064-A2-R4_MC12g11352	0.581	0.0031	0.6494	0.0058	0.0089	
	MvSl-1064-A2-R4_MC12g11353	0.6494	0.0058	0.001	0	0.0171	
	MvSl-1064-A2-R4_MC12g11354	0.001	0	0.4279	0.0025	0.006	
	MvSl-1064-A2-R4_MC12g11355	0.4279	0.0025	0.1813	0.0017	0.0092	
	MvSl-1064-A2-R4_MC12g11356	0.1813	0.0017	0.2169	0.0036	0.0167	
	MvSl-1064-A2-R4_MC12g11357	0.2169	0.0036	0.001	0	0.009	
	MvSl-1064-A2-R4_MC12g11358	0.001	0	0.8342	0.0106	0.0127	
	MvSl-1064-A2-R4_MC12g11359	0.8342	0.0106	0.001	0	0.0157	
	MvSl-1064-A2-R4_MC12g11360	0.001	0	0.5638	0.0113	0.02	
	MvSl-1064-A2-R4_MC12g11361	0.5638	0.0113	0.4833	0.0178	0.0368	
	MvSl-1064-A2-R4_MC12g11362	0.5801	0.0182	0.1418	0.0014	0.0099	
	MvSl-1064-A2-R4_MC12g11363	0.1418	0.0014	0.001	0	0.0077	
	MvSl-1064-A2-R4_MC12g11364	0.001	0	98.9996	0.0109	0.0001	
	MvSl-1064-A2-R4_MC12g11365	98.9996	0.0109	0.3177	0.0047	0.0147	
	MvSl-1064-A2-R4_MC12g11366	0.3177	0.0047	1.4799	0.0076	0.0051	
	MvSl-1064-A2-R4_MC12g11367	1.4799	0.0076	98.9996	0.0146	0.0001	
	MvSl-1064-A2-R4_MC12g11368	98.9996	0.0146	0.2639	0.0028	0.0106	
	MvSl-1064-A2-R4_MC12g11369	0.2639	0.0028	0.1995	0.0039	0.0198	
	MvSl-1064-A2-R4_MC12g11370	0.1995	0.0039	0.0409	0.0009	0.0213	
	MvSl-1064-A2-R4_MC12g11371	0.0409	0.0009	0.993	0.0073	0.0074	
	MvSl-1064-A2-R4_MC12g11372	0.993	0.0073	0.2842	0.0034	0.0119	
	MvSl-1064-A2-R4_MC12g11373	0.2842	0.0034	0.1504	0.0025	0.0169	
	MvSl-1064-A2-R4_MC12g11374	0.1504	0.0025	0.001	0	0.0106	
	MvSl-1064-A2-R4_MC12g11375	0.001	0	0.3459	0.0054	0.0155	
	MvSl-1064-A2-R4_MC12g11376	0.3459	0.0054	0.9161	0.0059	0.0064	
	MvSl-1064-A2-R4_MC12g11377	0.9161	0.0059	1.2522	0.0084	0.0067	
	MvSl-1064-A2-R4_MC12g11378	1.2521	0.0084	0.7932	0.0056	0.0071	
	MvSl-1064-A2-R4_MC12g11379	0.7932	0.0056	98.9996	0.001	0	
	MvSl-1064-A2-R4_MC12g11380	98.9996	0.001	0.5216	0.0035	0.0068	
	MvSl-1064-A2-R4_MC12g11381	0.5216	0.0035	0.3552	0.0033	0.0094	
	MvSl-1064-A2-R4_MC12g11382	0.3552	0.0033	0.2199	0.0021	0.0094	
	MvSl-1064-A2-R4_MC12g11383	0.2199	0.0021	98.9996	0.0053	0.0001	
	MvSl-1064-A2-R4_MC12g11384	98.9996	0.0053	0.2675	0.0017	0.0063	
	MvSl-1064-A2-R4_MC12g11385	0.2675	0.0017	0.6891	0.0062	0.009	
	MvSl-1064-A2-R4_MC12g11386	0.6891	0.0062	0.8636	0.0048	0.0056	
	MvSl-1064-A2-R4_MC12g11387	0.8636	0.0048	0.7884	0.0037	0.0047	
	MvSl-1064-A2-R4_MC12g11388	0.7884	0.0037	1.1929	0.0083	0.007	
	MvSl-1064-A2-R4_MC12g11389	1.1929	0.0083	0.6143	0.0123	0.02	
	MvSl-1064-A2-R4_MC12g11390	0.6143	0.0123	0.6284	0.0034	0.0053	
	MvSl-1064-A2-R4_MC12g11391	0.6284	0.0034	0.001	0	0.012	
	MvSl-1064-A2-R4_MC12g11392	0.001	0	0.001	0	0.0085	
	MvSl-1064-A2-R4_MC12g11393	0.001	0	0.144	0.003	0.0211	
	MvSl-1064-A2-R4_MC12g11394	0.144	0.003	2.9574	0.0071	0.0024	
	MvSl-1064-A2-R4_MC12g11395	2.9574	0.0071	3.0742	0.0904	0.0294	
	MvSl-1064-A2-R4_MC12g11396	3.0742	0.0904	1.3722	0.0527	0.0384	
	MvSl-1064-A2-R4_MC12g11398	1.3722	0.0527	98.9996	0.0232	0.0002	
	MvSl-1064-A2-R4_MC12g11399	98.9996	0.0232	0.7388	0.0166	0.0224	
	MvSl-1064-A2-R4_MC12g11400	0.7388	0.0166	1.5624	0.0292	0.0187	
	MvSl-1064-A2-R4_MC12g11402	1.5624	0.0292	0.001	0.0001	0.0546	
	MvSl-1064-A2-R4_MC12g11403	0.001	0.0001	0.001	0	0	
	MvSl-1064-A2-R4_MC12g11406	0.434	0	0.4269	0.003	0.007	
	MvSl-1064-A2-R4_MC12g11407	0.4269	0.003	0.1346	0.0021	0.0159	
	MvSl-1064-A2-R4_MC12g11408	0.1346	0.0021	0.5108	0.0213	0.0416	
