gid	gidmvsd	dnds	dn	ds
MvSl-1064-A1-R4_MC01-1g01702	MvSdioicae-1303-FR02-D-N206-PbcR_C002g00975	98.9996	0.0084	0.0001
MvSl-1064-A1-R4_MC04-1g05302	MvSdioicae-1303-FR02-D-N206-PbcR_C030g10848	98.9996	0.0042	0
MvSl-1064-A1-R4_MC10-2g10124	MvSdioicae-1303-FR02-D-N206-PbcR_C014g07691	98.9996	0.0116	0.0001
MvSl-1064-A1-R4_MC01-1g02090	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01407	0.7219	0.0044	0.0061
MvSl-1064-A1-R4_MC01-1g02070	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01380	98.9996	0.0156	0.0002
MvSl-1064-A1-R4_MC05-1g06238	MvSdioicae-1303-FR02-D-N206-PbcR_C003g01947	0.9461	0.0233	0.0246
MvSl-1064-A1-R4_MC04-1g05300	MvSdioicae-1303-FR02-D-N206-PbcR_C030g10849	0.001	0	0
MvSl-1064-A1-R4_MC02g03658	MvSdioicae-1303-FR02-D-N206-PbcR_C005g03556	0.5141	0	0
MvSl-1064-A1-R4_MC15g12060	MvSdioicae-1303-FR02-D-N206-PbcR_C033g11187	0.5432	0.0102	0.0188
MvSl-1064-A1-R4_MC11g10196	MvSdioicae-1303-FR02-D-N206-PbcR_C007g04852	98.9996	0.0073	0.0001
MvSl-1064-A1-R4_MC03g04806	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00421	0.4665	0.0036	0.0077
MvSl-1064-A1-R4_MC02g03469	MvSdioicae-1303-FR02-D-N206-PbcR_C029g10659	1.0701	0.0384	0.0359
MvSl-1064-A1-R4_A1g00257	MvSdioicae-1303-FR02-D-N206-PbcR_C011g06371	0.3243	0.0032	0.01
MvSl-1064-A1-R4_MC06g07361	MvSdioicae-1303-FR02-D-N206-PbcR_C012g06999	0.2311	0.0022	0.0096
MvSl-1064-A1-R4_MC02g03475	MvSdioicae-1303-FR02-D-N206-PbcR_C029g10667	0.98	0.0168	0.0172
MvSl-1064-A1-R4_MC03g04327	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00919	0.4334	0.0836	0.193
MvSl-1064-A1-R4_MC08g08332	MvSdioicae-1303-FR02-D-N206-PbcR_C010g06145	0.3771	0	0
MvSl-1064-A1-R4_MC03g04547	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00688	0.001	0	0
MvSl-1064-A1-R4_MC06g07336	MvSdioicae-1303-FR02-D-N206-PbcR_C012g06968	98.9996	0.0074	0.0001
MvSl-1064-A1-R4_MC12g10758	MvSdioicae-1303-FR02-D-N206-PbcR_C008g05387	0.2632	0.1022	0.3883
MvSl-1064-A1-R4_MC04-1g06047	MvSdioicae-1303-FR02-D-N206-PbcR_C031g10962	0.733	0.0073	0.01
MvSl-1064-A1-R4_MC01-2g03106	MvSdioicae-1303-FR02-D-N206-PbcR_C039g11759	98.9996	0.0095	0.0001
MvSl-1064-A1-R4_MC05-3g06786	MvSdioicae-1303-FR02-D-N206-PbcR_C003g02503	0.4508	0	0
MvSl-1064-A1-R4_MC07g07978	MvSdioicae-1303-FR02-D-N206-PbcR_C024g09895	0.9688	0.0081	0.0083
MvSl-1064-A1-R4_MC02g03290	MvSdioicae-1303-FR02-D-N206-PbcR_C023g09711	0.8939	0.0047	0.0053
MvSl-1064-A1-R4_MC01-1g02861	MvSdioicae-1303-FR02-D-N206-PbcR_C036g11527	0.9814	0.0152	0.0155
MvSl-1064-A1-R4_MC08g08320	MvSdioicae-1303-FR02-D-N206-PbcR_C006g04302	0.2065	0.0071	0.0346
MvSl-1064-A1-R4_MC05-2g06412	MvSdioicae-1303-FR02-D-N206-PbcR_C003g02131	98.9996	0.0082	0.0001
MvSl-1064-A1-R4_MC04-1g05463	MvSdioicae-1303-FR02-D-N206-PbcR_C004g03108	0.8984	0.0079	0.0088
MvSl-1064-A1-R4_MC10-1g09678	MvSdioicae-1303-FR02-D-N206-PbcR_C018g08630	0.001	0	0
MvSl-1064-A1-R4_MC05-3g06589	MvSdioicae-1303-FR02-D-N206-PbcR_C003g02309	1.0045	0.0133	0.0133
MvSl-1064-A1-R4_A1g01424	MvSdioicae-1303-FR02-D-N206-PbcR_C030g10874	0.6349	0.0166	0.0262
MvSl-1064-A1-R4_MC02g03729	MvSdioicae-1303-FR02-D-N206-PbcR_C005g03488	98.9996	0.0166	0.0002
MvSl-1064-A1-R4_MC03g04616	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00616	0.001	0	0
MvSl-1064-A1-R4_MC02g03348	MvSdioicae-1303-FR02-D-N206-PbcR_C029g10602	98.9996	0.0094	0.0001
MvSl-1064-A1-R4_MC03g04626	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00606	0.7214	0.0035	0.0048
MvSl-1064-A1-R4_MC03g04617	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00615	0.001	0	0.022
MvSl-1064-A1-R4_MC03g04618	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00614	0.3534	0.0043	0.0123
MvSl-1064-A1-R4_MC01-2g03060	MvSdioicae-1303-FR02-D-N206-PbcR_C035g11427	1.2301	0.0139	0.0113
MvSl-1064-A1-R4_MC14g11983	MvSdioicae-1303-FR02-D-N206-PbcR_C011g06523	0.4556	0.3648	0.8006
MvSl-1064-A1-R4_MC07g07561	MvSdioicae-1303-FR02-D-N206-PbcR_C013g07380	0.2311	0	0
MvSl-1064-A1-R4_MC07g07665	MvSdioicae-1303-FR02-D-N206-PbcR_C013g07269	0.3928	0.0159	0.0405
MvSl-1064-A1-R4_MC01-1g02069	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01379	98.9996	0.0152	0.0002
MvSl-1064-A1-R4_MC11g10539	MvSdioicae-1303-FR02-D-N206-PbcR_C007g04506	0.271	0	0
MvSl-1064-A1-R4_A1g01115	MvSdioicae-1303-FR02-D-N206-PbcR_C006g04085	1.9079	0.0589	0.0309
MvSl-1064-A1-R4_MC11g10271	MvSdioicae-1303-FR02-D-N206-PbcR_C007g04772	0.001	0	0.0268
MvSl-1064-A1-R4_MC13g11452	MvSdioicae-1303-FR02-D-N206-PbcR_C009g05550	0.8653	0.0059	0.0068
MvSl-1064-A1-R4_MC06g07375	MvSdioicae-1303-FR02-D-N206-PbcR_C012g07013	0.001	0.0001	0.0667
MvSl-1064-A1-R4_MC12g10822	MvSdioicae-1303-FR02-D-N206-PbcR_C008g05315	0.001	0	0.0214
MvSl-1064-A1-R4_MC03g05058	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00146	0.7022	0.0022	0.0031
MvSl-1064-A1-R4_MC04-1g05714	MvSdioicae-1303-FR02-D-N206-PbcR_C004g02847	0.3985	0.0144	0.0361
MvSl-1064-A1-R4_MC08g08792	MvSdioicae-1303-FR02-D-N206-PbcR_C025g10033	0.001	0	0.0183
MvSl-1064-A1-R4_MC01-1g02385	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01693	0.2838	0.0034	0.0119
MvSl-1064-A1-R4_MC06g07344	MvSdioicae-1303-FR02-D-N206-PbcR_C012g06977	0.7353	0.0081	0.011
MvSl-1064-A1-R4_MC13g11623	MvSdioicae-1303-FR02-D-N206-PbcR_C009g05725	0.3757	0	0
MvSl-1064-A1-R4_MC06g07248	MvSdioicae-1303-FR02-D-N206-PbcR_C012g06879	98.9996	0.0107	0.0001
MvSl-1064-A1-R4_MC13g11588	MvSdioicae-1303-FR02-D-N206-PbcR_C009g05692	1.9011	0.0459	0.0241
MvSl-1064-A1-R4_MC02g03918	MvSdioicae-1303-FR02-D-N206-PbcR_C005g03314	0.7299	0.0021	0.0029
MvSl-1064-A1-R4_MC02g03282	MvSdioicae-1303-FR02-D-N206-PbcR_C023g09705	0.001	0	0.0215
MvSl-1064-A1-R4_MC04-1g05524	MvSdioicae-1303-FR02-D-N206-PbcR_C004g03041	0.001	0.0001	0.09
MvSl-1064-A1-R4_MC09-2g09117	MvSdioicae-1303-FR02-D-N206-PbcR_C016g08161	0.8143	0.0066	0.0081
MvSl-1064-A1-R4_MC10-1g09729	MvSdioicae-1303-FR02-D-N206-PbcR_C018g08680	0.6329	0	0
MvSl-1064-A1-R4_MC07g07571	MvSdioicae-1303-FR02-D-N206-PbcR_C013g07370	0.4731	0	0
MvSl-1064-A1-R4_MC02g03498	MvSdioicae-1303-FR02-D-N206-PbcR_C029g10692	0.144	0.0096	0.067
MvSl-1064-A1-R4_MC12g10800	MvSdioicae-1303-FR02-D-N206-PbcR_C008g05340	98.9996	0	0
MvSl-1064-A1-R4_MC03g04811	MvSdioicae-1303-FR02-D-N206-PbcR_C026g10209	0.6066	0.0083	0.0137
MvSl-1064-A1-R4_MC13g11299	MvSdioicae-1303-FR02-D-N206-PbcR_C009g05412	1.0638	0.0074	0.007
MvSl-1064-A1-R4_MC03g04428	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00814	0.5561	0.0129	0.0232
MvSl-1064-A1-R4_A1g01137	MvSdioicae-1303-FR02-D-N206-PbcR_C006g04064	1.0065	0.0109	0.0109
MvSl-1064-A1-R4_MC09-2g09070	MvSdioicae-1303-FR02-D-N206-PbcR_C016g08115	0.1485	0.0007	0.0049
MvSl-1064-A1-R4_MC02g03550	MvSdioicae-1303-FR02-D-N206-PbcR_C005g03670	0.8763	0.0288	0.0328
MvSl-1064-A1-R4_MC01-1g02934	MvSdioicae-1303-FR02-D-N206-PbcR_C005g03707	0.1521	0.0231	0.1519
MvSl-1064-A1-R4_MC06g07200	MvSdioicae-1303-FR02-D-N206-PbcR_C012g06831	0.3319	0.0082	0.0246
MvSl-1064-A1-R4_MC01-1g02893	MvSdioicae-1303-FR02-D-N206-PbcR_C044g12136	0.4797	0.0044	0.0091
MvSl-1064-A1-R4_A1g01070	MvSdioicae-1303-FR02-D-N206-PbcR_C029g10729	0.154	0.0174	0.1133
MvSl-1064-A1-R4_MC01-1g01724	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01000	0.5317	0.0169	0.0318
MvSl-1064-A1-R4_MC04-1g05445	MvSdioicae-1303-FR02-D-N206-PbcR_C004g03127	0.6469	0.0104	0.016
MvSl-1064-A1-R4_MC02g03374	MvSdioicae-1303-FR02-D-N206-PbcR_C114g13242	0.3916	0.0171	0.0437
MvSl-1064-A1-R4_MC10-1g09680	MvSdioicae-1303-FR02-D-N206-PbcR_C018g08632	0.5334	0.0082	0.0154
MvSl-1064-A1-R4_MC15g12145	MvSdioicae-1303-FR02-D-N206-PbcR_C044g12152	0.5367	0.0303	0.0564
MvSl-1064-A1-R4_MC05-3g06506	MvSdioicae-1303-FR02-D-N206-PbcR_C003g02224	0.4766	0.0044	0.0093
MvSl-1064-A1-R4_MC06g07501	MvSdioicae-1303-FR02-D-N206-PbcR_C027g10329	0.2081	0.0134	0.0642
MvSl-1064-A1-R4_MC03g04864	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01472	0.4616	0	0
MvSl-1064-A1-R4_A1g00553	MvSdioicae-1303-FR02-D-N206-PbcR_C036g11506	0.8803	0.1063	0.1208
MvSl-1064-A1-R4_MC10-1g09596	MvSdioicae-1303-FR02-D-N206-PbcR_C027g10344	0.6581	0.2209	0.3356
MvSl-1064-A1-R4_MC04-1g05387	MvSdioicae-1303-FR02-D-N206-PbcR_C011g06229	0.106	0.0021	0.0195
MvSl-1064-A1-R4_MC14g11871	MvSdioicae-1303-FR02-D-N206-PbcR_C028g10536	98.9996	0.0159	0.0002
MvSl-1064-A1-R4_MC08g08771	MvSdioicae-1303-FR02-D-N206-PbcR_C025g10054	0.5069	0	0
MvSl-1064-A1-R4_MC04-1g05462	MvSdioicae-1303-FR02-D-N206-PbcR_C004g03109	0.6359	0.0042	0.0067
MvSl-1064-A1-R4_MC06g07458	MvSdioicae-1303-FR02-D-N206-PbcR_C027g10382	0.5083	0.0032	0.0063
MvSl-1064-A1-R4_MC12g10772	MvSdioicae-1303-FR02-D-N206-PbcR_C008g05372	0.7034	0	0
MvSl-1064-A1-R4_MC02g03326	MvSdioicae-1303-FR02-D-N206-PbcR_C023g09745	0.1143	0.0011	0.0093
MvSl-1064-A1-R4_MC11g10273	MvSdioicae-1303-FR02-D-N206-PbcR_C007g04770	0.5108	0	0
MvSl-1064-A1-R4_MC07g07673	MvSdioicae-1303-FR02-D-N206-PbcR_C008g04900	0.1142	0.1736	1.5204
MvSl-1064-A1-R4_MC01-1g02827	MvSdioicae-1303-FR02-D-N206-PbcR_C036g11492	98.9996	0.0041	0
MvSl-1064-A1-R4_MC02g03210	MvSdioicae-1303-FR02-D-N206-PbcR_C023g09633	0.001	0	0.0197
MvSl-1064-A1-R4_MC04-1g05816	MvSdioicae-1303-FR02-D-N206-PbcR_C004g02748	0.3125	0.0196	0.0627
MvSl-1064-A1-R4_MC09-2g09322	MvSdioicae-1303-FR02-D-N206-PbcR_C037g11624	0.001	0	0.0213
MvSl-1064-A1-R4_MC06g07325	MvSdioicae-1303-FR02-D-N206-PbcR_C012g06956	98.9996	0.0082	0.0001
MvSl-1064-A1-R4_MC13g11491	MvSdioicae-1303-FR02-D-N206-PbcR_C009g05591	1.1643	0.0151	0.013
MvSl-1064-A1-R4_MC01-1g01975	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01247	1.7642	0.0135	0.0076
MvSl-1064-A1-R4_MC10-1g09728	MvSdioicae-1303-FR02-D-N206-PbcR_C018g08679	98.9996	0.0165	0.0002
MvSl-1064-A1-R4_MC10-2g09957	MvSdioicae-1303-FR02-D-N206-PbcR_C014g07519	1.3428	0.0034	0.0025
MvSl-1064-A1-R4_MC12g10842	MvSdioicae-1303-FR02-D-N206-PbcR_C008g05294	0.9982	0.0117	0.0117
MvSl-1064-A1-R4_MC13g11675	MvSdioicae-1303-FR02-D-N206-PbcR_C009g05776	0.3702	0	0
MvSl-1064-A1-R4_MC03g05201	MvSdioicae-1303-FR02-D-N206-PbcR_C006g04097	0.4072	0.0443	0.1087
MvSl-1064-A1-R4_MC02g03345	MvSdioicae-1303-FR02-D-N206-PbcR_C018g08571	0.3041	0.0157	0.0515
MvSl-1064-A1-R4_MC14g11782	MvSdioicae-1303-FR02-D-N206-PbcR_C040g11881	0.5335	0.0646	0.1211
MvSl-1064-A1-R4_MC03g04987	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00180	0.3243	0.0075	0.0232
MvSl-1064-A1-R4_MC09-2g09182	MvSdioicae-1303-FR02-D-N206-PbcR_C016g08225	0.3881	0.0176	0.0454
MvSl-1064-A1-R4_MC02g03574	MvSdioicae-1303-FR02-D-N206-PbcR_C005g03644	0.5845	0.0071	0.0122
MvSl-1064-A1-R4_MC01-1g02160	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01482	98.9996	0.0195	0.0002
MvSl-1064-A1-R4_MC16g12202	MvSdioicae-1303-FR02-D-N206-PbcR_C032g11033	0.1188	0.0239	0.2009
MvSl-1064-A1-R4_MC01-1g01965	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01234	2.2777	0.0145	0.0064
MvSl-1064-A1-R4_A1g01430	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00097	0.5778	0.0458	0.0792
MvSl-1064-A1-R4_MC06g06895	MvSdioicae-1303-FR02-D-N206-PbcR_C020g09210	0.001	0	0.0053
MvSl-1064-A1-R4_MC04-1g06054	MvSdioicae-1303-FR02-D-N206-PbcR_C031g10970	0.001	0	0.0038
MvSl-1064-A1-R4_MC05-2g06368	MvSdioicae-1303-FR02-D-N206-PbcR_C003g02107	1.0664	0.0499	0.0468
MvSl-1064-A1-R4_A1g01276	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01350	0.6322	0.0431	0.0682
MvSl-1064-A1-R4_MC13g11383	MvSdioicae-1303-FR02-D-N206-PbcR_C009g05472	0.001	0	0.0097
MvSl-1064-A1-R4_MC15g12144	MvSdioicae-1303-FR02-D-N206-PbcR_C027g10353	0.2346	0.6839	2.9149
MvSl-1064-A1-R4_MC10-2g09945	MvSdioicae-1303-FR02-D-N206-PbcR_C003g02114	0.1065	0.248	2.329
MvSl-1064-A1-R4_MC14g11813	MvSdioicae-1303-FR02-D-N206-PbcR_C040g11910	98.9996	0.0021	0
MvSl-1064-A1-R4_MC06g07318	MvSdioicae-1303-FR02-D-N206-PbcR_C012g06949	0.1138	0.0017	0.0148
MvSl-1064-A1-R4_MC02g03769	MvSdioicae-1303-FR02-D-N206-PbcR_C005g03447	0.2547	0.0018	0.0071
MvSl-1064-A1-R4_MC03g04982	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00185	0.001	0	0.0088
MvSl-1064-A1-R4_MC03g04321	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00924	0.491	0.01	0.0204
MvSl-1064-A1-R4_A1g00875	MvSdioicae-1303-FR02-D-N206-PbcR_C017g08359	1.7059	0.026	0.0152
MvSl-1064-A1-R4_MC14g11962	MvSdioicae-1303-FR02-D-N206-PbcR_C051g12532	0.1993	0.0041	0.0206
MvSl-1064-A1-R4_MC11g10317	MvSdioicae-1303-FR02-D-N206-PbcR_C007g04727	0.001	0	0
MvSl-1064-A1-R4_MC01-1g02412	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01716	0.001	0	0.0159
MvSl-1064-A1-R4_MC01-1g02262	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01575	0.3399	0.0121	0.0356
MvSl-1064-A1-R4_MC06g07321	MvSdioicae-1303-FR02-D-N206-PbcR_C012g06952	1.0375	0.009	0.0087
MvSl-1064-A1-R4_MC13g11370	MvSdioicae-1303-FR02-D-N206-PbcR_C009g05461	0.8563	0.0088	0.0103
MvSl-1064-A1-R4_MC09-2g09466	MvSdioicae-1303-FR02-D-N206-PbcR_C019g08917	0.3694	0.0102	0.0276
MvSl-1064-A1-R4_MC11g10708	MvSdioicae-1303-FR02-D-N206-PbcR_C038g11705	0.2532	0.0045	0.0178
MvSl-1064-A1-R4_MC03g05011	MvSdioicae-1303-FR02-D-N206-PbcR_C021g09300	0.4464	0.1678	0.3758
MvSl-1064-A1-R4_A1g00142	MvSdioicae-1303-FR02-D-N206-PbcR_C003g02208	0.8459	0.0719	0.085
MvSl-1064-A1-R4_MC01-1g02154	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01476	1.0444	0.0223	0.0213
MvSl-1064-A1-R4_MC06g07008	MvSdioicae-1303-FR02-D-N206-PbcR_C020g09107	98.9996	0.0271	0.0003
MvSl-1064-A1-R4_A1g00604	MvSdioicae-1303-FR02-D-N206-PbcR_C006g03863	0.4207	0.0354	0.0841
MvSl-1064-A1-R4_A1g00756	MvSdioicae-1303-FR02-D-N206-PbcR_C006g04203	98.9996	0.014	0.0001
MvSl-1064-A1-R4_MC01-1g02761	MvSdioicae-1303-FR02-D-N206-PbcR_C015g07822	7.8013	0.0142	0.0018
MvSl-1064-A1-R4_A1g00461	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01100	0.0071	0.4545	
MvSl-1064-A1-R4_A1g00296	MvSdioicae-1303-FR02-D-N206-PbcR_C011g06342	2.0928	0.0096	0.0046
MvSl-1064-A1-R4_MC12g11273	MvSdioicae-1303-FR02-D-N206-PbcR_C041g11953	0.3136	0.0025	0.0078
MvSl-1064-A1-R4_MC06g07286	MvSdioicae-1303-FR02-D-N206-PbcR_C012g06917	0.3447	0.0023	0.0067
MvSl-1064-A1-R4_MC09-2g09215	MvSdioicae-1303-FR02-D-N206-PbcR_C006g04271	0.7239	0.084	0.116
MvSl-1064-A1-R4_MC05-2g06452	MvSdioicae-1303-FR02-D-N206-PbcR_C003g02171	0.298	0.0065	0.0217
MvSl-1064-A1-R4_MC09-2g09110	MvSdioicae-1303-FR02-D-N206-PbcR_C016g08154	0.338	0.0082	0.0243
MvSl-1064-A1-R4_MC02g03509	MvSdioicae-1303-FR02-D-N206-PbcR_C029g10703	98.9996	0.0147	0.0001
MvSl-1064-A1-R4_MC01-1g02255	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01570	98.9996	0.0034	0
MvSl-1064-A1-R4_MC12g10912	MvSdioicae-1303-FR02-D-N206-PbcR_C008g05221	98.9996	0.0169	0.0002
MvSl-1064-A1-R4_MC08g08877	MvSdioicae-1303-FR02-D-N206-PbcR_C025g09960	0.1771	0.0039	0.0221
MvSl-1064-A1-R4_MC02g03411	MvSdioicae-1303-FR02-D-N206-PbcR_C025g09947	0.7017	0.0293	0.0418
MvSl-1064-A1-R4_A1g00910	MvSdioicae-1303-FR02-D-N206-PbcR_C045g12233	1.1177	0.0091	0.0082
MvSl-1064-A1-R4_A1g00637	MvSdioicae-1303-FR02-D-N206-PbcR_C011g06516	0.2467	0.0628	0.2546
MvSl-1064-A1-R4_MC10-1g09712	MvSdioicae-1303-FR02-D-N206-PbcR_C018g08663	98.9996	0.0058	0.0001
MvSl-1064-A1-R4_MC01-1g02824	MvSdioicae-1303-FR02-D-N206-PbcR_C036g11489	98.9996	0.0119	0.0001
MvSl-1064-A1-R4_MC02g03611	MvSdioicae-1303-FR02-D-N206-PbcR_C005g03603	0.001	0	0.0279
MvSl-1064-A1-R4_MC03g04759	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00473	0.2131	0.0116	0.0544
MvSl-1064-A1-R4_MC14g11961	MvSdioicae-1303-FR02-D-N206-PbcR_C051g12531	0.7662	0.014	0.0182
MvSl-1064-A1-R4_MC07g07853	MvSdioicae-1303-FR02-D-N206-PbcR_C013g07067	98.9996	0.046	0.0005
MvSl-1064-A1-R4_MC04-1g05419	MvSdioicae-1303-FR02-D-N206-PbcR_C030g10748	0.273	0.0266	0.0975
MvSl-1064-A1-R4_MC08g08696	MvSdioicae-1303-FR02-D-N206-PbcR_C034g11304	1.3014	0.0082	0.0063
MvSl-1064-A1-R4_MC11g10612	MvSdioicae-1303-FR02-D-N206-PbcR_C007g04437	0.4861	0.0028	0.0057
MvSl-1064-A1-R4_MC08g08312	MvSdioicae-1303-FR02-D-N206-PbcR_C010g06166	0.5521	0.0235	0.0425
MvSl-1064-A1-R4_MC05-3g06532	MvSdioicae-1303-FR02-D-N206-PbcR_C053g12603	0.1424	0.0156	0.1096
MvSl-1064-A1-R4_MC05-3g06626	MvSdioicae-1303-FR02-D-N206-PbcR_C003g02343	0.1256	0.0015	0.0116
MvSl-1064-A1-R4_MC02g03606	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01665	0.5862	0.0015	0.0026
MvSl-1064-A1-R4_MC01-1g02176	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01497	98.9996	0.0125	0.0001
MvSl-1064-A1-R4_MC07g07776	MvSdioicae-1303-FR02-D-N206-PbcR_C013g07157	0.351	0.0045	0.0127
MvSl-1064-A1-R4_MC13g11462	MvSdioicae-1303-FR02-D-N206-PbcR_C009g05561	98.9996	0.0093	0.0001
MvSl-1064-A1-R4_MC04-1g05415	MvSdioicae-1303-FR02-D-N206-PbcR_C032g11013	0.1252	0.055	0.4398
MvSl-1064-A1-R4_MC12g11140	MvSdioicae-1303-FR02-D-N206-PbcR_C008g04990	0.001	0.0001	0.0546
MvSl-1064-A1-R4_MC02g04082	MvSdioicae-1303-FR02-D-N206-PbcR_C027g10443	0.2651	0.0162	0.0613
MvSl-1064-A1-R4_MC04-1g06059	MvSdioicae-1303-FR02-D-N206-PbcR_C031g10976	0.288	0.0099	0.0345
MvSl-1064-A1-R4_MC11g10731	MvSdioicae-1303-FR02-D-N206-PbcR_C029g10724	0.0903	0.1183	1.3102
MvSl-1064-A1-R4_MC07g08138	MvSdioicae-1303-FR02-D-N206-PbcR_C021g09316	0.2163	0.0032	0.0147
MvSl-1064-A1-R4_MC01-1g02506	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01807	0.1346	0.0024	0.0176
MvSl-1064-A1-R4_A1g01251	MvSdioicae-1303-FR02-D-N206-PbcR_C006g04149	0.4955	0	0
MvSl-1064-A1-R4_MC04-1g05818	MvSdioicae-1303-FR02-D-N206-PbcR_C004g02746	0.5446	0.0369	0.0678
MvSl-1064-A1-R4_MC03g05082	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00123	98.9996	0.0105	0.0001
MvSl-1064-A1-R4_MC12g11005	MvSdioicae-1303-FR02-D-N206-PbcR_C008g05130	0.3947	0	0
MvSl-1064-A1-R4_MC09-2g08978	MvSdioicae-1303-FR02-D-N206-PbcR_C048g12405	0.1148	0.0063	0.055
MvSl-1064-A1-R4_MC12g11251	MvSdioicae-1303-FR02-D-N206-PbcR_C041g11975	0.001	0	0
MvSl-1064-A1-R4_MC10-1g09813	MvSdioicae-1303-FR02-D-N206-PbcR_C018g08685	98.9996	0.0079	0.0001
MvSl-1064-A1-R4_MC12g11171	MvSdioicae-1303-FR02-D-N206-PbcR_C008g04960	98.9996	0.0182	0.0002
MvSl-1064-A1-R4_MC02g04023	MvSdioicae-1303-FR02-D-N206-PbcR_C005g03212	98.9996	0.0169	0.0002
MvSl-1064-A1-R4_MC07g07751	MvSdioicae-1303-FR02-D-N206-PbcR_C013g07182	98.9996	0.0096	0.0001
MvSl-1064-A1-R4_MC02g03311	MvSdioicae-1303-FR02-D-N206-PbcR_C023g09731	0.4282	0.0058	0.0136
MvSl-1064-A1-R4_MC15g12093	MvSdioicae-1303-FR02-D-N206-PbcR_C033g11155	0.001	0	0.0287
MvSl-1064-A1-R4_MC05-2g06469	MvSdioicae-1303-FR02-D-N206-PbcR_C003g02187	98.9996	0.007	0.0001
MvSl-1064-A1-R4_MC03g04595	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00668	0.2202	0.002	0.009
MvSl-1064-A1-R4_MC02g03774	MvSdioicae-1303-FR02-D-N206-PbcR_C005g03442	0.4978	0	0
MvSl-1064-A1-R4_MC02g03560	MvSdioicae-1303-FR02-D-N206-PbcR_C005g03658	0.3039	0.0096	0.0316
MvSl-1064-A1-R4_MC05-3g06667	MvSdioicae-1303-FR02-D-N206-PbcR_C003g02383	0.1651	0.0028	0.0167
MvSl-1064-A1-R4_MC02g04118	MvSdioicae-1303-FR02-D-N206-PbcR_C022g09512	0.001	0	0.0161
MvSl-1064-A1-R4_MC09-2g09086	MvSdioicae-1303-FR02-D-N206-PbcR_C016g08130	0.4025	0	0
MvSl-1064-A1-R4_MC02g03975	MvSdioicae-1303-FR02-D-N206-PbcR_C005g03259	98.9996	0.0066	0.0001
MvSl-1064-A1-R4_MC01-2g02995	MvSdioicae-1303-FR02-D-N206-PbcR_C036g11472	0.3832	0	0
MvSl-1064-A1-R4_MC03g05240	MvSdioicae-1303-FR02-D-N206-PbcR_C047g12312	0.001	0.0001	0.0797
MvSl-1064-A1-R4_MC15g12032	MvSdioicae-1303-FR02-D-N206-PbcR_C033g11214	0.7318	0.0133	0.0181
MvSl-1064-A1-R4_MC04-1g05448	MvSdioicae-1303-FR02-D-N206-PbcR_C004g03123	0.5525	0.1269	0.2296
MvSl-1064-A1-R4_MC03g04485	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00748	98.9996	0.0125	0.0001
MvSl-1064-A1-R4_MC05-1g06221	MvSdioicae-1303-FR02-D-N206-PbcR_C003g01924	0.001	0	0
MvSl-1064-A1-R4_MC06g07009	MvSdioicae-1303-FR02-D-N206-PbcR_C020g09106	0.8429	0.0141	0.0167
MvSl-1064-A1-R4_MC09-2g09379	MvSdioicae-1303-FR02-D-N206-PbcR_C019g09005	98.9996	0.005	0.0001
MvSl-1064-A1-R4_MC10-1g09679	MvSdioicae-1303-FR02-D-N206-PbcR_C018g08631	0.9438	0.0073	0.0077
MvSl-1064-A1-R4_MC11g10401	MvSdioicae-1303-FR02-D-N206-PbcR_C007g04640	1.9011	0.0123	0.0065
