gida1	a1prot	a1cds	gida2	a2prot	a2cds	part8	youngold	intron_nr_a1	intron_mean_a1	intron_total_a1	intron_nr_a2	intron_mean_a2	intron_total_a2	intron_nr_diff	intron_mean_diff	intron_total_diff	start	end	logCPM	logFC.A1.A2	abs	PV.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2	DE	DE2
MvSl-1064-A1-R4_MC12g11268	1225	3678	MvSl-1064-A2-R4_MC12g11531	1225	3678	Auto	Auto	5	114.8	574	5	114.8	574	0	0	0	1313886	1314246	7.95055653	0.22112712	0.22112712	0.32909837	0.9041087	8.20743758	7.88857021	7.71350052	7.9484819	NON	NON
MvSl-1064-A1-R4_MC12g11269	1406	4221	MvSl-1064-A2-R4_MC12g11532	1406	4221	Auto	Auto	7	106.857	748	7	106.857	748	0	0	0	1315168	1318257	6.14532131	0.42743936	0.42743936	0.03013647	0.26560482	6.41951952	6.26148224	5.82547033	6.00093484	NON	NON
MvSl-1064-A1-R4_MC12g11271	586	1761	MvSl-1064-A2-R4_MC12g11534	586	1761	Auto	Auto	7	105.143	736	7	105.143	736	0	0	0	1318767	1319368	6.80506082	0.3504955	0.3504955	0.06034805	0.4177453	7.06247733	6.86984249	6.56059808	6.67552173	NON	NON
MvSl-1064-A1-R4_MC12g11272	88	267	MvSl-1064-A2-R4_MC12g11535	88	267	Auto	Auto	1	94	94	1	94	94	0	0	0	1324292	1325184	3.99633018	0.32918043	0.32918043	0.23129781	0.80413378	4.01525225	4.2724414	3.83179425	3.8128533	NON	NON
MvSl-1064-A1-R4_MC12g11273	595	1788	MvSl-1064-A2-R4_MC12g11536	595	1788	Auto	Auto	14	93	1302	14	93	1302	0	0	0	1325547	1330139	7.668898456	-1.606021691	1.606021691	1.42E-14	1.16E-12	6.712623335	6.593276345	8.252573007	8.265986475	Down	DE
MvSl-1064-A1-R4_MC12g11274	143	432	MvSl-1064-A2-R4_MC12g11537	143	432	Auto	Auto	2	85	170	2	85	170	0	0	0	1332923	1338223	4.01001966	0.5209151	0.5209151	0.0747096	0.47451142	4.0110293	4.44465558	3.87424581	3.56086785	NON	NON
MvSl-1064-A1-R4_MC12g11277	280	843	MvSl-1064-A2-R4_MC12g11540	280	843	Auto	Auto	1	50	50	1	50	50	0	0	0	1338682	1340752	0.60481246	0.18982616	0.18982616	0.67406093	0.99994992	0.60277561	0.76793189	0.56823438	0.44804486	NON	NON
MvSl-1064-A1-R4_MC13g11290	476	1431	MvSl-1064-A2-R4_MC13g11551	470	1413	Auto	Auto	2	83	166	2	83	166	0	0	0	4198	6990	0.69647973	0.26141155	0.26141155	0.61020883	0.9930078	1.32834859	-0.0057371	0.56823438	0.55978942	NON	NON
MvSl-1064-A1-R4_MC13g11291	721	2166	MvSl-1064-A2-R4_MC13g11552	721	2166	Auto	Auto	6	104.5	627	6	104.5	627	0	0	0	7145	9002	5.43310981	0.24618613	0.24618613	0.25844941	0.84148104	5.45813509	5.63705776	5.20899414	5.39467621	NON	NON
MvSl-1064-A1-R4_MC13g11292	539	1620	MvSl-1064-A2-R4_MC13g11553	539	1620	Auto	Auto	3	79.3333	238	3	79.3333	238	0	0	0	11170	13528	5.28305475	0.17060645	0.17060645	0.45385829	0.97508312	5.24992491	5.47226976	5.09021262	5.29323315	NON	NON
MvSl-1064-A1-R4_MC13g11293	762	2289	MvSl-1064-A2-R4_MC13g11554	762	2289	Auto	Auto	1	70	70	1	70	70	0	0	0	13995	16440	3.95317386	-0.1790339	0.17903394	0.5085807	0.9829017	3.86424765	3.85990895	4.00417307	4.07510345	NON	NON
MvSl-1064-A1-R4_MC13g11294	508	1527	MvSl-1064-A2-R4_MC13g11555	508	1527	Auto	Auto	9	102.111	919	9	102.111	919	0	0	0	16773	21548	2.99282853	-0.0884627	0.0884627	0.77636589	0.99994992	2.9467383	2.9512429	3.04141966	3.03135028	NON	NON
MvSl-1064-A1-R4_MC13g11295	1446	4341	MvSl-1064-A2-R4_MC13g11556	1446	4341	Auto	Auto	5	87	435	5	87	435	0	0	0	22874	24136	7.25538809	-0.0722224	0.07222243	0.71005113	0.99994992	7.2479545	7.18919479	7.24750923	7.3333427	NON	NON
MvSl-1064-A1-R4_MC13g11296	392	1179	MvSl-1064-A2-R4_MC13g11557	392	1179	Auto	Auto	1	84	84	1	84	84	0	0	0	24376	26342	7.42710942	0.13296935	0.13296935	0.52182523	0.98553807	7.35969566	7.61315548	7.46144988	7.24885087	NON	NON
MvSl-1064-A1-R4_MC13g11297	487	1464	MvSl-1064-A2-R4_MC13g11558	487	1464	Auto	Auto	5	100.6	503	5	100.6	503	0	0	0	26686	27404	4.86617831	-0.1245057	0.12450573	0.62281836	0.99612824	4.66059424	4.9326326	5.11918357	4.70506799	NON	NON
MvSl-1064-A1-R4_MC13g11298	204	615	MvSl-1064-A2-R4_MC13g11559	204	615	Auto	Auto	1	104	104	1	104	104	0	0	0	30190	32387	4.26799759	0.11298835	0.11298835	0.74141589	0.99994992	4.03202154	4.56441569	4.62081014	3.63290815	NON	NON
MvSl-1064-A1-R4_MC13g11299	626	1881	MvSl-1064-A2-R4_MC13g11560	626	1881	Auto	Auto	4	79.25	317	4	79.25	317	0	0	0	33153	33806	4.43485595	0.69332148	0.69332148	0.0105499	0.12270895	4.8802373	4.57871015	3.83716951	4.23094089	NON	NON
MvSl-1064-A1-R4_MC13g11300	173	522	MvSl-1064-A2-R4_MC13g11561	173	522	Auto	Auto	2	66	132	2	66	132	0	0	0	36371	37152	1.64991074	-0.3160076	0.31600756	0.43800397	0.96737159	1.09291754	1.80462205	1.74115494	1.85455347	NON	NON
MvSl-1064-A1-R4_MC13g11302	197	594	MvSl-1064-A2-R4_MC13g11563	197	594	Auto	Auto	2	94	188	2	94	188	0	0	0	38160	40382	3.05543533	0.11722914	0.11722914	0.71853162	0.99994992	3.24884138	2.96000574	2.79854015	3.16988074	NON	NON
MvSl-1064-A1-R4_MC13g11303	655	1968	MvSl-1064-A2-R4_MC13g11564	655	1968	Auto	Auto	4	63.75	255	4	63.75	255	0	0	0	41243	43714	5.36191619	0.41631233	0.41631233	0.0572844	0.40655721	5.53514688	5.57281182	5.03046475	5.23970498	NON	NON
MvSl-1064-A1-R4_MC13g11304	744	2235	MvSl-1064-A2-R4_MC13g11565	744	2235	Auto	Auto	3	79	237	3	79	237	0	0	0	44834	45034	8.4044544	-0.0179366	0.0179366	0.93901108	0.99994992	8.44822805	8.34069655	8.32346636	8.49806189	NON	NON
MvSl-1064-A1-R4_MC13g11306	66	201	MvSl-1064-A2-R4_MC13g11567	66	201	Auto	Auto	1	0	0	1	0	0	0	0	0	45115	46768	2.68518637	0.45935407	0.45935407	0.16273972	0.70042146	2.86486483	2.91564938	2.5063261	2.36583001	NON	NON
MvSl-1064-A1-R4_MC13g11307	413	1242	MvSl-1064-A2-R4_MC13g11568	413	1242	Auto	Auto	3	137.333	412	3	137.333	412	0	0	0	53736	55376	5.510465073	1.00224516	1.00224516	1.73E-05	0.000458589	6.066619618	5.766324584	4.720159705	5.103424629	Up	DE
MvSl-1064-A1-R4_MC13g11310	359	1080	MvSl-1064-A2-R4_MC13g11571	359	1080	Auto	Auto	3	187	561	3	187	561	0	0	0	55659	56428	1.9895519	-0.0542222	0.05422215	0.88073568	0.99994992	2.02531851	1.89877907	1.99307669	2.03941395	NON	NON
MvSl-1064-A1-R4_MC13g11311	225	678	MvSl-1064-A2-R4_MC13g11572	225	678	Auto	Auto	1	92	92	1	92	92	0	0	0	56921	68560	5.28415119	0.1372767	0.1372767	0.5440906	0.99034285	5.47815932	5.21111404	5.20484187	5.22282707	NON	NON
MvSl-1064-A1-R4_MC13g11312	3553	10662	MvSl-1064-A2-R4_MC13g11573	3553	10662	Auto	Auto	11	88.9091	978	11	88.9091	978	0	0	0	68621	69255	8.31101269	0.36236712	0.36236712	0.12644731	0.6364729	8.64313756	8.29770495	8.10079048	8.13595105	NON	NON
MvSl-1064-A1-R4_MC13g11313	127	384	MvSl-1064-A2-R4_MC13g11574	127	384	Auto	Auto	3	83.6667	251	3	83.6667	251	0	0	0	73742	75047	2.56442377	0.47635072	0.47635072	0.22848136	0.80199747	3.11358255	2.33580535	1.95402748	2.59297159	NON	NON
MvSl-1064-A1-R4_MC13g11317	1444	4335	MvSl-1064-A2-R4_MC13g11578	1444	4335	Auto	Auto	9	208.222	1874	9	208.222	1874	0	0	0	82044	82761	3.30021603	-0.7941232	0.79412316	0.00960938	0.11489593	2.99029286	2.7128506	3.61110225	3.67694715	NON	NON
MvSl-1064-A1-R4_MC13g11318	158	477	MvSl-1064-A2-R4_MC13g11579	158	477	Auto	Auto	2	120.5	241	2	120.5	241	0	0	0	82805	83450	1.65855635	0.14803729	0.14803729	0.72082976	0.99994992	2.02531851	1.35105268	1.34808921	1.78726626	NON	NON
MvSl-1064-A1-R4_MC13g11319	148	447	MvSl-1064-A2-R4_MC13g11580	148	447	Auto	Auto	2	99.5	199	2	99.5	199	0	0	0	84463	86934	2.11799934	-0.093464	0.09346401	0.79261679	0.99994992	2.04197186	2.10246043	2.04973754	2.27049897	NON	NON
MvSl-1064-A1-R4_MC13g11320	744	2235	MvSl-1064-A2-R4_MC13g11581	744	2235	Auto	Auto	3	79	237	3	79	237	0	0	0	87818	88973	8.97039966	-0.0512505	0.05125052	0.84759104	0.99994992	9.06306442	8.81544137	8.84623431	9.13131842	NON	NON
MvSl-1064-A1-R4_MC13g11321	210	633	MvSl-1064-A2-R4_MC13g11582	210	633	Auto	Auto	4	130.75	523	4	130.75	523	0	0	0	90685	93386	5.14759711	0.37141334	0.37141334	0.11900615	0.61884648	5.37841951	5.25983165	4.73463322	5.13759527	NON	NON
MvSl-1064-A1-R4_MC13g11324	731	2196	MvSl-1064-A2-R4_MC13g11585	731	2196	Auto	Auto	5	101.2	506	5	101.2	506	0	0	0	94016	95246	2.11272673	-0.3787934	0.37879339	0.34205296	0.9166057	2.27113264	1.45389196	2.10425691	2.45525028	NON	NON
MvSl-1064-A1-R4_MC13g11325	263	792	MvSl-1064-A2-R4_MC13g11586	263	792	Auto	Auto	3	146.333	439	3	146.333	439	0	0	0	103156	103770	4.270038039	1.128857814	1.128857814	1.91E-05	0.000501737	4.804179799	4.634512433	3.629806773	3.567567658	Up	DE
MvSl-1064-A1-R4_MC13g11329	134	405	MvSl-1064-A2-R4_MC13g11590	134	405	Auto	Auto	2	105	210	2	105	210	0	0	0	103846	105922	3.34316252	0.61374844	0.61374844	0.05173547	0.38128148	3.66901297	3.55327778	3.21661745	2.75435652	NON	NON
MvSl-1064-A1-R4_MC13g11330	557	1674	MvSl-1064-A2-R4_MC13g11591	557	1674	Auto	Auto	5	80.6	403	5	80.6	403	0	0	0	105993	107860	6.012093121	-0.637160617	0.637160617	0.002644193	0.039381899	5.785595495	5.521937747	6.445655281	6.128749724	Down	DE
MvSl-1064-A1-R4_MC13g11331	366	1101	MvSl-1064-A2-R4_MC13g11592	366	1101	Auto	Auto	11	69.7273	767	11	69.7273	767	0	0	0	108542	109287	9.75008309	-0.3956681	0.3956681	0.21177657	0.78206389	9.62008965	9.45260514	10.2031019	9.60391586	NON	NON
MvSl-1064-A1-R4_MC13g11333	161	486	MvSl-1064-A2-R4_MC13g11594	161	486	Auto	Auto	3	86.6667	260	3	86.6667	260	0	0	0	109343	111790	3.937244398	1.236517272	1.236517272	2.35E-05	0.000608092	4.600029419	4.215032875	3.289010405	3.08836837	Up	DE
MvSl-1064-A1-R4_MC13g11334	487	1464	MvSl-1064-A2-R4_MC13g11595	487	1464	Auto	Auto	8	123	984	8	123	984	0	0	0	120265	122966	4.70296312	0.25340911	0.25340911	0.40681184	0.95251621	4.28030098	5.21660907	4.57650325	4.56477692	NON	NON
MvSl-1064-A1-R4_MC13g11340	710	2133	MvSl-1064-A2-R4_MC13g11601	710	2133	Auto	Auto	6	94.8333	569	6	94.8333	569	0	0	0	132207	132395	2.71308913	0.07864687	0.07864687	0.81397827	0.99994992	2.76808899	2.73344054	2.4790778	2.84538393	NON	NON
MvSl-1064-A1-R4_MC13g11347	62	189	MvSl-1064-A2-R4_MC13g11608	62	189	Auto	Auto	1	0	0	1	0	0	0	0	0	132709	133141	1.04828762	-0.0138287	0.01382865	0.97648754	0.99994992	1.40759126	0.5530935	0.66812985	1.36327874	NON	NON
MvSl-1064-A1-R4_MC13g11348	116	351	MvSl-1064-A2-R4_MC13g11609	116	351	Auto	Auto	1	82	82	1	82	82	0	0	0	133183	134053	2.9440318	-0.0081692	0.00816918	0.97940371	0.99994992	2.84602204	3.02825588	2.96491469	2.93100721	NON	NON
MvSl-1064-A1-R4_MC13g11350	1573	4722	MvSl-1064-A2-R4_MC13g11611	1573	4722	Auto	Auto	3	74.3333	223	3	74.3333	223	0	0	0	139832	140469	8.96434236	-0.0376309	0.03763093	0.89605152	0.99994992	9.16112797	8.69168084	8.73761217	9.19273761	NON	NON
MvSl-1064-A1-R4_MC13g11351	192	579	MvSl-1064-A2-R4_MC13g11612	192	579	Auto	Auto	1	59	59	1	59	59	0	0	0	140619	141071	5.26362696	-0.2282847	0.2282847	0.54452901	0.99046301	5.69373252	4.25118001	5.0629438	5.62890572	NON	NON
MvSl-1064-A1-R4_MC13g11352	150	453	MvSl-1064-A2-R4_MC13g11613	150	453	Auto	Auto	1	0	0	1	0	0	0	0	0	141446	144203	5.01805149	-0.1868178	0.18681779	0.65157924	0.99994992	5.4750967	4.0151211	4.5603437	5.50524219	NON	NON
MvSl-1064-A1-R4_MC13g11353	675	2028	MvSl-1064-A2-R4_MC13g11614	675	2028	Auto	Auto	8	91.25	730	8	91.25	730	0	0	0	144550	145184	6.37555283	-0.1303395	0.13033954	0.4851018	0.97925273	6.35100617	6.26590596	6.44829211	6.43018441	NON	NON
MvSl-1064-A1-R4_MC13g11354	158	477	MvSl-1064-A2-R4_MC13g11615	158	477	Auto	Auto	1	158	158	1	158	158	0	0	0	145539	147253	6.16081276	-0.0290722	0.02907225	0.88843226	0.99994992	5.97419721	6.29995317	6.28874616	6.05199464	NON	NON
MvSl-1064-A1-R4_MC13g11355	412	1239	MvSl-1064-A2-R4_MC13g11616	412	1239	Auto	Auto	4	119	476	4	119	476	0	0	0	147634	149080	5.58805749	-0.1088159	0.10881586	0.62157158	0.995537	5.47202757	5.59126017	5.82140791	5.43553617	NON	NON
MvSl-1064-A1-R4_MC13g11356	340	1023	MvSl-1064-A2-R4_MC13g11617	340	1023	Auto	Auto	3	141.333	424	3	141.333	424	0	0	0	151146	151351	0.22915308	-1.4249003	1.42490027	0.00786216	0.09684963	-1.3795735	-0.0057371	0.761554	0.76024789	NON	NON
MvSl-1064-A1-R4_MC13g11360	1305	3918	MvSl-1064-A2-R4_MC13g11621	1343	4032	Auto	Auto	4	69.5	388	4	97	278	0	-27.5	110	158550	159079	4.81654448	-0.1341199	0.13411986	0.58957798	0.9930078	4.65789576	4.83359581	5.0514279	4.68979587	NON	NON
MvSl-1064-A1-R4_MC13g11361	107	324	MvSl-1064-A2-R4_MC13g11622	107	324	Auto	Auto	1	206	206	1	206	206	0	0	0	160788	161746	2.62723333	-0.7718009	0.77180088	0.03679658	0.30720115	2.28518974	2.11820395	2.55932574	3.28004151	NON	NON
MvSl-1064-A1-R4_MC13g11362	275	828	MvSl-1064-A2-R4_MC13g11623	275	828	Auto	Auto	2	65.5	131	2	65.5	131	0	0	0	162370	163227	4.58452704	0.19058109	0.19058109	0.43554811	0.96737159	4.71092914	4.63997576	4.50400659	4.46783031	NON	NON
MvSl-1064-A1-R4_MC13g11363	172	519	MvSl-1064-A2-R4_MC13g11624	172	519	Auto	Auto	3	113	339	3	113	339	0	0	0	163595	166821	6.16997348	0.12683204	0.12683204	0.51228595	0.9829017	6.21075451	6.25259391	6.18927324	6.01570868	NON	NON
MvSl-1064-A1-R4_MC13g11364	766	2301	MvSl-1064-A2-R4_MC13g11625	766	2301	Auto	Auto	11	84.1818	926	11	84.1818	926	0	0	0	167391	169793	7.16505208	-0.2189091	0.21890905	0.25406046	0.83511146	7.06298736	7.040146	7.18511873	7.35092584	NON	NON
MvSl-1064-A1-R4_MC13g11365	670	2013	MvSl-1064-A2-R4_MC13g11626	670	2013	Auto	Auto	5	78	390	5	78	390	0	0	0	169995	170454	2.48205677	-0.5527615	0.55276146	0.13713134	0.64913388	2.49325897	1.80462205	2.58511287	2.86727085	NON	NON
MvSl-1064-A1-R4_MC13g11369	206	621	MvSl-1064-A2-R4_MC13g11630	206	621	Auto	Auto	2	100.5	201	2	100.5	201	0	0	0	175450	178220	0.48229574	0.11231337	0.11231337	0.8079734	0.99994992	0.68989019	0.35473375	0.28326754	0.55978942	NON	NON
MvSl-1064-A1-R4_MC13g11370	826	2481	MvSl-1064-A2-R4_MC13g11631	826	2481	Auto	Auto	3	96.6667	290	3	96.6667	290	0	0	0	179876	181296	5.83723281	0.18645973	0.18645973	0.39165362	0.94449839	6.09781681	5.7334812	5.64262375	5.8331482	NON	NON
MvSl-1064-A1-R4_MC13g11371	417	1254	MvSl-1064-A2-R4_MC13g11632	417	1254	Auto	Auto	2	83.5	167	2	83.5	167	0	0	0	181613	183217	7.06601621	0.12662097	0.12662097	0.51200472	0.9829017	7.14138887	7.114143	6.86488843	7.1260096	NON	NON
MvSl-1064-A1-R4_MC13g11372	437	1314	MvSl-1064-A2-R4_MC13g11633	437	1314	Auto	Auto	3	97	291	3	97	291	0	0	0	183829	185893	5.29303674	0.00080582	0.00080582	0.99726458	0.99994992	5.18580531	5.39359828	5.45782844	5.10572803	NON	NON
MvSl-1064-A1-R4_MC13g11373	462	1389	MvSl-1064-A2-R4_MC13g11634	462	1389	Auto	Auto	8	84.625	677	8	84.5	676	0	0.125	1	189970	190390	6.36311918	-0.0046207	0.00462066	0.98041464	0.99994992	6.30776359	6.41196591	6.32363078	6.40609003	NON	NON
MvSl-1064-A1-R4_MC13g11375	117	354	MvSl-1064-A2-R4_MC13g11636	117	354	Auto	Auto	1	67	67	1	67	67	0	0	0	190956	193259	5.24231585	0.25942906	0.25942906	0.23421999	0.81037322	5.3519513	5.37897029	5.11918357	5.0941741	NON	NON
MvSl-1064-A1-R4_MC13g11376	628	1887	MvSl-1064-A2-R4_MC13g11637	628	1887	Auto	Auto	6	69.5	417	6	69.5	417	0	0	0	193998	194156	5.62561343	0.19204445	0.19204445	0.42680536	0.96486423	5.95673798	5.43189631	5.33021757	5.69923143	NON	NON
MvSl-1064-A1-R4_MC13g11377	52	159	MvSl-1064-A2-R4_MC13g11638	52	159	Auto	Auto	1	0	0	1	0	0	0	0	0	194674	198384	0.23614282	0.62776397	0.62776397	0.19722026	0.7605034	0.64699033	0.30056873	-0.1551545	-0.0296367	NON	NON
MvSl-1064-A1-R4_MC13g11378	991	2976	MvSl-1064-A2-R4_MC13g11639	991	2976	Auto	Auto	5	147	735	5	147	735	0	0	0	199002	201778	7.86779303	0.23180188	0.23180188	0.35025045	0.9205317	8.14954442	7.78542653	7.45359702	7.99115582	NON	NON
MvSl-1064-A1-R4_MC13g11379	658	1977	MvSl-1064-A2-R4_MC13g11640	658	1977	Auto	Auto	10	80	800	10	80	800	0	0	0	202413	202580	5.81318926	0.19316052	0.19316052	0.44831608	0.97133441	6.03369244	5.76632458	5.31102985	6.02790569	NON	NON
MvSl-1064-A1-R4_MC13g11381	561	1686	MvSl-1064-A2-R4_MC13g11642	561	1686	Auto	Auto	3	82	246	3	82	246	0	0	0	205275	205989	5.57103995	0.61365013	0.61365013	0.00708922	0.08886138	6.04406314	5.61225765	5.13672694	5.32125397	NON	NON
MvSl-1064-A1-R4_MC13g11382	150	453	MvSl-1064-A2-R4_MC13g11643	150	453	Auto	Auto	1	262	262	1	262	262	0	0	0	208250	208969	4.73466328	-0.3500736	0.35007365	0.22478642	0.79705479	4.32521267	4.74511018	5.20276125	4.51365256	NON	NON
MvSl-1064-A1-R4_MC13g11385	337	1014	MvSl-1064-A2-R4_MC13g11646	337	1014	Auto	Auto	5	78.6	393	5	78.6	393	0	0	0	212120	214364	4.38734857	0.09616595	0.09616595	0.70977744	0.99994992	4.34882899	4.514727	4.44185584	4.22671425	NON	NON
MvSl-1064-A1-R4_MC13g11386	430	1293	MvSl-1064-A2-R4_MC13g11647	430	1293	Auto	Auto	7	136	952	7	136	952	0	0	0	215443	216841	8.33410673	-0.5428682	0.54286822	0.02202984	0.21235882	8.18582336	7.87212541	8.5465803	8.61303598	NON	NON
MvSl-1064-A1-R4_MC13g11387	256	771	MvSl-1064-A2-R4_MC13g11648	256	771	Auto	Auto	3	209.333	628	3	209.333	628	0	0	0	217408	220374	6.46846334	0.07492954	0.07492954	0.68879779	0.99994992	6.47192629	6.53801972	6.4243853	6.43660318	NON	NON
MvSl-1064-A1-R4_MC13g11388	846	2541	MvSl-1064-A2-R4_MC13g11649	846	2541	Auto	Auto	6	71	426	6	71	426	0	0	0	221344	221545	5.76284832	0.0013757	0.0013757	0.99485268	0.99994992	5.79790387	5.72836134	5.91841952	5.58665374	NON	NON
MvSl-1064-A1-R4_MC13g11389	42	129	MvSl-1064-A2-R4_MC13g11650	42	129	Auto	Auto	1	73	73	1	73	73	0	0	0	223207	224609	2.55558853	-0.0581836	0.05818359	0.87446532	0.99994992	2.39297215	2.64925666	2.89447411	2.18594273	NON	NON
MvSl-1064-A1-R4_MC13g11391	255	768	MvSl-1064-A2-R4_MC13g11652	255	768	Auto	Auto	5	127	636	5	127.2	635	0	-0.2	1	225066	227736	6.18781369	0.06669468	0.06669468	0.77041795	0.99994992	6.03681149	6.38375019	6.39096709	5.87020103	NON	NON
MvSl-1064-A1-R4_MC13g11392	809	2430	MvSl-1064-A2-R4_MC13g11653	809	2430	Auto	Auto	1	241	241	1	241	241	0	0	0	228741	229349	7.57421327	0.07109707	0.07109707	0.72224704	0.99994992	7.63409266	7.58404554	7.56104659	7.51502255	NON	NON
MvSl-1064-A1-R4_MC13g11393	109	330	MvSl-1064-A2-R4_MC13g11654	109	330	Auto	Auto	2	139.5	279	2	139.5	279	0	0	0	230308	230535	0.08895164	0.85612837	0.85612837	0.10454585	0.57923687	0.77204271	-0.0756545	-0.3369155	-0.3960437	NON	NON
MvSl-1064-A1-R4_MC13g11394	75	228	MvSl-1064-A2-R4_MC13g11655	75	228	Auto	Auto	1	0	0	1	0	0	0	0	0	231537	233376	7.62673603	0.23181999	0.23181999	0.33929353	0.9141779	7.99749149	7.42106277	7.32415934	7.66781249	NON	NON
MvSl-1064-A1-R4_MC13g11395	523	1572	MvSl-1064-A2-R4_MC13g11656	523	1572	Auto	Auto	3	89.3333	268	3	89.3333	268	0	0	0	233621	235032	7.31331413	0.22471703	0.22471703	0.25427114	0.83511146	7.35136871	7.48772365	7.20811958	7.18492975	NON	NON
MvSl-1064-A1-R4_MC13g11396	415	1248	MvSl-1064-A2-R4_MC13g11657	415	1248	Auto	Auto	2	82	164	2	82	164	0	0	0	236291	239016	8.0874165	0.10893076	0.10893076	0.6569712	0.99994992	7.83827031	8.39077198	8.01386691	8.04975253	NON	NON
MvSl-1064-A1-R4_MC13g11397	698	2097	MvSl-1064-A2-R4_MC13g11658	698	2097	Auto	Auto	8	78.625	629	8	78.625	629	0	0	0	239495	241783	6.67039212	0.09285595	0.09285595	0.62508584	0.99783523	6.72556743	6.7063069	6.53436498	6.70696369	NON	NON
MvSl-1064-A1-R4_MC13g11398	562	1689	MvSl-1064-A2-R4_MC13g11659	562	1689	Auto	Auto	4	150	600	4	150	600	0	0	0	243471	247764	8.86457771	0.37785237	0.37785237	0.1979167	0.76250107	9.26430251	8.77690661	8.36033393	8.91360157	NON	NON
MvSl-1064-A1-R4_MC13g11399	1193	3582	MvSl-1064-A2-R4_MC13g11660	1193	3582	Auto	Auto	11	64.7273	712	11	64.7273	712	0	0	0	248112	250807	3.71210908	-0.1750784	0.17507836	0.54501955	0.99072027	3.63099249	3.61560977	3.62359884	3.95249085	NON	NON
MvSl-1064-A1-R4_MC13g11400	794	2385	MvSl-1064-A2-R4_MC13g11661	794	2385	Auto	Auto	4	77.75	311	4	77.75	311	0	0	0	251243	256887	8.00793169	0.34264041	0.34264041	0.30160654	0.88702443	8.48065764	7.77087137	7.20915641	8.25746558	NON	NON
MvSl-1064-A1-R4_MC13g11401	1604	4815	MvSl-1064-A2-R4_MC13g11662	1604	4815	Auto	Auto	10	83	830	10	83	830	0	0	0	257560	258207	8.27533068	-0.2414211	0.24142106	0.31022594	0.89450705	8.24208144	8.05091676	8.22464685	8.54018368	NON	NON
MvSl-1064-A1-R4_MC13g11404	764	2295	MvSl-1064-A2-R4_MC13g11665	764	2295	Auto	Auto	7	79.8571	559	7	79.8571	559	0	0	0	263170	265598	5.96486104	-0.2423378	0.24233781	0.22573853	0.79844382	5.73528423	5.93581401	6.10711366	6.05438156	NON	NON
MvSl-1064-A1-R4_MC13g11405	601	1806	MvSl-1064-A2-R4_MC13g11666	601	1806	Auto	Auto	5	124.6	623	5	124.6	623	0	0	0	266335	271177	4.55082262	-0.2404368	0.24043677	0.35248637	0.9205317	4.62511401	4.19661391	4.651645	4.68055439	NON	NON
MvSl-1064-A1-R4_MC13g11406	1510	4533	MvSl-1064-A2-R4_MC13g11667	1510	4533	Auto	Auto	4	77.5	310	4	77.5	310	0	0	0	272090	273993	3.99447845	0.11217263	0.11217263	0.71225801	0.99994992	4.27678762	3.77803558	3.68450791	4.15289951	NON	NON
MvSl-1064-A1-R4_MC13g11407	590	1773	MvSl-1064-A2-R4_MC13g11668	590	1773	Auto	Auto	2	65.5	131	2	65.5	131	0	0	0	274892	277321	5.14605253	0.1665513	0.1665513	0.49917602	0.98130788	5.46123389	4.9459266	5.02576461	5.0941741	NON	NON
MvSl-1064-A1-R4_MC13g11408	524	1575	MvSl-1064-A2-R4_MC13g11669	524	1575	Auto	Auto	6	142.5	855	6	142.5	855	0	0	0	279301	279741	3.38318545	-0.0795389	0.07953893	0.79070208	0.99994992	3.24884138	3.43254958	3.38020842	3.46364914	NON	NON
MvSl-1064-A1-R4_MC13g11409	146	441	MvSl-1064-A2-R4_MC13g11670	146	441	Auto	Auto	1	0	0	1	0	0	0	0	0	280134	281318	0.09920943	-0.1543963	0.15439628	0.78021157	0.99994992	-0.8024292	0.5530935	0.40408779	-0.112888	NON	NON
MvSl-1064-A1-R4_MC13g11410	305	918	MvSl-1064-A2-R4_MC13g11671	305	918	Auto	Auto	3	89	267	3	89	267	0	0	0	282051	288692	5.9255618	0.21994911	0.21994911	0.49062022	0.97963196	5.58855235	6.36902149	6.21943023	5.23970498	NON	NON
MvSl-1064-A1-R4_MC13g11411	2022	6069	MvSl-1064-A2-R4_MC13g11672	2022	6069	Auto	Auto	6	95.5	573	6	95.5	573	0	0	0	289982	291788	7.39745517	0.06315233	0.06315233	0.76435832	0.99994992	7.58770348	7.24985492	7.27648505	7.44943087	NON	NON
MvSl-1064-A1-R4_MC13g11412	404	1215	MvSl-1064-A2-R4_MC13g11673	404	1215	Auto	Auto	6	98.6667	592	6	98.6667	592	0	0	0	292421	293086	3.41389923	-0.0357958	0.03579577	0.91733754	0.99994992	3.08975311	3.64850709	3.71985604	3.06961161	NON	NON
MvSl-1064-A1-R4_MC13g11413	109	330	MvSl-1064-A2-R4_MC13g11674	109	330	Auto	Auto	4	84	336	4	84	336	0	0	0	293361	294081	4.65747981	-0.0092345	0.00923449	0.96972915	0.99994992	4.56589008	4.73493488	4.71140538	4.61091185	NON	NON
MvSl-1064-A1-R4_MC13g11414	68	207	MvSl-1064-A2-R4_MC13g11675	68	207	Auto	Auto	3	171.333	514	3	171.333	514	0	0	0	294393	296976	5.81022545	-0.148851	0.14885098	0.48867334	0.97963196	5.58429507	5.86992288	5.98167335	5.77644424	NON	NON
