genea2	dna2	dna2se	dsa2	dsa2se	dndsa2	chr	chrom	DE	genea1	dna1	dna1se	dsa1	dsa1se	dndsa1
MvSl-1064-A2-R4_MC11g10787	0.00204	0.00203	0.00764	0.00752	0.266981	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10525	0.00204	0.00202	0.00764	0.00749	0.267012
MvSl-1064-A2-R4_MC11g10793	0.00482	0.00341	0.01129	0.00801	0.426889	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10531	0.00482	0.00341	0.01129	0.008	0.426923
MvSl-1064-A2-R4_MC11g10797	0.00905	0.00643	0.00904	0.00907	1.001	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10535	0.00905	0.00643	0.00904	0.00907	1.0011
MvSl-1064-A2-R4_MC11g10799	0.02371	0.00976	0.00902	0.0091	2.62831	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10537	0.02371	0.00974	0.00902	0.00895	2.62857
MvSl-1064-A2-R4_MC11g10800	0.00073	0.00073	0.00424	0.00301	0.172129	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10538	0.00073	0.00073	0.00424	0.00301	0.172166
MvSl-1064-A2-R4_MC11g10805	0.0045	0.0045	0.00005	0	88.2353	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10543	0.0045	0.0045	0.00005	0	89.8204
MvSl-1064-A2-R4_MC11g10807	0.00001	0	0.01505	0.00072	0.000664408	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10545	0.00001	0	0.01505	0.00072	0.000664447
MvSl-1064-A2-R4_MC11g10808	0.00144	0.00144	0.00001	0.00006	130.909	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10546	0.00144	0.00144	0.00001	0.00005	142.574
MvSl-1064-A2-R4_MC11g10809	0.00724	0.00325	0.01142	0.00665	0.63392	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10547	0.00724	0.00325	0.01142	0.00663	0.63397
MvSl-1064-A2-R4_MC11g10814	0.00423	0.00243	0.01615	0.00809	0.261903	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10552	0.00423	0.00245	0.01615	0.00813	0.261918
MvSl-1064-A2-R4_MC11g10815	0.00733	0.00519	0.00007	0.00019	103.239	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10553	0.00733	0.0052	0.00007	0.00023	104.565
MvSl-1064-A2-R4_MC11g10822	0.00804	0.00466	0.00501	0.005	1.60447	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10560	0.00804	0.00469	0.00501	0.00509	1.60476
MvSl-1064-A2-R4_MC11g10824	0	0.00004	0.00001	0.00099	0	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10562	0	0.00905	0.00001	0.02257	0
MvSl-1064-A2-R4_MC11g10825	0.00002	0	0.01696	0	0.00117918	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10563	0.00002	0	0.01707	0	0.00117164
MvSl-1064-A2-R4_MC11g10831	0.00484	0.00484	0.00005	0	94.902	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10569	0.00484	0	0.00005	0	96.6068
MvSl-1064-A2-R4_MC11g10832	0.00169	0.0017	0.01605	0.00935	0.105289	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10570	0.00169	0.00147	0.01605	0.00463	0.105295
MvSl-1064-A2-R4_MC11g10843	0.00452	0.00453	0.00733	0.00737	0.61656	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10579	0.00452	0.00454	0.00733	0.0074	0.616636
MvSl-1064-A2-R4_MC11g10847	0.00148	0.00086	0.00838	0.00319	0.17659	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10583	0.00148	0.00086	0.00838	0.00319	0.176609
MvSl-1064-A2-R4_MC11g10849	0.00429	0.0043	0.02788	0.02005	0.153868	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10585	0.00429	0.0043	0.02788	0.02005	0.153873
MvSl-1064-A2-R4_MC11g10853	0.00321	0.00327	0.01593	0.01149	0.201494	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10589	0.00321	0.00326	0.01593	0.01148	0.201505
MvSl-1064-A2-R4_MC11g10854	0.00654	0.0019	0.01285	0.00432	0.50891	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10590	0.00654	0.0019	0.01285	0.00432	0.508945
MvSl-1064-A2-R4_MC11g10855	0.01785	0.00896	0.01132	0.01129	1.57672	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10591	0.01785	0.00897	0.01132	0.01131	1.57684
MvSl-1064-A2-R4_MC11g10857	0	0	0.00001	0	0	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10593	0	0	0.00001	0	0
MvSl-1064-A2-R4_MC11g10858	0.00306	0.00306	0.00003	0.00014	98.7097	aAutosome	aAutosome	Up	MvSl-1064-A1-R4_MC11g10594	0.00306	0.00306	0.00003	0	101.661
MvSl-1064-A2-R4_MC11g10859	0.01023	0.00521	0.01382	0.01011	0.740178	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10595	0.01023	0.00497	0.01382	0.00921	0.740226
MvSl-1064-A2-R4_MC11g10870	0	0	0.00001	0	0	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10606	0	0	0.00001	0	0
MvSl-1064-A2-R4_MC11g10872	0	0	0.00001	0	0	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10608	0	0.00187	0.00001	0.00343	0
MvSl-1064-A2-R4_MC11g10878	0.00354	0.00157	0.00186	0.00176	1.9022	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10614	0.00354	0.00157	0.00186	0.00177	1.90312
MvSl-1064-A2-R4_MC11g10884	0.0058	0.00414	0.00752	0.00763	0.771174	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10620	0.0058	0.00413	0.00752	0.00758	0.771266
MvSl-1064-A2-R4_MC11g10903	0.00828	0.00313	0.01271	0.00637	0.651404	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10639	0.00828	0.00314	0.01271	0.0064	0.65145
MvSl-1064-A2-R4_MC11g10905	0.00206	0.00146	0.01319	0.00935	0.156167	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10641	0.00206	0.00146	0.01319	0.00936	0.156178
MvSl-1064-A2-R4_MC11g10927	0.00375	0.00188	0.00686	0.00397	0.546568	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10663	0.00375	0.00187	0.00686	0.00396	0.546639
MvSl-1064-A2-R4_MC11g10957	0.00001	0	0.00541	0.00021	0.00184809	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10693	0.00001	0	0.00541	0.00031	0.00184839
MvSl-1064-A2-R4_MC11g10961	0.00001	0	0.01298	0.00067	0.000770357	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10697	0.00001	0	0.01298	0.00113	0.00077041
MvSl-1064-A2-R4_MC11g10967	0.03131	0.01204	0.00032	0.00134	97.5389	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10703	0.03131	0.01204	0.00032	0.00143	97.8132
MvSl-1064-A2-R4_MC11g10970	0.00398	0.00282	0.011	0.00782	0.361785	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10706	0.00398	0.00283	0.011	0.00784	0.361815
MvSl-1064-A2-R4_MC11g10971	0.00468	0.0021	0.00005	0.00017	91.7647	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10707	0.00468	0.0021	0.00005	0.0001	93.4132
MvSl-1064-A2-R4_MC11g10972	0.00357	0.00357	0.00004	0	87.0732	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10708	0.00357	0.00358	0.00004	0.00016	89.0274
MvSl-1064-A2-R4_MC11g10974	0.00352	0.00176	0.00431	0.00304	0.816516	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10710	0.00352	0.00176	0.00431	0.00305	0.816686
MvSl-1064-A2-R4_MC11g10977	0.00251	0.00145	0.00803	0.00361	0.312539	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10713	0.00251	0.00145	0.00803	0.0036	0.312574
MvSl-1064-A2-R4_MC11g10986	0.00518	0.00367	0.00005	0.00014	101.569	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10721	0.00518	0.00367	0.00005	0.00026	103.393
MvSl-1064-A2-R4_MC11g10989	0.00833	0.00418	0.00504	0.00508	1.65245	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10724	0.00833	0.00416	0.00504	0.00494	1.65274
MvSl-1064-A2-R4_MC12g11014	0.0037	0.00264	0.00443	0.00449	0.835026	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g10751	0.0037	0.00263	0.00443	0.00446	0.835196
MvSl-1064-A2-R4_MC12g11016	0.00423	0.00423	0.00004	0.00017	103.171	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g10753	0.00423	0.00422	0.00004	0	105.486
MvSl-1064-A2-R4_MC12g11018	0.00298	0.00168	0.00228	0.0021	1.30644	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g10755	0.00298	0.00169	0.00228	0.00216	1.30696
MvSl-1064-A2-R4_MC12g11030	0.00467	0.00462	0.00005	0	91.5686	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g10767	0.00467	0.00466	0.00005	0	93.2136
MvSl-1064-A2-R4_MC12g11032	0	0.00365	0.00001	0.01599	0	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g10769	0	0.00781	0.00001	0.02263	0
MvSl-1064-A2-R4_MC12g11048	0.00452	0.0022	0.00962	0.00469	0.469806	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g10785	0.00452	0.00228	0.00962	0.00486	0.46985
MvSl-1064-A2-R4_MC12g11055	0.00385	0.00271	0.00429	0.00423	0.897227	aAutosome	aAutosome	Down	MvSl-1064-A1-R4_MC12g10792	0.00385	0.00269	0.00429	0.00418	0.897415
MvSl-1064-A2-R4_MC12g11057	0.00472	0.00107	0.0048	0.00079	0.983129	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g10794	0.00472	0.00211	0.0048	0.00485	0.983313
MvSl-1064-A2-R4_MC12g11061	0.00069	0.00069	0.00791	0.00397	0.0872203	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g10798	0.00069	0.00069	0.00791	0.00397	0.0872302
MvSl-1064-A2-R4_MC12g11076	0.00396	0.00228	0.00676	0.00478	0.585712	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g10813	0.00396	0.00228	0.00676	0.00477	0.58579
MvSl-1064-A2-R4_MC12g11078	0.01732	0.0055	0.00789	0.00554	2.19491	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g10815	0.01732	0.0055	0.00789	0.00551	2.19516
MvSl-1064-A2-R4_MC12g11081	0.00424	0.00425	0.01261	0.01267	0.336214	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g10818	0.00424	0.00425	0.01261	0.01267	0.336238
MvSl-1064-A2-R4_MC12g11082	0.00473	0.00474	0.01958	0.01393	0.241561	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g10819	0.00473	0.00473	0.01958	0.01391	0.241572
MvSl-1064-A2-R4_MC12g11086	0.00001	0	0.00773	0.00054	0.00129349	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g10823	0.00001	0	0.00773	0.00032	0.00129364
MvSl-1064-A2-R4_MC12g11087	0.00004	0	0.04026	0.00394	0.000993517	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g10824	0.00004	0	0.04026	0.00396	0.00099354
MvSl-1064-A2-R4_MC12g11088	0.00757	0.00439	0.01903	0.01363	0.397772	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g10825	0.00757	0.00439	0.01903	0.01364	0.397791
MvSl-1064-A2-R4_MC12g11089	0.00499	0.00353	0.00005	0	97.8431	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g10826	0.00499	0.0038	0.00005	0.00511	99.6008
MvSl-1064-A2-R4_MC12g11090	0.00536	0.00268	0.01029	0.00516	0.520843	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g10827	0.00536	0.00268	0.01029	0.00516	0.520889
MvSl-1064-A2-R4_MC12g11091	0.01345	0.00784	0.02626	0.01885	0.512166	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g10828	0.01345	0.00783	0.02626	0.01882	0.512184
MvSl-1064-A2-R4_MC12g11096	0.0027	0.00155	0.00352	0.0035	0.766828	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g10833	0.0027	0.00156	0.00352	0.00355	0.767024
MvSl-1064-A2-R4_MC12g11098	0.00496	0.00344	0.00972	0.00925	0.510236	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g10835	0.00496	0.00344	0.00972	0.00927	0.510283
MvSl-1064-A2-R4_MC12g11100	0.00421	0.00299	0.00709	0.00714	0.59371	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g10837	0.00421	0.00296	0.00709	0.00701	0.593786
MvSl-1064-A2-R4_MC12g11102	0.00367	0.00151	0.00546	0.00275	0.672038	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g10839	0.00367	0.00149	0.00546	0.00272	0.672149
MvSl-1064-A2-R4_MC12g11103	0.00275	0.00159	0.00851	0.00429	0.323111	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g10840	0.00275	0.00159	0.00851	0.00428	0.323145
MvSl-1064-A2-R4_MC12g11107	0.00814	0.00247	0.01102	0.00447	0.73859	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g10844	0.00814	0.00248	0.01102	0.00454	0.73865
MvSl-1064-A2-R4_MC12g11109	0.00106	0.00105	0.00758	0.00437	0.139823	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g10846	0.00106	0.00105	0.00758	0.00438	0.13984
MvSl-1064-A2-R4_MC12g11110	0	0.00003	0.00001	0.00208	0	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g10847	0	0.00003	0.00001	0	0
MvSl-1064-A2-R4_MC12g11113	0.00132	0.00132	0.004	0.00399	0.329918	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g10850	0.00132	0.00131	0.004	0.00397	0.329992
MvSl-1064-A2-R4_MC12g11114	0.00119	0.00119	0.0048	0.0034	0.247865	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g10851	0.00119	0.00119	0.0048	0.0034	0.247912
MvSl-1064-A2-R4_MC12g11118	0.00001	0	0.00793	0.00066	0.00126088	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g10855	0.00001	0	0.00793	0.0004	0.00126102
MvSl-1064-A2-R4_MC12g11119	0.00214	0.00091	0.00715	0.00288	0.299259	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g10856	0.00214	0.00151	0.00715	0.00359	0.299297
MvSl-1064-A2-R4_MC12g11121	0.00002	0	0.0216	0.00164	0.000925883	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g10858	0.00002	0	0.0216	0.00153	0.000925922
MvSl-1064-A2-R4_MC12g11122	0.00554	0.00395	0.00513	0.0052	1.07971	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g10859	0.00554	0.00392	0.00513	0.00512	1.0799
MvSl-1064-A2-R4_MC12g11125	0.00344	0.00344	0.00003	0	110.968	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g10862	0.00344	0.00353	0.00003	0.0022	114.286
MvSl-1064-A2-R4_MC12g11129	0.02165	0.0077	0.05821	0.02102	0.371923	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g10866	0.02165	0.00771	0.05821	0.02103	0.371929
MvSl-1064-A2-R4_MC12g11130	0.00443	0.00314	0.00004	0.00014	108.049	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g10867	0.00443	0.00314	0.00004	0.00016	110.474
MvSl-1064-A2-R4_MC12g11131	0	0	0.00002	0	0	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g10868	0	0.00133	0.00001	0.00266	0
MvSl-1064-A2-R4_MC12g11135	0.00527	0.00373	0.00005	0.00021	103.333	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g10872	0.00527	0.00373	0.00005	0	105.19
MvSl-1064-A2-R4_MC12g11141	0.00051	0.00051	0.00195	0.00138	0.261404	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g10878	0.00051	0.00051	0.00195	0.00138	0.261525
MvSl-1064-A2-R4_MC12g11142	0.00404	0.00286	0.00004	0	98.5366	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g10879	0.00404	0.00286	0.00004	0	100.748
MvSl-1064-A2-R4_MC12g11144	0	0.00002	0.00002	0.00354	0	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g10881	0	0	0.00001	0	0
MvSl-1064-A2-R4_MC12g11145	0.00767	0.00386	0.01216	0.00869	0.630705	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g10882	0.00767	0.00385	0.01216	0.00867	0.630751
MvSl-1064-A2-R4_MC12g11149	0.01182	0.00686	0.00012	0.00048	97.686	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g10886	0.01182	0.00686	0.00012	0.00072	98.418
MvSl-1064-A2-R4_MC12g11150	0.00165	0.00117	0.00686	0.00401	0.24049	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g10887	0.00165	0.00117	0.00686	0.004	0.240521
MvSl-1064-A2-R4_MC12g11151	0.00173	0.00173	0.00002	0.00014	82.381	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g10888	0.00173	0.00173	0.00002	0.00016	86.0697
MvSl-1064-A2-R4_MC12g11165	0	0.00076	0.00001	0	0	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g10902	0	0	0.00001	0	0
MvSl-1064-A2-R4_MC12g11174	0	0	0.00454	0	0	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g10911	0	0	0.00454	0	0
MvSl-1064-A2-R4_MC12g11180	0.00004	0	0.03801	0.00302	0.00105233	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g10917	0.00004	0	0.03801	0.00296	0.00105235
MvSl-1064-A2-R4_MC12g11182	0.00002	0	0.01514	0.00183	0.00132092	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g10919	0.00002	0	0.01514	0.00182	0.001321
MvSl-1064-A2-R4_MC12g11183	0.009	0.00409	0.01483	0.00757	0.606837	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g10920	0.009	0.0041	0.01483	0.00759	0.606874
MvSl-1064-A2-R4_MC12g11187	0.00403	0.00404	0.00811	0.00814	0.496856	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g10924	0.00403	0.00403	0.00811	0.00812	0.496911
MvSl-1064-A2-R4_MC12g11188	0.00952	0.00427	0.0113	0.00802	0.842403	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g10925	0.00952	0.00427	0.0113	0.00804	0.84247
MvSl-1064-A2-R4_MC12g11190	0.00164	0.00117	0.00429	0.00302	0.382195	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g10927	0.00164	0.00164	0.00429	0.0043	0.382275
MvSl-1064-A2-R4_MC12g11194	0.00321	0.00186	0.00543	0.00385	0.591051	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g10931	0.00321	0.00186	0.00542	0.00385	0.59224
MvSl-1064-A2-R4_MC12g11197	0.01013	0.00722	0.0001	0.00046	100.297	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g10934	0.01013	0.00723	0.0001	0.00078	101.199
MvSl-1064-A2-R4_MC12g11202	0.00268	0.00189	0.00286	0.00284	0.936735	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g10939	0.00268	0.0019	0.00286	0.00287	0.93703
MvSl-1064-A2-R4_MC12g11208	0.00168	0.00168	0.00719	0.0051	0.233625	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g10945	0.00168	0.00167	0.00719	0.00509	0.233655
MvSl-1064-A2-R4_MC12g11214	0.00757	0.00378	0.00572	0.00563	1.3232	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g10951	0.00757	0.00379	0.00572	0.00572	1.3234
MvSl-1064-A2-R4_MC12g11222	0.00424	0.00233	0.0259	0.01268	0.1637	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g10959	0.00424	0.00425	0.0259	0.01517	0.163706
MvSl-1064-A2-R4_MC12g11225	0.00585	0.0026	0.00532	0.00369	1.09942	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g10962	0.00585	0.00262	0.00532	0.00378	1.0996
MvSl-1064-A2-R4_MC12g11231	0.00522	0.00262	0.00824	0.00479	0.633418	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g10968	0.00522	0.00264	0.00824	0.00484	0.633487
MvSl-1064-A2-R4_MC12g11239	0.00376	0.00267	0.00974	0.00692	0.385997	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g10976	0.00376	0.00267	0.00974	0.00694	0.386033
MvSl-1064-A2-R4_MC12g11242	0	0	0.00001	0	0	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g10979	0	0	0.00001	0	0
MvSl-1064-A2-R4_MC12g11244	0.00002	0.00005	0.01795	0.01304	0.00111414	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g10981	0.00002	0	0.01795	0.0011	0.0011142
MvSl-1064-A2-R4_MC12g11258	0.00608	0.00305	0.01393	0.00989	0.436437	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g10995	0.00608	0.00304	0.01393	0.00987	0.436465
MvSl-1064-A2-R4_MC12g11266	0.00003	0	0.02955	0.00313	0.00101519	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g11003	0.00003	0	0.02955	0.00299	0.00101522
MvSl-1064-A2-R4_MC12g11267	0.00602	0.0027	0.00557	0.00396	1.0806	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g11004	0.00602	0.00272	0.00557	0.00404	1.08077
MvSl-1064-A2-R4_MC12g11270	0.00145	0.00145	0.01366	0.00687	0.106142	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g11007	0.00145	0.00145	0.01366	0.00687	0.106149
MvSl-1064-A2-R4_MC12g11282	0.00001	0	0.00772	0	0.00129517	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g11019	0.00001	0	0.00772	0.00026	0.00129532
MvSl-1064-A2-R4_MC12g11291	0.00469	0.00334	0.00622	0.00633	0.753898	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g11028	0.00469	0.00334	0.00622	0.00631	0.754007
MvSl-1064-A2-R4_MC12g11292	0.00192	0.00193	0.02567	0.01298	0.0747926	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g11029	0.00192	0.00193	0.02567	0.01298	0.0747952
MvSl-1064-A2-R4_MC12g11295	0.00209	0.00209	0.01215	0.00861	0.172002	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g11032	0.00209	0.00209	0.01215	0.00861	0.172015
MvSl-1064-A2-R4_MC12g11296	0.00202	0.00144	0.00698	0.00406	0.289357	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g11033	0.00203	0.00143	0.00698	0.00404	0.290827
MvSl-1064-A2-R4_MC12g11298	0.01865	0.0077	0.00601	0.00602	3.10265	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g11035	0.01865	0.00767	0.00601	0.00588	3.10311
MvSl-1064-A2-R4_MC12g11299	0	0	0	0	0	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g11036	0	0	0.00001	0	0
MvSl-1064-A2-R4_MC12g11301	0.00874	0.00508	0.00625	0.00627	1.39818	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g11038	0.00874	0.00508	0.00625	0.00629	1.39838
MvSl-1064-A2-R4_MC12g11306	0.00436	0.00308	0.00534	0.00532	0.816327	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g11043	0.00436	0.00308	0.00534	0.00533	0.816464
MvSl-1064-A2-R4_MC12g11307	0.00251	0.00251	0.00733	0.00735	0.342382	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g11044	0.00251	0.00251	0.00733	0.00733	0.342424
MvSl-1064-A2-R4_MC12g11311	0.00323	0.00324	0.00003	0.00017	104.194	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g11048	0.00323	0.00324	0.00003	0.00017	107.309
MvSl-1064-A2-R4_MC12g11315	0.0095	0.00389	0.0001	0.00057	94.0594	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g11052	0.0095	0.00389	0.0001	0.00026	94.9051
MvSl-1064-A2-R4_MC12g11316	0.00114	0.00115	0.01894	0.0096	0.0601869	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g11053	0.00114	0.00115	0.01894	0.00961	0.0601898
MvSl-1064-A2-R4_MC12g11320	0.00304	0.00305	0.00003	0.00012	98.0645	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g11057	0.00304	0.00305	0.00003	0.00014	100.997
MvSl-1064-A2-R4_MC12g11321	0.00409	0.00237	0.00952	0.00682	0.429577	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g11058	0.00409	0.00238	0.00952	0.00685	0.429617
MvSl-1064-A2-R4_MC12g11322	0.00379	0.00144	0.01285	0.00373	0.294919	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g11059	0.00379	0.00143	0.01285	0.00373	0.294939
MvSl-1064-A2-R4_MC12g11324	0.00243	0.00172	0.01017	0.00726	0.238915	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g11061	0.00243	0.00172	0.01017	0.00722	0.238936
MvSl-1064-A2-R4_MC12g11326	0.00271	0.00136	0.01508	0.00537	0.179696	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g11063	0.00271	0.00136	0.01508	0.00537	0.179707
MvSl-1064-A2-R4_MC12g11328	0.00178	0.00177	0.00648	0.00458	0.274649	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g11065	0.00178	0.00177	0.00648	0.00459	0.274687
MvSl-1064-A2-R4_MC12g11331	0.00283	0.00127	0.00511	0.00296	0.553708	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g11068	0.00283	0.00127	0.00511	0.00296	0.553805
MvSl-1064-A2-R4_MC12g11332	0.01042	0.00468	0.00922	0.00652	1.13003	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g11069	0.01042	0.00466	0.00922	0.00646	1.13014
MvSl-1064-A2-R4_MC12g11333	0.00233	0.00167	0.00566	0.00398	0.411588	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g11070	0.00233	0.00234	0.00566	0.00567	0.411654
MvSl-1064-A2-R4_MC12g11334	0.00341	0.00152	0.01247	0.00511	0.273434	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC12g11071	0.00341	0.00153	0.01247	0.00512	0.273454
