gida1	part8	youngold	intron_nr_a1	intron_mean_a1	intron_total_a1	DE	DE2
MvSl-1064-A2-R4_MC05g06703	Auto	Auto	4	115.25	461	NON	NON
MvSl-1064-A2-R4_MC05g06704	Auto	Auto	8	80	640	NON	NON
MvSl-1064-A2-R4_MC05g06706	Auto	Auto	5	73.8	369	NON	NON
MvSl-1064-A2-R4_MC05g06708	Auto	Auto	2	76	152	NON	NON
MvSl-1064-A2-R4_MC05g06709	Auto	Auto	6	114	684	NON	NON
MvSl-1064-A2-R4_MC05g06710	Auto	Auto	7	83.8571	587	NON	NON
MvSl-1064-A2-R4_MC05g06713	Auto	Auto	2	218	436	NON	NON
MvSl-1064-A2-R4_MC05g06714	Auto	Auto	5	83.4	417	NON	NON
MvSl-1064-A2-R4_MC05g06715	Auto	Auto	2	91.5	183	NON	NON
MvSl-1064-A2-R4_MC05g06717	Auto	Auto	4	69.5	278	NON	NON
MvSl-1064-A2-R4_MC05g06719	Auto	Auto	5	88.6	443	NON	NON
MvSl-1064-A2-R4_MC05g06720	Auto	Auto	9	66	594	NON	NON
MvSl-1064-A2-R4_MC05g06722	Auto	Auto	13	118.385	1539	NON	NON
MvSl-1064-A2-R4_MC05g06723	Auto	Auto	3	166.333	499	NON	NON
MvSl-1064-A2-R4_MC05g06724	Auto	Auto	2	59.5	119	NON	NON
MvSl-1064-A2-R4_MC05g06725	Auto	Auto	2	197	394	NON	NON
MvSl-1064-A2-R4_MC05g06726	Auto	Auto	1	197	197	NON	NON
MvSl-1064-A2-R4_MC05g06727	Auto	Auto	6	73.5	441	NON	NON
MvSl-1064-A2-R4_MC05g06728	Auto	Auto	3	88.3333	265	NON	NON
MvSl-1064-A2-R4_MC05g06730	Auto	Auto	3	93	279	NON	NON
MvSl-1064-A2-R4_MC05g06732	Auto	Auto	2	88.5	177	NON	NON
MvSl-1064-A2-R4_MC05g06733	Auto	Auto	2	216.5	433	NON	NON
MvSl-1064-A2-R4_MC05g06735	Auto	Auto	3	71.6667	215	NON	NON
MvSl-1064-A2-R4_MC05g06736	Auto	Auto	2	59	118	NON	NON
MvSl-1064-A2-R4_MC05g06737	Auto	Auto	12	88.6667	1064	NON	NON
MvSl-1064-A2-R4_MC05g06738	Auto	Auto	4	157.25	629	NON	NON
MvSl-1064-A2-R4_MC05g06739	Auto	Auto	2	126	252	NON	NON
MvSl-1064-A2-R4_MC05g06740	Auto	Auto	4	77.75	311	NON	NON
MvSl-1064-A2-R4_MC05g06741	Auto	Auto	5	99.4	497	NON	NON
MvSl-1064-A2-R4_MC05g06742	Auto	Auto	4	81.25	325	NON	NON
MvSl-1064-A2-R4_MC05g06743	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC05g06745	Auto	Auto	4	99	396	NON	NON
MvSl-1064-A2-R4_MC05g06746	Auto	Auto	1	50	50	NON	NON
MvSl-1064-A2-R4_MC05g06747	Auto	Auto	3	76	228	NON	NON
MvSl-1064-A2-R4_MC05g06748	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC05g06749	Auto	Auto	4	102.25	409	NON	NON
MvSl-1064-A2-R4_MC05g06750	Auto	Auto	1	61	61	NON	NON
MvSl-1064-A2-R4_MC05g06751	Auto	Auto	2	76	152	NON	NON
MvSl-1064-A2-R4_MC05g06752	Auto	Auto	6	80	480	NON	NON
MvSl-1064-A2-R4_MC05g06753	Auto	Auto	5	71.8	359	NON	NON
MvSl-1064-A2-R4_MC05g06754	Auto	Auto	4	126	504	NON	NON
MvSl-1064-A2-R4_MC05g06758	Auto	Auto	20	89.05	1781	NON	NON
MvSl-1064-A2-R4_MC05g06768	Auto	Auto	3	75	225	NON	NON
MvSl-1064-A2-R4_MC05g06769	Auto	Auto	4	84	336	NON	NON
MvSl-1064-A2-R4_MC05g06770	Auto	Auto	3	65.6667	197	NON	NON
MvSl-1064-A2-R4_MC05g06771	Auto	Auto	3	74	222	NON	NON
MvSl-1064-A2-R4_MC05g06772	Auto	Auto	7	89	623	NON	NON
MvSl-1064-A2-R4_MC05g06773	Auto	Auto	5	82.4	412	NON	NON
MvSl-1064-A2-R4_MC05g06775	Auto	Auto	6	110.833	665	NON	NON
MvSl-1064-A2-R4_MC05g06784	Auto	Auto	4	97	388	NON	NON
MvSl-1064-A2-R4_MC05g06785	Auto	Auto	4	71.75	287	NON	NON
MvSl-1064-A2-R4_MC05g06788	Auto	Auto	2	75.5	151	NON	NON
MvSl-1064-A2-R4_MC05g06789	Auto	Auto	3	91	273	NON	NON
MvSl-1064-A2-R4_MC05g06790	Auto	Auto	2	86.5	173	NON	NON
MvSl-1064-A2-R4_MC05g06791	Auto	Auto	12	106.833	1282	NON	NON
MvSl-1064-A2-R4_MC05g06792	Auto	Auto	6	98.5	591	NON	NON
MvSl-1064-A2-R4_MC05g06793	Auto	Auto	1	159	159	NON	NON
MvSl-1064-A2-R4_MC05g06794	Auto	Auto	9	111.222	1001	NON	NON
MvSl-1064-A2-R4_MC05g06796	Auto	Auto	3	112.667	338	NON	NON
MvSl-1064-A2-R4_MC05g06797	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC05g06798	Auto	Auto	1	82	82	NON	NON
MvSl-1064-A2-R4_MC05g06799	Auto	Auto	2	85.5	171	NON	NON
MvSl-1064-A2-R4_MC05g06802	Auto	Auto	16	101.688	1627	NON	NON
MvSl-1064-A2-R4_MC05g06803	Auto	Auto	5	92	460	NON	NON
MvSl-1064-A2-R4_MC05g06804	Auto	Auto	2	113	226	NON	NON
MvSl-1064-A2-R4_MC05g06805	Auto	Auto	3	88.6667	266	NON	NON
MvSl-1064-A2-R4_MC05g06806	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC05g06807	Auto	Auto	7	71.4286	500	NON	NON
MvSl-1064-A2-R4_MC05g06808	Auto	Auto	3	209.667	629	NON	NON
MvSl-1064-A2-R4_MC05g06809	Auto	Auto	9	110.667	996	NON	NON
MvSl-1064-A2-R4_MC05g06810	Auto	Auto	1	175	175	NON	NON
MvSl-1064-A2-R4_MC05g06811	Auto	Auto	3	71.6667	215	NON	NON
MvSl-1064-A2-R4_MC05g06812	Auto	Auto	9	107.889	971	NON	NON
MvSl-1064-A2-R4_MC05g06813	Auto	Auto	7	122.714	859	NON	NON
MvSl-1064-A2-R4_MC05g06814	Auto	Auto	6	80.6667	484	NON	NON
MvSl-1064-A2-R4_MC05g06815	Auto	Auto	6	127	762	NON	NON
MvSl-1064-A2-R4_MC05g06816	Auto	Auto	4	66.25	265	NON	NON
MvSl-1064-A2-R4_MC05g06817	Auto	Auto	3	74	222	NON	NON
MvSl-1064-A2-R4_MC05g06819	Auto	Auto	11	72.4545	797	NON	NON
MvSl-1064-A2-R4_MC05g06820	Auto	Auto	6	75.6667	454	NON	NON
MvSl-1064-A2-R4_MC05g06823	Auto	Auto	1	94	94	NON	NON
MvSl-1064-A2-R4_MC05g06824	Auto	Auto	4	71.5	286	NON	NON
MvSl-1064-A2-R4_MC05g06825	Auto	Auto	5	126	630	NON	NON
MvSl-1064-A2-R4_MC05g06826	Auto	Auto	7	104.286	730	NON	NON
MvSl-1064-A2-R4_MC05g06827	Auto	Auto	6	123.5	741	NON	NON
MvSl-1064-A2-R4_MC05g06828	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC05g06830	Auto	Auto	7	93	651	NON	NON
MvSl-1064-A2-R4_MC05g06831	Auto	Auto	6	76	456	NON	NON
MvSl-1064-A2-R4_MC05g06832	Auto	Auto	10	107.3	1073	NON	NON
MvSl-1064-A2-R4_MC05g06833	Auto	Auto	1	110	110	NON	NON
MvSl-1064-A2-R4_MC05g06834	Auto	Auto	1	52	52	NON	NON
MvSl-1064-A2-R4_MC05g06835	Auto	Auto	1	83	83	NON	NON
MvSl-1064-A2-R4_MC05g06836	Auto	Auto	3	109.667	329	NON	NON
MvSl-1064-A2-R4_MC05g06837	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC05g06838	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC05g06839	Auto	Auto	1	128	128	NON	NON
MvSl-1064-A2-R4_MC05g06840	Auto	Auto	2	158	316	NON	NON
MvSl-1064-A2-R4_MC05g06841	Auto	Auto	9	97.5556	878	NON	NON
MvSl-1064-A2-R4_MC05g06842	Auto	Auto	4	143.5	574	NON	NON
MvSl-1064-A2-R4_MC05g06843	Auto	Auto	1	64	64	NON	NON
MvSl-1064-A2-R4_MC05g06844	Auto	Auto	3	84.6667	254	NON	NON
MvSl-1064-A2-R4_MC05g06845	Auto	Auto	7	93.1429	652	NON	NON
MvSl-1064-A2-R4_MC05g06846	Auto	Auto	7	75	525	NON	NON
MvSl-1064-A2-R4_MC05g06847	Auto	Auto	5	80.6	403	NON	NON
MvSl-1064-A2-R4_MC05g06848	Auto	Auto	4	86.5	346	NON	NON
MvSl-1064-A2-R4_MC05g06849	Auto	Auto	1	444	444	NON	NON
MvSl-1064-A2-R4_MC05g06850	Auto	Auto	4	78.75	315	NON	NON
MvSl-1064-A2-R4_MC05g06851	Auto	Auto	5	108.2	541	NON	NON
MvSl-1064-A2-R4_MC05g06852	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC05g06853	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC05g06855	Auto	Auto	11	72	792	NON	NON
MvSl-1064-A2-R4_MC05g06856	Auto	Auto	1	118	118	NON	NON
MvSl-1064-A2-R4_MC05g06857	Auto	Auto	3	108.333	325	NON	NON
MvSl-1064-A2-R4_MC05g06858	Auto	Auto	1	84	84	NON	NON
MvSl-1064-A2-R4_MC05g06860	Auto	Auto	4	88	352	NON	NON
MvSl-1064-A2-R4_MC05g06863	Auto	Auto	1	53	53	NON	NON
MvSl-1064-A2-R4_MC05g06864	Auto	Auto	3	55	165	NON	NON
MvSl-1064-A2-R4_MC05g06865	Auto	Auto	2	66.5	133	NON	NON
MvSl-1064-A2-R4_MC05g06866	Auto	Auto	5	114.2	571	NON	NON
MvSl-1064-A2-R4_MC05g06867	Auto	Auto	1	82	82	NON	NON
MvSl-1064-A2-R4_MC05g06868	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC05g06869	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC05g06870	Auto	Auto	1	255	255	NON	NON
MvSl-1064-A2-R4_MC05g06871	Auto	Auto	4	96.5	386	NON	NON
MvSl-1064-A2-R4_MC05g06872	Auto	Auto	2	185	370	NON	NON
MvSl-1064-A2-R4_MC05g06873	Auto	Auto	14	92.1429	1290	NON	NON
MvSl-1064-A2-R4_MC05g06874	Auto	Auto	3	148.333	445	NON	NON
MvSl-1064-A2-R4_MC05g06875	Auto	Auto	4	86	344	NON	NON
MvSl-1064-A2-R4_MC05g06876	Auto	Auto	8	72.25	578	NON	NON
MvSl-1064-A2-R4_MC05g06877	Auto	Auto	3	108.667	326	NON	NON
MvSl-1064-A2-R4_MC05g06878	Auto	Auto	1	83	83	NON	NON
MvSl-1064-A2-R4_MC05g06879	Auto	Auto	4	93.25	373	NON	NON
MvSl-1064-A2-R4_MC05g06880	Auto	Auto	1	103	103	NON	NON
MvSl-1064-A2-R4_MC05g06881	Auto	Auto	5	96.2	481	NON	NON
MvSl-1064-A2-R4_MC05g06882	Auto	Auto	3	112.333	337	NON	NON
MvSl-1064-A2-R4_MC05g06883	Auto	Auto	1	76	76	NON	NON
MvSl-1064-A2-R4_MC05g06884	Auto	Auto	5	79.4	397	NON	NON
MvSl-1064-A2-R4_MC05g06885	Auto	Auto	6	156.5	939	NON	NON
MvSl-1064-A2-R4_MC05g06886	Auto	Auto	7	98.1429	687	NON	NON
MvSl-1064-A2-R4_MC05g06887	Auto	Auto	3	104	312	NON	NON
MvSl-1064-A2-R4_MC05g06888	Auto	Auto	4	63.5	254	NON	NON
MvSl-1064-A2-R4_MC05g06889	Auto	Auto	5	75	375	NON	NON
MvSl-1064-A2-R4_MC05g06890	Auto	Auto	4	69	276	NON	NON
MvSl-1064-A2-R4_MC05g06891	Auto	Auto	6	79.8333	479	NON	NON
MvSl-1064-A2-R4_MC05g06892	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC05g06893	Auto	Auto	1	87	87	NON	NON
MvSl-1064-A2-R4_MC05g06894	Auto	Auto	3	96.3333	289	NON	NON
MvSl-1064-A2-R4_MC05g06895	Auto	Auto	3	106.333	319	NON	NON
MvSl-1064-A2-R4_MC05g06896	Auto	Auto	1	74	74	NON	NON
MvSl-1064-A2-R4_MC05g06897	Auto	Auto	5	108.8	544	NON	NON
MvSl-1064-A2-R4_MC05g06898	Auto	Auto	2	75.5	151	NON	NON
MvSl-1064-A2-R4_MC05g06899	Auto	Auto	2	68.5	137	NON	NON
MvSl-1064-A2-R4_MC05g06900	Auto	Auto	4	133.5	534	NON	NON
MvSl-1064-A2-R4_MC05g06901	Auto	Auto	3	105	315	NON	NON
MvSl-1064-A2-R4_MC05g06902	Auto	Auto	1	114	114	NON	NON
MvSl-1064-A2-R4_MC05g06903	Auto	Auto	1	111	111	NON	NON
MvSl-1064-A2-R4_MC05g06904	Auto	Auto	3	106.333	319	NON	NON
MvSl-1064-A2-R4_MC05g06907	Auto	Auto	2	68.5	137	NON	NON
MvSl-1064-A2-R4_MC05g06908	Auto	Auto	3	82.6667	248	NON	NON
MvSl-1064-A2-R4_MC05g06909	Auto	Auto	4	79.5	318	NON	NON
MvSl-1064-A2-R4_MC05g06910	Auto	Auto	10	84.2	842	NON	NON
MvSl-1064-A2-R4_MC05g06911	Auto	Auto	6	74.8333	449	NON	NON
MvSl-1064-A2-R4_MC05g06912	Auto	Auto	2	87.5	175	NON	NON
MvSl-1064-A2-R4_MC05g06913	Auto	Auto	14	102.929	1441	NON	NON
MvSl-1064-A2-R4_MC05g06914	Auto	Auto	6	128	768	NON	NON
MvSl-1064-A2-R4_MC05g06915	Auto	Auto	2	165.5	331	NON	NON
MvSl-1064-A2-R4_MC05g06916	Auto	Auto	9	109.556	986	NON	NON
MvSl-1064-A2-R4_MC05g06917	Auto	Auto	3	226.333	679	NON	NON
MvSl-1064-A2-R4_MC05g06918	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC05g06919	Auto	Auto	4	125.25	501	NON	NON
MvSl-1064-A2-R4_MC05g06920	Auto	Auto	2	124.5	249	NON	NON
MvSl-1064-A2-R4_MC05g06921	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC05g06922	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC05g06923	Auto	Auto	9	92.7778	835	NON	NON
MvSl-1064-A2-R4_MC05g06924	Auto	Auto	3	100.333	301	NON	NON
MvSl-1064-A2-R4_MC05g06925	Auto	Auto	4	80.5	322	NON	NON
MvSl-1064-A2-R4_MC05g06926	Auto	Auto	1	80	80	NON	NON
MvSl-1064-A2-R4_MC05g06927	Auto	Auto	6	73	438	NON	NON
MvSl-1064-A2-R4_MC05g06928	Auto	Auto	1	58	58	NON	NON
MvSl-1064-A2-R4_MC05g06929	Auto	Auto	7	98.5714	690	NON	NON
MvSl-1064-A2-R4_MC05g06932	Auto	Auto	3	100.333	301	NON	NON
MvSl-1064-A2-R4_MC05g06933	Auto	Auto	8	88.75	710	NON	NON
MvSl-1064-A2-R4_MC05g06934	Auto	Auto	1	115	115	NON	NON
MvSl-1064-A2-R4_MC05g06935	Auto	Auto	2	58.5	117	NON	NON
MvSl-1064-A2-R4_MC05g06936	Auto	Auto	4	82	328	NON	NON
MvSl-1064-A2-R4_MC05g06937	Auto	Auto	2	76	152	NON	NON
MvSl-1064-A2-R4_MC05g06938	Auto	Auto	6	105.667	634	NON	NON
MvSl-1064-A2-R4_MC05g06939	Auto	Auto	2	78.5	157	NON	NON
MvSl-1064-A2-R4_MC05g06940	Auto	Auto	2	86.5	173	NON	NON
MvSl-1064-A2-R4_MC05g06941	Auto	Auto	4	94	376	NON	NON
MvSl-1064-A2-R4_MC05g06942	Auto	Auto	4	79.75	319	NON	NON
MvSl-1064-A2-R4_MC05g06943	Auto	Auto	2	87.5	175	NON	NON
MvSl-1064-A2-R4_MC05g06945	Auto	Auto	9	100	900	NON	NON
MvSl-1064-A2-R4_MC05g06946	Auto	Auto	3	75.3333	226	NON	NON
MvSl-1064-A2-R4_MC05g06947	Auto	Auto	4	117.75	471	NON	NON
MvSl-1064-A2-R4_MC05g06948	Auto	Auto	2	87	174	NON	NON
MvSl-1064-A2-R4_MC05g06949	Auto	Auto	1	107	107	NON	NON
MvSl-1064-A2-R4_MC05g06950	Auto	Auto	3	143.333	430	NON	NON
MvSl-1064-A2-R4_MC05g06951	Auto	Auto	2	60.5	121	NON	NON
MvSl-1064-A2-R4_MC05g06952	Auto	Auto	5	72.4	362	NON	NON
MvSl-1064-A2-R4_MC05g06953	Auto	Auto	7	115	805	NON	NON
MvSl-1064-A2-R4_MC05g06954	Auto	Auto	6	83.5	501	NON	NON
MvSl-1064-A2-R4_MC05g06955	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC05g06956	Auto	Auto	3	90.6667	272	NON	NON
MvSl-1064-A2-R4_MC05g06957	Auto	Auto	9	138.778	1249	NON	NON
MvSl-1064-A2-R4_MC05g06961	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC05g06962	Auto	Auto	8	102.125	817	NON	NON
MvSl-1064-A2-R4_MC05g06963	Auto	Auto	4	94.75	379	NON	NON
MvSl-1064-A2-R4_MC05g06964	Auto	Auto	2	105.5	211	NON	NON
MvSl-1064-A2-R4_MC05g06965	Auto	Auto	4	102.5	410	NON	NON
MvSl-1064-A2-R4_MC05g06966	Auto	Auto	4	71.5	286	NON	NON
MvSl-1064-A2-R4_MC05g06967	Auto	Auto	8	76.125	609	NON	NON
MvSl-1064-A2-R4_MC05g06968	Auto	Auto	3	125.667	377	NON	NON
MvSl-1064-A2-R4_MC05g06969	Auto	Auto	1	61	61	NON	NON
MvSl-1064-A2-R4_MC05g06970	Auto	Auto	1	74	74	NON	NON
MvSl-1064-A2-R4_MC05g06972	Auto	Auto	1	75	75	NON	NON
MvSl-1064-A2-R4_MC05g06973	Auto	Auto	3	71	213	NON	NON
MvSl-1064-A2-R4_MC05g06974	Auto	Auto	6	72.5	435	NON	NON
MvSl-1064-A2-R4_MC05g06975	Auto	Auto	6	127.333	764	NON	NON
MvSl-1064-A2-R4_MC05g06976	Auto	Auto	10	79	790	NON	NON
MvSl-1064-A2-R4_MC05g06977	Auto	Auto	11	158.818	1747	NON	NON
MvSl-1064-A2-R4_MC05g06978	Auto	Auto	5	97.4	487	NON	NON
MvSl-1064-A2-R4_MC05g06979	Auto	Auto	11	80.1818	882	NON	NON
MvSl-1064-A2-R4_MC05g06982	Auto	Auto	4	67.5	270	NON	NON
MvSl-1064-A2-R4_MC05g06983	Auto	Auto	3	82.6667	248	NON	NON
MvSl-1064-A2-R4_MC05g06984	Auto	Auto	3	92.6667	278	NON	NON
MvSl-1064-A2-R4_MC05g06985	Auto	Auto	5	85.4	427	NON	NON
MvSl-1064-A2-R4_MC05g06986	Auto	Auto	2	60	120	NON	NON
MvSl-1064-A2-R4_MC05g06987	Auto	Auto	1	307	307	NON	NON
MvSl-1064-A2-R4_MC05g06988	Auto	Auto	1	189	189	NON	NON
MvSl-1064-A2-R4_MC05g06989	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC05g06990	Auto	Auto	5	78	390	NON	NON
MvSl-1064-A2-R4_MC05g06991	Auto	Auto	4	69.75	279	NON	NON
MvSl-1064-A2-R4_MC05g06992	Auto	Auto	2	61.5	123	NON	NON
MvSl-1064-A2-R4_MC05g06993	Auto	Auto	6	66.8333	401	NON	NON
MvSl-1064-A2-R4_MC05g06994	Auto	Auto	12	78.4167	941	NON	NON
MvSl-1064-A2-R4_MC05g06999	Auto	Auto	5	85.6	428	NON	NON
MvSl-1064-A2-R4_MC05g07000	Auto	Auto	2	67	134	NON	NON
MvSl-1064-A2-R4_MC05g07001	Auto	Auto	9	104.111	937	NON	NON
MvSl-1064-A2-R4_MC05g07002	Auto	Auto	4	77.25	309	NON	NON
MvSl-1064-A2-R4_MC05g07003	Auto	Auto	3	154	462	NON	NON
MvSl-1064-A2-R4_MC05g07004	Auto	Auto	8	92.875	743	NON	NON
MvSl-1064-A2-R4_MC05g07005	Auto	Auto	3	117	351	NON	NON
MvSl-1064-A2-R4_MC05g07013	Auto	Auto	3	97.3333	292	NON	NON
MvSl-1064-A2-R4_MC05g07015	Auto	Auto	2	86.5	173	NON	NON
MvSl-1064-A2-R4_MC05g07016	Auto	Auto	5	80.8	404	NON	NON
MvSl-1064-A2-R4_MC05g07017	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC05g07018	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC05g07019	Auto	Auto	2	42.5	85	NON	NON
MvSl-1064-A2-R4_MC05g07020	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC05g07021	Auto	Auto	4	66.5	266	NON	NON
MvSl-1064-A2-R4_MC05g07022	Auto	Auto	1	89	89	NON	NON
MvSl-1064-A2-R4_MC05g07025	Auto	Auto	2	99	198	NON	NON
MvSl-1064-A2-R4_MC05g07026	Auto	Auto	4	92	368	NON	NON
MvSl-1064-A2-R4_MC05g07027	Auto	Auto	3	74.6667	224	NON	NON
MvSl-1064-A2-R4_MC05g07028	Auto	Auto	1	75	75	NON	NON
MvSl-1064-A2-R4_MC05g07029	Auto	Auto	6	85.8333	515	NON	NON
MvSl-1064-A2-R4_MC05g07030	Auto	Auto	3	74.3333	223	NON	NON
MvSl-1064-A2-R4_MC05g07031	Auto	Auto	6	77	462	NON	NON
MvSl-1064-A2-R4_MC05g07032	Auto	Auto	4	94.25	377	NON	NON
MvSl-1064-A2-R4_MC05g07033	Auto	Auto	4	84.25	337	NON	NON
MvSl-1064-A2-R4_MC05g07036	Auto	Auto	5	71	355	NON	NON
MvSl-1064-A2-R4_MC05g07037	Auto	Auto	2	75.5	151	NON	NON
MvSl-1064-A2-R4_MC05g07038	Auto	Auto	5	207	1035	NON	NON
MvSl-1064-A2-R4_MC05g07039	Auto	Auto	5	89.8	449	NON	NON
MvSl-1064-A2-R4_MC05g07040	Auto	Auto	2	96.5	193	NON	NON
MvSl-1064-A2-R4_MC05g07041	Auto	Auto	3	92.3333	277	NON	NON
MvSl-1064-A2-R4_MC05g07042	Auto	Auto	3	96.6667	290	NON	NON
MvSl-1064-A2-R4_MC05g07043	Auto	Auto	2	71.5	143	NON	NON
MvSl-1064-A2-R4_MC05g07044	Auto	Auto	3	63	189	NON	NON
MvSl-1064-A2-R4_MC05g07045	Auto	Auto	6	106.5	639	NON	NON
MvSl-1064-A2-R4_MC05g07046	Auto	Auto	4	75	300	NON	NON
MvSl-1064-A2-R4_MC05g07047	Auto	Auto	1	143	143	NON	NON
MvSl-1064-A2-R4_MC05g07048	Auto	Auto	4	110.75	443	NON	NON
MvSl-1064-A2-R4_MC05g07049	Auto	Auto	5	74	370	NON	NON
MvSl-1064-A2-R4_MC05g07050	Auto	Auto	1	73	73	NON	NON
MvSl-1064-A2-R4_MC05g07051	Auto	Auto	4	79	316	NON	NON
MvSl-1064-A2-R4_MC05g07055	Auto	Auto	1	140	140	NON	NON
MvSl-1064-A2-R4_MC05g07056	Auto	Auto	3	188.333	565	NON	NON
MvSl-1064-A2-R4_MC05g07059	Auto	Auto	2	168	336	NON	NON
MvSl-1064-A2-R4_MC05g07060	Auto	Auto	6	126.5	759	NON	NON
MvSl-1064-A2-R4_MC05g07061	Auto	Auto	8	140.25	1122	NON	NON
MvSl-1064-A2-R4_MC05g07062	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC05g07063	Auto	Auto	1	250	250	NON	NON
MvSl-1064-A2-R4_MC05g07064	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC05g07065	Auto	Auto	7	80	560	NON	NON
MvSl-1064-A2-R4_MC05g07066	Auto	Auto	1	151	151	NON	NON
MvSl-1064-A2-R4_MC05g07068	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC05g07069	Auto	Auto	3	249.333	748	NON	NON
MvSl-1064-A2-R4_MC05g07070	Auto	Auto	4	120.5	482	NON	NON
MvSl-1064-A2-R4_MC05g07071	Auto	Auto	1	96	96	NON	NON
MvSl-1064-A2-R4_MC05g07072	Auto	Auto	4	91.75	367	NON	NON
MvSl-1064-A2-R4_MC05g07073	Auto	Auto	5	129.8	649	NON	NON
MvSl-1064-A2-R4_MC05g07075	Auto	Auto	3	73	219	NON	NON
MvSl-1064-A2-R4_MC05g07079	Auto	Auto	1	119	119	NON	NON
MvSl-1064-A2-R4_MC05g07082	Auto	Auto	10	117.1	1171	NON	NON
MvSl-1064-A2-R4_MC05g07083	Auto	Auto	5	93.2	466	NON	NON
MvSl-1064-A2-R4_MC05g07084	Auto	Auto	6	93	558	NON	NON
MvSl-1064-A2-R4_MC05g07085	Auto	Auto	3	121.333	364	NON	NON
MvSl-1064-A2-R4_MC05g07086	Auto	Auto	2	83.5	167	NON	NON
MvSl-1064-A2-R4_MC05g07087	Auto	Auto	2	103.5	207	NON	NON
MvSl-1064-A2-R4_MC05g07088	Auto	Auto	8	66.625	533	NON	NON
MvSl-1064-A2-R4_MC05g07090	Auto	Auto	2	89	178	NON	NON
MvSl-1064-A2-R4_MC05g07091	Auto	Auto	2	93.5	187	NON	NON
MvSl-1064-A2-R4_MC05g07092	Auto	Auto	7	86.7143	607	NON	NON
MvSl-1064-A2-R4_MC05g07093	Auto	Auto	5	124.4	622	NON	NON
MvSl-1064-A2-R4_MC05g07097	Auto	Auto	1	59	59	NON	NON
MvSl-1064-A2-R4_MC05g07100	Auto	Auto	5	89.4	447	NON	NON
MvSl-1064-A2-R4_MC05g07101	Auto	Auto	7	84.2857	590	NON	NON
MvSl-1064-A2-R4_MC05g07102	Auto	Auto	4	185.25	741	NON	NON
MvSl-1064-A2-R4_MC05g07105	Auto	Auto	4	99	396	NON	NON
MvSl-1064-A2-R4_MC06-1g07124	Auto	Auto	2	112	224	NON	NON
MvSl-1064-A2-R4_MC06-1g07126	Auto	Auto	1	94	94	NON	NON
MvSl-1064-A2-R4_MC06-1g07129	Auto	Auto	3	105.333	316	NON	NON
MvSl-1064-A2-R4_MC06-1g07132	Auto	Auto	1	70	70	NON	NON
MvSl-1064-A2-R4_MC06-1g07133	Auto	Auto	1	45	45	NON	NON
MvSl-1064-A2-R4_MC06-1g07134	Auto	Auto	3	110	330	NON	NON
MvSl-1064-A2-R4_MC06-1g07135	Auto	Auto	6	95.3333	572	NON	NON
MvSl-1064-A2-R4_MC06-1g07137	Auto	Auto	4	65.25	261	NON	NON
MvSl-1064-A2-R4_MC06-1g07145	Auto	Auto	3	106.333	319	NON	NON
MvSl-1064-A2-R4_MC06-1g07146	Auto	Auto	4	65.5	262	NON	NON
MvSl-1064-A2-R4_MC06-1g07149	Auto	Auto	1	163	163	NON	NON
MvSl-1064-A2-R4_MC06-1g07150	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC06-1g07151	Auto	Auto	3	76	228	NON	NON
MvSl-1064-A2-R4_MC06-1g07152	Auto	Auto	8	68.25	546	NON	NON
MvSl-1064-A2-R4_MC06-1g07156	Auto	Auto	5	103.8	519	NON	NON
MvSl-1064-A2-R4_MC06-1g07157	Auto	Auto	8	93.375	747	NON	NON
MvSl-1064-A2-R4_MC06-1g07158	Auto	Auto	1	94	94	NON	NON
MvSl-1064-A2-R4_MC06-1g07160	Auto	Auto	1	0	0	NON	NON
