gida1	prot	cds	part8	youngold	intron_nr	intron_mean	intron_total	DE	DE2	haploid
MvSl-1064-A2-R4_MC12g11242	599	1800	Auto	Auto	5	104.4	522	NON	NON	A2
MvSl-1064-A2-R4_MC12g11244	897	2694	Auto	Auto	5	68.6	343	NON	NON	A2
MvSl-1064-A2-R4_MC12g11245	518	1557	Auto	Auto	4	81.5	326	NON	NON	A2
MvSl-1064-A2-R4_MC12g11246	110	333	Auto	Auto	1	90	90	NON	NON	A2
MvSl-1064-A2-R4_MC12g11247	392	1179	Auto	Auto	6	87.1667	523	NON	NON	A2
MvSl-1064-A2-R4_MC12g11248	37	114	Auto	Auto	1	44	44	NON	NON	A2
MvSl-1064-A2-R4_MC12g11249	57	174	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC12g11251	93	282	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC12g11252	760	2283	Auto	Auto	2	60	120	Down	DE	A2
MvSl-1064-A2-R4_MC12g11254	171	516	Auto	Auto	3	119.667	359	NON	NON	A2
MvSl-1064-A2-R4_MC12g11255	513	1542	Auto	Auto	5	146.6	733	NON	NON	A2
MvSl-1064-A2-R4_MC12g11256	243	732	Auto	Auto	3	193.333	580	NON	NON	A2
MvSl-1064-A2-R4_MC12g11257	399	1200	Auto	Auto	6	105.667	634	NON	NON	A2
MvSl-1064-A2-R4_MC12g11258	419	1260	Auto	Auto	1	99	99	NON	NON	A2
MvSl-1064-A2-R4_MC12g11259	315	948	Auto	Auto	7	91.8571	645	NON	NON	A2
MvSl-1064-A2-R4_MC12g11260	143	432	Auto	Auto	2	144.5	289	NON	NON	A2
MvSl-1064-A2-R4_MC12g11261	1689	5070	Auto	Auto	4	90.75	363	NON	NON	A2
MvSl-1064-A2-R4_MC12g11262	167	504	Auto	Auto	1	73	73	NON	NON	A2
MvSl-1064-A2-R4_MC12g11263	69	210	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC12g11264	381	1146	Auto	Auto	2	259.5	519	NON	NON	A2
MvSl-1064-A2-R4_MC12g11265	950	2853	Auto	Auto	7	73.7143	516	NON	NON	A2
MvSl-1064-A2-R4_MC12g11266	842	2529	Auto	Auto	6	136.833	821	NON	NON	A2
MvSl-1064-A2-R4_MC12g11267	932	2799	Auto	Auto	3	110.333	331	NON	NON	A2
MvSl-1064-A2-R4_MC12g11268	53	162	Auto	Auto	1	134	134	Up	DE	A2
MvSl-1064-A2-R4_MC12g11269	741	2226	Auto	Auto	6	88.6667	532	NON	NON	A2
MvSl-1064-A2-R4_MC12g11270	524	1575	Auto	Auto	1	59	59	NON	NON	A2
MvSl-1064-A2-R4_MC12g11271	1595	4788	Auto	Auto	11	70.4545	775	NON	NON	A2
MvSl-1064-A2-R4_MC12g11272	545	1638	Auto	Auto	7	78	526	NON	NON	A2
MvSl-1064-A2-R4_MC12g11273	945	2838	Auto	Auto	6	98	588	NON	NON	A2
MvSl-1064-A2-R4_MC12g11276	447	1344	Auto	Auto	3	133.333	400	NON	NON	A2
MvSl-1064-A2-R4_MC12g11277	328	987	Auto	Auto	4	78	312	NON	NON	A2
MvSl-1064-A2-R4_MC12g11278	232	699	Auto	Auto	1	94	94	NON	NON	A2
MvSl-1064-A2-R4_MC12g11279	732	2199	Auto	Auto	2	100.5	201	NON	NON	A2
MvSl-1064-A2-R4_MC12g11280	761	2286	Auto	Auto	6	83.5	501	NON	NON	A2
MvSl-1064-A2-R4_MC12g11281	126	381	Auto	Auto	2	127.5	255	NON	NON	A2
MvSl-1064-A2-R4_MC12g11282	478	1437	Auto	Auto	7	93.2857	653	NON	NON	A2
MvSl-1064-A2-R4_MC12g11283	486	1461	Auto	Auto	3	59.3333	178	Up	DE	A2
MvSl-1064-A2-R4_MC12g11284	409	1230	Auto	Auto	2	128	256	NON	NON	A2
MvSl-1064-A2-R4_MC12g11285	426	1281	Auto	Auto	5	96.8	484	NON	NON	A2
MvSl-1064-A2-R4_MC12g11286	724	2175	Auto	Auto	7	73.6	498	NON	NON	A2
MvSl-1064-A2-R4_MC12g11287	244	735	Auto	Auto	4	140	560	NON	NON	A2
MvSl-1064-A2-R4_MC12g11288	610	1833	Auto	Auto	3	66.6667	200	NON	NON	A2
MvSl-1064-A2-R4_MC12g11289	604	1815	Auto	Auto	3	79.3333	238	NON	NON	A2
MvSl-1064-A2-R4_MC12g11290	776	2331	Auto	Auto	5	73.2	367	NON	NON	A2
MvSl-1064-A2-R4_MC12g11291	1192	3579	Auto	Auto	11	80.4545	885	NON	NON	A2
MvSl-1064-A2-R4_MC12g11292	652	1959	Auto	Auto	6	105.833	635	NON	NON	A2
MvSl-1064-A2-R4_MC12g11293	582	1749	Auto	Auto	4	74.25	297	NON	NON	A2
MvSl-1064-A2-R4_MC12g11294	1330	3993	Auto	Auto	3	73.6667	221	NON	NON	A2
MvSl-1064-A2-R4_MC12g11295	167	504	Auto	Auto	3	91	273	NON	NON	A2
MvSl-1064-A2-R4_MC12g11296	481	1446	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC12g11297	631	1896	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC12g11298	170	513	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC12g11299	493	1482	Auto	Auto	4	75.25	301	NON	NON	A2
MvSl-1064-A2-R4_MC12g11300	871	2616	Auto	Auto	1	132	132	NON	NON	A2
MvSl-1064-A2-R4_MC12g11301	466	1401	Auto	Auto	3	109.333	328	NON	NON	A2
MvSl-1064-A2-R4_MC12g11302	1064	3195	Auto	Auto	5	76.6	383	NON	NON	A2
MvSl-1064-A2-R4_MC12g11303	345	1038	Auto	Auto	2	122	244	NON	NON	A2
MvSl-1064-A2-R4_MC12g11306	312	939	Auto	Auto	2	119	238	NON	NON	A2
MvSl-1064-A2-R4_MC12g11307	526	1581	Auto	Auto	6	86.8333	521	NON	NON	A2
MvSl-1064-A2-R4_MC12g11308	306	921	Auto	Auto	3	148.667	446	NON	NON	A2
MvSl-1064-A2-R4_MC12g11310	302	909	Auto	Auto	2	94.5	189	NON	NON	A2
MvSl-1064-A2-R4_MC12g11311	326	981	Auto	Auto	5	103.6	518	NON	NON	A2
MvSl-1064-A2-R4_MC12g11312	771	2316	Auto	Auto	6	96	576	NON	NON	A2
MvSl-1064-A2-R4_MC12g11313	879	2640	Auto	Auto	9	123.667	1113	NON	NON	A2
MvSl-1064-A2-R4_MC12g11315	521	1566	Auto	Auto	2	75	150	NON	NON	A2
MvSl-1064-A2-R4_MC12g11316	887	2664	Auto	Auto	8	118	944	NON	NON	A2
MvSl-1064-A2-R4_MC12g11317	441	1326	Auto	Auto	2	87.5	175	NON	NON	A2
MvSl-1064-A2-R4_MC12g11318	63	192	Auto	Auto	2	141.5	283	NON	NON	A2
MvSl-1064-A2-R4_MC12g11319	340	1023	Auto	Auto	7	79.1429	554	NON	NON	A2
MvSl-1064-A2-R4_MC12g11320	272	819	Auto	Auto	3	92.3333	277	NON	NON	A2
MvSl-1064-A2-R4_MC12g11321	391	1176	Auto	Auto	1	94	94	NON	NON	A2
MvSl-1064-A2-R4_MC12g11322	1193	3582	Auto	Auto	3	77	231	NON	NON	A2
MvSl-1064-A2-R4_MC12g11324	629	1890	Auto	Auto	5	99.8	499	NON	NON	A2
MvSl-1064-A2-R4_MC12g11325	152	459	Auto	Auto	2	165.5	331	NON	NON	A2
MvSl-1064-A2-R4_MC12g11328	611	1836	Auto	Auto	4	172	688	NON	NON	A2
MvSl-1064-A2-R4_MC12g11329	901	2706	Auto	Auto	5	75.8	379	NON	NON	A2
MvSl-1064-A2-R4_MC12g11331	796	2391	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC12g11332	612	1839	Auto	Auto	7	73.4286	514	NON	NON	A2
MvSl-1064-A2-R4_MC12g11333	205	618	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC12g11334	714	2145	Auto	Auto	2	60.5	121	NON	NON	A2
MvSl-1064-A2-R4_MC12g11335	156	471	Auto	Auto	4	76.25	305	NON	NON	A2
MvSl-1064-A2-R4_MC12g11336	650	1953	Auto	Auto	5	72.2	361	NON	NON	A2
MvSl-1064-A2-R4_MC12g11337	548	1647	Auto	Auto	7	115	805	NON	NON	A2
MvSl-1064-A2-R4_MC12g11338	770	2313	Auto	Auto	5	102.4	512	NON	NON	A2
MvSl-1064-A2-R4_MC12g11339	958	2877	Auto	Auto	2	73	146	NON	NON	A2
MvSl-1064-A2-R4_MC12g11340	170	513	Auto	Auto	1	114	114	NON	NON	A2
MvSl-1064-A2-R4_MC12g11341	155	468	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC12g11342	970	2913	Auto	Auto	2	128.5	257	NON	NON	A2
MvSl-1064-A2-R4_MC12g11343	400	1203	Auto	Auto	4	143.5	574	NON	NON	A2
MvSl-1064-A2-R4_MC12g11344	525	1578	Auto	Auto	7	135.714	950	NON	NON	A2
MvSl-1064-A2-R4_MC12g11345	503	1512	Auto	Auto	4	74.75	299	NON	NON	A2
MvSl-1064-A2-R4_MC12g11346	1433	4302	Auto	Auto	5	74.2	371	NON	NON	A2
MvSl-1064-A2-R4_MC12g11347	341	1026	Auto	Auto	4	69.75	279	NON	NON	A2
MvSl-1064-A2-R4_MC12g11348	1530	4593	Auto	Auto	8	81.5	652	NON	NON	A2
MvSl-1064-A2-R4_MC12g11350	177	534	Auto	Auto	8	122.875	983	NON	NON	A2
MvSl-1064-A2-R4_MC12g11351	3408	10227	Auto	Auto	18	109.222	1966	NON	NON	A2
MvSl-1064-A2-R4_MC12g11352	452	1359	Auto	Auto	3	69.6667	209	NON	NON	A2
MvSl-1064-A2-R4_MC12g11353	658	1977	Auto	Auto	2	75	150	NON	NON	A2
MvSl-1064-A2-R4_MC12g11354	247	744	Auto	Auto	6	91.5	549	NON	NON	A2
MvSl-1064-A2-R4_MC12g11355	759	2280	Auto	Auto	1	135	135	NON	NON	A2
MvSl-1064-A2-R4_MC12g11356	555	1668	Auto	Auto	4	75.5	302	NON	NON	A2
MvSl-1064-A2-R4_MC12g11359	124	375	Auto	Auto	2	75.5	151	NON	NON	A2
MvSl-1064-A2-R4_MC12g11360	291	876	Auto	Auto	3	69.3333	208	NON	NON	A2
MvSl-1064-A2-R4_MC12g11361	94	285	Auto	Auto	2	79	158	NON	NON	A2
MvSl-1064-A2-R4_MC12g11362	216	651	Auto	Auto	2	57	114	NON	NON	A2
MvSl-1064-A2-R4_MC12g11363	847	2544	Auto	Auto	3	220.333	661	NON	NON	A2
MvSl-1064-A2-R4_MC12g11364	117	354	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC12g11365	41	126	Auto	Auto	1	71	71	NON	NON	A2
MvSl-1064-A2-R4_MC12g11366	96	291	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC12g11367	644	1935	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC12g11368	63	192	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC12g11369	335	1008	Auto	Auto	4	99	396	NON	NON	A2
MvSl-1064-A2-R4_MC12g11370	563	1692	Auto	Auto	1	81	81	NON	NON	A2
MvSl-1064-A2-R4_MC12g11371	452	1359	Auto	Auto	5	96.2	481	NON	NON	A2
MvSl-1064-A2-R4_MC12g11372	186	561	Auto	Auto	4	106.25	425	NON	NON	A2
MvSl-1064-A2-R4_MC12g11373	572	1719	Auto	Auto	5	88.6	443	NON	NON	A2
MvSl-1064-A2-R4_MC12g11374	905	2718	Auto	Auto	6	73.8333	443	NON	NON	A2
MvSl-1064-A2-R4_MC12g11375	615	1848	Auto	Auto	7	90.1429	631	Up	DE	A2
MvSl-1064-A2-R4_MC12g11376	278	837	Auto	Auto	1	76	76	NON	NON	A2
MvSl-1064-A2-R4_MC12g11377	614	1845	Auto	Auto	6	75.6667	454	NON	NON	A2
MvSl-1064-A2-R4_MC12g11378	377	1134	Auto	Auto	6	101.833	611	NON	NON	A2
MvSl-1064-A2-R4_MC12g11379	443	1332	Auto	Auto	5	186.2	931	NON	NON	A2
MvSl-1064-A2-R4_MC12g11380	456	1371	Auto	Auto	5	92.6	463	NON	NON	A2
MvSl-1064-A2-R4_MC12g11381	1236	3711	Auto	Auto	1	91	91	NON	NON	A2
MvSl-1064-A2-R4_MC12g11382	1947	5844	Auto	Auto	3	76.6667	230	NON	NON	A2
MvSl-1064-A2-R4_MC12g11383	236	711	Auto	Auto	8	109.375	875	NON	NON	A2
MvSl-1064-A2-R4_MC12g11384	166	501	Auto	Auto	4	144.75	579	NON	NON	A2
MvSl-1064-A2-R4_MC12g11385	566	1701	Auto	Auto	5	97	485	NON	NON	A2
MvSl-1064-A2-R4_MC12g11386	828	2487	Auto	Auto	7	81.8571	573	NON	NON	A2
MvSl-1064-A2-R4_MC12g11387	269	810	Auto	Auto	1	139	139	NON	NON	A2
MvSl-1064-A2-R4_MC12g11388	1426	4281	Auto	Auto	5	85.8	429	NON	NON	A2
MvSl-1064-A2-R4_MC12g11389	515	1548	Auto	Auto	1	69	69	NON	NON	A2
MvSl-1064-A2-R4_MC12g11390	173	522	Auto	Auto	2	249.5	499	NON	NON	A2
MvSl-1064-A2-R4_MC12g11391	430	1293	Auto	Auto	2	262.5	525	NON	NON	A2
MvSl-1064-A2-R4_MC12g11392	277	834	Auto	Auto	6	110.167	661	NON	NON	A2
MvSl-1064-A2-R4_MC12g11393	447	1344	Auto	Auto	3	77.6667	233	NON	NON	A2
MvSl-1064-A2-R4_MC12g11394	326	981	Auto	Auto	3	96.6667	290	NON	NON	A2
MvSl-1064-A2-R4_MC12g11395	670	2013	Auto	Auto	7	89.1429	624	NON	NON	A2
MvSl-1064-A2-R4_MC12g11397	349	1050	Auto	Auto	2	167.5	335	NON	NON	A2
MvSl-1064-A2-R4_MC12g11398	152	459	Auto	Auto	2	184.5	369	NON	NON	A2
MvSl-1064-A2-R4_MC12g11399	88	267	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC12g11402	54	165	Auto	Auto	1	210	210	Up	DE	A2
MvSl-1064-A2-R4_MC12g11404	364	1095	Auto	Auto	2	276	552	NON	NON	A2
MvSl-1064-A2-R4_MC12g11405	1687	5064	Auto	Auto	13	79.8462	1038	Up	DE	A2
MvSl-1064-A2-R4_MC12g11406	387	1164	Auto	Auto	11	175.727	1933	NON	NON	A2
MvSl-1064-A2-R4_MC12g11407	809	2430	Auto	Auto	6	89.5	537	NON	NON	A2
MvSl-1064-A2-R4_MC12g11408	210	633	Auto	Auto	4	84.75	339	NON	NON	A2
MvSl-1064-A2-R4_MC12g11409	205	618	Auto	Auto	3	118.333	355	NON	NON	A2
MvSl-1064-A2-R4_MC12g11411	334	1005	Auto	Auto	3	50.3333	151	NON	NON	A2
MvSl-1064-A2-R4_MC12g11413	80	243	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC12g11414	276	831	Auto	Auto	6	78.1667	469	NON	NON	A2
MvSl-1064-A2-R4_MC12g11415	233	702	Auto	Auto	2	139.5	279	NON	NON	A2
MvSl-1064-A2-R4_MC12g11416	197	594	Auto	Auto	3	90.6667	272	NON	NON	A2
MvSl-1064-A2-R4_MC12g11417	1040	3123	Auto	Auto	8	93.125	745	NON	NON	A2
MvSl-1064-A2-R4_MC12g11418	1828	5487	Auto	Auto	3	74.6667	224	NON	NON	A2
MvSl-1064-A2-R4_MC12g11419	285	858	Auto	Auto	2	68.5	137	NON	NON	A2
MvSl-1064-A2-R4_MC12g11421	404	1215	Auto	Auto	4	74.25	297	NON	NON	A2
MvSl-1064-A2-R4_MC12g11422	139	420	Auto	Auto	1	220	220	NON	NON	A2
MvSl-1064-A2-R4_MC12g11423	150	453	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC12g11424	221	666	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC12g11425	246	741	Auto	Auto	3	82.6667	248	NON	NON	A2
MvSl-1064-A2-R4_MC12g11426	429	1290	Auto	Auto	3	146.667	440	NON	NON	A2
MvSl-1064-A2-R4_MC12g11427	613	1842	Auto	Auto	1	85	85	NON	NON	A2
MvSl-1064-A2-R4_MC12g11428	513	1542	Auto	Auto	2	164.5	329	NON	NON	A2
MvSl-1064-A2-R4_MC12g11429	530	1593	Auto	Auto	3	109.667	329	NON	NON	A2
MvSl-1064-A2-R4_MC12g11430	630	1893	Auto	Auto	6	104.667	628	NON	NON	A2
MvSl-1064-A2-R4_MC12g11431	1102	3309	Auto	Auto	7	110.286	772	NON	NON	A2
MvSl-1064-A2-R4_MC12g11432	665	1998	Auto	Auto	8	81.375	651	NON	NON	A2
MvSl-1064-A2-R4_MC12g11433	626	1881	Auto	Auto	2	103.5	207	NON	NON	A2
MvSl-1064-A2-R4_MC12g11436	95	288	Auto	Auto	1	42	42	NON	NON	A2
MvSl-1064-A2-R4_MC12g11437	142	429	Auto	Auto	1	88	88	NON	NON	A2
MvSl-1064-A2-R4_MC12g11438	301	906	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC12g11439	301	906	Auto	Auto	2	60.5	121	NON	NON	A2
MvSl-1064-A2-R4_MC12g11440	763	2292	Auto	Auto	7	71.2857	499	NON	NON	A2
MvSl-1064-A2-R4_MC12g11441	552	1659	Auto	Auto	1	660	660	NON	NON	A2
MvSl-1064-A2-R4_MC12g11442	904	2715	Auto	Auto	9	98.3333	885	NON	NON	A2
MvSl-1064-A2-R4_MC12g11444	348	1047	Auto	Auto	6	78.3333	470	NON	NON	A2
MvSl-1064-A2-R4_MC12g11445	494	1485	Auto	Auto	2	76	152	NON	NON	A2
MvSl-1064-A2-R4_MC12g11446	473	1422	Auto	Auto	2	145	290	NON	NON	A2
MvSl-1064-A2-R4_MC12g11447	816	2451	Auto	Auto	2	105.5	211	NON	NON	A2
MvSl-1064-A2-R4_MC12g11448	665	1998	Auto	Auto	1	82	82	NON	NON	A2
MvSl-1064-A2-R4_MC12g11449	210	633	Auto	Auto	6	116.833	701	NON	NON	A2
MvSl-1064-A2-R4_MC12g11450	347	1044	Auto	Auto	4	74.25	297	NON	NON	A2
MvSl-1064-A2-R4_MC12g11451	300	903	Auto	Auto	4	95.25	381	NON	NON	A2
MvSl-1064-A2-R4_MC12g11452	144	435	Auto	Auto	2	188.5	377	NON	NON	A2
MvSl-1064-A2-R4_MC12g11453	117	354	Auto	Auto	1	73	73	NON	NON	A2
MvSl-1064-A2-R4_MC12g11454	283	852	Auto	Auto	7	91.1429	635	NON	NON	A2
MvSl-1064-A2-R4_MC12g11455	327	984	Auto	Auto	3	74	222	NON	NON	A2
MvSl-1064-A2-R4_MC12g11457	583	1752	Auto	Auto	6	79.6667	478	NON	NON	A2
MvSl-1064-A2-R4_MC12g11458	79	240	Auto	Auto	2	100.5	201	NON	NON	A2
MvSl-1064-A2-R4_MC12g11459	53	162	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC12g11460	379	1140	Auto	Auto	4	99	396	NON	NON	A2
MvSl-1064-A2-R4_MC12g11461	772	2319	Auto	Auto	3	97.3333	292	NON	NON	A2
MvSl-1064-A2-R4_MC12g11462	367	1104	Auto	Auto	1	78	78	NON	NON	A2
MvSl-1064-A2-R4_MC12g11463	779	2340	Auto	Auto	2	109	218	NON	NON	A2
MvSl-1064-A2-R4_MC12g11464	472	1419	Auto	Auto	3	107.667	323	NON	NON	A2
MvSl-1064-A2-R4_MC12g11465	734	2205	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC12g11466	1113	3342	Auto	Auto	3	69.6667	209	NON	NON	A2
MvSl-1064-A2-R4_MC12g11467	513	1542	Auto	Auto	2	297.5	595	NON	NON	A2
MvSl-1064-A2-R4_MC12g11468	106	321	Auto	Auto	2	125	250	Down	DE	A2
MvSl-1064-A2-R4_MC12g11469	1201	3606	Auto	Auto	6	78.3333	470	NON	NON	A2
MvSl-1064-A2-R4_MC12g11470	153	462	Auto	Auto	2	132	264	NON	NON	A2
MvSl-1064-A2-R4_MC12g11471	98	297	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC12g11472	201	606	Auto	Auto	1	51	51	NON	NON	A2
MvSl-1064-A2-R4_MC12g11473	52	159	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC12g11474	418	1257	Auto	Auto	3	78.3333	235	NON	NON	A2
MvSl-1064-A2-R4_MC12g11475	1964	5895	Auto	Auto	10	117	1170	NON	NON	A2
MvSl-1064-A2-R4_MC12g11476	303	912	Auto	Auto	3	98.6667	296	NON	NON	A2
MvSl-1064-A2-R4_MC12g11477	538	1617	Auto	Auto	4	76.25	305	NON	NON	A2
MvSl-1064-A2-R4_MC12g11478	949	2850	Auto	Auto	5	97.8	489	NON	NON	A2
MvSl-1064-A2-R4_MC12g11479	1492	4479	Auto	Auto	5	78.8	394	NON	NON	A2
MvSl-1064-A2-R4_MC12g11480	1086	3261	Auto	Auto	5	193.2	966	NON	NON	A2
MvSl-1064-A2-R4_MC12g11481	135	408	Auto	Auto	1	121	121	NON	NON	A2
MvSl-1064-A2-R4_MC12g11482	301	906	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC12g11483	199	600	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC12g11484	529	1590	Auto	Auto	4	86.25	345	NON	NON	A2
MvSl-1064-A2-R4_MC12g11485	52	159	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC12g11486	1560	4683	Auto	Auto	4	98.5	394	NON	NON	A2
MvSl-1064-A2-R4_MC12g11487	429	1290	Auto	Auto	7	105.429	738	NON	NON	A2
MvSl-1064-A2-R4_MC12g11490	59	180	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC12g11491	458	1377	Auto	Auto	2	86.5	173	NON	NON	A2
MvSl-1064-A2-R4_MC12g11492	922	2769	Auto	Auto	5	115	575	NON	NON	A2
MvSl-1064-A2-R4_MC12g11493	99	300	Auto	Auto	2	65.5	131	NON	NON	A2
MvSl-1064-A2-R4_MC12g11494	612	1839	Auto	Auto	5	90.2	451	NON	NON	A2
MvSl-1064-A2-R4_MC12g11495	834	2505	Auto	Auto	7	145.857	1021	NON	NON	A2
MvSl-1064-A2-R4_MC12g11496	198	597	Auto	Auto	5	153.8	769	Down	DE	A2
MvSl-1064-A2-R4_MC12g11498	807	2424	Auto	Auto	10	106.5	1065	NON	NON	A2
MvSl-1064-A2-R4_MC12g11499	919	2760	Auto	Auto	5	109.6	548	NON	NON	A2
MvSl-1064-A2-R4_MC12g11501	1530	4593	Auto	Auto	10	100	1000	NON	NON	A2
MvSl-1064-A2-R4_MC12g11503	855	2568	Auto	Auto	4	87	348	NON	NON	A2
MvSl-1064-A2-R4_MC12g11504	2897	8694	Auto	Auto	18	84.0556	1513	NON	NON	A2
MvSl-1064-A2-R4_MC12g11505	346	1041	Auto	Auto	5	103	515	Up	DE	A2
MvSl-1064-A2-R4_MC12g11507	512	1539	Auto	Auto	10	89.3	893	NON	NON	A2
MvSl-1064-A2-R4_MC12g11508	629	1890	Auto	Auto	5	80.4	402	NON	NON	A2
MvSl-1064-A2-R4_MC12g11509	299	900	Auto	Auto	1	107	107	NON	NON	A2
MvSl-1064-A2-R4_MC12g11510	1238	3717	Auto	Auto	7	85.5714	599	NON	NON	A2
MvSl-1064-A2-R4_MC12g11511	1667	5004	Auto	Auto	4	71.75	287	NON	NON	A2
MvSl-1064-A2-R4_MC12g11512	615	1848	Auto	Auto	2	71.5	143	NON	NON	A2
MvSl-1064-A2-R4_MC12g11516	287	864	Auto	Auto	4	62.25	249	NON	NON	A2
MvSl-1064-A2-R4_MC12g11517	1214	3645	Auto	Auto	8	72.25	578	NON	NON	A2
MvSl-1064-A2-R4_MC12g11518	181	546	Auto	Auto	5	92	460	NON	NON	A2
MvSl-1064-A2-R4_MC12g11519	714	2145	Auto	Auto	3	71	213	NON	NON	A2
MvSl-1064-A2-R4_MC12g11520	345	1038	Auto	Auto	3	94	282	NON	NON	A2
MvSl-1064-A2-R4_MC12g11521	1016	3051	Auto	Auto	5	79.8	399	NON	NON	A2
MvSl-1064-A2-R4_MC12g11522	1161	3486	Auto	Auto	15	73.0667	1096	NON	NON	A2
MvSl-1064-A2-R4_MC12g11523	96	291	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC12g11524	757	2274	Auto	Auto	4	81.25	325	NON	NON	A2
MvSl-1064-A2-R4_MC12g11525	751	2256	Auto	Auto	7	83.5714	585	NON	NON	A2
MvSl-1064-A2-R4_MC12g11526	752	2259	Auto	Auto	5	91.6	458	NON	NON	A2
MvSl-1064-A2-R4_MC12g11527	1392	4179	Auto	Auto	16	80.5625	1289	NON	NON	A2
MvSl-1064-A2-R4_MC12g11528	312	939	Auto	Auto	4	87.25	349	NON	NON	A2
MvSl-1064-A2-R4_MC12g11529	617	1854	Auto	Auto	4	106.25	425	NON	NON	A2
MvSl-1064-A2-R4_MC12g11530	1600	4803	Auto	Auto	4	80.5	322	NON	NON	A2
MvSl-1064-A2-R4_MC12g11531	1225	3678	Auto	Auto	5	114.8	574	NON	NON	A2
MvSl-1064-A2-R4_MC12g11532	1406	4221	Auto	Auto	7	106.857	748	NON	NON	A2
MvSl-1064-A2-R4_MC12g11534	586	1761	Auto	Auto	7	105.143	736	NON	NON	A2
MvSl-1064-A2-R4_MC12g11535	88	267	Auto	Auto	1	94	94	NON	NON	A2
MvSl-1064-A2-R4_MC12g11536	595	1788	Auto	Auto	14	93	1302	Down	DE	A2
MvSl-1064-A2-R4_MC12g11537	143	432	Auto	Auto	2	85	170	NON	NON	A2
MvSl-1064-A2-R4_MC12g11540	280	843	Auto	Auto	1	50	50	NON	NON	A2
MvSl-1064-A2-R4_MC13g11551	470	1413	Auto	Auto	2	83	166	NON	NON	A2
MvSl-1064-A2-R4_MC13g11552	721	2166	Auto	Auto	6	104.5	627	NON	NON	A2
MvSl-1064-A2-R4_MC13g11553	539	1620	Auto	Auto	3	79.3333	238	NON	NON	A2
MvSl-1064-A2-R4_MC13g11554	762	2289	Auto	Auto	1	70	70	NON	NON	A2
MvSl-1064-A2-R4_MC13g11555	508	1527	Auto	Auto	9	102.111	919	NON	NON	A2
MvSl-1064-A2-R4_MC13g11556	1446	4341	Auto	Auto	5	87	435	NON	NON	A2
MvSl-1064-A2-R4_MC13g11557	392	1179	Auto	Auto	1	84	84	NON	NON	A2
MvSl-1064-A2-R4_MC13g11558	487	1464	Auto	Auto	5	100.6	503	NON	NON	A2
MvSl-1064-A2-R4_MC13g11559	204	615	Auto	Auto	1	104	104	NON	NON	A2
MvSl-1064-A2-R4_MC13g11560	626	1881	Auto	Auto	4	79.25	317	NON	NON	A2
MvSl-1064-A2-R4_MC13g11561	173	522	Auto	Auto	2	66	132	NON	NON	A2
MvSl-1064-A2-R4_MC13g11563	197	594	Auto	Auto	2	94	188	NON	NON	A2
MvSl-1064-A2-R4_MC13g11564	655	1968	Auto	Auto	4	63.75	255	NON	NON	A2
MvSl-1064-A2-R4_MC13g11565	744	2235	Auto	Auto	3	79	237	NON	NON	A2
MvSl-1064-A2-R4_MC13g11567	66	201	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC13g11568	413	1242	Auto	Auto	3	137.333	412	Up	DE	A2
MvSl-1064-A2-R4_MC13g11571	359	1080	Auto	Auto	3	187	561	NON	NON	A2
