gid	TEaverage	averageGC3	averageGC0	intronmeannr	intronmeanlength	intronmeantotal	Part8	youngold	logFC.A1.A2	abs	a1prot	a2prot	meanprot	ratioprot	DE	DE2	a1cds	a2cds	ratiocds	meancds
MvSl-1064-A1-R4_MC12g11156	0	56.175	56.175	2	68.5	137	Auto	Auto	0.004422604	0.004422604	285	285	285	1	NON	NON	858	858	1	858
MvSl-1064-A1-R4_MC12g11158	0	57.37	57.37	4	74.25	297	Auto	Auto	0.293394719	0.293394719	404	404	404	1	NON	NON	1215	1215	1	1215
MvSl-1064-A1-R4_MC12g11159	0	68.69	68.69	1	220	220	Auto	Auto	-0.317283579	0.317283579	139	139	139	1	NON	NON	420	420	1	420
MvSl-1064-A1-R4_MC12g11160	0	74.065	74.065	1	0	0	Auto	Auto	-0.406387202	0.406387202	150	150	150	1	NON	NON	453	453	1	453
MvSl-1064-A1-R4_MC12g11161	0	59.91	59.91	1	0	0	Auto	Auto	0.104710018	0.104710018	221	221	221	1	NON	NON	666	666	1	666
MvSl-1064-A1-R4_MC12g11162	0	58.03	58.03	3	82.6667	248	Auto	Auto	0.268283029	0.268283029	246	246	246	1	NON	NON	741	741	1	741
MvSl-1064-A1-R4_MC12g11163	0.117647059	62.405	62.405	3	146.667	440	Auto	Auto	-0.043362973	0.043362973	429	429	429	1	NON	NON	1290	1290	1	1290
MvSl-1064-A1-R4_MC12g11164	0.117647059	57.9	57.9	1	85	85	Auto	Auto	0.024953908	0.024953908	613	613	613	1	NON	NON	1842	1842	1	1842
MvSl-1064-A1-R4_MC12g11165	0.117647059	69.485	69.485	2	164.5	329	Auto	Auto	-0.247800856	0.247800856	513	513	513	1	NON	NON	1542	1542	1	1542
MvSl-1064-A1-R4_MC12g11166	0.117647059	60.95	60.95	3	109.667	329	Auto	Auto	-0.063726919	0.063726919	530	530	530	1	NON	NON	1593	1593	1	1593
MvSl-1064-A1-R4_MC12g11167	0.117647059	64.475	64.475	6	104.667	628	Auto	Auto	0.073041679	0.073041679	630	630	630	1	NON	NON	1893	1893	1	1893
MvSl-1064-A1-R4_MC12g11168	0.117647059	64.61	64.61	7	110.286	772	Auto	Auto	-0.215826056	0.215826056	1102	1102	1102	1	NON	NON	3309	3309	1	3309
MvSl-1064-A1-R4_MC12g11169	0.117647059	63.79	63.79	8	81.375	651	Auto	Auto	-0.256233436	0.256233436	665	665	665	1	NON	NON	1998	1998	1	1998
MvSl-1064-A1-R4_MC12g11170	0.058823529	63.905	63.905	2	103.5	207	Auto	Auto	-0.086090847	0.086090847	626	626	626	1	NON	NON	1881	1881	1	1881
MvSl-1064-A1-R4_MC12g11173	0.117647059	52.6	52.6	1	42	42	Auto	Auto	-0.024287592	0.024287592	95	95	95	1	NON	NON	288	288	1	288
MvSl-1064-A1-R4_MC12g11174	0.117647059	58.04	58.04	1	88	88	Auto	Auto	0.170960302	0.170960302	142	142	142	1	NON	NON	429	429	1	429
MvSl-1064-A1-R4_MC12g11175	0.117647059	56.46	56.46	1	0	0	Auto	Auto	0.039354599	0.039354599	301	301	301	1	NON	NON	906	906	1	906
MvSl-1064-A1-R4_MC12g11176	0.117647059	62.58	62.58	2	60.5	121	Auto	Auto	0.091240943	0.091240943	301	301	301	1	NON	NON	906	906	1	906
MvSl-1064-A1-R4_MC12g11177	0.117647059	61.26	61.26	7	71.2857	499	Auto	Auto	0.029806132	0.029806132	763	763	763	1	NON	NON	2292	2292	1	2292
MvSl-1064-A1-R4_MC12g11178	0.117647059	57.385	57.385	1	660	660	Auto	Auto	-0.215484179	0.215484179	552	552	552	1	NON	NON	1659	1659	1	1659
MvSl-1064-A1-R4_MC12g11179	0.117647059	60.11	60.11	9	98.38885	885.5	Auto	Auto	-0.074830744	0.074830744	904	904	904	1	NON	NON	2715	2715	1	2715
MvSl-1064-A1-R4_MC12g11181	0	59.405	59.405	6	78.3333	470	Auto	Auto	-0.597082605	0.597082605	348	348	348	1	NON	NON	1047	1047	1	1047
MvSl-1064-A1-R4_MC12g11182	0	58.925	58.925	2	76	152	Auto	Auto	0.122644312	0.122644312	494	494	494	1	NON	NON	1485	1485	1	1485
MvSl-1064-A1-R4_MC12g11183	0	60.865	60.865	2	145	290	Auto	Auto	0.54769587	0.54769587	473	473	473	1	NON	NON	1422	1422	1	1422
MvSl-1064-A1-R4_MC12g11184	0	62.85	62.85	2	105.5	211	Auto	Auto	0.018213668	0.018213668	816	816	816	1	NON	NON	2451	2451	1	2451
MvSl-1064-A1-R4_MC12g11185	0	60.39	60.39	1	82	82	Auto	Auto	-0.063860914	0.063860914	665	665	665	1	NON	NON	1998	1998	1	1998
MvSl-1064-A1-R4_MC12g11186	0	65.56	65.56	6	116.833	701	Auto	Auto	-0.247745337	0.247745337	210	210	210	1	NON	NON	633	633	1	633
MvSl-1064-A1-R4_MC12g11187	0	62.02	62.02	4	74.25	297	Auto	Auto	0.105737599	0.105737599	347	347	347	1	NON	NON	1044	1044	1	1044
MvSl-1064-A1-R4_MC12g11188	0	65.505	65.505	4	95.25	381	Auto	Auto	-0.245161608	0.245161608	300	300	300	1	NON	NON	903	903	1	903
MvSl-1064-A1-R4_MC12g11189	0	64.825	64.825	2	188.5	377	Auto	Auto	0.055830589	0.055830589	144	144	144	1	NON	NON	435	435	1	435
MvSl-1064-A1-R4_MC12g11190	0	62.85	62.85	1	73	73	Auto	Auto	-0.028667616	0.028667616	117	117	117	1	NON	NON	354	354	1	354
MvSl-1064-A1-R4_MC12g11191	0	66.08	66.08	7	90.9286	636.5	Auto	Auto	-0.013960191	0.013960191	283	283	283	1	NON	NON	852	852	1	852
MvSl-1064-A1-R4_MC12g11192	0	61.84	61.84	3	74	222	Auto	Auto	0.080062134	0.080062134	327	327	327	1	NON	NON	984	984	1	984
MvSl-1064-A1-R4_MC12g11194	0	60.815	60.815	6	79.6667	478	Auto	Auto	0.316624084	0.316624084	583	583	583	1	NON	NON	1752	1752	1	1752
MvSl-1064-A1-R4_MC12g11195	0	62.5	62.5	2	100.5	201	Auto	Auto	-0.143266456	0.143266456	79	79	79	1	NON	NON	240	240	1	240
MvSl-1064-A1-R4_MC12g11196	0	64.2	64.2	1	0	0	Auto	Auto	-0.142574817	0.142574817	53	53	53	1	NON	NON	162	162	1	162
MvSl-1064-A1-R4_MC12g11197	0	63.42	63.42	4	99	396	Auto	Auto	0.225875649	0.225875649	379	379	379	1	NON	NON	1140	1140	1	1140
MvSl-1064-A1-R4_MC12g11198	0	64.535	64.535	3	97.3333	292	Auto	Auto	-0.362466149	0.362466149	772	772	772	1	NON	NON	2319	2319	1	2319
MvSl-1064-A1-R4_MC12g11199	0	63.725	63.725	1	78	78	Auto	Auto	-0.321006856	0.321006856	367	367	367	1	NON	NON	1104	1104	1	1104
MvSl-1064-A1-R4_MC12g11200	0	65.235	65.235	2	109	218	Auto	Auto	-0.118778464	0.118778464	779	779	779	1	NON	NON	2340	2340	1	2340
MvSl-1064-A1-R4_MC12g11201	0	63.25	63.25	3	107.667	323	Auto	Auto	-0.148135344	0.148135344	472	472	472	1	NON	NON	1419	1419	1	1419
MvSl-1064-A1-R4_MC12g11202	0	57.985	57.985	1	0	0	Auto	Auto	0.094862141	0.094862141	734	734	734	1	NON	NON	2205	2205	1	2205
MvSl-1064-A1-R4_MC12g11203	0	60.785	60.785	3	69.6667	209	Auto	Auto	0.150179462	0.150179462	1113	1113	1113	1	NON	NON	3342	3342	1	3342
MvSl-1064-A1-R4_MC12g11204	0	61.87	61.87	2	297.5	595	Auto	Auto	-0.004824359	0.004824359	513	513	513	1	NON	NON	1542	1542	1	1542
MvSl-1064-A1-R4_MC12g11205	0	56.075	56.075	2	125	250	Auto	Auto	-1.294487564	1.294487564	106	106	106	1	Down	DE	321	321	1	321
MvSl-1064-A1-R4_MC12g11206	0	60.84	60.84	6	78.3333	470	Auto	Auto	0.004438775	0.004438775	1201	1201	1201	1	NON	NON	3606	3606	1	3606
MvSl-1064-A1-R4_MC12g11207	0	61.255	61.255	2	132	264	Auto	Auto	0.012781034	0.012781034	153	153	153	1	NON	NON	462	462	1	462
MvSl-1064-A1-R4_MC12g11208	0	63.975	63.975	1	0	0	Auto	Auto	-0.126420575	0.126420575	98	98	98	1	NON	NON	297	297	1	297
MvSl-1064-A1-R4_MC12g11209	0	59.24	59.24	1	51	51	Auto	Auto	-0.091120332	0.091120332	201	201	201	1	NON	NON	606	606	1	606
MvSl-1064-A1-R4_MC12g11210	0	59.43	59.43	1	0	0	Auto	Auto	-0.172999796	0.172999796	52	52	52	1	NON	NON	159	159	1	159
MvSl-1064-A1-R4_MC12g11211	0	58.515	58.515	3	78.3333	235	Auto	Auto	-0.168975061	0.168975061	418	418	418	1	NON	NON	1257	1257	1	1257
MvSl-1064-A1-R4_MC12g11212	0	62.8	62.8	10	117	1170	Auto	Auto	-0.161111784	0.161111784	1964	1964	1964	1	NON	NON	5895	5895	1	5895
MvSl-1064-A1-R4_MC12g11213	0	59.87	59.87	3	98.6667	296	Auto	Auto	0.179642346	0.179642346	303	303	303	1	NON	NON	912	912	1	912
MvSl-1064-A1-R4_MC12g11214	0	57.24	57.24	4	76.25	305	Auto	Auto	0.185205769	0.185205769	538	538	538	1	NON	NON	1617	1617	1	1617
MvSl-1064-A1-R4_MC12g11215	0	57.825	57.825	5	97.8	489	Auto	Auto	0.493619443	0.493619443	949	949	949	1	NON	NON	2850	2850	1	2850
MvSl-1064-A1-R4_MC12g11216	0	66.145	66.145	5	78.8	394	Auto	Auto	0.468802976	0.468802976	1492	1492	1492	1	NON	NON	4479	4479	1	4479
MvSl-1064-A1-R4_MC12g11217	0	61.775	61.775	5	193.2	966	Auto	Auto	-0.032461367	0.032461367	1086	1086	1086	1	NON	NON	3261	3261	1	3261
MvSl-1064-A1-R4_MC12g11218	0	59.07	59.07	1	121	121	Auto	Auto	-0.179128637	0.179128637	135	135	135	1	NON	NON	408	408	1	408
MvSl-1064-A1-R4_MC12g11219	0	57.06	57.06	1	0	0	Auto	Auto	-0.068136981	0.068136981	301	301	301	1	NON	NON	906	906	1	906
MvSl-1064-A1-R4_MC12g11220	0	57.835	57.835	1	0	0	Auto	Auto	-0.012403161	0.012403161	199	199	199	1	NON	NON	600	600	1	600
MvSl-1064-A1-R4_MC12g11221	0	60.6	60.6	4	86.25	345	Auto	Auto	0.019081382	0.019081382	529	529	529	1	NON	NON	1590	1590	1	1590
MvSl-1064-A1-R4_MC12g11222	0	62.265	62.265	1	0	0	Auto	Auto	0.644973155	0.644973155	52	52	52	1	NON	NON	159	159	1	159
MvSl-1064-A1-R4_MC12g11223	0	67.98	67.98	4	98.5	394	Auto	Auto	0.020555423	0.020555423	1560	1560	1560	1	NON	NON	4683	4683	1	4683
MvSl-1064-A1-R4_MC12g11224	0	68.06	68.06	7	105.429	738	Auto	Auto	0.129261051	0.129261051	429	429	429	1	NON	NON	1290	1290	1	1290
MvSl-1064-A1-R4_MC12g11227	0	60	60	1	0	0	Auto	Auto	0.91629215	0.91629215	59	59	59	1	NON	NON	180	180	1	180
MvSl-1064-A1-R4_MC12g11228	0	65.795	65.795	2	86.5	173	Auto	Auto	-0.343583797	0.343583797	458	458	458	1	NON	NON	1377	1377	1	1377
MvSl-1064-A1-R4_MC12g11229	0	57.095	57.095	5	115	575	Auto	Auto	-0.098674005	0.098674005	922	922	922	1	NON	NON	2769	2769	1	2769
MvSl-1064-A1-R4_MC12g11230	0	60.835	60.835	2	65.5	131	Auto	Auto	0.080700161	0.080700161	99	99	99	1	NON	NON	300	300	1	300
MvSl-1064-A1-R4_MC12g11231	0	56.175	56.175	5	90.2	451	Auto	Auto	-0.443884507	0.443884507	612	612	612	1	NON	NON	1839	1839	1	1839
MvSl-1064-A1-R4_MC12g11232	0	65.23	65.23	7	145.857	1021	Auto	Auto	-0.220924987	0.220924987	834	834	834	1	NON	NON	2505	2505	1	2505
MvSl-1064-A1-R4_MC12g11233	0	61.81	61.81	5	153.8	769	Auto	Auto	-0.874554805	0.874554805	198	198	198	1	Down	DE	597	597	1	597
MvSl-1064-A1-R4_MC12g11235	0	61.635	61.635	10	106.5	1065	Auto	Auto	0.092943919	0.092943919	807	807	807	1	NON	NON	2424	2424	1	2424
MvSl-1064-A1-R4_MC12g11236	0.235294118	63.565	63.565	5	109.6	548	Auto	Auto	-0.048135753	0.048135753	919	919	919	1	NON	NON	2760	2760	1	2760
MvSl-1064-A1-R4_MC12g11238	0.235294118	54.93	54.93	10	100	1000	Auto	Auto	-0.030498615	0.030498615	1530	1530	1530	1	NON	NON	4593	4593	1	4593
MvSl-1064-A1-R4_MC12g11240	0.235294118	59.46	59.46	4	87	348	Auto	Auto	0.60434592	0.60434592	855	855	855	1	NON	NON	2568	2568	1	2568
MvSl-1064-A1-R4_MC12g11241	0.117647059	59.285	59.285	18	84.0556	1513	Auto	Auto	0.591470922	0.591470922	2897	2897	2897	1	NON	NON	8694	8694	1	8694
MvSl-1064-A1-R4_MC12g11242	0.117647059	49.565	49.565	5	103	515	Auto	Auto	1.282149404	1.282149404	346	346	346	1	Up	DE	1041	1041	1	1041
MvSl-1064-A1-R4_MC12g11244	0.235294118	65.855	65.855	10	89.3	893	Auto	Auto	-0.04454349	0.04454349	512	512	512	1	NON	NON	1539	1539	1	1539
MvSl-1064-A1-R4_MC12g11245	0.235294118	58.73	58.73	5	80.4	402	Auto	Auto	0.339761636	0.339761636	629	629	629	1	NON	NON	1890	1890	1	1890
MvSl-1064-A1-R4_MC12g11246	0.235294118	57.72	57.72	1	107	107	Auto	Auto	0.037267015	0.037267015	299	299	299	1	NON	NON	900	900	1	900
MvSl-1064-A1-R4_MC12g11247	0.235294118	62.875	62.875	7	85.5714	599	Auto	Auto	-0.230150512	0.230150512	1238	1238	1238	1	NON	NON	3717	3717	1	3717
MvSl-1064-A1-R4_MC12g11248	0.235294118	59.73	59.73	4	71.75	287	Auto	Auto	-0.110333852	0.110333852	1667	1667	1667	1	NON	NON	5004	5004	1	5004
MvSl-1064-A1-R4_MC12g11249	0.235294118	57.09	57.09	2	71.5	143	Auto	Auto	-0.118093545	0.118093545	615	615	615	1	NON	NON	1848	1848	1	1848
MvSl-1064-A1-R4_MC12g11253	0	55.38	55.38	4	62.25	249	Auto	Auto	0.203728146	0.203728146	287	287	287	1	NON	NON	864	864	1	864
MvSl-1064-A1-R4_MC12g11254	0	54.43	54.43	8	72.25	578	Auto	Auto	0.630558532	0.630558532	1214	1214	1214	1	NON	NON	3645	3645	1	3645
MvSl-1064-A1-R4_MC12g11255	0	56.685	56.685	5	92	460	Auto	Auto	-0.178516426	0.178516426	181	181	181	1	NON	NON	546	546	1	546
MvSl-1064-A1-R4_MC12g11256	0	54.245	54.245	3	71	213	Auto	Auto	-0.30603688	0.30603688	714	714	714	1	NON	NON	2145	2145	1	2145
MvSl-1064-A1-R4_MC12g11257	0	60.5	60.5	3	94	282	Auto	Auto	-0.031727263	0.031727263	345	345	345	1	NON	NON	1038	1038	1	1038
MvSl-1064-A1-R4_MC12g11258	0	62.29	62.29	5	79.8	399	Auto	Auto	-0.028308943	0.028308943	1016	1016	1016	1	NON	NON	3051	3051	1	3051
MvSl-1064-A1-R4_MC12g11259	0	60.8	60.8	15	73.0667	1096	Auto	Auto	-0.081484891	0.081484891	1161	1161	1161	1	NON	NON	3486	3486	1	3486
MvSl-1064-A1-R4_MC12g11260	0	70.105	70.105	1	0	0	Auto	Auto	0.089284133	0.089284133	96	96	96	1	NON	NON	291	291	1	291
MvSl-1064-A1-R4_MC12g11261	0	61.26	61.26	4	81.25	325	Auto	Auto	0.095464016	0.095464016	757	757	757	1	NON	NON	2274	2274	1	2274
MvSl-1064-A1-R4_MC12g11262	0	62.81	62.81	7	83.5714	585	Auto	Auto	0.173403333	0.173403333	751	751	751	1	NON	NON	2256	2256	1	2256
MvSl-1064-A1-R4_MC12g11263	0	64.83	64.83	5	91.6	458	Auto	Auto	-0.317808372	0.317808372	752	752	752	1	NON	NON	2259	2259	1	2259
MvSl-1064-A1-R4_MC12g11264	0.235294118	58.59	58.59	16	80.5625	1289	Auto	Auto	0.07645799	0.07645799	1392	1392	1392	1	NON	NON	4179	4179	1	4179
MvSl-1064-A1-R4_MC12g11265	0.235294118	62.885	62.885	4	87.25	349	Auto	Auto	-0.194444042	0.194444042	312	312	312	1	NON	NON	939	939	1	939
MvSl-1064-A1-R4_MC12g11266	0.235294118	61.165	61.165	4	106.25	425	Auto	Auto	-0.306230606	0.306230606	617	617	617	1	NON	NON	1854	1854	1	1854
MvSl-1064-A1-R4_MC12g11267	0.235294118	60.145	60.16	4	80.5	322	Auto	Auto	-0.098697625	0.098697625	1599	1600	1599.5	0.999375	NON	NON	4800	4803	0.99937539	4801.5
MvSl-1064-A1-R4_MC12g11268	0.470588235	59.515	59.515	5	114.8	574	Auto	Auto	0.221127116	0.221127116	1225	1225	1225	1	NON	NON	3678	3678	1	3678
MvSl-1064-A1-R4_MC12g11269	0.470588235	62.785	62.785	7	106.857	748	Auto	Auto	0.427439364	0.427439364	1406	1406	1406	1	NON	NON	4221	4221	1	4221
MvSl-1064-A1-R4_MC12g11271	0.823529412	54.83	54.83	7	105.143	736	Auto	Auto	0.350495503	0.350495503	586	586	586	1	NON	NON	1761	1761	1	1761
MvSl-1064-A1-R4_MC12g11272	0.823529412	53.935	53.935	1	94	94	Auto	Auto	0.329180431	0.329180431	88	88	88	1	NON	NON	267	267	1	267
MvSl-1064-A1-R4_MC12g11273	1.176470588	58.81	58.81	14	93	1302	Auto	Auto	-1.606021691	1.606021691	595	595	595	1	Down	DE	1788	1788	1	1788
MvSl-1064-A1-R4_MC12g11274	1.294117647	54.4	54.4	2	85	170	Auto	Auto	0.520915095	0.520915095	143	143	143	1	NON	NON	432	432	1	432
MvSl-1064-A1-R4_MC12g11277	1.647058824	63.58	63.58	1	50	50	Auto	Auto	0.189826156	0.189826156	280	280	280	1	NON	NON	843	843	1	843
MvSl-1064-A1-R4_MC12g11286	0.882352941	63.9	63.9	8	268.875	2151	Auto	Auto	-0.122543777	0.122543777	3862	3862	3862	1	NON	NON	11589	11589	1	11589
MvSl-1064-A1-R4_MC13g11290	0.588235294	63.03	63.2	2	83	166	Auto	Auto	0.261411552	0.261411552	470	476	473	0.987394958	NON	NON	1431	1413	1.012738854	1422
MvSl-1064-A1-R4_MC13g11291	0.588235294	57.8	57.8	6	104.5	627	Auto	Auto	0.246186133	0.246186133	721	721	721	1	NON	NON	2166	2166	1	2166
MvSl-1064-A1-R4_MC13g11292	0.588235294	61.82	61.82	3	79.3333	238	Auto	Auto	0.170606448	0.170606448	539	539	539	1	NON	NON	1620	1620	1	1620
MvSl-1064-A1-R4_MC13g11293	0.588235294	61.4	61.4	1	70	70	Auto	Auto	-0.179033944	0.179033944	762	762	762	1	NON	NON	2289	2289	1	2289
MvSl-1064-A1-R4_MC13g11294	0.294117647	60.87	60.87	9	102.111	919	Auto	Auto	-0.088462699	0.088462699	508	508	508	1	NON	NON	1527	1527	1	1527
MvSl-1064-A1-R4_MC13g11295	0.588235294	61.735	61.735	5	87	435	Auto	Auto	-0.07222243	0.07222243	1446	1446	1446	1	NON	NON	4341	4341	1	4341
MvSl-1064-A1-R4_MC13g11296	0.588235294	66.79	66.79	1	84	84	Auto	Auto	0.132969345	0.132969345	392	392	392	1	NON	NON	1179	1179	1	1179
MvSl-1064-A1-R4_MC13g11297	1.058823529	54.235	54.235	5	100.6	503	Auto	Auto	-0.12450573	0.12450573	487	487	487	1	NON	NON	1464	1464	1	1464
MvSl-1064-A1-R4_MC13g11298	1.058823529	58.29	58.29	1	104	104	Auto	Auto	0.112988348	0.112988348	204	204	204	1	NON	NON	615	615	1	615
MvSl-1064-A1-R4_MC13g11299	1.176470588	60.42	60.42	4	79.25	317	Auto	Auto	0.693321483	0.693321483	626	626	626	1	NON	NON	1881	1881	1	1881
MvSl-1064-A1-R4_MC13g11300	1.294117647	52.01	52.01	2	66	132	Auto	Auto	-0.316007562	0.316007562	173	173	173	1	NON	NON	522	522	1	522
MvSl-1064-A1-R4_MC13g11302	0.941176471	55.135	55.135	2	94	188	Auto	Auto	0.117229142	0.117229142	197	197	197	1	NON	NON	594	594	1	594
MvSl-1064-A1-R4_MC13g11303	0.941176471	61.89	61.89	4	63.75	255	Auto	Auto	0.416312327	0.416312327	655	655	655	1	NON	NON	1968	1968	1	1968
MvSl-1064-A1-R4_MC13g11304	1.176470588	62.505	62.505	3	79	237	Auto	Auto	-0.017936603	0.017936603	744	744	744	1	NON	NON	2235	2235	1	2235
MvSl-1064-A1-R4_MC13g11306	1.058823529	56.965	56.965	1	0	0	Auto	Auto	0.45935407	0.45935407	66	66	66	1	NON	NON	201	201	1	201
MvSl-1064-A1-R4_MC13g11307	1.058823529	61.275	61.275	3	137.333	412	Auto	Auto	1.00224516	1.00224516	413	413	413	1	Up	DE	1242	1242	1	1242
MvSl-1064-A1-R4_MC13g11310	1.823529412	61.9	61.9	3	187	561	Auto	Auto	-0.054222152	0.054222152	359	359	359	1	NON	NON	1080	1080	1	1080
MvSl-1064-A1-R4_MC13g11311	1.823529412	60.545	60.545	1	92	92	Auto	Auto	0.137276704	0.137276704	225	225	225	1	NON	NON	678	678	1	678
MvSl-1064-A1-R4_MC13g11312	1.705882353	65.395	65.395	11	88.9091	978	Auto	Auto	0.362367115	0.362367115	3553	3553	3553	1	NON	NON	10662	10662	1	10662
MvSl-1064-A1-R4_MC13g11313	1.411764706	65.1	65.1	3	83.6667	251	Auto	Auto	0.476350722	0.476350722	127	127	127	1	NON	NON	384	384	1	384
MvSl-1064-A1-R4_MC13g11317	1.117647059	60.3	60.3	9	208.222	1874	Auto	Auto	-0.794123162	0.794123162	1444	1444	1444	1	NON	NON	4335	4335	1	4335
MvSl-1064-A1-R4_MC13g11318	1.117647059	62.16	62.16	2	120.5	241	Auto	Auto	0.148037289	0.148037289	158	158	158	1	NON	NON	477	477	1	477
MvSl-1064-A1-R4_MC13g11319	1.235294118	57.605	57.605	2	99.5	199	Auto	Auto	-0.093464014	0.093464014	148	148	148	1	NON	NON	447	447	1	447
MvSl-1064-A1-R4_MC13g11320	1	63	63	3	79	237	Auto	Auto	-0.051250519	0.051250519	744	744	744	1	NON	NON	2235	2235	1	2235
MvSl-1064-A1-R4_MC13g11321	1.235294118	62.56	62.56	4	130.75	523	Auto	Auto	0.371413337	0.371413337	210	210	210	1	NON	NON	633	633	1	633
MvSl-1064-A1-R4_MC13g11324	1.117647059	56.195	56.195	5	101.2	506	Auto	Auto	-0.378793391	0.378793391	731	731	731	1	NON	NON	2196	2196	1	2196
MvSl-1064-A1-R4_MC13g11325	1.058823529	53.155	53.155	3	146.333	439	Auto	Auto	1.128857814	1.128857814	263	263	263	1	Up	DE	792	792	1	792
MvSl-1064-A1-R4_MC13g11329	0.647058824	49.38	49.38	2	105	210	Auto	Auto	0.613748438	0.613748438	134	134	134	1	NON	NON	405	405	1	405
MvSl-1064-A1-R4_MC13g11330	0.647058824	54.54	54.54	5	80.6	403	Auto	Auto	-0.637160617	0.637160617	557	557	557	1	Down	DE	1674	1674	1	1674
MvSl-1064-A1-R4_MC13g11331	0.705882353	61.17	61.17	11	69.7273	767	Auto	Auto	-0.3956681	0.3956681	366	366	366	1	NON	NON	1101	1101	1	1101
MvSl-1064-A1-R4_MC13g11333	0.588235294	53.395	53.395	3	86.6667	260	Auto	Auto	1.236517272	1.236517272	161	161	161	1	Up	DE	486	486	1	486
MvSl-1064-A1-R4_MC13g11334	0.588235294	61.68	61.68	8	123	984	Auto	Auto	0.253409109	0.253409109	487	487	487	1	NON	NON	1464	1464	1	1464
MvSl-1064-A1-R4_MC13g11340	0.411764706	56.215	56.215	6	94.8333	569	Auto	Auto	0.078646868	0.078646868	710	710	710	1	NON	NON	2133	2133	1	2133
MvSl-1064-A1-R4_MC13g11347	0.117647059	59.26	59.26	1	0	0	Auto	Auto	-0.013828653	0.013828653	62	62	62	1	NON	NON	189	189	1	189
MvSl-1064-A1-R4_MC13g11348	0.117647059	62.255	62.255	1	82	82	Auto	Auto	-0.008169179	0.008169179	116	116	116	1	NON	NON	351	351	1	351
MvSl-1064-A1-R4_MC13g11350	0.235294118	65.905	65.905	3	74.3333	223	Auto	Auto	-0.037630925	0.037630925	1573	1573	1573	1	NON	NON	4722	4722	1	4722
MvSl-1064-A1-R4_MC13g11351	0.235294118	62.18	62.18	1	59	59	Auto	Auto	-0.228284703	0.228284703	192	192	192	1	NON	NON	579	579	1	579
MvSl-1064-A1-R4_MC13g11352	0.235294118	60.925	60.925	1	0	0	Auto	Auto	-0.186817792	0.186817792	150	150	150	1	NON	NON	453	453	1	453
MvSl-1064-A1-R4_MC13g11353	0.235294118	57.765	57.765	8	91.25	730	Auto	Auto	-0.130339535	0.130339535	675	675	675	1	NON	NON	2028	2028	1	2028
MvSl-1064-A1-R4_MC13g11354	0.235294118	69.39	69.39	1	158	158	Auto	Auto	-0.029072246	0.029072246	158	158	158	1	NON	NON	477	477	1	477
MvSl-1064-A1-R4_MC13g11355	0.235294118	61.745	61.745	4	119	476	Auto	Auto	-0.108815858	0.108815858	412	412	412	1	NON	NON	1239	1239	1	1239
MvSl-1064-A1-R4_MC13g11356	0.235294118	56.45	56.45	3	141.333	424	Auto	Auto	-1.42490027	1.42490027	340	340	340	1	NON	NON	1023	1023	1	1023
MvSl-1064-A1-R4_MC13g11360	0.058823529	62.355	62.515	4	83.25	333	Auto	Auto	-0.13411986	0.13411986	1343	1305	1324	1.029118774	NON	NON	4032	3918	1.029096478	3975
MvSl-1064-A1-R4_MC13g11361	0.058823529	56.325	56.325	1	206	206	Auto	Auto	-0.771800883	0.771800883	107	107	107	1	NON	NON	324	324	1	324
MvSl-1064-A1-R4_MC13g11362	0.117647059	57.43	57.43	2	65.5	131	Auto	Auto	0.190581088	0.190581088	275	275	275	1	NON	NON	828	828	1	828
MvSl-1064-A1-R4_MC13g11363	0.117647059	61.175	61.175	3	113	339	Auto	Auto	0.126832037	0.126832037	172	172	172	1	NON	NON	519	519	1	519
MvSl-1064-A1-R4_MC13g11364	0.117647059	66.1	66.1	11	84.1818	926	Auto	Auto	-0.218909053	0.218909053	766	766	766	1	NON	NON	2301	2301	1	2301
MvSl-1064-A1-R4_MC13g11365	0.117647059	60.705	60.705	5	78	390	Auto	Auto	-0.552761455	0.552761455	670	670	670	1	NON	NON	2013	2013	1	2013
MvSl-1064-A1-R4_MC13g11369	0.117647059	54.19	54.19	2	100.5	201	Auto	Auto	0.112313367	0.112313367	206	206	206	1	NON	NON	621	621	1	621
MvSl-1064-A1-R4_MC13g11370	0.117647059	62.035	62.035	3	96.6667	290	Auto	Auto	0.186459728	0.186459728	826	826	826	1	NON	NON	2481	2481	1	2481
MvSl-1064-A1-R4_MC13g11371	0	54.78	54.78	2	83.5	167	Auto	Auto	0.126620973	0.126620973	417	417	417	1	NON	NON	1254	1254	1	1254
MvSl-1064-A1-R4_MC13g11372	0	64.84	64.84	3	97	291	Auto	Auto	0.000805816	0.000805816	437	437	437	1	NON	NON	1314	1314	1	1314
MvSl-1064-A1-R4_MC13g11373	0	59.575	59.575	8	84.5625	676.5	Auto	Auto	-0.004620663	0.004620663	462	462	462	1	NON	NON	1389	1389	1	1389
MvSl-1064-A1-R4_MC13g11375	0	60.455	60.455	1	67	67	Auto	Auto	0.259429056	0.259429056	117	117	117	1	NON	NON	354	354	1	354
MvSl-1064-A1-R4_MC13g11376	0	60.465	60.465	6	69.5	417	Auto	Auto	0.192044452	0.192044452	628	628	628	1	NON	NON	1887	1887	1	1887
MvSl-1064-A1-R4_MC13g11377	0	48.43	48.43	1	0	0	Auto	Auto	0.627763966	0.627763966	52	52	52	1	NON	NON	159	159	1	159
