gida1	a1GC0	a1GC3	gida2	a2GC0	a2GC3	start	end	logCPM	logFC.A1.A2	abs	PV.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2	part8	youngold	GC0diff	GC3diff	DE
MvSl-1064-A1-R4_MC08g08806	60.55	60.55	MvSl-1064-A2-R4_MC08-2g09087	60.55	60.55	1370131	1371750	6.097003415	-0.003937253	0.003937253	0.983857834	0.999949922	6.025341867	6.161512207	6.074487274	6.123075776	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08817	58.23	72.08	MvSl-1064-A2-R4_MC08-2g09098	58.23	72.08	1386505	1388357	4.843634478	0.079702496	0.079702496	0.754435541	0.999949922	4.861595521	4.90340168	4.524142432	5.037389561	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08821	56.39	61.51	MvSl-1064-A2-R4_MC08-2g09102	56.39	61.51	1398486	1401945	7.108876323	0.016993953	0.016993953	0.939855028	0.999949922	7.287335773	6.924588643	6.83295873	7.325952673	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08823	56.15	61.11	MvSl-1064-A2-R4_MC08-2g09104	56.15	61.11	1408350	1409481	5.199338404	0.065741081	0.065741081	0.776047716	0.999949922	5.306154715	5.153071798	4.990016858	5.323234784	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08827	56.41	63.53	MvSl-1064-A2-R4_MC08-2g09108	56.41	63.53	1414651	1416062	7.31898558	0.007448047	0.007448047	0.969745393	0.999949922	7.366322792	7.277722086	7.346947488	7.282836566	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08833	54.53	60.89	MvSl-1064-A2-R4_MC08-2g09114	54.53	60.89	1432841	1435398	5.508599789	-0.025976182	0.025976182	0.91414954	0.999949922	5.418827812	5.568520803	5.780141839	5.205749366	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08841	57.74	68.34	MvSl-1064-A2-R4_MC08-2g09122	57.74	68.34	1461521	1468123	6.527375847	0.02416227	0.02416227	0.899803241	0.999949922	6.484926171	6.591867558	6.608535326	6.415404781	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08843	54.85	64.4	MvSl-1064-A2-R4_MC08-2g09124	54.85	64.4	1471986	1474788	8.385764148	0.064509694	0.064509694	0.779901583	0.999949922	8.472426365	8.360687623	8.343907216	8.36232911	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08849	57.73	63.24	MvSl-1064-A2-R4_MC08-2g09130	57.73	63.24	1484979	1486145	6.587635921	-0.039706165	0.039706165	0.83220534	0.999949922	6.53431448	6.600299718	6.566273533	6.647337599	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08852	57.72	74.07	MvSl-1064-A2-R4_MC08-2g09133	57.72	74.07	1495049	1500053	8.921575881	-0.037134733	0.037134733	0.883925646	0.999949922	8.871095401	8.934012742	8.959776283	8.919996553	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08858	57.14	67.15	MvSl-1064-A2-R4_MC08-2g09139	57.14	67.15	1510225	1511860	7.957093654	0.032702957	0.032702957	0.879655526	0.999949922	8.023667106	7.921188413	7.850376328	8.025625792	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08859	60.66	69.96	MvSl-1064-A2-R4_MC08-2g09140	60.66	69.96	1513042	1515722	7.193531213	0.018640242	0.018640242	0.924044053	0.999949922	7.241210048	7.163344726	7.084185839	7.277738399	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08862	53.71	62.93	MvSl-1064-A2-R4_MC08-2g09143	53.71	62.93	1522439	1524747	5.92590503	-0.038869136	0.038869136	0.84660243	0.999949922	5.797903869	6.007306107	5.938564021	5.95184747	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08866	57.51	65.19	MvSl-1064-A2-R4_MC08-2g09147	57.51	65.19	1533931	1535223	10.50452182	0.084755202	0.084755202	0.796169166	0.999949922	10.6643676	10.41763912	10.40910255	10.51210377	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08868	56.42	72.18	MvSl-1064-A2-R4_MC08-2g09149	56.42	72.18	1537210	1539852	8.889464442	0.019065798	0.019065798	0.940139074	0.999949922	8.854250933	8.942327899	8.829981529	8.928154	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08869	56.83	57.54	MvSl-1064-A2-R4_MC08-2g09150	56.83	57.54	1541029	1545828	7.112665867	0.01938778	0.01938778	0.919459108	0.999949922	7.192162623	7.048900119	7.030061781	7.172348031	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08872	60.21	71.25	MvSl-1064-A2-R4_MC08-2g09153	60.21	71.25	1554201	1560491	7.261261896	-0.070547377	0.070547377	0.758055709	0.999949922	7.020028842	7.405509624	7.50642537	7.049702941	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08874	55.72	63.89	MvSl-1064-A2-R4_MC08-2g09155	55.72	63.89	1575034	1575930	5.479174137	0.081121189	0.081121189	0.706873937	0.999949922	5.542480402	5.495058301	5.312960144	5.553288751	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08875	56.99	64.28	MvSl-1064-A2-R4_MC08-2g09156	56.99	64.28	1579607	1584283	9.810864714	-0.137747557	0.137747557	0.65956922	0.999949922	9.844706802	9.627887112	9.611452757	10.10307444	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08887	59.35	63.01	MvSl-1064-A2-R4_MC08-2g09168	59.35	63.01	1614970	1621951	2.963124136	-0.001611731	0.001611731	0.995981246	0.999949922	3.105683054	2.803275682	2.925085012	3.001973294	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-1g08909	53.09	54.3	MvSl-1064-A2-R4_MC09g09191	53.09	54.3	22899	25568	4.11978409	0.073516898	0.073516898	0.784393711	0.999949922	4.259091348	4.044255812	4.013699128	4.148437572	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-1g08910	57.66	63.71	MvSl-1064-A2-R4_MC09g09192	57.66	63.71	26334	26699	5.263143669	-0.053741961	0.053741961	0.806680892	0.999949922	5.314745976	5.153071798	5.265904898	5.313303401	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g08926	59.29	69.87	MvSl-1064-A2-R4_MC09g09201	59.29	69.87	31118	34800	4.693216165	-0.072088125	0.072088125	0.763227864	0.999949922	4.616800846	4.69612526	4.74038221	4.717170335	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g08927	55.28	58.39	MvSl-1064-A2-R4_MC09g09202	55.28	58.39	35092	36863	2.851773237	0.051951304	0.051951304	0.873582899	0.999949922	2.955555039	2.793503825	2.945137299	2.694402553	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g08932	59.58	65.44	MvSl-1064-A2-R4_MC09g09207	59.58	65.44	42639	43778	3.857549615	-0.04279309	0.04279309	0.883287845	0.999949922	3.994012766	3.65930825	3.719856042	4.022433	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g08935	54.65	61.9	MvSl-1064-A2-R4_MC09g09210	54.65	61.9	50601	52023	6.508843146	-0.066536625	0.066536625	0.742602157	0.999949922	6.571352791	6.37230755	6.372575624	6.693244205	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g08949	54.58	68.75	MvSl-1064-A2-R4_MC09g09224	54.58	68.75	77212	78647	4.633486822	0.100941648	0.100941648	0.698349529	0.999949922	4.809052688	4.544162467	4.358333902	4.776204515	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g08951	56.05	64.16	MvSl-1064-A2-R4_MC09g09226	56.05	64.16	83247	84851	6.451813019	-0.04784437	0.04784437	0.800031892	0.999949922	6.49478881	6.35746096	6.51688659	6.432938808	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g08954	56.25	65.91	MvSl-1064-A2-R4_MC09g09229	56.25	65.91	93016	94578	7.909612067	-0.082249448	0.082249448	0.70379042	0.999949922	7.78886883	7.942899648	8.051350015	7.841291108	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g08956	56	60.59	MvSl-1064-A2-R4_MC09g09231	56	60.59	99765	101701	5.761556	0.023285482	0.023285482	0.923736381	0.999949922	5.924544327	5.603895291	5.429639428	6.012029382	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g08957	57.83	69.57	MvSl-1064-A2-R4_MC09g09232	57.83	69.57	101819	102434	6.632811438	0.029121057	0.029121057	0.877897801	0.999949922	6.608163075	6.685323198	6.547541155	6.685565516	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g08958	56.6	73.1	MvSl-1064-A2-R4_MC09g09233	56.6	73.1	104579	106822	9.456933693	0.085490665	0.085490665	0.756686267	0.999949922	9.474811387	9.522855223	9.340493373	9.483097562	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g08959	60.29	67.53	MvSl-1064-A2-R4_MC09g09234	60.29	67.53	106938	107973	6.385161113	0.06271549	0.06271549	0.73674982	0.999949922	6.390554132	6.441205842	6.378117723	6.328338472	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g08960	57.4	69.17	MvSl-1064-A2-R4_MC09g09235	57.4	69.17	108047	108575	4.998393554	-0.06770233	0.06770233	0.773547201	0.999949922	4.833173267	5.084604905	5.083443587	4.978278085	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g08962	55.46	64.29	MvSl-1064-A2-R4_MC09g09237	55.46	64.29	110192	110410	6.239426123	-0.006385664	0.006385664	0.973779786	0.999949922	6.14193541	6.324759424	6.295595672	6.187560316	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g08963	65.29	74.56	MvSl-1064-A2-R4_MC09g09238	65.29	74.56	122911	123324	3.912782887	-0.022478268	0.022478268	0.93813014	0.999949922	4.116998116	3.64850709	3.895012163	3.952490848	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g08967	52.44	51.22	MvSl-1064-A2-R4_MC09g09242	52.44	51.22	125478	125866	1.38144926	-0.199625562	0.199625562	0.673271844	0.999949922	1.708122203	0.68579449	1.010226695	1.832471267	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g08977	55.36	53.22	MvSl-1064-A2-R4_MC09g09252	55.36	53.22	137140	140807	1.035689766	0.193859638	0.193859638	0.669313118	0.999949922	1.407591257	0.767931887	0.568234379	1.234479489	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g08982	55.48	57.49	MvSl-1064-A2-R4_MC09g09257	55.48	57.49	149431	149780	2.776386113	0.070787087	0.070787087	0.829311943	0.999949922	2.836507544	2.783665327	2.873699954	2.592971585	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g08987	61.43	77.04	MvSl-1064-A2-R4_MC09g09262	61.43	77.04	182803	183850	7.130706366	-0.097922082	0.097922082	0.667101665	0.999949922	6.852540209	7.27816011	7.394209205	6.925467567	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g08989	55.82	64.82	MvSl-1064-A2-R4_MC09g09264	55.82	64.82	185612	186751	7.212004564	0.095849397	0.095849397	0.630820059	0.999949922	7.335413863	7.178441056	7.051608888	7.266973247	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g08990	59.42	67.41	MvSl-1064-A2-R4_MC09g09265	59.42	67.41	187373	188769	6.455455953	-0.084282108	0.084282108	0.658633727	0.999949922	6.312918738	6.506215562	6.528562347	6.464690854	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09009	59.42	59.42	MvSl-1064-A2-R4_MC09g09284	59.42	59.42	194666	195577	1.691777879	0.163934981	0.163934981	0.668455351	0.999949922	1.847271814	1.682868985	1.463808231	1.740598858	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09011	56.56	66.76	MvSl-1064-A2-R4_MC09g09286	56.56	66.76	197444	197698	6.283093965	-0.076085798	0.076085798	0.715713213	0.999949922	6.050249965	6.415952053	6.462274404	6.163438713	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09014	54.28	62.39	MvSl-1064-A2-R4_MC09g09289	54.28	62.39	200447	201993	4.253398408	0.050242836	0.050242836	0.846029671	0.999949922	4.212038665	4.341131519	4.229364762	4.226714254	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09016	52.13	50	MvSl-1064-A2-R4_MC09g09291	52.13	50	206036	206467	1.101405591	-0.194092436	0.194092436	0.647459451	0.999949922	0.731551131	1.240316199	1.254770211	1.129723972	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09018	55.9	62.26	MvSl-1064-A2-R4_MC09g09293	55.9	62.26	208742	210008	3.940747704	0.136675274	0.136675274	0.637618097	0.999949922	3.87358153	4.128287818	4.069571178	3.639282343	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09023	57.37	67.26	MvSl-1064-A2-R4_MC09g09298	57.37	67.26	221780	227801	4.344215661	0.112959988	0.112959988	0.675187147	0.999949922	4.251951609	4.532460249	4.445379804	4.10764673	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09024	59.54	70.66	MvSl-1064-A2-R4_MC09g09299	59.54	70.66	228843	231258	6.307392882	0.001079912	0.001079912	0.995626664	0.999949922	6.143865267	6.455219213	6.308230548	6.305474903	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09025	53.71	64.24	MvSl-1064-A2-R4_MC09g09300	53.71	64.24	231956	234108	6.706133202	0.026660777	0.026660777	0.885603358	0.999949922	6.6262219	6.806877795	6.723293295	6.661498486	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09031	57.36	59.28	MvSl-1064-A2-R4_MC09g09306	57.36	59.28	248836	249825	4.072016674	-0.136401603	0.136401603	0.7385375	0.999949922	4.476830707	3.293873427	3.553488082	4.554695952	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09035	58.2	83.49	MvSl-1064-A2-R4_MC09g09310	58.2	83.49	257636	258455	8.053917097	-0.131703013	0.131703013	0.667890845	0.999949922	7.576673189	8.305461236	8.462559867	7.665081832	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09036	55.45	71.96	MvSl-1064-A2-R4_MC09g09311	55.45	71.96	259145	260513	6.814998564	-0.01857593	0.01857593	0.918607319	0.999949922	6.790450241	6.820775312	6.776722113	6.870313334	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09038	60.58	74.85	MvSl-1064-A2-R4_MC09g09313	60.58	74.85	263697	264836	5.207763653	0.071783803	0.071783803	0.787440606	0.999949922	5.052441819	5.411277831	5.463053101	4.804839776	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09045	50.17	51.81	MvSl-1064-A2-R4_MC09g09320	50.17	51.81	282333	286047	5.112054239	0.042562159	0.042562159	0.85040544	0.999949922	5.094958566	5.170164679	5.116975577	5.063693531	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09049	58.8	74.91	MvSl-1064-A2-R4_MC09g09324	58.8	74.91	294156	294515	6.967494837	-0.021649877	0.021649877	0.906145503	0.999949922	6.940657768	6.972469385	7.01946189	6.935861508	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09052	53.76	54.84	MvSl-1064-A2-R4_MC09g09327	53.76	54.84	297624	298350	0.480890319	0.225914821	0.225914821	0.660264552	0.999949922	1.060591845	-0.149133665	0.218838248	0.504998774	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09053	57.34	72.03	MvSl-1064-A2-R4_MC09g09328	57.34	72.03	299382	301571	3.858058929	0.027644451	0.027644451	0.932763667	0.999949922	4.093225502	3.610053206	3.445012421	4.157347684	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09057	59	71.88	MvSl-1064-A2-R4_MC09g09332	59	71.88	311882	315827	5.144306466	-0.049728941	0.049728941	0.824973873	0.999949922	5.060637437	5.175817597	5.23365986	5.10111755	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09062	59.06	65.29	MvSl-1064-A2-R4_MC09g09337	59.06	65.29	330481	331538	6.860820771	0.043935639	0.043935639	0.824658178	0.999949922	6.961597651	6.79896305	6.651121016	7.004744825	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09074	59.34	71.06	MvSl-1064-A2-R4_MC09g09349	59.34	71.06	365051	366939	5.968998422	0.088664054	0.088664054	0.665844948	0.999949922	5.917792926	6.101396804	6.046916723	5.789398343	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09079	57.26	64.78	MvSl-1064-A2-R4_MC09g09354	57.26	64.78	372568	373951	7.03919985	-0.014605217	0.014605217	0.937531142	0.999949922	6.987083489	7.075352371	7.086444554	7.0053618	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09084	56.93	76.94	MvSl-1064-A2-R4_MC09g09359	56.93	76.94	382712	383036	5.660752515	-0.030084599	0.030084599	0.893255698	0.999949922	5.380057763	5.869922877	5.698327624	5.652730563	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09093	58.37	76.59	MvSl-1064-A2-R4_MC09g09368	58.37	76.59	410850	414441	6.49520878	-0.095345581	0.095345581	0.699971217	0.999949922	6.665710494	6.188793348	6.191373389	6.824200078	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09095	54.04	63.03	MvSl-1064-A2-R4_MC09g09370	54.04	63.03	419243	424025	7.751903763	0.100261034	0.100261034	0.648182546	0.999949922	7.904935733	7.689235406	7.536474816	7.848529875	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09097	56.05	61.9	MvSl-1064-A2-R4_MC09g09372	56.05	61.9	426028	426907	5.735757143	-0.067977915	0.067977915	0.74067217	0.999949922	5.770685478	5.628838334	5.750536809	5.787964729	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09102	55.51	60.85	MvSl-1064-A2-R4_MC09g09377	55.51	60.85	427214	428596	7.003832124	0.008978936	0.008978936	0.961131282	0.999949922	6.975209974	7.040662416	7.009973935	6.988610142	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09108	57.34	54.88	MvSl-1064-A2-R4_MC09g09383	57.34	54.88	436687	437695	5.754771193	0.038283917	0.038283917	0.859360608	0.999949922	5.911009782	5.621952858	5.611593374	5.849733716	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09110	56.64	62.09	MvSl-1064-A2-R4_MC09g09385	56.64	62.09	442893	443439	2.462408743	0.060592289	0.060592289	0.863220795	0.999949922	2.706745819	2.238324918	2.422986917	2.440726506	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09113	56.12	65.68	MvSl-1064-A2-R4_MC09g09388	56.12	65.68	445924	447694	4.512077921	-0.084084756	0.084084756	0.781686664	0.999949922	4.22303398	4.680304293	4.882339634	4.125918523	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09114	58.37	67.61	MvSl-1064-A2-R4_MC09g09389	58.37	67.61	448917	449348	6.017700685	-0.045100747	0.045100747	0.81756009	0.999949922	5.924544327	6.062257225	6.032931315	6.047208922	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09117	57.84	66.89	MvSl-1064-A2-R4_MC09g09392	57.84	66.89	459973	462458	4.825329654	0.06269096	0.06269096	0.79617322	0.999949922	4.995869126	4.701360594	4.702597616	4.879430798	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09121	59.05	71.36	MvSl-1064-A2-R4_MC09g09396	59.05	71.36	480670	481029	5.900216358	-0.096337378	0.096337378	0.655256788	0.999949922	5.717252433	5.974167219	6.100423645	5.776444238	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09125	59.34	76.96	MvSl-1064-A2-R4_MC09g09400	59.34	76.96	487413	490263	4.770449748	0.038951547	0.038951547	0.869315436	0.999949922	4.718718637	4.857241716	4.754655254	4.746989359	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09126	60.4	67.63	MvSl-1064-A2-R4_MC09g09401	60.4	67.63	491245	493762	8.206243907	0.097557261	0.097557261	0.682846557	0.999949922	8.125818264	8.372017254	8.308548175	7.98678858	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09133	57.16	60.86	MvSl-1064-A2-R4_MC09g09408	57.16	60.86	500063	501868	4.706422525	0.101824107	0.101824107	0.671104825	0.999949922	4.69522281	4.814396017	4.690769651	4.61738375	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09134	56.2	64.84	MvSl-1064-A2-R4_MC09g09409	56.2	64.84	502458	505237	6.14843179	0.089329748	0.089329748	0.643714576	0.999949922	6.122493514	6.258821487	6.071069632	6.134401444	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09139	56.78	67.58	MvSl-1064-A2-R4_MC09g09414	56.78	67.58	514008	514941	6.025986641	-0.050804279	0.050804279	0.795163452	0.999949922	5.986079024	6.014684892	6.123704232	5.97471089	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09146	58.94	71.79	MvSl-1064-A2-R4_MC09g09421	58.94	71.79	541217	543916	5.325155488	0.045843961	0.045843961	0.845935624	0.999949922	5.106879569	5.554124517	5.318735586	5.285126212	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09149	57.47	65.38	MvSl-1064-A2-R4_MC09g09424	57.47	65.38	548519	550406	8.251004284	0.025466345	0.025466345	0.915080569	0.999949922	8.396961323	8.116805404	8.094632156	8.368816563	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09150	60.68	59.78	MvSl-1064-A2-R4_MC09g09425	60.68	59.78	551224	553438	7.905538756	-0.087836639	0.087836639	0.68026019	0.999949922	7.921061304	7.798310183	7.874430613	8.019530533	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09151	59.77	62.9	MvSl-1064-A2-R4_MC09g09426	59.77	62.9	556234	559152	7.830787723	-0.00822517	0.00822517	0.968756928	0.999949922	7.828404429	7.824937089	7.779553246	7.88820846	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09152	59.8	62.32	MvSl-1064-A2-R4_MC09g09427	59.67	62.61	559379	563059	2.609056045	-0.141237069	0.141237069	0.676389603	0.999949922	2.696263497	2.362488512	2.597835617	2.754356521	Auto	Auto	0.13	-0.29	NON
MvSl-1064-A1-R4_MC09-2g09153	54.71	66.37	MvSl-1064-A2-R4_MC09g09428	54.71	66.37	565695	567404	4.575782801	0.041951657	0.041951657	0.869861674	0.999949922	4.583060727	4.609668146	4.734633218	4.348418447	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09154	56.67	62.16	MvSl-1064-A2-R4_MC09g09429	56.67	62.16	567604	570124	6.34163532	-0.05991574	0.05991574	0.764790691	0.999949922	6.218100543	6.399135726	6.516048981	6.21021525	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09156	56.02	70.86	MvSl-1064-A2-R4_MC09g09431	56.02	70.86	572801	573475	8.696167387	-0.071235959	0.071235959	0.788549074	0.999949922	8.682172021	8.637746035	8.445504198	8.969844789	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09158	57.95	65.84	MvSl-1064-A2-R4_MC09g09433	57.95	65.84	579741	581945	4.64580091	-0.067116703	0.067116703	0.798676528	0.999949922	4.806618301	4.387339908	4.517461662	4.824551562	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09160	55.75	63.19	MvSl-1064-A2-R4_MC09g09435	55.75	63.19	583551	584053	5.7627686	-0.078432193	0.078432193	0.72741336	0.999949922	5.509930304	5.908912721	5.933554205	5.655877687	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09162	59.02	57.38	MvSl-1064-A2-R4_MC09g09437	59.02	57.38	587996	588413	5.892943003	-0.058036737	0.058036737	0.792868311	0.999949922	5.725007961	5.990297238	6.101540805	5.715913078	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09163	57.39	62.75	MvSl-1064-A2-R4_MC09g09438	57.39	62.75	588950	590680	6.690567773	-0.049662143	0.049662143	0.785280754	0.999949922	6.689027211	6.641736732	6.721114431	6.709237637	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09165	54.81	59.28	MvSl-1064-A2-R4_MC09g09440	54.81	59.28	595020	596849	5.101966173	-0.044745754	0.044745754	0.854547182	0.999949922	4.939211389	5.207439033	5.30328273	4.919262268	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09168	57.52	76.11	MvSl-1064-A2-R4_MC09g09443	57.52	76.11	605911	607931	7.940394824	0.010983568	0.010983568	0.960845516	0.999949922	7.824499268	8.057821289	8.067161646	7.789218277	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09169	61.54	77.45	MvSl-1064-A2-R4_MC09g09444	61.54	77.45	612689	614713	7.273990892	0.031684586	0.031684586	0.873080184	0.999949922	7.291694198	7.28776316	7.353526789	7.155770446	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09170	55.1	66.75	MvSl-1064-A2-R4_MC09g09445	55.1	66.75	615718	615870	6.224629672	0.018863844	0.018863844	0.921823581	0.999949922	6.154433581	6.309412714	6.231726911	6.198392759	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09176	62.81	72.15	MvSl-1064-A2-R4_MC09g09451	62.81	72.15	627951	628154	8.770941694	-0.066655416	0.066655416	0.78826987	0.999949922	8.670003119	8.801492126	8.80036019	8.80740465	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09183	56.7	70.1	MvSl-1064-A2-R4_MC09g09458	56.7	70.1	639397	640535	5.757920606	-0.065758274	0.065758274	0.746101607	0.999949922	5.745487826	5.703790771	5.739096953	5.840082017	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09188	54.56	72.63	MvSl-1064-A2-R4_MC09g09463	54.56	72.63	651348	653805	7.84747259	0.075586343	0.075586343	0.726543985	0.999949922	7.802066273	7.962927348	7.913120628	7.697131592	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09189	54.28	70.26	MvSl-1064-A2-R4_MC09g09464	54.28	70.26	656263	660040	6.600489013	-0.072046966	0.072046966	0.706425848	0.999949922	6.525459632	6.601700299	6.530222626	6.734761645	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09190	54.86	65.85	MvSl-1064-A2-R4_MC09g09465	54.86	65.85	660592	664262	4.962849552	-0.000379818	0.000379818	0.998798169	0.999949922	5.153602304	4.742573076	4.80215378	5.108027748	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09193	53.2	65.15	MvSl-1064-A2-R4_MC09g09468	53.2	65.15	675849	676727	7.143080562	-0.035457766	0.035457766	0.854754101	0.999949922	7.058390562	7.189194792	7.259069369	7.055076482	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09196	61.02	64.69	MvSl-1064-A2-R4_MC09g09471	61.02	64.69	681778	683714	6.735065395	-0.082660438	0.082660438	0.664127056	0.999949922	6.76371715	6.619093792	6.645004315	6.895826629	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09203	57.16	73.05	MvSl-1064-A2-R4_MC09g09478	57.16	73.05	695823	697107	8.420294742	0.001260676	0.001260676	0.995769995	0.999949922	8.478556427	8.360894413	8.285386132	8.542523529	Auto	Auto	0	0	NON
